agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,candidate_id,representation,log_path,aig_path,status,old_adp,structure_family,shared_nodes_or_terms,outputs_covered,expected_benefit,observed_qor,hypothesis,output_grouping,run_id,family,evidence_path,equivalent,sharing_strategy,observed_structure,outcome,families_attempted,candidate_count,equivalent_count,best_candidate,best_adp,current_frontend_adp,reference_adp,verilog_path,evaluate_log_path
unknown-state-agent,unknown,ex294,ex294_deep_octant_odd_plane_descriptor,ex294|octant descriptor can cofactor odd output planes|octant descriptor source mux|endpoint/midpoint octant descriptor selects mod4 body for odd roots|abc_g_aig|official_evaluate_py|odd_plane_1_3_5_7_9_11_13_15,endpoint/midpoint octant descriptor selects mod4 body for odd roots,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'selected_bits': [1, 3, 5, 7, 9, 11, 13, 15], 'selector': ['  wire [7:0] octant = {in[0] ^ in[15], in[1] ^ in[14], in[2] ^ in[13], in[3] ^ in[12], in[4] ^ in[11], in[5] ^ in[10], in[6] ^ in[9], in[7] ^ in[8]};', '  wire endpoint_state = (octant[0] | octant[7]) ^ (octant[1] & octant[6]) ^ (^octant[5:2]);', '  wire midpoint_state = (in[5] ^ in[6]) ^ (in[9] ^ in[10]) ^ (in[7] & in[8]);', '  wire route_sel = endpoint_state ^ midpoint_state;']}; synth_sec=6.195; eval_sec=1.673",ex294_deep_octant_odd_plane_descriptor,octant descriptor source mux,,,OK,,,,,,10789/23/248147,octant descriptor can cofactor odd output planes,odd_plane_1_3_5_7_9_11_13_15,ex223_ex299_frontend_parallel_deep_20260614_0943,global_state_permutation_like_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex294/logs/ex294_deep_octant_odd_plane_descriptor.evaluate.py.log,1,,,,,,,,,,,,
unknown-state-agent,unknown,ex296,ex296_deep_high_rotate_source_bitmix,ex296|open-boundary split sources have complementary output cones|per-output bit source grouping across exact high and rotated-high split bodies|base high-split body with rotated-high boundary and upper-middle output bits|abc_g_aig|official_evaluate_py|rot_hi_bits_0_1_8_9_10_11,base high-split body with rotated-high boundary and upper-middle output bits,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'bit_source_counts': {'ex296_rot_hi': 6, 'ex296_high': 7}, 'bit_sources': {0: 'ex296_rot_hi', 1: 'ex296_rot_hi', 8: 'ex296_rot_hi', 9: 'ex296_rot_hi', 10: 'ex296_rot_hi', 11: 'ex296_rot_hi'}}; synth_sec=9.975; eval_sec=0.289",ex296_deep_high_rotate_source_bitmix,per-output bit source grouping across exact high and rotated-high split bodies,,,OK,,,,,,10387/16/166192,open-boundary split sources have complementary output cones,rot_hi_bits_0_1_8_9_10_11,ex223_ex299_frontend_parallel_deep_20260614_0943,odd_open_boundary_state_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/logs/ex296_deep_high_rotate_source_bitmix.evaluate.py.log,1,,,,,,,,,,,,
unknown-state-agent,unknown,ex296,ex296_deep_selected_high_bdd_overlay,"ex296|selected high output planes can be replaced by shared cofactor roots|base high-split body plus selected exact BDD output roots|one shared BDD node pool for output bits 8,9,10,11|abc_g_aig|official_evaluate_py|selected_bdd_bits_8_9_10_11","one shared BDD node pool for output bits 8,9,10,11",,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'selected_bits': [8, 9, 10, 11], 'bdd_nodes': 1370, 'order': [0, 12, 1, 11, 2, 10, 3, 9, 4, 8, 5, 7, 6], 'line_count': 1392, 'python_model_exact': 'selected roots generated from TruthTable; base source exact by prior official evaluate.py'}; synth_sec=6.017; eval_sec=0.290",ex296_deep_selected_high_bdd_overlay,base high-split body plus selected exact BDD output roots,,,OK,,,,,,9020/19/171380,selected high output planes can be replaced by shared cofactor roots,selected_bdd_bits_8_9_10_11,ex223_ex299_frontend_parallel_deep_20260614_0943,odd_open_boundary_state_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex296/logs/ex296_deep_selected_high_bdd_overlay.evaluate.py.log,1,,,,,,,,,,,,
unknown-state-agent,unknown,ex298,ex298_deep_rot_plain_source_bitmix,ex298|rotated and plain high split sources have complementary boundary cones|per-output bit source grouping across exact rotated-high and high-split bodies|rotated high-split body with plain-high boundary and upper output bits|synth_preset|official_evaluate_py|plain_high_bits_0_1_10_11_12_13,rotated high-split body with plain-high boundary and upper output bits,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'bit_source_counts': {'ex298_high': 6, 'ex298_rot_hi': 9}, 'bit_sources': {0: 'ex298_high', 1: 'ex298_high', 10: 'ex298_high', 11: 'ex298_high', 12: 'ex298_high', 13: 'ex298_high'}}; synth_sec=48.597; eval_sec=1.228",ex298_deep_rot_plain_source_bitmix,per-output bit source grouping across exact rotated-high and high-split bodies,,,OK,,,,,,34761/21/729981,rotated and plain high split sources have complementary boundary cones,plain_high_bits_0_1_10_11_12_13,ex223_ex299_frontend_parallel_deep_20260614_0943,odd_open_boundary_state_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex298/logs/ex298_deep_rot_plain_source_bitmix.evaluate.py.log,1,,,,,,,,,,,,
unknown-state-agent,unknown,ex298,ex298_deep_selected_high_bdd_overlay,"ex298|selected high output planes can be replaced by shared cofactor roots|base rotated-high source plus selected exact BDD output roots|one shared BDD node pool for output bits 10,11,12,13|synth_preset|official_evaluate_py|selected_bdd_bits_10_11_12_13","one shared BDD node pool for output bits 10,11,12,13",,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-state-agent/shared_structure_report.csv,"official evaluate.py OK; source_stats={'selected_bits': [10, 11, 12, 13], 'bdd_nodes': 3574, 'order': [0, 14, 1, 13, 2, 12, 3, 11, 4, 10, 5, 9, 6, 8, 7], 'line_count': 3598, 'python_model_exact': 'selected roots generated from TruthTable; base source exact by prior official evaluate.py'}; synth_sec=33.993; eval_sec=1.235",ex298_deep_selected_high_bdd_overlay,base rotated-high source plus selected exact BDD output roots,,,OK,,,,,,31893/23/733539,selected high output planes can be replaced by shared cofactor roots,selected_bdd_bits_10_11_12_13,ex223_ex299_frontend_parallel_deep_20260614_0943,odd_open_boundary_state_transform,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-state-agent/ex298/logs/ex298_deep_selected_high_bdd_overlay.evaluate.py.log,1,,,,,,,,,,,,
fp16-agent,fp16,ex223,ex223_catalog_source_recheck_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex223_catalog_source_recheck_synth_preset_aig,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex223,ex223_catalog_source_d18_synth_preset_aig_d18,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex223_catalog_source_d18_synth_preset_aig_d18,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex223,ex223_catalog_source_noabc_synth_preset_noabc_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex223_catalog_source_noabc_synth_preset_noabc_aig,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex223,ex223_wrapper_hi3_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex223_wrapper_hi3_keep_synth_preset_aig,output-grouping wrapper around current catalog source,,,,,,,,,,,,,,,,kept high/low output groups over existing shared decode,wrapper_split_hi3,OK,,,,,,,,,
fp16-agent,fp16,ex223,ex223_wrapper_hi4_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex223_wrapper_hi4_keep_synth_preset_aig,output-grouping wrapper around current catalog source,,,,,,,,,,,,,,,,kept high/low output groups over existing shared decode,wrapper_split_hi4,OK,,,,,,,,,
fp16-agent,fp16,ex224,ex224_catalog_source_recheck_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex224_catalog_source_recheck_synth_preset_aig,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex224,ex224_catalog_source_d18_synth_preset_aig_d18,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex224_catalog_source_d18_synth_preset_aig_d18,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex224,ex224_catalog_source_noabc_synth_preset_noabc_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex224_catalog_source_noabc_synth_preset_noabc_aig,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex224,ex224_wrapper_hi3_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex224_wrapper_hi3_keep_synth_preset_aig,output-grouping wrapper around current catalog source,,,,,,,,,,,,,,,,kept high/low output groups over existing shared decode,wrapper_split_hi3,OK,,,,,,,,,
fp16-agent,fp16,ex224,ex224_wrapper_hi4_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex224_wrapper_hi4_keep_synth_preset_aig,output-grouping wrapper around current catalog source,,,,,,,,,,,,,,,,kept high/low output groups over existing shared decode,wrapper_split_hi4,OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_catalog_source_recheck_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_catalog_source_recheck_synth_preset_aig,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_catalog_source_d18_synth_preset_aig_d18,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_catalog_source_d18_synth_preset_aig_d18,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_catalog_source_noabc_synth_preset_noabc_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_catalog_source_noabc_synth_preset_noabc_aig,current catalog source copied into shard with alternate frontend synthesis flow,,,,,,,,,,,,,,,,preserve existing shared special decode and mantissa table/residual predicates,full_word,OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_wrapper_hi3_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_wrapper_hi3_keep_synth_preset_aig,output-grouping wrapper around current catalog source,,,,,,,,,,,,,,,,kept high/low output groups over existing shared decode,wrapper_split_hi3,OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_wrapper_hi4_keep_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_wrapper_hi4_keep_synth_preset_aig,output-grouping wrapper around current catalog source,,,,,,,,,,,,,,,,kept high/low output groups over existing shared decode,wrapper_split_hi4,OK,,,,,,,,,
fp16-agent,fp16,ex223,ex223_nested_low14_hi4_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex223_nested_low14_hi4_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",OK,,,,,,,,,
fp16-agent,fp16,ex223,ex223_nested_low14_hi6_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex223_nested_low14_hi6_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=6; nested_lo=4; low_items=30660; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",OK,,,,,,,,,
fp16-agent,fp16,ex223,ex223_nested_low15_hi5_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex223_nested_low15_hi5_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=15; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30",OK,,,,,,,,,
fp16-agent,fp16,ex224,ex224_nested_low12_hi5_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex224_nested_low12_hi5_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=31,max=2,const=29; b13:runs=33,max=2,const=27; b12:runs=36,max=4,const=27",OK,,,,,,,,,
fp16-agent,fp16,ex224,ex224_nested_low13_hi5_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex224_nested_low13_hi5_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=31,max=2,const=29; b13:runs=33,max=2,const=27",OK,,,,,,,,,
fp16-agent,fp16,ex224,ex224_nested_low13_hi6_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex224_nested_low13_hi6_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=6; nested_lo=4; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=31,max=2,const=29; b13:runs=33,max=2,const=27",OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_nested_low12_hi5_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_nested_low12_hi5_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=38,max=4,const=26",OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_nested_low13_hi5_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_nested_low13_hi5_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_nested_low14_hi5_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_nested_low14_hi5_synth_preset_aig,truth-derived positive-normal nested mantissa LUT,,,,,,,,,,,,,,,,shared special decode plus per-exp high-bit run trees and nested low LUT,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_sparse_low14_hi4_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_sparse_low14_hi4_synth_preset_aig,truth-derived sparse residual default table,,,,,,,,,,,,,,,,shared special decode plus per-hi default residual overrides,"positive-normal high-bit run trees plus sparse default residual low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; sparse_low_width=14; nested_hi=4; nested_lo=6; hi_groups=480; dense_entries=30720; sparse_overrides=27774; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",OK,,,,,,,,,
fp16-agent,fp16,ex225,ex225_sparse_low14_hi6_synth_preset_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/fp16-agent/shared_structure_report.csv,official evaluate.py OK,ex225_sparse_low14_hi6_synth_preset_aig,truth-derived sparse residual default table,,,,,,,,,,,,,,,,shared special decode plus per-hi default residual overrides,"positive-normal high-bit run trees plus sparse default residual low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; sparse_low_width=14; nested_hi=6; nested_lo=4; hi_groups=1920; dense_entries=30720; sparse_overrides=20065; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",OK,,,,,,,,,
bf16-agent,bf16,ex204,,,,,,,37264,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/bf16-agent/shared_structure_report.csv,truth-derived exact structures; BDD plans screened above 26000 nodes,,,,,,24576,,,,,,,,,,,,,,,area-vs-delay output grouping;grouped LUT/cofactor word;shared cofactor MTBDD,3,3,ex204_deep_se_mh3_word_default,37264,24576,15180,,
bf16-agent,bf16,ex216,,,,,,,6480,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/bf16-agent/shared_structure_report.csv,truth-derived exact structures; BDD plans screened above 26000 nodes,,,,,,5720,,,,,,,,,,,,,,,area-vs-delay output grouping;grouped LUT/cofactor word;shared cofactor MTBDD,3,3,ex216_deep_mtbdd_field_order,6480,5720,3357,,
bf16-agent,bf16,ex218,,,,,,,7620,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/bf16-agent/shared_structure_report.csv,truth-derived exact structures; BDD plans screened above 26000 nodes,,,,,,5941,,,,,,,,,,,,,,,area-vs-delay output grouping;grouped LUT/cofactor word;shared cofactor MTBDD,3,3,ex218_deep_mtbdd_field_order,7620,5941,3222,,
bf16-agent,bf16,ex219,,,,,,,21510,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/bf16-agent/shared_structure_report.csv,truth-derived exact structures; BDD plans screened above 26000 nodes,,,,,,9212,,,,,,,,,,,,,,,area-vs-delay output grouping;grouped LUT/cofactor word,2,2,ex219_deep_se_mh3_field_default,21510,9212,5640,,
unknown-hard-r2-agent,unknown,ex286,ex286_hard_r2_route_state_residual_bdd,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-hard-r2-agent/shared_structure_report.csv,token_order=11:9:8:10:1:3:0:12:2:6:7:4:5; bdd_order=11:8:1:0:2:7:5:4:6:12:3:10:9; residual_bdd_nodes=4826; nonzero_residual_rows=8109,ex286_hard_r2_route_state_residual_bdd,,,,,,route_state_residual_bdd,4826,full_word,material source factoring distinct from completed shards,7738/22/170236,,,,,,,,,,,,,,,,,,
unknown-hard-r2-agent,unknown,ex286,ex286_hard_r2_deg2_anf_residual_bdd,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-hard-r2-agent/shared_structure_report.csv,max_degree=2; term_counts=8:17:10:20:4:17:6:8:11:32:8:28:4; residual_bdd_nodes=5982; nonzero_residual_rows=7822; bdd_order=11:8:1:0:2:7:5:4:6:12:3:10:9,ex286_hard_r2_deg2_anf_residual_bdd,,,,,,lowrank_gf2_residual_bdd,6155,full_word,material source factoring distinct from completed shards,10118/23/232714,,,,,,,,,,,,,,,,,,
unknown-hard-r2-agent,unknown,ex286,ex286_hard_r2_split3_raw_cofactor_bdd,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-hard-r2-agent/shared_structure_report.csv,selector_bits=2:8:11; remaining_order=1:0:7:5:4:6:12:3:10:9; selector_states=8; total_cofactor_bdd_nodes=5278,ex286_hard_r2_split3_raw_cofactor_bdd,,,,,,split_cofactor_bdd,5278,full_word,material source factoring distinct from completed shards,5954/19/113126,,,,,,,,,,,,,,,,,,
unknown-hard-r2-agent,unknown,ex287,ex287_hard_r2_route_state_residual_bdd,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-hard-r2-agent/shared_structure_report.csv,token_order=8:9:11:10:3:12:0:2:6:7:13:4:5:1; bdd_order=8:11:3:0:6:13:5:1:4:7:2:12:10:9; residual_bdd_nodes=6390; nonzero_residual_rows=16320,ex287_hard_r2_route_state_residual_bdd,,,,,,route_state_residual_bdd,6390,full_word,material source factoring distinct from completed shards,11184/24/268416,,,,,,,,,,,,,,,,,,
unknown-hard-r2-agent,unknown,ex287,ex287_hard_r2_deg2_anf_residual_bdd,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-hard-r2-agent/shared_structure_report.csv,max_degree=2; term_counts=5:11:8:24:8:18:6:8:8:34:6:30:6:18; residual_bdd_nodes=7983; nonzero_residual_rows=15780; bdd_order=8:11:3:0:6:13:5:1:4:7:2:12:10:9,ex287_hard_r2_deg2_anf_residual_bdd,,,,,,lowrank_gf2_residual_bdd,8173,full_word,material source factoring distinct from completed shards,14880/26/386880,,,,,,,,,,,,,,,,,,
unknown-hard-r2-agent,unknown,ex287,ex287_hard_r2_split3_raw_cofactor_bdd,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-hard-r2-agent/shared_structure_report.csv,selector_bits=3:10:11; remaining_order=8:0:6:13:5:1:4:7:2:12:9; selector_states=8; total_cofactor_bdd_nodes=5740,ex287_hard_r2_split3_raw_cofactor_bdd,,,,,,split_cofactor_bdd,5740,full_word,material source factoring distinct from completed shards,5676/20/113520,,,,,,,,,,,,,,,,,,
unknown-cell-agent,unknown,ex285,ex285_uc_paircount_edges_0_1_10_11,"frontend_hybrid:base=decision_tree_current;donor=paircount_original_order_tree;donor_bits=0,1,10,11;synth=abc_g_aig",,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/unknown-cell-agent/shared_structure_report.csv,,ex285_uc_paircount_edges_0_1_10_11,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_paircount_edges_0_1_10_11.evaluate.py.log,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/aigs/ex285_uc_paircount_edges_0_1_10_11.aig,,,,,,,,,,,routing_cell_descriptor_paircount_hybrid,,,,,,,,,,,,,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/verilog/ex285_uc_paircount_edges_0_1_10_11.v,student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/unknown-cell-agent/ex285/logs/ex285_uc_paircount_edges_0_1_10_11.evaluate.py.log
