agent_id,case,domain,candidate_id,family,hypothesis,representation,sharing_strategy,shared_structure,method_signature,notes,shard_csv,evidence_path,dossier_path,representation_family,expected_benefit,observed_status,observed_adp,output_grouping,qor,variant,status,high_level_description,shared_structures,estimated_reuse,observed_qor,outcome,prior_low_value_signatures_avoided
sub-unknown-rot2-r74,ex297,unknown,ex297_r74_adjacent_sel23_cluster_mix,,cyclic 2-bit adjacent selector output-cluster overlay,pairsel current source with selector-2/3 adjacent PO clusters borrowed from sel2-cluster source,current paired selector/cell template plus one adjacent-selector predicate and two selected output clusters,current paired selector/cell template plus one adjacent-selector predicate and two selected output clusters,ex297|cyclic_2bit_adjacent_selector_cluster_overlay|sel23_selected_po_clusters_on_pairsel_source|pairsel_template_plus_sel2_cluster_roots|yosys_internal_abc_g_aig|official_evaluate|adjacent_cell_clusters,Material change from r73 sel2-only overlay: base is r73 pairsel current best and cluster gating covers adjacent selector states 2/3.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/notes/ex297_r74_adjacent_sel23_cluster_mix.dossier.md,,,,,,selected 2-bit PO clusters,26639/16/426224,adjacent_sel_cluster,equivalent,,,,,,
sub-unknown-rot2-r74,ex297,unknown,ex297_r74_pairxor_celllocal_mix,,cyclic 2-bit pair-xor cell-local hybrid,pairsel current source with cell-local template selected per output cell by adjacent selector xor,paired selector/cell template plus cell-local inversion source under per-cell selector-pair predicates,paired selector/cell template plus cell-local inversion source under per-cell selector-pair predicates,ex297|cyclic_2bit_pairxor_celllocal_hybrid|selector_pair_xor_po_cell_mix|pairsel_template_and_celllocal_roots|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,Material change from r73 pairsel and cell-local templates: combines both exact sources per PO cell through adjacent selector-pair predicates.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/notes/ex297_r74_pairxor_celllocal_mix.dossier.md,,,,,,per-cell selector-pair outputs,26609/16/425744,pairxor_celllocal,equivalent,,,,,,
sub-unknown-rot2-r74,ex299,unknown,ex299_r74_adjacent_sel23_cluster_mix,,cyclic 2-bit adjacent selector output-cluster overlay,sel2-cluster current source with adjacent selector-2/3 PO clusters borrowed from cell-local source,sel2 cluster BDD current source plus adjacent selector predicate and two cell-local selected clusters,sel2 cluster BDD current source plus adjacent selector predicate and two cell-local selected clusters,ex299|cyclic_2bit_adjacent_selector_cluster_overlay|sel23_selected_po_clusters_on_sel2_source|sel2_cluster_bdd_plus_celllocal_roots|yosys_internal_abc_g_aig|official_evaluate|adjacent_cell_clusters,Material change from r73 sel2-cluster BDD: expands to adjacent selector states and uses cell-local roots only for selected PO clusters.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/notes/ex299_r74_adjacent_sel23_cluster_mix.dossier.md,,,,,,selected 2-bit PO clusters,98831/18/1778958,adjacent_sel_cluster,equivalent,,,,,,
sub-unknown-rot2-r74,ex299,unknown,ex299_r74_pairxor_pairsel_mix,,cyclic 2-bit pair-xor pairsel hybrid,sel2-cluster current source with pairsel template selected per output cell by adjacent selector xor,sel2 cluster BDD source plus paired selector/cell-bit template roots under per-cell selector-pair predicates,sel2 cluster BDD source plus paired selector/cell-bit template roots under per-cell selector-pair predicates,ex299|cyclic_2bit_pairxor_pairsel_hybrid|selector_pair_xor_po_cell_mix|sel2_cluster_bdd_and_pairsel_template_roots|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,Material change from r73 pairsel and sel2 sources: per-cell pair-xor selection between two exact frontend structures.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/notes/ex299_r74_pairxor_pairsel_mix.dossier.md,,,,,,per-cell selector-pair outputs,98790/18/1778220,pairxor_pairsel,equivalent,,,,,,
sub-unknown-route-state-r74,ex285,unknown,ex285_r74_popcount3_direct_overlay,hamming-weight routing boundary-state factoring,hamming-weight routing boundary-state factoring,exact popcount-3 direct source overlay on current exact source,,current source plus 220 exact popcount-3 row overrides,ex285|hamming-weight routing boundary-state factoring|exact popcount-3 direct source overlay on current exact source|reuse current source and override only three-hot boundary rows|yosys_internal_abc_g_aig|official_evaluate|ex285_r74_popcount3_direct_overlay,"round74 stats={'popcount3_rows': 220, 'line_count': 236}; synth_sec=8.688; eval_sec=0.210",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_popcount3_direct_overlay.evaluate.py.log,,,,,,popcount3_direct_overlay,,,OK,"12-bit Hamming-weight-preserving lossy routing/normalizer; known exact input swaps 4/5 and 6/7, but compact central-layer movement state remains unknown.",current source plus 220 exact popcount-3 row overrides,materially different from listed low-value signatures,835/17/14195,equivalent,avoids round73 twohot overlay and dualbit outerkey BDD; avoids local-rule/count-key table repeats
sub-unknown-route-state-r74,ex285,unknown,ex285_r74_quad_selected_outerkey_bdd,route-state selected PO cofactor sharing,route-state selected PO cofactor sharing,four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key,,"current source plus four selected-output outer-key BDD bits (0, 3, 8, 11)",ex285|route-state selected PO cofactor sharing|four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key|one inner BDD node pool shared across four selected outputs and all outer-key cofactors|yosys_internal_abc_g_aig|official_evaluate|ex285_r74_quad_selected_outerkey_bdd,"round74 stats={'selected_bits': (0, 3, 8, 11), 'outer': (0, 11, 1, 10), 'inner': (2, 3, 4, 5, 6, 7, 8, 9), 'bdd_nodes': 443, 'line_count': 552}; synth_sec=8.294; eval_sec=0.193",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_quad_selected_outerkey_bdd.evaluate.py.log,,,,,,quad_selected_outerkey_bdd,,,OK,"12-bit Hamming-weight-preserving lossy routing/normalizer; known exact input swaps 4/5 and 6/7, but compact central-layer movement state remains unknown.","current source plus four selected-output outer-key BDD bits (0, 3, 8, 11)",materially different from listed low-value signatures,1290/16/20640,equivalent,avoids round73 twohot overlay and dualbit outerkey BDD; avoids local-rule/count-key table repeats
sub-unknown-route-state-r74,ex288,unknown,ex288_r74_popcount3_direct_overlay,hamming-weight routing boundary-state factoring,hamming-weight routing boundary-state factoring,exact popcount-3 direct source overlay on current exact source,,current source plus 455 exact popcount-3 row overrides,ex288|hamming-weight routing boundary-state factoring|exact popcount-3 direct source overlay on current exact source|reuse current source and override only three-hot boundary rows|yosys_internal_abc_g_aig|official_evaluate|ex288_r74_popcount3_direct_overlay,"round74 stats={'popcount3_rows': 455, 'line_count': 471}; synth_sec=3.110; eval_sec=0.633",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/logs/ex288_r74_popcount3_direct_overlay.evaluate.py.log,,,,,,popcount3_direct_overlay,,,OK,15-bit Hamming-weight-preserving lossy routing/normalizer; current low-delay source is area-heavy after key-BDD selected-bit work.,current source plus 455 exact popcount-3 row overrides,materially different from listed low-value signatures,2290/15/34350,equivalent,avoids round73 twohot overlay and dualbit outerkey BDD; avoids bucket-key table/SOP/MDD repeats
sub-unknown-route-state-r74,ex288,unknown,ex288_r74_quad_selected_outerkey_bdd,route-state selected PO cofactor sharing,route-state selected PO cofactor sharing,four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key,,"current source plus four selected-output outer-key BDD bits (0, 4, 10, 14)",ex288|route-state selected PO cofactor sharing|four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key|one inner BDD node pool shared across four selected outputs and all outer-key cofactors|yosys_internal_abc_g_aig|official_evaluate|ex288_r74_quad_selected_outerkey_bdd,"round74 stats={'selected_bits': (0, 4, 10, 14), 'outer': (0, 14, 1, 13, 6), 'inner': (2, 3, 4, 5, 7, 8, 9, 10, 11, 12), 'bdd_nodes': 1452, 'line_count': 1628}; synth_sec=3.481; eval_sec=0.641",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/logs/ex288_r74_quad_selected_outerkey_bdd.evaluate.py.log,,,,,,quad_selected_outerkey_bdd,,,OK,15-bit Hamming-weight-preserving lossy routing/normalizer; current low-delay source is area-heavy after key-BDD selected-bit work.,"current source plus four selected-output outer-key BDD bits (0, 4, 10, 14)",materially different from listed low-value signatures,4500/20/90000,equivalent,avoids round73 twohot overlay and dualbit outerkey BDD; avoids bucket-key table/SOP/MDD repeats
sub-unknown-route-state-r74,ex292,unknown,ex292_r74_mod5_center_order_grouped_bdd,global state/permutation-like transform root regrouping,global state/permutation-like transform root regrouping,mod5 output residue-plane BDD pools with center-out input order,,"mod5 output residue-plane BDD pools with center-out input order; groups=[[0, 5, 10], [1, 6, 11], [2, 7, 12], [3, 8, 13], [4, 9]]",ex292|global state/permutation-like transform root regrouping|mod5 output residue-plane BDD pools with center-out input order|separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys|yosys_internal_abc_g_aig|official_evaluate|ex292_r74_mod5_center_order_grouped_bdd,"round74 stats={'groups': [[0, 5, 10], [1, 6, 11], [2, 7, 12], [3, 8, 13], [4, 9]], 'order': [6, 7, 5, 8, 4, 9, 3, 10, 2, 11, 1, 12, 0, 13], 'bdd_nodes': 25130, 'line_count': 25148, 'sim_path': 'student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mod5_center_order_grouped_bdd.python_model.json'}; synth_sec=19.869; eval_sec=0.473",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mod5_center_order_grouped_bdd.evaluate.py.log,,,,,,mod5_center_order,,,OK,"14-bit global state/permutation-like transform; round25 mod4 output planes improved delay, while stride-2 descriptor keys expanded heavily.","mod5 output residue-plane BDD pools with center-out input order; groups=[[0, 5, 10], [1, 6, 11], [2, 7, 12], [3, 8, 13], [4, 9]]",materially different from listed low-value signatures,36787/23/846101,equivalent,avoids exact repeat of round24 even/odd and round25 mod3/mod4/mod7/adjacent-pair output groupings
sub-unknown-route-state-r74,ex292,unknown,ex292_r74_mirror_pairs_mixed_order_grouped_bdd,global state/permutation-like transform root regrouping,global state/permutation-like transform root regrouping,mirrored edge/center output-pair BDD pools with mixed outside-center input order,,"mirrored edge/center output-pair BDD pools with mixed outside-center input order; groups=[[0, 13], [1, 12], [2, 11], [3, 10], [4, 9], [5, 8], [6, 7]]",ex292|global state/permutation-like transform root regrouping|mirrored edge/center output-pair BDD pools with mixed outside-center input order|separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys|yosys_internal_abc_g_aig|official_evaluate|ex292_r74_mirror_pairs_mixed_order_grouped_bdd,"round74 stats={'groups': [[0, 13], [1, 12], [2, 11], [3, 10], [4, 9], [5, 8], [6, 7]], 'order': [0, 13, 6, 7, 1, 12, 5, 8, 2, 11, 4, 9, 3, 10], 'bdd_nodes': 14762, 'line_count': 14780, 'sim_path': 'student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mirror_pairs_mixed_order_grouped_bdd.python_model.json'}; synth_sec=11.073; eval_sec=0.418",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex292/logs/ex292_r74_mirror_pairs_mixed_order_grouped_bdd.evaluate.py.log,,,,,,mirror_pairs_mixed_order,,,OK,"14-bit global state/permutation-like transform; round25 mod4 output planes improved delay, while stride-2 descriptor keys expanded heavily.","mirrored edge/center output-pair BDD pools with mixed outside-center input order; groups=[[0, 13], [1, 12], [2, 11], [3, 10], [4, 9], [5, 8], [6, 7]]",materially different from listed low-value signatures,19813/22/435886,equivalent,avoids exact repeat of round24 even/odd and round25 mod3/mod4/mod7/adjacent-pair output groupings
sub-unknown-route-state-r74,ex294,unknown,ex294_r74_mod4_planes_grouped_bdd,global state/permutation-like transform root regrouping,global state/permutation-like transform root regrouping,mod4 output residue-plane BDD pools with outside-in input order,,"mod4 output residue-plane BDD pools with outside-in input order; groups=[[0, 4, 8, 12], [1, 5, 9, 13], [2, 6, 10, 14], [3, 7, 11, 15]]",ex294|global state/permutation-like transform root regrouping|mod4 output residue-plane BDD pools with outside-in input order|separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys|yosys_internal_abc_g_aig|official_evaluate|ex294_r74_mod4_planes_grouped_bdd,"round74 stats={'groups': [[0, 4, 8, 12], [1, 5, 9, 13], [2, 6, 10, 14], [3, 7, 11, 15]], 'order': [0, 15, 1, 14, 2, 13, 3, 12, 4, 11, 5, 10, 6, 9, 7, 8], 'bdd_nodes': 8385, 'line_count': 8405, 'sim_path': 'student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mod4_planes_grouped_bdd.python_model.json'}; synth_sec=4.833; eval_sec=1.729",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mod4_planes_grouped_bdd.evaluate.py.log,,,,,,mod4_planes,,,OK,"16-bit global state/permutation-like transform; shared BDD synthflow is current frontend, but no compact stride-2 descriptor has held up.","mod4 output residue-plane BDD pools with outside-in input order; groups=[[0, 4, 8, 12], [1, 5, 9, 13], [2, 6, 10, 14], [3, 7, 11, 15]]",materially different from listed low-value signatures,10853/23/249619,equivalent,"avoids one-bit cofactor, split/BDD hybrid, MTBDD, and stride-2 descriptor repeats"
sub-unknown-route-state-r74,ex294,unknown,ex294_r74_mirror_pairs_center_order_grouped_bdd,global state/permutation-like transform root regrouping,global state/permutation-like transform root regrouping,mirrored edge/center output-pair BDD pools with center-out input order,,"mirrored edge/center output-pair BDD pools with center-out input order; groups=[[0, 15], [1, 14], [2, 13], [3, 12], [4, 11], [5, 10], [6, 9], [7, 8]]",ex294|global state/permutation-like transform root regrouping|mirrored edge/center output-pair BDD pools with center-out input order|separate exact BDD node pools per output group to expose root-local sharing without stride-2 descriptor keys|yosys_internal_abc_g_aig|official_evaluate|ex294_r74_mirror_pairs_center_order_grouped_bdd,"round74 stats={'groups': [[0, 15], [1, 14], [2, 13], [3, 12], [4, 11], [5, 10], [6, 9], [7, 8]], 'order': [7, 8, 6, 9, 5, 10, 4, 11, 3, 12, 2, 13, 1, 14, 0, 15], 'bdd_nodes': 101503, 'line_count': 101523, 'sim_path': 'student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mirror_pairs_center_order_grouped_bdd.python_model.json'}; synth_sec=92.372; eval_sec=1.902",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/shared_structure_report.csv,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex294/logs/ex294_r74_mirror_pairs_center_order_grouped_bdd.evaluate.py.log,,,,,,mirror_pairs_center_order,,,OK,"16-bit global state/permutation-like transform; shared BDD synthflow is current frontend, but no compact stride-2 descriptor has held up.","mirrored edge/center output-pair BDD pools with center-out input order; groups=[[0, 15], [1, 14], [2, 13], [3, 12], [4, 11], [5, 10], [6, 9], [7, 8]]",materially different from listed low-value signatures,143298/27/3869046,equivalent,"avoids one-bit cofactor, split/BDD hybrid, MTBDD, and stride-2 descriptor repeats"
