agent_id,case,domain,candidate_id,hypothesis,representation,sharing_strategy,shared_structure,synth_flow,method_signature,verilog_path,aig_path,log_path,evaluate_log,equivalent,verified_truth,simulation_pass,area,delay,adp,reference_adp,beats_frontend,beats_reference,beats_overall_current,notes,shard_csv,variant,synthesized,frontend_baseline_adp,improves_frontend,synth_runtime_sec,eval_runtime_sec,official_output_dir
,ex223,,ex223_r74_nested_low10_hi7_abc_g_aig,fp16_log,,,,,ex223|fp16_log_r74_low10_nested_cut|low10_hi7_nested_lut|shared_special_decode_plus_highbit_runs|yosys_abc_g_aig|abc_xf_official_evaluate|not_round73_segword_or_wordrun,student/work/frontend_source_parallel_round74_20260613_1439/sub-fp16-r74/ex223/verilog/ex223_r74_nested_low10_hi7.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-fp16-r74/ex223/aigs/ex223_r74_nested_low10_hi7_abc_g_aig.aig,,,1,1,,13049,18,234882,,,,,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=10; nested_hi=7; nested_lo=3; low_items=28151; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; b12:runs=37,max=4,const=26; b11:runs=44,max=6,const=24; b10:runs=58,max=11,const=20",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-fp16-r74/candidates.csv,r74_nested_low10_hi7,,,,,,
,ex260,,ex260_r74_digit2_signed_recompose,signed_digit2_block_recomposition,,,,,ex260|signed_digit2_block_recomposition|2x2_signed_digit_decomposition_with_shifted_cross_products|shared_2-bit_signed_subproducts_and_arithmetic_recomposition|repo_yosys_abc_AND|signed_low4_high4_multiply|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex260/verilog/ex260_r74_digit2_signed_recompose.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex260/aigs/ex260_r74_digit2_signed_recompose.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex260/logs/ex260_r74_digit2_signed_recompose.evaluate.py.log,1,1,,101,21,2121,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=1144,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,2x2 signed digit decomposition with shifted cross products,,,,,,
,ex260,,ex260_r74_sign_offset_fold,signed_signbit_offset_product,,,,,ex260|signed_signbit_offset_product|unsigned_low3_product_plus_folded_signbit_offset_correction|shared_unsigned_low_product_and_two_sign-offset_correction_terms|repo_yosys_abc_AND|signed_low4_high4_multiply|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex260/verilog/ex260_r74_sign_offset_fold.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex260/aigs/ex260_r74_sign_offset_fold.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex260/logs/ex260_r74_sign_offset_fold.evaluate.py.log,1,1,,82,22,1804,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=1144,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,unsigned low3 product plus folded signbit offset correction,,,,,,
,ex265,,ex265_r74_qthreshold_ladder,udiv_parallel_quotient_thresholds,,,,,ex265|udiv_parallel_quotient_thresholds|descending_q*b_threshold_ladder|shared_divisor_multiples_feeding_a_word-level_quotient_priority_ladder|repo_yosys_abc_AND|unsigned_low4_high4_div_dbz_sat|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex265/verilog/ex265_r74_qthreshold_ladder.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex265/aigs/ex265_r74_qthreshold_ladder.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex265/logs/ex265_r74_qthreshold_ladder.evaluate.py.log,1,1,,155,20,3100,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=504,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,descending q*b threshold ladder,,,,,,
,ex265,,ex265_r74_divisor_case_const,udiv_divisor_constant_actions,,,,,ex265|udiv_divisor_constant_actions|divisor-keyed_constant_quotient_arms|one_shared_divisor_case_selects_constant-divisor_arithmetic_arms|repo_yosys_abc_AND|unsigned_low4_high4_div_dbz_sat|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex265/verilog/ex265_r74_divisor_case_const.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex265/aigs/ex265_r74_divisor_case_const.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex265/logs/ex265_r74_divisor_case_const.evaluate.py.log,1,1,,80,8,640,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=504,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,divisor-keyed constant quotient arms,,,,,,
,ex266,,ex266_r74_qthreshold_ladder,udiv_parallel_quotient_thresholds,,,,,ex266|udiv_parallel_quotient_thresholds|descending_q*b_threshold_ladder|shared_divisor_multiples_feeding_a_word-level_quotient_priority_ladder|repo_yosys_abc_AND|unsigned_low5_high5_div_dbz_sat|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/verilog/ex266_r74_qthreshold_ladder.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/aigs/ex266_r74_qthreshold_ladder.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/logs/ex266_r74_qthreshold_ladder.evaluate.py.log,1,1,,656,41,26896,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=1480,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,descending q*b threshold ladder,,,,,,
,ex266,,ex266_r74_divisor_case_const,udiv_divisor_constant_actions,,,,,ex266|udiv_divisor_constant_actions|divisor-keyed_constant_quotient_arms|one_shared_divisor_case_selects_constant-divisor_arithmetic_arms|repo_yosys_abc_AND|unsigned_low5_high5_div_dbz_sat|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/verilog/ex266_r74_divisor_case_const.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/aigs/ex266_r74_divisor_case_const.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex266/logs/ex266_r74_divisor_case_const.evaluate.py.log,1,1,,244,13,3172,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=1480,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,divisor-keyed constant quotient arms,,,,,,
,ex267,,ex267_r74_qthreshold_ladder,udiv_parallel_quotient_thresholds,,,,,ex267|udiv_parallel_quotient_thresholds|descending_q*b_threshold_ladder|shared_divisor_multiples_feeding_a_word-level_quotient_priority_ladder|repo_yosys_abc_AND|unsigned_low6_high6_div_dbz_sat|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/verilog/ex267_r74_qthreshold_ladder.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/aigs/ex267_r74_qthreshold_ladder.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/logs/ex267_r74_qthreshold_ladder.evaluate.py.log,1,1,,1983,76,150708,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=4080,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,descending q*b threshold ladder,,,,,,
,ex267,,ex267_r74_divisor_case_const,udiv_divisor_constant_actions,,,,,ex267|udiv_divisor_constant_actions|divisor-keyed_constant_quotient_arms|one_shared_divisor_case_selects_constant-divisor_arithmetic_arms|repo_yosys_abc_AND|unsigned_low6_high6_div_dbz_sat|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/verilog/ex267_r74_divisor_case_const.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/aigs/ex267_r74_divisor_case_const.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex267/logs/ex267_r74_divisor_case_const.evaluate.py.log,1,1,,541,17,9197,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=4080,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,divisor-keyed constant quotient arms,,,,,,
,ex270,,ex270_r74_square_split4_cross,square_block_decomposition,,,,,"ex270|square_block_decomposition|low4/high4_square_plus_one_cross_product|shared_low_square,_high_square,_and_cross_term|repo_yosys_abc_AND|unsigned_8_square|full_word",student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/verilog/ex270_r74_square_split4_cross.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/aigs/ex270_r74_square_split4_cross.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/logs/ex270_r74_square_split4_cross.evaluate.py.log,1,1,,188,30,5640,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=3230,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,low4/high4 square plus one cross product,,,,,,
,ex270,,ex270_r74_square_low3_case,square_lowbits_constant_decomposition,,,,,ex270|square_lowbits_constant_decomposition|low3_square_case_plus_high_arithmetic_square/cross|low-bit_constant_square_table_with_shared_high_cross_product|repo_yosys_abc_AND|unsigned_8_square|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/verilog/ex270_r74_square_low3_case.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/aigs/ex270_r74_square_low3_case.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex270/logs/ex270_r74_square_low3_case.evaluate.py.log,1,1,,216,27,5832,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=3230,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,low3 square case plus high arithmetic square/cross,,,,,,
,ex273,,ex273_r74_square_split7_cross,square_block_decomposition,,,,,"ex273|square_block_decomposition|low7/high7_square_plus_one_cross_product|shared_low_square,_high_square,_and_cross_term|repo_yosys_abc_AND|unsigned_14_square|full_word",student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/verilog/ex273_r74_square_split7_cross.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/aigs/ex273_r74_square_split7_cross.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/logs/ex273_r74_square_split7_cross.evaluate.py.log,1,1,,893,62,55366,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=26301,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,low7/high7 square plus one cross product,,,,,,
,ex273,,ex273_r74_square_low4_case,square_lowbits_constant_decomposition,,,,,ex273|square_lowbits_constant_decomposition|low4_square_case_plus_high_arithmetic_square/cross|low-bit_constant_square_table_with_shared_high_cross_product|repo_yosys_abc_AND|unsigned_14_square|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/verilog/ex273_r74_square_low4_case.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/aigs/ex273_r74_square_low4_case.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex273/logs/ex273_r74_square_low4_case.evaluate.py.log,1,1,,957,48,45936,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=26301,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,low4 square case plus high arithmetic square/cross,,,,,,
,ex274,,ex274_r74_square_split8_cross,square_block_decomposition,,,,,"ex274|square_block_decomposition|low8/high8_square_plus_one_cross_product|shared_low_square,_high_square,_and_cross_term|repo_yosys_abc_AND|unsigned_16_square|full_word",student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/verilog/ex274_r74_square_split8_cross.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/aigs/ex274_r74_square_split8_cross.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/logs/ex274_r74_square_split8_cross.evaluate.py.log,1,1,,1157,66,76362,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=41370,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,low8/high8 square plus one cross product,,,,,,
,ex274,,ex274_r74_square_low4_case,square_lowbits_constant_decomposition,,,,,ex274|square_lowbits_constant_decomposition|low4_square_case_plus_high_arithmetic_square/cross|low-bit_constant_square_table_with_shared_high_cross_product|repo_yosys_abc_AND|unsigned_16_square|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/verilog/ex274_r74_square_low4_case.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/aigs/ex274_r74_square_low4_case.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex274/logs/ex274_r74_square_low4_case.evaluate.py.log,1,1,,1267,54,68418,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=41370,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,low4 square case plus high arithmetic square/cross,,,,,,
,ex276,,ex276_r74_isqrt_priority_threshold,isqrt_word_priority_thresholds,,,,,ex276|isqrt_word_priority_thresholds|whole-word_descending_square_threshold_priority_ladder|shared_square_thresholds_select_the_complete_sqrt_word|repo_yosys_abc_AND|floor_isqrt_10_to_5|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/verilog/ex276_r74_isqrt_priority_threshold.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/aigs/ex276_r74_isqrt_priority_threshold.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/logs/ex276_r74_isqrt_priority_threshold.evaluate.py.log,1,1,,142,30,4260,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=1010,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,whole-word descending square threshold priority ladder,,,,,,
,ex276,,ex276_r74_isqrt_restoring_loop,isqrt_restoring_digit_loop,,,,,ex276|isqrt_restoring_digit_loop|combinational_restoring_square-root_loop|shared_remainder_and_trial-subtract_path_across_sqrt_digits|repo_yosys_abc_AND|floor_isqrt_10_to_5|full_word,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/verilog/ex276_r74_isqrt_restoring_loop.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/aigs/ex276_r74_isqrt_restoring_loop.aig,,student/work/frontend_source_parallel_round74_20260613_1439/sub-integer-r74/ex276/logs/ex276_r74_isqrt_restoring_loop.evaluate.py.log,1,1,,95,25,2375,,,,,frontend-only r74; materially distinct source family; current_frontend_adp=1010,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-integer-r74/candidates.csv,combinational restoring square-root loop,,,,,,
sub-unknown-rot2-r74,ex297,unknown,ex297_r74_adjacent_sel23_cluster_mix,cyclic 2-bit adjacent selector output-cluster overlay,pairsel current source with selector-2/3 adjacent PO clusters borrowed from sel2-cluster source,current paired selector/cell template plus one adjacent-selector predicate and two selected output clusters,current paired selector/cell template plus one adjacent-selector predicate and two selected output clusters,yosys_internal_abc_g_aig,ex297|cyclic_2bit_adjacent_selector_cluster_overlay|sel23_selected_po_clusters_on_pairsel_source|pairsel_template_plus_sel2_cluster_roots|yosys_internal_abc_g_aig|official_evaluate|adjacent_cell_clusters,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/verilog/ex297_r74_adjacent_sel23_cluster_mix.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/aigs/ex297_r74_adjacent_sel23_cluster_mix.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/logs/ex297_r74_adjacent_sel23_cluster_mix.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/logs/ex297_r74_adjacent_sel23_cluster_mix.evaluate.py.log,1,1,not_run,26639,16,426224,225900,0,0,0,Material change from r73 sel2-only overlay: base is r73 pairsel current best and cluster gating covers adjacent selector states 2/3.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/candidates.csv,adjacent_sel_cluster,,,,,,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/official_eval/ex297_r74_adjacent_sel23_cluster_mix
sub-unknown-rot2-r74,ex297,unknown,ex297_r74_pairxor_celllocal_mix,cyclic 2-bit pair-xor cell-local hybrid,pairsel current source with cell-local template selected per output cell by adjacent selector xor,paired selector/cell template plus cell-local inversion source under per-cell selector-pair predicates,paired selector/cell template plus cell-local inversion source under per-cell selector-pair predicates,yosys_internal_abc_g_aig,ex297|cyclic_2bit_pairxor_celllocal_hybrid|selector_pair_xor_po_cell_mix|pairsel_template_and_celllocal_roots|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/verilog/ex297_r74_pairxor_celllocal_mix.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/aigs/ex297_r74_pairxor_celllocal_mix.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/logs/ex297_r74_pairxor_celllocal_mix.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/logs/ex297_r74_pairxor_celllocal_mix.evaluate.py.log,1,1,not_run,26609,16,425744,225900,0,0,0,Material change from r73 pairsel and cell-local templates: combines both exact sources per PO cell through adjacent selector-pair predicates.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/candidates.csv,pairxor_celllocal,,,,,,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex297/official_eval/ex297_r74_pairxor_celllocal_mix
sub-unknown-rot2-r74,ex299,unknown,ex299_r74_adjacent_sel23_cluster_mix,cyclic 2-bit adjacent selector output-cluster overlay,sel2-cluster current source with adjacent selector-2/3 PO clusters borrowed from cell-local source,sel2 cluster BDD current source plus adjacent selector predicate and two cell-local selected clusters,sel2 cluster BDD current source plus adjacent selector predicate and two cell-local selected clusters,yosys_internal_abc_g_aig,ex299|cyclic_2bit_adjacent_selector_cluster_overlay|sel23_selected_po_clusters_on_sel2_source|sel2_cluster_bdd_plus_celllocal_roots|yosys_internal_abc_g_aig|official_evaluate|adjacent_cell_clusters,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/verilog/ex299_r74_adjacent_sel23_cluster_mix.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/aigs/ex299_r74_adjacent_sel23_cluster_mix.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/logs/ex299_r74_adjacent_sel23_cluster_mix.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/logs/ex299_r74_adjacent_sel23_cluster_mix.evaluate.py.log,1,1,not_run,98831,18,1778958,1013807,0,0,0,Material change from r73 sel2-cluster BDD: expands to adjacent selector states and uses cell-local roots only for selected PO clusters.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/candidates.csv,adjacent_sel_cluster,,,,,,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/official_eval/ex299_r74_adjacent_sel23_cluster_mix
sub-unknown-rot2-r74,ex299,unknown,ex299_r74_pairxor_pairsel_mix,cyclic 2-bit pair-xor pairsel hybrid,sel2-cluster current source with pairsel template selected per output cell by adjacent selector xor,sel2 cluster BDD source plus paired selector/cell-bit template roots under per-cell selector-pair predicates,sel2 cluster BDD source plus paired selector/cell-bit template roots under per-cell selector-pair predicates,yosys_internal_abc_g_aig,ex299|cyclic_2bit_pairxor_pairsel_hybrid|selector_pair_xor_po_cell_mix|sel2_cluster_bdd_and_pairsel_template_roots|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/verilog/ex299_r74_pairxor_pairsel_mix.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/aigs/ex299_r74_pairxor_pairsel_mix.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/logs/ex299_r74_pairxor_pairsel_mix.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/logs/ex299_r74_pairxor_pairsel_mix.evaluate.py.log,1,1,not_run,98790,18,1778220,1013807,0,0,0,Material change from r73 pairsel and sel2 sources: per-cell pair-xor selection between two exact frontend structures.,student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-rot2-r74/candidates.csv,pairxor_pairsel,,,,,,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-rot2-r74/ex299/official_eval/ex299_r74_pairxor_pairsel_mix
sub-unknown-route-state-r74,ex285,unknown,ex285_r74_popcount3_direct_overlay,hamming-weight routing boundary-state factoring,exact popcount-3 direct source overlay on current exact source,reuse current source and override only three-hot boundary rows,current source plus 220 exact popcount-3 row overrides,yosys_internal_abc_g_aig,ex285|hamming-weight routing boundary-state factoring|exact popcount-3 direct source overlay on current exact source|reuse current source and override only three-hot boundary rows|yosys_internal_abc_g_aig|official_evaluate|ex285_r74_popcount3_direct_overlay,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/verilog/ex285_r74_popcount3_direct_overlay.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/aigs/ex285_r74_popcount3_direct_overlay.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_popcount3_direct_overlay.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_popcount3_direct_overlay.evaluate.py.log,1,1,1,835,17,14195,5499,0,0,0,"round74 stats={'popcount3_rows': 220, 'line_count': 236}; synth_sec=8.688; eval_sec=0.210",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/candidates.csv,popcount3_direct_overlay,,,,,,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/official_eval/ex285_r74_popcount3_direct_overlay
sub-unknown-route-state-r74,ex285,unknown,ex285_r74_quad_selected_outerkey_bdd,route-state selected PO cofactor sharing,four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key,one inner BDD node pool shared across four selected outputs and all outer-key cofactors,"current source plus four selected-output outer-key BDD bits (0, 3, 8, 11)",yosys_internal_abc_g_aig,ex285|route-state selected PO cofactor sharing|four edge/route output roots emitted as shared inner ROBDD cofactors under a new raw outer key|one inner BDD node pool shared across four selected outputs and all outer-key cofactors|yosys_internal_abc_g_aig|official_evaluate|ex285_r74_quad_selected_outerkey_bdd,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/verilog/ex285_r74_quad_selected_outerkey_bdd.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/aigs/ex285_r74_quad_selected_outerkey_bdd.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_quad_selected_outerkey_bdd.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/logs/ex285_r74_quad_selected_outerkey_bdd.evaluate.py.log,1,1,1,1290,16,20640,5499,0,0,0,"round74 stats={'selected_bits': (0, 3, 8, 11), 'outer': (0, 11, 1, 10), 'inner': (2, 3, 4, 5, 6, 7, 8, 9), 'bdd_nodes': 443, 'line_count': 552}; synth_sec=8.294; eval_sec=0.193",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/candidates.csv,quad_selected_outerkey_bdd,,,,,,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex285/official_eval/ex285_r74_quad_selected_outerkey_bdd
sub-unknown-route-state-r74,ex288,unknown,ex288_r74_popcount3_direct_overlay,hamming-weight routing boundary-state factoring,exact popcount-3 direct source overlay on current exact source,reuse current source and override only three-hot boundary rows,current source plus 455 exact popcount-3 row overrides,yosys_internal_abc_g_aig,ex288|hamming-weight routing boundary-state factoring|exact popcount-3 direct source overlay on current exact source|reuse current source and override only three-hot boundary rows|yosys_internal_abc_g_aig|official_evaluate|ex288_r74_popcount3_direct_overlay,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/verilog/ex288_r74_popcount3_direct_overlay.v,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/aigs/ex288_r74_popcount3_direct_overlay.aig,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/logs/ex288_r74_popcount3_direct_overlay.evaluate.py.log,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/logs/ex288_r74_popcount3_direct_overlay.evaluate.py.log,1,1,1,2290,15,34350,16394,0,0,0,"round74 stats={'popcount3_rows': 455, 'line_count': 471}; synth_sec=3.110; eval_sec=0.633",student/frontend_campaigns/campaigns/frontend_source_parallel_round74_20260613_1439/agent_shards/sub-unknown-route-state-r74/candidates.csv,popcount3_direct_overlay,,,,,,student/work/frontend_source_parallel_round74_20260613_1439/sub-unknown-route-state-r74/ex288/official_eval/ex288_r74_popcount3_direct_overlay
