case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex211,ex211_bf16_reciprocal_semantic_positive_field_defaults,bf16_reciprocal,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/verilog/ex211_bf16_reciprocal_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/aigs/ex211_bf16_reciprocal_semantic_positive_field_defaults.aig,1,1,1,864,13,11232,7.789,positive_exp_groups=256; full_default_groups=2; positive_exceptions=31754; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex211,ex211_bf16_reciprocal_semantic_positive_symmetry_fields,bf16_reciprocal,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/verilog/ex211_bf16_reciprocal_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/aigs/ex211_bf16_reciprocal_semantic_positive_symmetry_fields.aig,1,1,1,275,11,3025,14.427,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex211,ex211_bf16_reciprocal_semantic_sign_exp_field_defaults,bf16_reciprocal,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/verilog/ex211_bf16_reciprocal_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex211/aigs/ex211_bf16_reciprocal_semantic_sign_exp_field_defaults.aig,1,1,1,1159,17,19703,14.613,groups=512; full_default_groups=4; exceptions=63508,aggressive semantic BF16 field RTL
ex212,ex212_bf16_square_semantic_exp_delta_fields,bf16_square,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/verilog/ex212_bf16_square_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/aigs/ex212_bf16_square_semantic_exp_delta_fields.aig,1,1,1,290,13,3770,7.055,base=arith_square; positive_entries=32768; normal_entries=16256; special_entries=16512; relation=same_pos; negative_exceptions=0,aggressive semantic BF16 field RTL
ex212,ex212_bf16_square_semantic_field_reassembly,bf16_square,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/verilog/ex212_bf16_square_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/aigs/ex212_bf16_square_semantic_field_reassembly.aig,1,1,1,749,17,12733,11.809,65536,aggressive semantic BF16 field RTL
ex212,ex212_bf16_square_semantic_positive_field_defaults,bf16_square,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/verilog/ex212_bf16_square_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/aigs/ex212_bf16_square_semantic_positive_field_defaults.aig,1,1,1,703,14,9842,4.462,positive_exp_groups=256; full_default_groups=128; positive_exceptions=16130; relation=same_pos; negative_exceptions=0,aggressive semantic BF16 field RTL
ex212,ex212_bf16_square_semantic_positive_symmetry_fields,bf16_square,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/verilog/ex212_bf16_square_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/aigs/ex212_bf16_square_semantic_positive_symmetry_fields.aig,1,1,1,300,13,3900,10.141,positive_entries=32768; relation=same_pos; negative_exceptions=0,aggressive semantic BF16 field RTL
ex212,ex212_bf16_square_semantic_sign_exp_field_defaults,bf16_square,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/verilog/ex212_bf16_square_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex212/aigs/ex212_bf16_square_semantic_sign_exp_field_defaults.aig,1,1,1,697,13,9061,7.752,groups=512; full_default_groups=256; exceptions=32260,aggressive semantic BF16 field RTL
ex213,ex213_bf16_sqrt_semantic_exp_delta_fields,bf16_sqrt,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/verilog/ex213_bf16_sqrt_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/aigs/ex213_bf16_sqrt_semantic_exp_delta_fields.aig,1,1,1,352,13,4576,8.475,base=arith_sqrt; positive_entries=32768; normal_entries=32512; special_entries=256; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex213,ex213_bf16_sqrt_semantic_field_reassembly,bf16_sqrt,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/verilog/ex213_bf16_sqrt_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/aigs/ex213_bf16_sqrt_semantic_field_reassembly.aig,1,1,1,922,14,12908,11.968,65536,aggressive semantic BF16 field RTL
ex213,ex213_bf16_sqrt_semantic_positive_field_defaults,bf16_sqrt,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/verilog/ex213_bf16_sqrt_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/aigs/ex213_bf16_sqrt_semantic_positive_field_defaults.aig,1,1,1,1061,15,15915,7.231,positive_exp_groups=256; full_default_groups=1; positive_exceptions=31878; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex213,ex213_bf16_sqrt_semantic_positive_symmetry_fields,bf16_sqrt,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/verilog/ex213_bf16_sqrt_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/aigs/ex213_bf16_sqrt_semantic_positive_symmetry_fields.aig,1,1,1,355,14,4970,12.896,positive_entries=32768; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex213,ex213_bf16_sqrt_semantic_sign_exp_field_defaults,bf16_sqrt,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/verilog/ex213_bf16_sqrt_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex213/aigs/ex213_bf16_sqrt_semantic_sign_exp_field_defaults.aig,1,1,1,1482,21,31122,7.631,groups=512; full_default_groups=257; exceptions=31878,aggressive semantic BF16 field RTL
ex214,ex214_bf16_reciprocal_square_semantic_exp_delta_fields,bf16_reciprocal_square,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/verilog/ex214_bf16_reciprocal_square_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/aigs/ex214_bf16_reciprocal_square_semantic_exp_delta_fields.aig,1,1,1,364,25,9100,8.217,base=arith_recip_square; positive_entries=32768; normal_entries=16256; special_entries=16512; relation=same_pos; negative_exceptions=0,aggressive semantic BF16 field RTL
ex214,ex214_bf16_reciprocal_square_semantic_field_reassembly,bf16_reciprocal_square,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/verilog/ex214_bf16_reciprocal_square_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/aigs/ex214_bf16_reciprocal_square_semantic_field_reassembly.aig,1,1,1,857,14,11998,12.914,65536,aggressive semantic BF16 field RTL
ex214,ex214_bf16_reciprocal_square_semantic_positive_field_defaults,bf16_reciprocal_square,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/verilog/ex214_bf16_reciprocal_square_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/aigs/ex214_bf16_reciprocal_square_semantic_positive_field_defaults.aig,1,1,1,667,13,8671,4.258,positive_exp_groups=256; full_default_groups=127; positive_exceptions=16131; relation=same_pos; negative_exceptions=0,aggressive semantic BF16 field RTL
ex214,ex214_bf16_reciprocal_square_semantic_positive_symmetry_fields,bf16_reciprocal_square,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/verilog/ex214_bf16_reciprocal_square_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/aigs/ex214_bf16_reciprocal_square_semantic_positive_symmetry_fields.aig,1,1,1,322,12,3864,11.669,positive_entries=32768; relation=same_pos; negative_exceptions=0,aggressive semantic BF16 field RTL
ex214,ex214_bf16_reciprocal_square_semantic_sign_exp_field_defaults,bf16_reciprocal_square,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/verilog/ex214_bf16_reciprocal_square_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex214/aigs/ex214_bf16_reciprocal_square_semantic_sign_exp_field_defaults.aig,1,1,1,660,13,8580,9.043,groups=512; full_default_groups=254; exceptions=32262,aggressive semantic BF16 field RTL
ex215,ex215_bf16_reciprocal_sqrt_semantic_exp_delta_fields,bf16_reciprocal_sqrt,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/verilog/ex215_bf16_reciprocal_sqrt_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/aigs/ex215_bf16_reciprocal_sqrt_semantic_exp_delta_fields.aig,1,1,1,401,13,5213,8.981,base=arith_recip_sqrt; positive_entries=32768; normal_entries=32512; special_entries=256; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex215,ex215_bf16_reciprocal_sqrt_semantic_field_reassembly,bf16_reciprocal_sqrt,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/verilog/ex215_bf16_reciprocal_sqrt_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/aigs/ex215_bf16_reciprocal_sqrt_semantic_field_reassembly.aig,1,1,1,1405,15,21075,11.624,65536,aggressive semantic BF16 field RTL
ex215,ex215_bf16_reciprocal_sqrt_semantic_positive_field_defaults,bf16_reciprocal_sqrt,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/verilog/ex215_bf16_reciprocal_sqrt_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/aigs/ex215_bf16_reciprocal_sqrt_semantic_positive_field_defaults.aig,1,1,1,843,15,12645,7.400,positive_exp_groups=256; full_default_groups=1; positive_exceptions=31624; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex215,ex215_bf16_reciprocal_sqrt_semantic_positive_symmetry_fields,bf16_reciprocal_sqrt,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/verilog/ex215_bf16_reciprocal_sqrt_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/aigs/ex215_bf16_reciprocal_sqrt_semantic_positive_symmetry_fields.aig,1,1,1,392,13,5096,13.065,positive_entries=32768; relation=nan; negative_exceptions=128,aggressive semantic BF16 field RTL
ex215,ex215_bf16_reciprocal_sqrt_semantic_sign_exp_field_defaults,bf16_reciprocal_sqrt,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/verilog/ex215_bf16_reciprocal_sqrt_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex215/aigs/ex215_bf16_reciprocal_sqrt_semantic_sign_exp_field_defaults.aig,1,1,1,1173,16,18768,7.671,groups=512; full_default_groups=257; exceptions=31624,aggressive semantic BF16 field RTL
ex216,ex216_bf16_cube_semantic_exp_delta_fields,bf16_cube,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/verilog/ex216_bf16_cube_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/aigs/ex216_bf16_cube_semantic_exp_delta_fields.aig,1,1,1,414,22,9108,6.726,base=arith_cube; positive_entries=32768; normal_entries=10828; special_entries=21940; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex216,ex216_bf16_cube_semantic_field_reassembly,bf16_cube,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/verilog/ex216_bf16_cube_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/aigs/ex216_bf16_cube_semantic_field_reassembly.aig,1,1,1,896,17,15232,11.191,65536,aggressive semantic BF16 field RTL
ex216,ex216_bf16_cube_semantic_positive_field_defaults,bf16_cube,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/verilog/ex216_bf16_cube_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/aigs/ex216_bf16_cube_semantic_positive_field_defaults.aig,1,1,1,813,15,12195,3.804,positive_exp_groups=256; full_default_groups=170; positive_exceptions=10745; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex216,ex216_bf16_cube_semantic_positive_symmetry_fields,bf16_cube,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/verilog/ex216_bf16_cube_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/aigs/ex216_bf16_cube_semantic_positive_symmetry_fields.aig,1,1,1,437,14,6118,9.259,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex216,ex216_bf16_cube_semantic_sign_exp_field_defaults,bf16_cube,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/verilog/ex216_bf16_cube_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex216/aigs/ex216_bf16_cube_semantic_sign_exp_field_defaults.aig,1,1,1,956,17,16252,6.751,groups=512; full_default_groups=340; exceptions=21490,aggressive semantic BF16 field RTL
ex217,ex217_bf16_cbrt_semantic_exp_delta_fields,bf16_cbrt,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/verilog/ex217_bf16_cbrt_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/aigs/ex217_bf16_cbrt_semantic_exp_delta_fields.aig,1,1,1,1098,27,29646,9.592,base=arith_cbrt; positive_entries=32768; normal_entries=32512; special_entries=256; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex217,ex217_bf16_cbrt_semantic_field_reassembly,bf16_cbrt,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/verilog/ex217_bf16_cbrt_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/aigs/ex217_bf16_cbrt_semantic_field_reassembly.aig,1,1,1,1605,16,25680,14.696,65536,aggressive semantic BF16 field RTL
ex217,ex217_bf16_cbrt_semantic_positive_field_defaults,bf16_cbrt,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/verilog/ex217_bf16_cbrt_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/aigs/ex217_bf16_cbrt_semantic_positive_field_defaults.aig,1,1,1,1232,15,18480,8.051,positive_exp_groups=256; full_default_groups=1; positive_exceptions=31496; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex217,ex217_bf16_cbrt_semantic_positive_symmetry_fields,bf16_cbrt,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/verilog/ex217_bf16_cbrt_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/aigs/ex217_bf16_cbrt_semantic_positive_symmetry_fields.aig,1,1,1,1058,25,26450,13.208,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex217,ex217_bf16_cbrt_semantic_sign_exp_field_defaults,bf16_cbrt,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/verilog/ex217_bf16_cbrt_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex217/aigs/ex217_bf16_cbrt_semantic_sign_exp_field_defaults.aig,1,1,1,1622,15,24330,14.444,groups=512; full_default_groups=2; exceptions=62992,aggressive semantic BF16 field RTL
ex218,ex218_bf16_reciprocal_cube_semantic_exp_delta_fields,bf16_reciprocal_cube,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/verilog/ex218_bf16_reciprocal_cube_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/aigs/ex218_bf16_reciprocal_cube_semantic_exp_delta_fields.aig,1,1,1,497,27,13419,8.111,base=arith_recip_cube; positive_entries=32768; normal_entries=10847; special_entries=21921; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex218,ex218_bf16_reciprocal_cube_semantic_field_reassembly,bf16_reciprocal_cube,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/verilog/ex218_bf16_reciprocal_cube_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/aigs/ex218_bf16_reciprocal_cube_semantic_field_reassembly.aig,1,1,1,1130,19,21470,12.496,65536,aggressive semantic BF16 field RTL
ex218,ex218_bf16_reciprocal_cube_semantic_positive_field_defaults,bf16_reciprocal_cube,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/verilog/ex218_bf16_reciprocal_cube_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/aigs/ex218_bf16_reciprocal_cube_semantic_positive_field_defaults.aig,1,1,1,843,14,11802,4.296,positive_exp_groups=256; full_default_groups=169; positive_exceptions=10764; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex218,ex218_bf16_reciprocal_cube_semantic_positive_symmetry_fields,bf16_reciprocal_cube,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/verilog/ex218_bf16_reciprocal_cube_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/aigs/ex218_bf16_reciprocal_cube_semantic_positive_symmetry_fields.aig,1,1,1,492,16,7872,9.853,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex218,ex218_bf16_reciprocal_cube_semantic_sign_exp_field_defaults,bf16_reciprocal_cube,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/verilog/ex218_bf16_reciprocal_cube_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex218/aigs/ex218_bf16_reciprocal_cube_semantic_sign_exp_field_defaults.aig,1,1,1,1011,15,15165,6.208,groups=512; full_default_groups=338; exceptions=21528,aggressive semantic BF16 field RTL
ex219,ex219_bf16_reciprocal_cbrt_semantic_exp_delta_fields,bf16_reciprocal_cbrt,semantic_exp_delta_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/verilog/ex219_bf16_reciprocal_cbrt_semantic_exp_delta_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/aigs/ex219_bf16_reciprocal_cbrt_semantic_exp_delta_fields.aig,1,1,1,1111,28,31108,9.395,base=arith_recip_cbrt; positive_entries=32768; normal_entries=32512; special_entries=256; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex219,ex219_bf16_reciprocal_cbrt_semantic_field_reassembly,bf16_reciprocal_cbrt,semantic_field_reassembly,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/verilog/ex219_bf16_reciprocal_cbrt_semantic_field_reassembly.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/aigs/ex219_bf16_reciprocal_cbrt_semantic_field_reassembly.aig,1,1,1,1570,16,25120,15.779,65536,aggressive semantic BF16 field RTL
ex219,ex219_bf16_reciprocal_cbrt_semantic_positive_field_defaults,bf16_reciprocal_cbrt,semantic_positive_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/verilog/ex219_bf16_reciprocal_cbrt_semantic_positive_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/aigs/ex219_bf16_reciprocal_cbrt_semantic_positive_field_defaults.aig,1,1,1,1363,15,20445,8.710,positive_exp_groups=256; full_default_groups=1; positive_exceptions=31244; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex219,ex219_bf16_reciprocal_cbrt_semantic_positive_symmetry_fields,bf16_reciprocal_cbrt,semantic_positive_symmetry_fields,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/verilog/ex219_bf16_reciprocal_cbrt_semantic_positive_symmetry_fields.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/aigs/ex219_bf16_reciprocal_cbrt_semantic_positive_symmetry_fields.aig,1,1,1,1040,26,27040,13.274,positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127,aggressive semantic BF16 field RTL
ex219,ex219_bf16_reciprocal_cbrt_semantic_sign_exp_field_defaults,bf16_reciprocal_cbrt,semantic_sign_exp_field_defaults,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/verilog/ex219_bf16_reciprocal_cbrt_semantic_sign_exp_field_defaults.v,student/work/reverse_bf16_aggressive_semantic_20260603_1711/ex219/aigs/ex219_bf16_reciprocal_cbrt_semantic_sign_exp_field_defaults.aig,1,1,1,1432,17,24344,15.500,groups=512; full_default_groups=2; exceptions=62488,aggressive semantic BF16 field RTL
