case,metric,key,value,detail
ex288,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:0;imask=0x7fff;omask=0x7fff,214,bit_matches=302888/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x7ffe
ex288,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;pout=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x7fff;omask=0x7fff,214,bit_matches=302888/491520;first=x=0x1;xp=0x7ffe;y=0x4000;got=0x7ffd;expected=0x5fff
ex288,affine_perm_duality,pin=13:14:0:1:2:3:4:5:6:7:8:9:10:11:12;pout=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x3fff;omask=0x3fff,175,bit_matches=257372/491520;first=x=0x0;xp=0x3fff;y=0x0;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=7:8:9:10:11:12:13:14:0:1:2:3:4:5:6;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x7fff;omask=0x7fff,171,bit_matches=260990/491520;first=x=0x1;xp=0x7f7f;y=0x4000;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;pout=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x7ffe;omask=0x3fff,170,bit_matches=258582/491520;first=x=0x0;xp=0x7ffe;y=0x0;got=0x7ffd;expected=0x3fff
ex288,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;pout=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x3fff;omask=0x3fff,164,bit_matches=258192/491520;first=x=0x0;xp=0x3fff;y=0x0;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x3fff;omask=0x7ffe,155,bit_matches=258944/491520;first=x=0x0;xp=0x3fff;y=0x0;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:0;imask=0x3fff;omask=0x7ffe,142,bit_matches=259826/491520;first=x=0x0;xp=0x3fff;y=0x0;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=7:8:9:10:11:12:13:14:0:1:2:3:4:5:6;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,139,bit_matches=261202/491520;first=x=0x1;xp=0x7f7f;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;pout=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x7fff;omask=0x7fff,133,bit_matches=262502/491520;first=x=0x1;xp=0x7ffb;y=0x4000;got=0x7fbf;expected=0x5fff
ex288,affine_perm_duality,pin=13:14:0:1:2:3:4:5:6:7:8:9:10:11:12;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:0;imask=0x7fff;omask=0x7fff,133,bit_matches=262502/491520;first=x=0x1;xp=0x5fff;y=0x4000;got=0x7eff;expected=0x7ffe
ex288,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:0;imask=0x7ffe;omask=0x7ffe,131,bit_matches=257138/491520;first=x=0x0;xp=0x7ffe;y=0x0;got=0x7ffd;expected=0x7ffe
ex288,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:0;imask=0x7fff;omask=0x7fff,127,bit_matches=262064/491520;first=x=0x1;xp=0x7ffb;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=13:14:0:1:2:3:4:5:6:7:8:9:10:11:12;pout=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x7fff;omask=0x7fff,127,bit_matches=262064/491520;first=x=0x1;xp=0x5fff;y=0x4000;got=0x7eff;expected=0x5fff
ex288,affine_perm_duality,pin=13:14:0:1:2:3:4:5:6:7:8:9:10:11:12;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:0;imask=0x3fff;omask=0x7ffe,125,bit_matches=258608/491520;first=x=0x0;xp=0x3fff;y=0x0;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;pout=2:3:4:5:6:7:8:9:10:11:12:13:14:0:1;imask=0x3fff;omask=0x7ffe,121,bit_matches=261046/491520;first=x=0x0;xp=0x3fff;y=0x0;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,106,bit_matches=266224/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:9:10:7:8:5:6:4:3:2:1:0;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,106,bit_matches=266224/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=14:13:12:11:10:8:9:6:7:4:5:3:2:1:0;pout=14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0x7fff;omask=0x7fff,106,bit_matches=266224/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=13:14:0:1:2:3:4:5:6:7:8:9:10:11:12;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x3fff;omask=0x3fff,103,bit_matches=260848/491520;first=x=0x0;xp=0x3fff;y=0x0;got=0x7fbf;expected=0x3fff
ex288,affine_perm_duality,pin=13:14:0:1:2:3:4:5:6:7:8:9:10:11:12;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x3fff;omask=0x7ffe,96,bit_matches=258068/491520;first=x=0x0;xp=0x3fff;y=0x0;got=0x7fbf;expected=0x7ffe
ex288,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x7ffe;omask=0x3fff,94,bit_matches=293204/491520;first=x=0x0;xp=0x7ffe;y=0x0;got=0x7ffd;expected=0x3fff
ex288,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:10:11:12:13:14;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0x7ffe;omask=0x3fff,94,bit_matches=293204/491520;first=x=0x0;xp=0x7ffe;y=0x0;got=0x7ffd;expected=0x3fff
ex288,affine_perm_duality,pin=1:2:3:4:5:6:7:8:9:10:11:12:13:14:0;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:0;imask=0x7fff;omask=0x7fff,90,bit_matches=269412/491520;first=x=0x1;xp=0x7ffd;y=0x4000;got=0x7ffb;expected=0x7ffe
ex288,affine_perm_duality,pin=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x7fff;omask=0x7fff,90,bit_matches=269412/491520;first=x=0x1;xp=0x3fff;y=0x4000;got=0x7fbf;expected=0x5fff
ex288,affine_perm_duality,pin=7:8:9:10:11:12:13:14:0:1:2:3:4:5:6;pout=14:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0x7fff;omask=0x7fff,89,bit_matches=262370/491520;first=x=0x1;xp=0x7f7f;y=0x4000;got=0x7fbf;expected=0x5fff
ex289,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,65536,bit_matches=1048576/1048576;first=
ex289,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,65536,bit_matches=1048576/1048576;first=
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;imask=0xffff;omask=0xffff,5436,bit_matches=581408/1048576;first=x=0x2;xp=0xbfff;y=0x2000;got=0xfbff;expected=0xffdf
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;imask=0xffff;omask=0xffff,5436,bit_matches=581408/1048576;first=x=0x2;xp=0xbfff;y=0x2000;got=0xfbff;expected=0xffdf
ex289,affine_perm_duality,pin=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,3816,bit_matches=557296/1048576;first=x=0x1;xp=0xfeff;y=0x4000;got=0xfeff;expected=0xfffd
ex289,affine_perm_duality,pin=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;imask=0xffff;omask=0xffff,3738,bit_matches=556976/1048576;first=x=0x1;xp=0xfeff;y=0x4000;got=0xfeff;expected=0xbfff
ex289,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;pout=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;imask=0xffff;omask=0xffff,3696,bit_matches=794112/1048576;first=x=0x4;xp=0xfffb;y=0x200;got=0xffbf;expected=0xff7f
ex289,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;pout=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;imask=0xffff;omask=0xffff,3696,bit_matches=794112/1048576;first=x=0x4;xp=0xfffb;y=0x200;got=0xffbf;expected=0xff7f
ex289,affine_perm_duality,pin=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;pout=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;imask=0xffff;omask=0xffff,3140,bit_matches=556848/1048576;first=x=0x1;xp=0xfeff;y=0x4000;got=0xfeff;expected=0xffbf
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:0;imask=0xffff;omask=0xffff,2086,bit_matches=570764/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0x7fff
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=15:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0xffff;omask=0xffff,2086,bit_matches=570764/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xdfff
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:0;imask=0xffff;omask=0xffff,2086,bit_matches=570764/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0x7fff
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=15:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0xffff;omask=0xffff,2086,bit_matches=570764/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xdfff
ex289,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:0;imask=0xffff;omask=0xffff,1498,bit_matches=691804/1048576;first=x=0x1;xp=0xfffe;y=0x4000;got=0xfffd;expected=0x7fff
ex289,affine_perm_duality,pin=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;pout=15:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0xffff;omask=0xffff,1498,bit_matches=691804/1048576;first=x=0x1;xp=0xfffe;y=0x4000;got=0xfffd;expected=0xdfff
ex289,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:0;imask=0xffff;omask=0xffff,1498,bit_matches=691804/1048576;first=x=0x1;xp=0xfffe;y=0x4000;got=0xfffd;expected=0x7fff
ex289,affine_perm_duality,pin=0:1:2:3:5:4:7:6:9:8:11:10:12:13:14:15;pout=15:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0xffff;omask=0xffff,1498,bit_matches=691804/1048576;first=x=0x1;xp=0xfffe;y=0x4000;got=0xfffd;expected=0xdfff
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,1392,bit_matches=554784/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xfffd
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,1392,bit_matches=554784/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xfffd
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;imask=0xffff;omask=0xffff,1202,bit_matches=550592/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xbfff
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15;imask=0xffff;omask=0xffff,1202,bit_matches=550592/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xbfff
ex289,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;pout=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;imask=0xffff;omask=0xffff,1107,bit_matches=557192/1048576;first=x=0x1;xp=0xfffb;y=0x4000;got=0xffbf;expected=0xfffe
ex289,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;pout=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0xffff;omask=0xffff,1107,bit_matches=557192/1048576;first=x=0x1;xp=0xfffb;y=0x4000;got=0xffbf;expected=0xefff
ex289,affine_perm_duality,pin=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;imask=0xffff;omask=0xffff,1107,bit_matches=557192/1048576;first=x=0x1;xp=0xbfff;y=0x4000;got=0xfbff;expected=0xfffe
ex289,affine_perm_duality,pin=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0xffff;omask=0xffff,1107,bit_matches=557192/1048576;first=x=0x1;xp=0xbfff;y=0x4000;got=0xfbff;expected=0xefff
ex289,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;pout=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;imask=0xffff;omask=0xffff,1058,bit_matches=555688/1048576;first=x=0x2;xp=0xfff7;y=0x2000;got=0xfbff;expected=0xffdf
ex289,affine_perm_duality,pin=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;imask=0xffff;omask=0xffff,1058,bit_matches=555688/1048576;first=x=0x1;xp=0xbfff;y=0x4000;got=0xfbff;expected=0xffbf
ex289,affine_perm_duality,pin=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:0;imask=0xffff;omask=0xffff,1046,bit_matches=557092/1048576;first=x=0x1;xp=0xfeff;y=0x4000;got=0xfeff;expected=0x7fff
ex289,affine_perm_duality,pin=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;pout=15:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0xffff;omask=0xffff,1046,bit_matches=557092/1048576;first=x=0x1;xp=0xfeff;y=0x4000;got=0xfeff;expected=0xdfff
ex289,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:0;imask=0xffff;omask=0xffff,1009,bit_matches=558964/1048576;first=x=0x1;xp=0xfffb;y=0x4000;got=0xffbf;expected=0x7fff
ex289,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;pout=15:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0xffff;omask=0xffff,1009,bit_matches=558964/1048576;first=x=0x1;xp=0xfffb;y=0x4000;got=0xffbf;expected=0xdfff
ex289,affine_perm_duality,pin=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=1:2:3:4:5:6:7:8:9:10:11:12:13:14:15:0;imask=0xffff;omask=0xffff,1009,bit_matches=558964/1048576;first=x=0x1;xp=0xbfff;y=0x4000;got=0xfbff;expected=0x7fff
ex289,affine_perm_duality,pin=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;pout=15:0:1:2:3:4:5:6:7:8:9:10:11:12:13:14;imask=0xffff;omask=0xffff,1009,bit_matches=558964/1048576;first=x=0x1;xp=0xbfff;y=0x4000;got=0xfbff;expected=0xdfff
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;imask=0xffff;omask=0xffff,906,bit_matches=556808/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xfffe
ex289,affine_perm_duality,pin=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;pout=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0xffff;omask=0xffff,906,bit_matches=556808/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xefff
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;imask=0xffff;omask=0xffff,906,bit_matches=556808/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xfffe
ex289,affine_perm_duality,pin=15:14:13:12:10:11:8:9:6:7:4:5:3:2:1:0;pout=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0xffff;omask=0xffff,906,bit_matches=556808/1048576;first=x=0x1;xp=0x7fff;y=0x4000;got=0xffbf;expected=0xefff
ex289,affine_perm_duality,pin=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;pout=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;imask=0xffff;omask=0xffff,690,bit_matches=557144/1048576;first=x=0x1;xp=0xfeff;y=0x4000;got=0xfeff;expected=0xfffe
ex289,affine_perm_duality,pin=8:9:10:11:12:13:14:15:0:1:2:3:4:5:6:7;pout=14:15:0:1:2:3:4:5:6:7:8:9:10:11:12:13;imask=0xffff;omask=0xffff,690,bit_matches=557144/1048576;first=x=0x1;xp=0xfeff;y=0x4000;got=0xfeff;expected=0xefff
ex289,affine_perm_duality,pin=2:3:4:5:6:7:8:9:10:11:12:13:14:15:0:1;pout=15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0;imask=0xffff;omask=0xffff,438,bit_matches=556128/1048576;first=x=0x1;xp=0xfffb;y=0x4000;got=0xffbf;expected=0xfffd
