case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_delta_case_attrs_default_raw,1,191,30,5730,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/verilog/ex249_delta_case_attrs.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/aigs/ex249_ex249_delta_case_attrs_default_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_ex249_delta_case_attrs_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_delta_case_attrs_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_delta_case_attrs/logs/ex249_ex249_delta_case_attrs_default_raw.abc.log; synth_sec=0.187; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_direct_carry_extra_share_raw,1,189,30,5670,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_extra_share_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_extra_share_raw.abc.log; synth_sec=0.188; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_direct_carry_abc_g_aig_raw,1,168,30,5040,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_abc_g_aig_raw.abc.log; synth_sec=0.184; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_effgap_direct_carry_synth_preset_raw,1,173,28,4844,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/verilog/ex249_effgap_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/aigs/ex249_ex249_effgap_direct_carry_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_effgap_direct_carry_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_effgap_direct_carry/logs/ex249_ex249_effgap_direct_carry_synth_preset_raw.abc.log; synth_sec=0.295; abc_sec=0.000; eval_sec=0.442
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_delta_default_raw,1,214,31,6634,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/verilog/ex249_or_pred_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/aigs/ex249_ex249_or_pred_delta_default_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_or_pred_delta_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_default_raw.abc.log; synth_sec=0.190; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_delta_extra_share_raw,1,203,32,6496,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/verilog/ex249_or_pred_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/aigs/ex249_ex249_or_pred_delta_extra_share_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_or_pred_delta_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_extra_share_raw.abc.log; synth_sec=0.193; abc_sec=0.000; eval_sec=0.442
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_delta_abc_g_aig_raw,1,188,30,5640,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/verilog/ex249_or_pred_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/aigs/ex249_ex249_or_pred_delta_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_or_pred_delta_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_abc_g_aig_raw.abc.log; synth_sec=0.188; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_delta_synth_preset_raw,1,197,30,5910,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/verilog/ex249_or_pred_delta.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/aigs/ex249_ex249_or_pred_delta_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_or_pred_delta_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_delta/logs/ex249_ex249_or_pred_delta_synth_preset_raw.abc.log; synth_sec=0.303; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_direct_carry_default_raw,1,211,31,6541,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/verilog/ex249_or_pred_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/aigs/ex249_ex249_or_pred_direct_carry_default_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_ex249_or_pred_direct_carry_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_or_pred_direct_carry_default.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_ex249_or_pred_direct_carry_default_raw.abc.log; synth_sec=0.195; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_direct_carry_extra_share_raw,1,200,31,6200,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/verilog/ex249_or_pred_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/aigs/ex249_ex249_or_pred_direct_carry_extra_share_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_ex249_or_pred_direct_carry_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_or_pred_direct_carry_extra_share.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_ex249_or_pred_direct_carry_extra_share_raw.abc.log; synth_sec=0.199; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_direct_carry_abc_g_aig_raw,1,188,31,5828,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/verilog/ex249_or_pred_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/aigs/ex249_ex249_or_pred_direct_carry_abc_g_aig_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_ex249_or_pred_direct_carry_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_or_pred_direct_carry_abc_g_aig.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_ex249_or_pred_direct_carry_abc_g_aig_raw.abc.log; synth_sec=0.195; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,local-ex249-source-r54,ex249_ex249_or_pred_direct_carry_synth_preset_raw,1,193,31,5983,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/verilog/ex249_or_pred_direct_carry.v,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/aigs/ex249_ex249_or_pred_direct_carry_synth_preset_raw.aig,student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_ex249_or_pred_direct_carry_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_or_pred_direct_carry_synth_preset.yosys.log; abc_log=student/work/ex249_frontend_source_only_round54_20260613_0955/local-ex249-source-r54/ex249/ex249_or_pred_direct_carry/logs/ex249_ex249_or_pred_direct_carry_synth_preset_raw.abc.log; synth_sec=0.340; abc_sec=0.000; eval_sec=0.441
