case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex266,ex266_udiv_hybrid_bdd_hi1_interleave_lo_direct_abc_g_aig,unsigned low5_high5:a/b dbz=max,hybrid_bdd_hi1_interleave_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex266/verilog/ex266_udiv_hybrid_bdd_hi1_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex266/aigs/ex266_udiv_hybrid_bdd_hi1_interleave_lo_direct_abc_g_aig.aig,1,1,1,97,31,3007,848,3.545991,0,0,0.298,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=hybrid_bdd_hi1_interleave_lo_direct; flow=abc_g_aig
ex267,ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct_abc_g_aig,unsigned low6_high6:a/b dbz=max,hybrid_bdd_hi3_bmsb_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/verilog/ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/aigs/ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct_abc_g_aig.aig,1,1,1,149,42,6258,2651,2.360619,0,0,0.322,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=hybrid_bdd_hi3_bmsb_lo_direct; flow=abc_g_aig
ex267,ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct_wreduce_abc_g_aig,unsigned low6_high6:a/b dbz=max,hybrid_bdd_hi3_bmsb_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/verilog/ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/aigs/ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct_wreduce_abc_g_aig.aig,1,1,1,149,42,6258,2651,2.360619,0,0,0.319,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=hybrid_bdd_hi3_bmsb_lo_direct; flow=wreduce_abc_g_aig
ex267,ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct_synth_preset,unsigned low6_high6:a/b dbz=max,hybrid_bdd_hi3_bmsb_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/verilog/ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/aigs/ex267_udiv_hybrid_bdd_hi3_bmsb_lo_direct_synth_preset.aig,1,1,1,147,42,6174,2651,2.328932,0,0,0.378,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=hybrid_bdd_hi3_bmsb_lo_direct; flow=synth_preset
ex267,ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct_abc_g_aig,unsigned low6_high6:a/b dbz=max,hybrid_bdd_hi4_bmsb_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/verilog/ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/aigs/ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct_abc_g_aig.aig,1,1,1,204,42,8568,2651,3.231988,0,0,0.337,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=hybrid_bdd_hi4_bmsb_lo_direct; flow=abc_g_aig
ex267,ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct_wreduce_abc_g_aig,unsigned low6_high6:a/b dbz=max,hybrid_bdd_hi4_bmsb_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/verilog/ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/aigs/ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct_wreduce_abc_g_aig.aig,1,1,1,204,42,8568,2651,3.231988,0,0,0.337,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=hybrid_bdd_hi4_bmsb_lo_direct; flow=wreduce_abc_g_aig
ex267,ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct_synth_preset,unsigned low6_high6:a/b dbz=max,hybrid_bdd_hi4_bmsb_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/verilog/ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex267/aigs/ex267_udiv_hybrid_bdd_hi4_bmsb_lo_direct_synth_preset.aig,1,1,1,205,42,8610,2651,3.247831,0,0,0.431,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=hybrid_bdd_hi4_bmsb_lo_direct; flow=synth_preset
ex269,ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi1_interleave_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct_abc_g_aig.aig,1,1,1,271,76,20596,11760,1.751361,0,0,0.489,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi1_interleave_lo_direct; flow=abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi1_interleave_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct_wreduce_abc_g_aig.aig,1,1,1,271,76,20596,11760,1.751361,0,0,0.491,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi1_interleave_lo_direct; flow=wreduce_abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct_synth_preset,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi1_interleave_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi1_interleave_lo_direct_synth_preset.aig,1,1,1,264,77,20328,11760,1.728571,0,0,0.562,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi1_interleave_lo_direct; flow=synth_preset
ex269,ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi2_interleave_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct_abc_g_aig.aig,1,1,1,283,76,21508,11760,1.828912,0,0,0.507,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi2_interleave_lo_direct; flow=abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi2_interleave_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct_wreduce_abc_g_aig.aig,1,1,1,283,76,21508,11760,1.828912,0,0,0.504,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi2_interleave_lo_direct; flow=wreduce_abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct_synth_preset,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi2_interleave_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi2_interleave_lo_direct_synth_preset.aig,1,1,1,266,76,20216,11760,1.719048,0,0,0.556,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi2_interleave_lo_direct; flow=synth_preset
ex269,ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi3_interleave_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct_abc_g_aig.aig,1,1,1,281,74,20794,11760,1.768197,0,0,0.501,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi3_interleave_lo_direct; flow=abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi3_interleave_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct_wreduce_abc_g_aig.aig,1,1,1,281,74,20794,11760,1.768197,0,0,0.501,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi3_interleave_lo_direct; flow=wreduce_abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct_synth_preset,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi3_interleave_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi3_interleave_lo_direct_synth_preset.aig,1,1,1,277,76,21052,11760,1.790136,0,0,0.563,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi3_interleave_lo_direct; flow=synth_preset
ex269,ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi4_interleave_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct_abc_g_aig.aig,1,1,1,351,75,26325,11760,2.238520,0,0,0.520,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi4_interleave_lo_direct; flow=abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi4_interleave_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct_wreduce_abc_g_aig.aig,1,1,1,351,75,26325,11760,2.238520,0,0,0.536,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi4_interleave_lo_direct; flow=wreduce_abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct_synth_preset,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi4_interleave_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi4_interleave_lo_direct_synth_preset.aig,1,1,1,338,75,25350,11760,2.155612,0,0,0.627,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi4_interleave_lo_direct; flow=synth_preset
ex269,ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi2_bmsb_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct_abc_g_aig.aig,1,1,1,263,75,19725,11760,1.677296,0,0,0.510,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi2_bmsb_lo_direct; flow=abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi2_bmsb_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct_wreduce_abc_g_aig.aig,1,1,1,263,75,19725,11760,1.677296,0,0,0.523,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi2_bmsb_lo_direct; flow=wreduce_abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct_synth_preset,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi2_bmsb_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi2_bmsb_lo_direct_synth_preset.aig,1,1,1,262,77,20174,11760,1.715476,0,0,0.567,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi2_bmsb_lo_direct; flow=synth_preset
ex269,ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi3_bmsb_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct_abc_g_aig.aig,1,1,1,284,78,22152,11760,1.883673,0,0,0.514,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi3_bmsb_lo_direct; flow=abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi3_bmsb_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct_wreduce_abc_g_aig.aig,1,1,1,284,78,22152,11760,1.883673,0,0,0.510,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi3_bmsb_lo_direct; flow=wreduce_abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct_synth_preset,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi3_bmsb_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi3_bmsb_lo_direct_synth_preset.aig,1,1,1,279,78,21762,11760,1.850510,0,0,0.578,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi3_bmsb_lo_direct; flow=synth_preset
ex269,ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi4_bmsb_lo_direct+abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct_abc_g_aig.aig,1,1,1,324,76,24624,11760,2.093878,0,0,0.524,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi4_bmsb_lo_direct; flow=abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi4_bmsb_lo_direct+wreduce_abc_g_aig,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct_wreduce_abc_g_aig.aig,1,1,1,324,76,24624,11760,2.093878,0,0,0.523,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi4_bmsb_lo_direct; flow=wreduce_abc_g_aig
ex269,ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct_synth_preset,unsigned low8_high8:a/b dbz=max,hybrid_bdd_hi4_bmsb_lo_direct+synth_preset,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/verilog/ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct.v,student/work/ex266_ex267_ex269_frontend_udiv_hybrid_hibdd_20260609_1010/ex269/aigs/ex269_udiv_hybrid_bdd_hi4_bmsb_lo_direct_synth_preset.aig,1,1,1,330,76,25080,11760,2.132653,0,0,0.596,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=hybrid_bdd_hi4_bmsb_lo_direct; flow=synth_preset
