round,run_id,agent_id,case,candidate_id,hypothesis,representation,sharing_strategy,shared_structure,estimated_shared_terms,notes,shard_csv,status,area,delay,adp,frontend_adp,current_adp,reference_adp,improves_frontend,beats_current,beats_reference,verilog_path,aig_path,eval_log,family,output_grouping,source_basis
,,sub-fp8-mid-enum-r78,ex241,ex241_r78_split_44_output,,,,,,4+4 output split with grouped helper; split final output construction into high and low nibbles over a grouped helper core; family=4+4 output split with grouped helper,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,557,30,16710,14094,11592,7224,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/verilog/ex241_r78_split_44_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/aigs/ex241_r78_split_44_output.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/logs/ex241_r78_split_44_output.evaluate.py.log,4+4 output split with grouped helper,,
,,sub-fp8-mid-enum-r78,ex241,ex241_r78_split_field_output,,,,,,field output split with grouped helper; split final output construction into sign/exponent/mantissa-style bit groups over a grouped helper core; family=field output split with grouped helper,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,557,30,16710,14094,11592,7224,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/verilog/ex241_r78_split_field_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/aigs/ex241_r78_split_field_output.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/logs/ex241_r78_split_field_output.evaluate.py.log,field output split with grouped helper,,
,,sub-fp8-mid-enum-r78,ex241,ex241_r78_flat_staged_core,,,,,,flattened staged core; single flattened source with a staged final result wire and no helper wrapper; family=flattened staged core,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,554,30,16620,14094,11592,7224,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/verilog/ex241_r78_flat_staged_core.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/aigs/ex241_r78_flat_staged_core.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex241/logs/ex241_r78_flat_staged_core.evaluate.py.log,flattened staged core,,
,,sub-fp8-mid-enum-r78,ex240,ex240_r78_sparse_semantic_keep,,,,,,sparse semantic wire preservation; keep only sparse semantic wires such as gap/round/sticky/winner/sign/product class when present; family=sparse semantic wire preservation,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,639,46,29394,26230,21046,13299,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/verilog/ex240_r78_sparse_semantic_keep.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/aigs/ex240_r78_sparse_semantic_keep.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/logs/ex240_r78_sparse_semantic_keep.evaluate.py.log,sparse semantic wire preservation,,
,,sub-fp8-mid-enum-r78,ex240,ex240_r78_split_44_output,,,,,,4+4 output split with grouped helper; split final output construction into high and low nibbles over a grouped helper core; family=4+4 output split with grouped helper,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,634,47,29798,26230,21046,13299,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/verilog/ex240_r78_split_44_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/aigs/ex240_r78_split_44_output.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/logs/ex240_r78_split_44_output.evaluate.py.log,4+4 output split with grouped helper,,
,,sub-fp8-mid-enum-r78,ex240,ex240_r78_split_field_output,,,,,,field output split with grouped helper; split final output construction into sign/exponent/mantissa-style bit groups over a grouped helper core; family=field output split with grouped helper,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,634,47,29798,26230,21046,13299,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/verilog/ex240_r78_split_field_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/aigs/ex240_r78_split_field_output.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/logs/ex240_r78_split_field_output.evaluate.py.log,field output split with grouped helper,,
,,sub-fp8-mid-enum-r78,ex240,ex240_r78_flat_staged_core,,,,,,flattened staged core; single flattened source with a staged final result wire and no helper wrapper; family=flattened staged core,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,650,46,29900,26230,21046,13299,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/verilog/ex240_r78_flat_staged_core.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/aigs/ex240_r78_flat_staged_core.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex240/logs/ex240_r78_flat_staged_core.evaluate.py.log,flattened staged core,,
,,sub-fp8-mid-enum-r78,ex245,ex245_r78_sparse_semantic_keep,,,,,,sparse semantic wire preservation; keep only sparse semantic wires such as gap/round/sticky/winner/sign/product class when present; family=sparse semantic wire preservation,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,708,36,25488,22077,17319,11050,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/verilog/ex245_r78_sparse_semantic_keep.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/aigs/ex245_r78_sparse_semantic_keep.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/logs/ex245_r78_sparse_semantic_keep.evaluate.py.log,sparse semantic wire preservation,,
,,sub-fp8-mid-enum-r78,ex245,ex245_r78_split_44_output,,,,,,4+4 output split with grouped helper; split final output construction into high and low nibbles over a grouped helper core; family=4+4 output split with grouped helper,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,727,34,24718,22077,17319,11050,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/verilog/ex245_r78_split_44_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/aigs/ex245_r78_split_44_output.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/logs/ex245_r78_split_44_output.evaluate.py.log,4+4 output split with grouped helper,,
,,sub-fp8-mid-enum-r78,ex245,ex245_r78_split_field_output,,,,,,field output split with grouped helper; split final output construction into sign/exponent/mantissa-style bit groups over a grouped helper core; family=field output split with grouped helper,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,727,34,24718,22077,17319,11050,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/verilog/ex245_r78_split_field_output.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/aigs/ex245_r78_split_field_output.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/logs/ex245_r78_split_field_output.evaluate.py.log,field output split with grouped helper,,
,,sub-fp8-mid-enum-r78,ex245,ex245_r78_flat_staged_core,,,,,,flattened staged core; single flattened source with a staged final result wire and no helper wrapper; family=flattened staged core,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-mid-enum-r78/shared_structure_report.csv,OK,726,36,26136,22077,17319,11050,0,0,0,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/verilog/ex245_r78_flat_staged_core.v,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/aigs/ex245_r78_flat_staged_core.aig,student/work/frontend_source_parallel_round78_20260613_1744/sub-fp8-mid-enum-r78/ex245/logs/ex245_r78_flat_staged_core.evaluate.py.log,flattened staged core,,
,,sub-fp8-top-enum-r78,ex247,ex247_r78_keep_highfanout,,keep_highfanout_semantic_boundaries,selected decode/region/product boundaries marked keep; dense LUT/key nets left unmarked,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,full_word_keep_highfanout,/home/b10507053/ALS_Final_Project/student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v
,,sub-fp8-top-enum-r78,ex247,ex247_r78_nibble_groups,,nibble_group_output_reassembly,current semantic core with explicit 4-bit output groups,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,nibble_split,/home/b10507053/ALS_Final_Project/student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v
,,sub-fp8-top-enum-r78,ex247,ex247_r78_single_bit_out,,single_bit_output_reassembly,current semantic core with separate output bit drivers,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,single_bit_assigns,/home/b10507053/ALS_Final_Project/student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v
,,sub-fp8-top-enum-r78,ex247,ex247_r78_pack_helper,,output_pack_helper_module,current semantic core remains flat; final invalid/sign/magnitude pack crosses a helper boundary,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,pack_helper_boundary,/home/b10507053/ALS_Final_Project/student/work/ex200_ex299_frontend_refgap_round8_20260612_1826/fp8-r8/ex247/verilog/ex247_round5_bound_region_mux.v
,,sub-fp8-top-enum-r78,ex246,ex246_r78_keep_highfanout,,keep_highfanout_semantic_boundaries,selected decode/region/product boundaries marked keep; dense LUT/key nets left unmarked,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,full_word_keep_highfanout,/home/b10507053/ALS_Final_Project/student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v
,,sub-fp8-top-enum-r78,ex246,ex246_r78_nibble_groups,,nibble_group_output_reassembly,current semantic core with explicit 4-bit output groups,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,nibble_split,/home/b10507053/ALS_Final_Project/student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v
,,sub-fp8-top-enum-r78,ex246,ex246_r78_single_bit_out,,single_bit_output_reassembly,current semantic core with separate output bit drivers,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,single_bit_assigns,/home/b10507053/ALS_Final_Project/student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v
,,sub-fp8-top-enum-r78,ex246,ex246_r78_pack_helper,,output_pack_helper_module,current semantic core remains flat; final invalid/sign/magnitude pack crosses a helper boundary,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,pack_helper_boundary,/home/b10507053/ALS_Final_Project/student/work/ex246_frontend_fp8_e5m2_dc_neighbor12_20260608_2000/ex246/verilog/ex246_semantic_mul_product_dc_seed12_set11to10.v
,,sub-fp8-top-enum-r78,ex244,ex244_r78_keep_highfanout,,keep_highfanout_semantic_boundaries,selected decode/region/product boundaries marked keep; dense LUT/key nets left unmarked,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,full_word_keep_highfanout,/home/b10507053/ALS_Final_Project/student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v
,,sub-fp8-top-enum-r78,ex244,ex244_r78_nibble_groups,,nibble_group_output_reassembly,current semantic core with explicit 4-bit output groups,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,nibble_split,/home/b10507053/ALS_Final_Project/student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v
,,sub-fp8-top-enum-r78,ex244,ex244_r78_single_bit_out,,single_bit_output_reassembly,current semantic core with separate output bit drivers,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,single_bit_assigns,/home/b10507053/ALS_Final_Project/student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v
,,sub-fp8-top-enum-r78,ex244,ex244_r78_pack_helper,,output_pack_helper_module,current semantic core remains flat; final invalid/sign/magnitude pack crosses a helper boundary,,,bounded source-structure enumeration around current/frontend best Verilog,student/frontend_campaigns/campaigns/frontend_source_parallel_round78_20260613_1744/agent_shards/sub-fp8-top-enum-r78/shared_structure_report.csv,,,,,,,,,,,,,,,pack_helper_boundary,/home/b10507053/ALS_Final_Project/student/work/ex240_ex244_frontend_fp8_magbdd_deltaeff_20260608_1401/ex244/verilog/ex244_semantic_hypot_delta_maxeff_bdd_expfirst.v
