case,agent_id,hypothesis,method_signature,status,reason,evidence_path,next_action,domain,candidate_id,representation,shared_structure,verilog_path,aig_path,log_path,notes,shard_csv
ex285,sub-mixed-diffroute-r64,small shared state descriptor for central Hamming-weight layers,ex285|hamming_weight_preserving_lossy_routing_normalizer|central_layer_state_descriptor_smoke|shared_bucket_count_state|repo_yosys_frontend|official_evaluate|full_word|synth_preset,NOT_EQUIV,official evaluate.py status NOT_EQUIV,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/logs/ex285_r64_central_layer_state_descriptor_smoke_synth_preset.evaluate.py.log,,unknown,,,,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/verilog/ex285_r64_central_layer_state_descriptor_smoke.v,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/aigs/ex285_r64_central_layer_state_descriptor_smoke_synth_preset.aig,,bucket-count descriptor selecting center/edge output packing,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/failed_hypotheses.csv
ex285,sub-mixed-diffroute-r64,nonlinear_adjacent_pair_state,ex285|descriptor_screen|nonlinear_adjacent_pair_state|screen_only|no_synth|blocked_before_verilog|full_word,BLOCKED_TABLE_SIZED_RESIDUAL,exact residual rows 4096,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/diagnostics/ex285_r64_descriptor_screen.md,,unknown,,,,,,,blocked_before_exact_table,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/failed_hypotheses.csv
ex285,sub-mixed-diffroute-r64,central_layer_bucket_descriptor,ex285|descriptor_screen|central_layer_bucket_descriptor|screen_only|no_synth|blocked_before_verilog|full_word,BLOCKED_TABLE_SIZED_RESIDUAL,exact residual rows 1992,student/work/frontend_source_parallel_round64_20260613_1004/sub-mixed-diffroute-r64/ex285/diagnostics/ex285_r64_descriptor_screen.md,,unknown,,,,,,,blocked_before_exact_table,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-mixed-diffroute-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,local_transition_recurrence,ex297|cyclic_2bit_symbol_non_table_screen|local_transition_recurrence|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened local_transition_recurrence/local_transition_r2: keys=1024, residual=53116, ratio=0.789184, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_local_transition_recurrence_local_transition_r2,local_transition_r2,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,ring_cell_descriptor,ex297|cyclic_2bit_symbol_non_table_screen|ring_cell_descriptor|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened ring_cell_descriptor/adjhist_distance2_cell: keys=15376, residual=3808, ratio=0.056578, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_ring_cell_descriptor_adjhist_distance2_cell,adjhist_distance2_cell,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,sparse_exception_free_descriptor,ex297|cyclic_2bit_symbol_non_table_screen|sparse_exception_free_descriptor|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened sparse_exception_free_descriptor/exception_free_hist_state: keys=15968, residual=36176, ratio=0.537493, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_sparse_exception_free_descriptor_exception_free_hist_state,exception_free_hist_state,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,compact_recurrence_state,ex297|cyclic_2bit_symbol_non_table_screen|compact_recurrence_state|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened compact_recurrence_state/recurrence_state8_cell: keys=112219, residual=1366, ratio=0.020296, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_compact_recurrence_state_recurrence_state8_cell,recurrence_state8_cell,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,compact_recurrence_state,ex297|cyclic_2bit_symbol_non_table_screen|compact_recurrence_state|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened compact_recurrence_state/recurrence_state10_cell: keys=112460, residual=1195, ratio=0.017755, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_compact_recurrence_state_recurrence_state10_cell,recurrence_state10_cell,shared descriptor defaults plus residual/cofactor screen,,,,"best screened descriptor still estimates 112460 default entries and 1195 overrides; this remains table-sized or non-compact, so no RTL/AIG/evaluate.py candidate was emitted",student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,cofactor_screen,ex297|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened cofactor_screen/low_cells: keys=64, residual=96509, ratio=1.433905, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_cofactor_screen_low_cells,low_cells,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,cofactor_screen,ex297|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened cofactor_screen/high_cells: keys=64, residual=96509, ratio=1.433905, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_cofactor_screen_high_cells,high_cells,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,cofactor_screen,ex297|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened cofactor_screen/even_cells: keys=256, residual=93377, ratio=1.387371, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_cofactor_screen_even_cells,even_cells,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex297,sub-unklarge-alt-r64,cofactor_screen,ex297|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened cofactor_screen/odd_cells: keys=64, residual=100881, ratio=1.498863, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex297/diagnostics/ex297_r64_source_screens.csv,,unknown,ex297_r64_cofactor_screen_odd_cells,odd_cells,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,local_transition_recurrence,ex299|cyclic_2bit_symbol_non_table_screen|local_transition_recurrence|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened local_transition_recurrence/local_transition_r2: keys=1024, residual=263696, ratio=0.871434, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_local_transition_recurrence_local_transition_r2,local_transition_r2,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,ring_cell_descriptor,ex299|cyclic_2bit_symbol_non_table_screen|ring_cell_descriptor|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened ring_cell_descriptor/adjhist_distance2_cell: keys=58672, residual=30640, ratio=0.101256, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_ring_cell_descriptor_adjhist_distance2_cell,adjhist_distance2_cell,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,sparse_exception_free_descriptor,ex299|cyclic_2bit_symbol_non_table_screen|sparse_exception_free_descriptor|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened sparse_exception_free_descriptor/exception_free_hist_state: keys=55808, residual=183072, ratio=0.604997, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_sparse_exception_free_descriptor_exception_free_hist_state,exception_free_hist_state,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,compact_recurrence_state,ex299|cyclic_2bit_symbol_non_table_screen|compact_recurrence_state|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened compact_recurrence_state/recurrence_state8_cell: keys=507136, residual=9689, ratio=0.032019, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_compact_recurrence_state_recurrence_state8_cell,recurrence_state8_cell,shared descriptor defaults plus residual/cofactor screen,,,,"best screened descriptor still estimates 507136 default entries and 9689 overrides; this remains table-sized or non-compact, so no RTL/AIG/evaluate.py candidate was emitted",student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,compact_recurrence_state,ex299|cyclic_2bit_symbol_non_table_screen|compact_recurrence_state|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened compact_recurrence_state/recurrence_state10_cell: keys=502344, residual=12980, ratio=0.042895, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_compact_recurrence_state_recurrence_state10_cell,recurrence_state10_cell,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,cofactor_screen,ex299|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened cofactor_screen/low_cells: keys=64, residual=451116, ratio=1.490800, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_cofactor_screen_low_cells,low_cells,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,cofactor_screen,ex299|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened cofactor_screen/high_cells: keys=64, residual=451116, ratio=1.490800, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_cofactor_screen_high_cells,high_cells,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,cofactor_screen,ex299|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened cofactor_screen/even_cells: keys=256, residual=452144, ratio=1.494197, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_cofactor_screen_even_cells,even_cells,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
ex299,sub-unklarge-alt-r64,cofactor_screen,ex299|cyclic_2bit_symbol_non_table_screen|cofactor_screen|shared_cell_or_cofactor_descriptor|no_synth|abc_xf_truth_diagnostic|cell_outputs,blocked_no_candidate,"screened cofactor_screen/odd_cells: keys=256, residual=452144, ratio=1.494197, compact_enough_for_rtl=0",student/work/frontend_source_parallel_round64_20260613_1004/sub-unklarge-alt-r64/ex299/diagnostics/ex299_r64_source_screens.csv,,unknown,ex299_r64_cofactor_screen_odd_cells,odd_cells,shared descriptor defaults plus residual/cofactor screen,,,,screen only; not source-worthy,student/frontend_campaigns/campaigns/frontend_source_parallel_round64_20260613_1004/agent_shards/sub-unklarge-alt-r64/failed_hypotheses.csv
