case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,outcome,reason,evidence_path,next_action
ex246,float_fp8,fp8-worst-r25,current semantic frontend source alternate mapping probe,current best source replay with materially different Yosys/AIG mapping flow,inherits source-level shared decode from current frontend best,ex246|current frontend best source|alternate synth mapping resynth_abc_g_aig|reuse existing source shared decode|resynth_abc_g_aig_evaluate.py|current_frontend_semantics|full_output,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 8496 >= current frontend 7502,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex246/logs/ex246_resynth_abc_g_aig.evaluate.py.log,do not repeat this source replay unless synthesis flow changes more substantially
ex244,float_fp8,fp8-worst-r25,current semantic frontend source alternate mapping probe,current best source replay with materially different Yosys/AIG mapping flow,inherits source-level shared decode from current frontend best,ex244|current frontend best source|alternate synth mapping resynth_noabc_aigmap|reuse existing source shared decode|resynth_noabc_aigmap_evaluate.py|current_frontend_semantics|full_output,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 29522 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex244/logs/ex244_resynth_noabc_aigmap.evaluate.py.log,do not repeat this source replay unless synthesis flow changes more substantially
ex244,float_fp8,fp8-worst-r25,current semantic frontend source alternate mapping probe,current best source replay with materially different Yosys/AIG mapping flow,inherits source-level shared decode from current frontend best,ex244|current frontend best source|alternate synth mapping resynth_abc_g_aig|reuse existing source shared decode|resynth_abc_g_aig_evaluate.py|current_frontend_semantics|full_output,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11544 >= current frontend 10234,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex244/logs/ex244_resynth_abc_g_aig.evaluate.py.log,do not repeat this source replay unless synthesis flow changes more substantially
ex240,float_fp8,fp8-worst-r25,current semantic frontend source alternate mapping probe,current best source replay with materially different Yosys/AIG mapping flow,inherits source-level shared decode from current frontend best,ex240|current frontend best source|alternate synth mapping resynth_noabc_aigmap|reuse existing source shared decode|resynth_noabc_aigmap_evaluate.py|current_frontend_semantics|full_output,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 100440 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex240/logs/ex240_resynth_noabc_aigmap.evaluate.py.log,do not repeat this source replay unless synthesis flow changes more substantially
ex240,float_fp8,fp8-worst-r25,current semantic frontend source alternate mapping probe,current best source replay with materially different Yosys/AIG mapping flow,inherits source-level shared decode from current frontend best,ex240|current frontend best source|alternate synth mapping resynth_abc_g_aig|reuse existing source shared decode|resynth_abc_g_aig_evaluate.py|current_frontend_semantics|full_output,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 31300 >= current frontend 30090,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/fp8-worst-r25/ex240/logs/ex240_resynth_abc_g_aig.evaluate.py.log,do not repeat this source replay unless synthesis flow changes more substantially
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f00_k3_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f00_k3_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f00_k3_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f00_k3_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f00_k4_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f00_k4_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f00_k4_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f00_k4_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f00_k5_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f00_k5_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f00_k5_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f00_k5_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f10_k3_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f10_k3_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f10_k3_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f10_k3_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f10_k4_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f10_k4_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f10_k4_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f10_k4_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f10_k5_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f10_k5_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f10_k5_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_interleave_f10_k5_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k3_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k3_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k3_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k3_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k4_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k4_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k4_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k4_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k5_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k5_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00_k5_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f00_k5_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k3_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k3_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k3_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k3_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k4_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k4_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k4_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k4_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k5_onehot_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k5_onehot_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_cofactor_classonehot|shared_two_pair_canonical_key_and_cofactor_bdds|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10_k5_tree_group,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symcof_sym_first_f10_k5_tree_group.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f00,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_interleave_f00.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|interleave_f10,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_interleave_f10.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|natural_f00,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_natural_f00.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|natural_f10,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_natural_f10.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|reverse_f00,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_reverse_f00.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|reverse_f10,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_reverse_f10.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f00,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_sym_first_f00.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|multi_pair_symmetry_shared_bdd|shared_two_pair_canonical_key_single_bdd_node_pool|yosys_default_AND_official_evaluate|exact_4_5_6_7_symmetry|sym_first_f10,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_unknown_symbdd_sym_first_f10.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|no_internal_abc_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_no_internal_abc.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|extra_opt_share_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_extra_opt_share.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|synth_preset_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_synth_preset.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_d14_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig_d14.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_d15_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig_d15.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_d16_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig_d16.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_aig_d17_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_aig_d17.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
ex285,unknown,unknown-routing-r25,,equivalent_but_no_frontend_improvement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|decision_tree_source_flow_probe|current_best_decision_tree_source|abc_g_gates_official_evaluate|exact_truth_preserving_source|full_word,equivalent_but_no_frontend_improvement,official evaluate.py OK but ADP did not beat current frontend,student/work/ex240_ex299_frontend_gt2_round25_20260613_0531/unknown-routing-r25/ex285/logs/ex285_r25_decision_tree_current_abc_g_gates.evaluate.py.log,Only repeat with a different hidden-state/source decomposition or materially different synth flow.
