case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,observed_sharing,area_delay_tradeoff,notes
ex249,float_fp8,fp8-rounding-r26,"E5M2FN packed hypot abs(high,low)",onehot shared gap0/gap1 delta predicates,"shared max/min raw exponent decode, onehot significand thresholds, delta/saturation predicates","ex249|E5M2FN packed hypot abs(high,low)|onehot shared gap0/gap1 delta predicates|shared max/min raw exponent decode, onehot significand thresholds, delta/saturation predicates|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|onehot_delta_predicates|fp8_rounding_r26",OK,170/28/4760,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.659; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-rounding-r26/ex249/logs/ex249_r26r_hypot_onehot_delta_abc_g_aig.yosys.log
ex249,float_fp8,fp8-rounding-r26,"E5M2FN packed hypot abs(high,low)",onehot shared gap0/gap1 delta predicates,"shared max/min raw exponent decode, onehot significand thresholds, delta/saturation predicates","ex249|E5M2FN packed hypot abs(high,low)|onehot shared gap0/gap1 delta predicates|shared max/min raw exponent decode, onehot significand thresholds, delta/saturation predicates|yosys_synth_preset_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|onehot_delta_predicates|fp8_rounding_r26",OK,183/28/5124,official evaluate.py status OK; synth=synth_preset_and; runtime_sec=0.786; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-rounding-r26/ex249/logs/ex249_r26r_hypot_onehot_delta_synth_preset_and.yosys.log
ex249,float_fp8,fp8-rounding-r26,"E5M2FN packed hypot abs(high,low)",onehot shared gap0/gap1 delta predicates,"shared max/min raw exponent decode, onehot significand thresholds, delta/saturation predicates","ex249|E5M2FN packed hypot abs(high,low)|onehot shared gap0/gap1 delta predicates|shared max/min raw exponent decode, onehot significand thresholds, delta/saturation predicates|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|onehot_delta_predicates|fp8_rounding_r26",OK,171/28/4788,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.788; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-rounding-r26/ex249/logs/ex249_r26r_hypot_onehot_delta_synth_preset_aig.yosys.log
ex249,float_fp8,fp8-rounding-r26,"E5M2FN packed hypot abs(high,low)",smax-cofactored delta case with shared gap predicates,"shared max/min decode, gap0/gap1 predicates, smax-local smin thresholds","ex249|E5M2FN packed hypot abs(high,low)|smax-cofactored delta case with shared gap predicates|shared max/min decode, gap0/gap1 predicates, smax-local smin thresholds|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|smax_cofactored_delta|fp8_rounding_r26",OK,211/32/6752,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.735; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-rounding-r26/ex249/logs/ex249_r26r_hypot_smax_case_delta_abc_g_and.yosys.log
ex249,float_fp8,fp8-rounding-r26,"E5M2FN packed hypot abs(high,low)",smax-cofactored delta case with shared gap predicates,"shared max/min decode, gap0/gap1 predicates, smax-local smin thresholds","ex249|E5M2FN packed hypot abs(high,low)|smax-cofactored delta case with shared gap predicates|shared max/min decode, gap0/gap1 predicates, smax-local smin thresholds|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|smax_cofactored_delta|fp8_rounding_r26",OK,190/30/5700,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.686; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-rounding-r26/ex249/logs/ex249_r26r_hypot_smax_case_delta_abc_g_aig.yosys.log
ex249,float_fp8,fp8-rounding-r26,"E5M2FN packed hypot abs(high,low)",smax-cofactored delta case with shared gap predicates,"shared max/min decode, gap0/gap1 predicates, smax-local smin thresholds","ex249|E5M2FN packed hypot abs(high,low)|smax-cofactored delta case with shared gap predicates|shared max/min decode, gap0/gap1 predicates, smax-local smin thresholds|yosys_synth_preset_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|smax_cofactored_delta|fp8_rounding_r26",OK,200/30/6000,official evaluate.py status OK; synth=synth_preset_and; runtime_sec=0.805; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-rounding-r26/ex249/logs/ex249_r26r_hypot_smax_case_delta_synth_preset_and.yosys.log
ex249,float_fp8,fp8-rounding-r26,"E5M2FN packed hypot abs(high,low)",smax-cofactored delta case with shared gap predicates,"shared max/min decode, gap0/gap1 predicates, smax-local smin thresholds","ex249|E5M2FN packed hypot abs(high,low)|smax-cofactored delta case with shared gap predicates|shared max/min decode, gap0/gap1 predicates, smax-local smin thresholds|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|smax_cofactored_delta|fp8_rounding_r26",OK,182/30/5460,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.814; yosys_log=student/work/ex240_ex299_frontend_gt2_round26_20260613_0556/fp8-rounding-r26/ex249/logs/ex249_r26r_hypot_smax_case_delta_synth_preset_aig.yosys.log
ex285,unknown,unknown-routing-r26,,paircount_mdd,,ex285|hamming_weight_preserving_lossy_routing_normalizer|paircount_mdd|ternary_pair_counts_shared_mdd|abc_g_aig_official_evaluate|exact_4_5_6_7_paircount_descriptor|pairs_first,,,
ex285,unknown,unknown-routing-r26,,paircount_mdd,,ex285|hamming_weight_preserving_lossy_routing_normalizer|paircount_mdd|ternary_pair_counts_shared_mdd|abc_g_aig_official_evaluate|exact_4_5_6_7_paircount_descriptor|interleave,,,
ex285,unknown,unknown-routing-r26,,paircount_mdd,,ex285|hamming_weight_preserving_lossy_routing_normalizer|paircount_mdd|ternary_pair_counts_shared_mdd|abc_g_aig_official_evaluate|exact_4_5_6_7_paircount_descriptor|singles_first,,,
ex285,unknown,unknown-routing-r26,,paircount_mdd,,ex285|hamming_weight_preserving_lossy_routing_normalizer|paircount_mdd|ternary_pair_counts_shared_mdd|abc_g_aig_official_evaluate|exact_4_5_6_7_paircount_descriptor|reverse,,,
ex285,unknown,unknown-routing-r26,,bucket_count_descriptor_mdd,,ex285|hamming_weight_preserving_lossy_routing_normalizer|bucket_count_descriptor_mdd|onehot_endpoint_bucket_counts_plus_greedy_selectors|abc_g_aig_official_evaluate|exact_bucket_descriptor|counts_first,,,
ex285,unknown,unknown-routing-r26,,bucket_count_descriptor_mdd,,ex285|hamming_weight_preserving_lossy_routing_normalizer|bucket_count_descriptor_mdd|onehot_endpoint_bucket_counts_plus_greedy_selectors|abc_g_aig_official_evaluate|exact_bucket_descriptor|selectors_first,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit0,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit0,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit1,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit1,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit2,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit2,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit3,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit3,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit4,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit4,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit5,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit5,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit6,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit6,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit7,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit7,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit8,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit8,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit9,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit9,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit10,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit10,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|abc_g_aig_official_evaluate|exact_popcount_parity_residual|bit11,,,
ex285,unknown,unknown-routing-r26,,parity_residual_selected_bit,,ex285|hamming_weight_preserving_lossy_routing_normalizer|parity_residual_selected_bit|current_tree_other_bits_plus_global_parity_repair|synth_preset_official_evaluate|exact_popcount_parity_residual|bit11,,,
ex297,unknown,unknown-symbol-r26,cyclic 2-bit-symbol opposite-cell descriptor recurrence,opposite-cell anchor/delta descriptor residual BDD,,,,,ex297|cyclic_2-bit-symbol_opposite-cell_descriptor_recurrence|opposite-cell_anchor/delta_descriptor_residual_BDD|shared_opposite-pair_xor_descriptors_with_per-cell_residual_BDD_pools|yosys_abc_g_aig|official_truth_exact_invertible_opposite_delta_descriptor|cell_pairs
ex297,unknown,unknown-symbol-r26,cyclic 2-bit-symbol prefix-state local-context residual,per-cell radius1 local table plus prefix-state residual BDD,,,,,ex297|cyclic_2-bit-symbol_prefix-state_local-context_residual|per-cell_radius1_local_table_plus_prefix-state_residual_BDD|shared_prefix_xor_state_plus_per-cell_residual_correction_roots|yosys_abc_g_aig_d20|official_truth_exact_local_context_base_with_prefix_residual|cell_pairs
ex297,unknown,unknown-symbol-r26,cyclic 2-bit-symbol descriptor GF2 linear residual,degree1 ANF base over opposite-cell descriptor plus grouped residual BDD,,,,,ex297|cyclic_2-bit-symbol_descriptor_GF2_linear_residual|degree1_ANF_base_over_opposite-cell_descriptor_plus_grouped_residual_BDD|shared_opposite-pair_descriptors_and_mod4_residual_output_planes|yosys_abc_g_aig_d24|official_truth_exact_linear_anf_base_with_descriptor_residual|mod4_output_planes
ex299,unknown,unknown-symbol-r26,cyclic 2-bit-symbol opposite-cell descriptor recurrence,opposite-cell anchor/delta descriptor residual BDD,,,,,ex299|cyclic_2-bit-symbol_opposite-cell_descriptor_recurrence|opposite-cell_anchor/delta_descriptor_residual_BDD|shared_opposite-pair_xor_descriptors_with_per-cell_residual_BDD_pools|yosys_abc_g_aig|official_truth_exact_invertible_opposite_delta_descriptor|cell_pairs
ex299,unknown,unknown-symbol-r26,cyclic 2-bit-symbol prefix-state local-context residual,per-cell radius1 local table plus prefix-state residual BDD,,,,,ex299|cyclic_2-bit-symbol_prefix-state_local-context_residual|per-cell_radius1_local_table_plus_prefix-state_residual_BDD|shared_prefix_xor_state_plus_per-cell_residual_correction_roots|yosys_abc_g_aig_d20|official_truth_exact_local_context_base_with_prefix_residual|cell_pairs
ex299,unknown,unknown-symbol-r26,cyclic 2-bit-symbol descriptor GF2 linear residual,degree1 ANF base over opposite-cell descriptor plus grouped residual BDD,,,,,ex299|cyclic_2-bit-symbol_descriptor_GF2_linear_residual|degree1_ANF_base_over_opposite-cell_descriptor_plus_grouped_residual_BDD|shared_opposite-pair_descriptors_and_mod4_residual_output_planes|yosys_abc_g_aig_d24|official_truth_exact_linear_anf_base_with_descriptor_residual|mod4_output_planes
