case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,notes,source_run
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_runs,bf16_log10,log10,sep_fields_e3_m3_s0_bits_15_runs,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_runs.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_runs.aig,1,1,4463,17,75871,47128,1.609892,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15 bit_hi_bits=runs bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_bitplanes_h3,bf16_log10,log10,bitplanes_h3,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_bitplanes_h3.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_bitplanes_h3.aig,1,1,4465,17,75905,47128,1.610614,0,0,all output bitplanes hi_bits=3 items=20103; curated_active_seed,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh3,bf16_log10,log10,sep_fields_e4_m3_s0_bits_15_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e4_m3_s0_bits_15_bh3.aig,1,1,4475,17,76075,47128,1.614221,0,0,separate fields exp_hi=4 mant_hi=3 sign_hi=0 items=7986; sep bit overrides bits=15 bit_hi_bits=3 bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_word_mode,bf16_log10,log10,hilo3_word_mode,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_word_mode.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_word_mode.aig,1,1,4495,17,76415,47128,1.621435,0,0,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=7626; curated_active_seed,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_field_mode_bits_15_14_bh3,bf16_log10,log10,hilo3_field_mode_bits_15_14_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_field_mode_bits_15_14_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_field_mode_bits_15_14_bh3.aig,1,1,4561,17,77537,47128,1.645243,0,0,hilo3 field mode base with bit overrides bits=15_14 bit_hi_bits=3 items=7668; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_field_mode,bf16_log10,log10,hilo3_field_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_field_mode.aig,1,1,4580,17,77860,47128,1.652096,0,0,hi_lo split field_mode=True hi_bits=3 default_mode=default_override items=7626; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_split_sign_word_h3,bf16_log10,log10,split_sign_word_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_split_sign_word_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_split_sign_word_h3.aig,1,1,4390,18,79020,47128,1.676710,0,0,split-sign word hi_bits=3 items=7626; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0,bf16_log10,log10,sep_fields_e3_m3_s0,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0.aig,1,1,4458,18,80244,47128,1.702682,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e4_m3_s0_manual_bits_15,bf16_log10,log10,sep_fields_e4_m3_s0_manual_bits_15,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e4_m3_s0_manual_bits_15.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e4_m3_s0_manual_bits_15.aig,1,1,4459,18,80262,47128,1.703064,0,0,separate fields exp_hi=4 mant_hi=3 sign_hi=0 items=7986; manual formula bits=15; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e2_m3_s0_bits_15_bh3,bf16_log10,log10,sep_fields_e2_m3_s0_bits_15_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e2_m3_s0_bits_15_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e2_m3_s0_bits_15_bh3.aig,1,1,4471,18,80478,47128,1.707647,0,0,separate fields exp_hi=2 mant_hi=3 sign_hi=0 items=7930; sep bit overrides bits=15 bit_hi_bits=3 bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_manual_bits_15,bf16_log10,log10,sep_fields_e3_m3_s0_manual_bits_15,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_manual_bits_15.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_manual_bits_15.aig,1,1,4475,18,80550,47128,1.709175,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; manual formula bits=15; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_word_mode_bits_15_bh1,bf16_log10,log10,hilo3_word_mode_bits_15_bh1,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_word_mode_bits_15_bh1.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_word_mode_bits_15_bh1.aig,1,1,4477,18,80586,47128,1.709939,0,0,hi_lo split field_mode=False hi_bits=3 default_mode=default_override items=7626; generic hilo word bit overrides bits=15 bit_hi_bits=1 bit_items=8; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_word_mode_bits_15_bh3,bf16_log10,log10,hilo3_word_mode_bits_15_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_word_mode_bits_15_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_word_mode_bits_15_bh3.aig,1,1,4477,18,80586,47128,1.709939,0,0,hilo3 word mode base with bit overrides bits=15 bit_hi_bits=3 items=7634; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_word_mode_bits_15_cmp,bf16_log10,log10,hilo3_word_mode_bits_15_cmp,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_word_mode_bits_15_cmp.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_word_mode_bits_15_cmp.aig,1,1,4477,18,80586,47128,1.709939,0,0,hilo3 word mode base with bit overrides bits=15 bit_hi_bits=cmp items=7634; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_word_mode_bits_15_runs,bf16_log10,log10,hilo3_word_mode_bits_15_runs,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_word_mode_bits_15_runs.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_word_mode_bits_15_runs.aig,1,1,4477,18,80586,47128,1.709939,0,0,hilo3 word mode base with bit overrides bits=15 bit_hi_bits=runs items=7634; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_word_mode_bits_15_14_bh3,bf16_log10,log10,hilo3_word_mode_bits_15_14_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_word_mode_bits_15_14_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_word_mode_bits_15_14_bh3.aig,1,1,4479,18,80622,47128,1.710703,0,0,hilo3 word mode base with bit overrides bits=15_14 bit_hi_bits=3 items=7668; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m2_s0_manual_bits_15,bf16_log10,log10,sep_fields_e3_m2_s0_manual_bits_15,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m2_s0_manual_bits_15.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m2_s0_manual_bits_15.aig,1,1,4489,18,80802,47128,1.714522,0,0,separate fields exp_hi=3 mant_hi=2 sign_hi=0 items=10545; manual formula bits=15; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_14_bh3,bf16_log10,log10,sep_fields_e3_m3_s0_bits_15_14_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_14_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m3_s0_bits_15_14_bh3.aig,1,1,4489,18,80802,47128,1.714522,0,0,separate fields exp_hi=3 mant_hi=3 sign_hi=0 items=7913; sep bit overrides bits=15_14 bit_hi_bits=3 bit_items=42; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e4_m3_s0,bf16_log10,log10,sep_fields_e4_m3_s0,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e4_m3_s0.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e4_m3_s0.aig,1,1,4496,18,80928,47128,1.717196,0,0,separate fields exp_hi=4 mant_hi=3 sign_hi=0 items=7986; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_word_mode_bits_14_bh3,bf16_log10,log10,hilo3_word_mode_bits_14_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_word_mode_bits_14_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_word_mode_bits_14_bh3.aig,1,1,4506,18,81108,47128,1.721015,0,0,hilo3 word mode base with bit overrides bits=14 bit_hi_bits=3 items=7660; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo3_field_mode_bits_15_bh3,bf16_log10,log10,hilo3_field_mode_bits_15_bh3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo3_field_mode_bits_15_bh3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo3_field_mode_bits_15_bh3.aig,1,1,4520,18,81360,47128,1.726362,0,0,hilo3 field mode base with bit overrides bits=15 bit_hi_bits=3 items=7634; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo4_word_mode,bf16_log10,log10,hilo4_word_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo4_word_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo4_word_mode.aig,1,1,4624,18,83232,47128,1.766084,0,0,hi_lo split field_mode=False hi_bits=4 default_mode=default_override items=7382; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_legacy_sign_exp_mant_case,bf16_log10,log10,legacy_sign_exp_mant_case,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_legacy_sign_exp_mant_case.v,student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_legacy_sign_exp_mant_case.aig,1,1,4631,18,83358,47128,1.768757,0,0,legacy bf16_verilog_search sign_exp_mant_case; 32897; curated_active_seed,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_legacy_exp_mant_pair_case,bf16_log10,log10,legacy_exp_mant_pair_case,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_legacy_exp_mant_pair_case.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_legacy_exp_mant_pair_case.aig,1,1,4415,19,83885,47128,1.779940,0,0,legacy bf16_verilog_search exp_mant_pair_case; 32641; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_legacy_positive_default_exp_mant_case,bf16_log10,log10,legacy_positive_default_exp_mant_case,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_legacy_positive_default_exp_mant_case.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_legacy_positive_default_exp_mant_case.aig,1,1,4464,19,84816,47128,1.799694,0,0,legacy bf16_verilog_search positive_default_exp_mant_case; 32642; default=nan; exceptions=128; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e2_m3_s0_manual_bits_15,bf16_log10,log10,sep_fields_e2_m3_s0_manual_bits_15,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e2_m3_s0_manual_bits_15.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e2_m3_s0_manual_bits_15.aig,1,1,4468,19,84892,47128,1.801307,0,0,separate fields exp_hi=2 mant_hi=3 sign_hi=0 items=7930; manual formula bits=15; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_default_nan_excepts_h3,bf16_log10,log10,default_nan_excepts_h3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_default_nan_excepts_h3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_default_nan_excepts_h3.aig,1,1,4510,19,85690,47128,1.818240,0,0,default expr 16'h7fc0 with exception hi_bits=3 items=7647; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_log10_exp_runs_mant_sep_m3,bf16_log10,log10,log10_exp_runs_mant_sep_m3,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_exp_runs_mant_sep_m3.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_exp_runs_mant_sep_m3.aig,1,1,4767,18,85806,47128,1.820701,0,0,log10 positive exp range runs plus mant sep mhi=3 exp_items=194 items=7826; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sep_fields_e3_m4_s0,bf16_log10,log10,sep_fields_e3_m4_s0,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sep_fields_e3_m4_s0.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sep_fields_e3_m4_s0.aig,1,1,4586,19,87134,47128,1.848880,0,0,separate fields exp_hi=3 mant_hi=4 sign_hi=0 items=7669; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_log10_exp_runs_mant_sep_m4,bf16_log10,log10,log10_exp_runs_mant_sep_m4,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_exp_runs_mant_sep_m4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_exp_runs_mant_sep_m4.aig,1,1,4886,18,87948,47128,1.866152,0,0,log10 positive exp range runs plus mant sep mhi=4 exp_items=194 items=7582; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_log10_exp_runs_mant_sep_m2,bf16_log10,log10,log10_exp_runs_mant_sep_m2,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_log10_exp_runs_mant_sep_m2.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_log10_exp_runs_mant_sep_m2.aig,1,1,4935,18,88830,47128,1.884867,0,0,log10 positive exp range runs plus mant sep mhi=2 exp_items=194 items=10458; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_hilo4_field_mode,bf16_log10,log10,hilo4_field_mode,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_hilo4_field_mode.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_hilo4_field_mode.aig,1,1,4682,19,88958,47128,1.887583,0,0,hi_lo split field_mode=True hi_bits=4 default_mode=default_override items=7382; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_bitplanes_h2,bf16_log10,log10,bitplanes_h2,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_bitplanes_h2.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_bitplanes_h2.aig,1,1,4456,20,89120,47128,1.891020,0,0,all output bitplanes hi_bits=2 items=24009; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_split_sign_word_h4,bf16_log10,log10,split_sign_word_h4,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_split_sign_word_h4.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_split_sign_word_h4.aig,1,1,4456,20,89120,47128,1.891020,0,0,split-sign word hi_bits=4 items=7382; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
ex205,ex205_bf16_log10_sign_exp_default_expr_casez,bf16_log10,log10,sign_exp_default_expr_casez,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/verilog/ex205_bf16_log10_sign_exp_default_expr_casez.v,student/archive/cleanup_20260606/ex205_ex209_frontend_bf16_semantic_20260606_0946_low_value_intermediates/student/work/ex205_ex209_frontend_bf16_semantic_20260606_0946/ex205/aigs/ex205_bf16_log10_sign_exp_default_expr_casez.aig,1,1,4764,19,90516,47128,1.920642,0,0,range-compressed sign-exp default expression groups=2 exceptions=32640 items=32905; archived_low_value_intermediate,ex205_ex209_frontend_bf16_semantic_20260606_0946
