case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,observed_sharing,area_delay_tradeoff,notes
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,log-coded normal-normal path plus subnormal boundary tables,shared raw exponent/mantissa code and selected subnormal correction tables,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,equivalent,455/21/9555,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.983; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_synth_preset_aig.yosys.log
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,log-coded normal-normal path plus subnormal boundary tables,shared raw exponent/mantissa code and selected subnormal correction tables,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,equivalent,472/25/11800,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.855; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_and.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,numerator-nested bound-smallpat low-boundary residual,"shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder","ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",equivalent,376/25/9400,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.771; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,numerator-nested bound-smallpat low-boundary residual,"shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder","ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",equivalent,374/26/9724,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.871; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_synth_preset_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,numerator-nested bound-smallpat low-boundary residual,"shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder","ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",equivalent,380/25/9500,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.743; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_and.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,selected-bit minimized residual for quotient boundary attributes,"shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction","ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",equivalent,430/26/11180,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.781; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,selected-bit minimized residual for quotient boundary attributes,"shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction","ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",equivalent,427/26/11102,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.015; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_synth_preset_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,selected-bit minimized residual for quotient boundary attributes,"shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction","ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",equivalent,439/26/11414,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.804; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_and.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,sigpair programs grouped by identical quotient boundary behavior,shared exponent delta and grouped sigpair quotient programs,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,equivalent,443/22/9746,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.922; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,sigpair programs grouped by identical quotient boundary behavior,shared exponent delta and grouped sigpair quotient programs,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,equivalent,437/22/9614,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.261; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_synth_preset_aig.yosys.log
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,sigpair programs grouped by identical quotient boundary behavior,shared exponent delta and grouped sigpair quotient programs,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,equivalent,450/22/9900,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.965; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_and.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split delta threshold tables,"shared max/min decode, gap0/gap1 predicates, and small selected delta tables","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",equivalent,174/32/5568,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.747; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split delta threshold tables,"shared max/min decode, gap0/gap1 predicates, and small selected delta tables","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",equivalent,180/33/5940,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.804; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_synth_preset_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split delta threshold tables,"shared max/min decode, gap0/gap1 predicates, and small selected delta tables","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",equivalent,179/32/5728,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.711; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_and.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split selected delta-bit correction predicates,"shared max/min decode, gap predicates, onehot significand class, delta bit predicates","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",equivalent,174/32/5568,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.683; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split selected delta-bit correction predicates,"shared max/min decode, gap predicates, onehot significand class, delta bit predicates","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",equivalent,175/33/5775,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.783; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split selected delta-bit correction predicates,"shared max/min decode, gap predicates, onehot significand class, delta bit predicates","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",equivalent,178/32/5696,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.672; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_and.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",selected delta-bit predicates with explicit plus-one/plus-two incrementer,"shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment","ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",equivalent,175/32/5600,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.711; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",selected delta-bit predicates with explicit plus-one/plus-two incrementer,"shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment","ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",equivalent,177/33/5841,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.814; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_synth_preset_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",selected delta-bit predicates with explicit plus-one/plus-two incrementer,"shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment","ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",equivalent,179/32/5728,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.722; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_and.yosys.log
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",active-region gap-class exact residual table,"shared max/min decode, 6-bit gap screen, and tiny active-region delta table","ex249|E5M2FN packed hypot abs(high,low)|active-region gap-class exact residual table|shared max/min decode, 6-bit gap screen, and tiny active-region delta table|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|active_gap_residual_table|fp8_worst_r27",non_equiv_or_failed,,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=0.651; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_abc_g_aig.yosys.log; non-equivalent or evaluate failed
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",active-region gap-class exact residual table,"shared max/min decode, 6-bit gap screen, and tiny active-region delta table","ex249|E5M2FN packed hypot abs(high,low)|active-region gap-class exact residual table|shared max/min decode, 6-bit gap screen, and tiny active-region delta table|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|active_gap_residual_table|fp8_worst_r27",non_equiv_or_failed,,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=0.870; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_synth_preset_aig.yosys.log; non-equivalent or evaluate failed
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",active-region gap-class exact residual table,"shared max/min decode, 6-bit gap screen, and tiny active-region delta table","ex249|E5M2FN packed hypot abs(high,low)|active-region gap-class exact residual table|shared max/min decode, 6-bit gap screen, and tiny active-region delta table|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|active_gap_residual_table|fp8_worst_r27",non_equiv_or_failed,,official evaluate.py status NOT_EQUIV; synth=abc_g_and; runtime_sec=0.605; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_active_table_abc_g_and.yosys.log; non-equivalent or evaluate failed
ex285,unknown,unknown-routing-r27,,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|low,,,
ex285,unknown,unknown-routing-r27,,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|low,,,
ex285,unknown,unknown-routing-r27,,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|middle,,,
ex285,unknown,unknown-routing-r27,,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|middle,,,
ex285,unknown,unknown-routing-r27,,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|high,,,
ex285,unknown,unknown-routing-r27,,local_lane_parity_repair,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|high,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits0,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits1,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits2,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits3,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits4,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits5,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits6,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits7,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits8,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits9,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits10,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits11,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits0_4_8,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits1_5_9,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits2_6_10,,,
ex285,unknown,unknown-routing-r27,,selective_symcof_bit_replacement,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits3_7_11,,,
ex297,unknown,unknown-symbol-r27,shared_cyclic_recurrence_over_2-bit_symbols,adjacent_symbol-xor_recurrence_state_split_with_per-cell_default/exception_residual,shared_adjacent_2-bit_delta_state_wires_and_per-cell_exact_residual_muxes,ex297|shared_cyclic_recurrence_over_2-bit_symbols|adjacent_symbol-xor_recurrence_state_split_with_per-cell_default/exception_residual|shared_adjacent_2-bit_delta_state_wires_and_per-cell_exact_residual_muxes|yosys_abc_g_aig_d20|official_truth_exact_adjacent_symbol_recurrence_coordinate|cell_pairs,"official evaluate.py OK; stats={""default_assignments"":896,""exception_assignments"":67305,""low_degree_terms"":0}",area=35628 delay=19 adp=676932,no frontend improvement
ex297,unknown,unknown-symbol-r27,rotation/cell_phase_cofactor_plus_low-degree_GF2_monomial_sharing,phase-relative_adjacent_deltas_with_degree<=2_ANF_base_and_exact_mod4_residual,shared_phase_descriptor_wires_and_common_degree<=2_monomial_bank,ex297|rotation/cell_phase_cofactor_plus_low-degree_GF2_monomial_sharing|phase-relative_adjacent_deltas_with_degree<=2_ANF_base_and_exact_mod4_residual|shared_phase_descriptor_wires_and_common_degree<=2_monomial_bank|yosys_abc_g_aig|official_truth_exact_phase_cofactor_anf2_residual|mod4_output_planes,"official evaluate.py OK; stats={""default_assignments"":1024,""exception_assignments"":54548,""low_degree_terms"":84}",area=39374 delay=24 adp=944976,no frontend improvement
ex297,unknown,unknown-symbol-r27,output-plane_clustering_over_phase-mixed_cell_descriptors,phase-mixed_invertible_descriptor_split_with_cell-pair_clustered_residual_tables,shared_next-cell_phase_xor_descriptor_and_clustered_per-cell_residual_muxes,ex297|output-plane_clustering_over_phase-mixed_cell_descriptors|phase-mixed_invertible_descriptor_split_with_cell-pair_clustered_residual_tables|shared_next-cell_phase_xor_descriptor_and_clustered_per-cell_residual_muxes|yosys_abc_g_aig_d20|official_truth_exact_phase_mixed_descriptor|cell_pairs,"official evaluate.py OK; stats={""default_assignments"":896,""exception_assignments"":77287,""low_degree_terms"":0}",area=40199 delay=18 adp=723582,no frontend improvement
ex299,unknown,unknown-symbol-r27,rotation/cell_phase_cofactor_plus_low-degree_GF2_monomial_sharing,phase-relative_adjacent_deltas_with_degree1_ANF_base_and_exact_full-word_residual,shared_phase_descriptor_wires_and_degree1_monomial_bank_plus_full-word_residual_mux,ex299|rotation/cell_phase_cofactor_plus_low-degree_GF2_monomial_sharing|phase-relative_adjacent_deltas_with_degree1_ANF_base_and_exact_full-word_residual|shared_phase_descriptor_wires_and_degree1_monomial_bank_plus_full-word_residual_mux|yosys_abc_g_aig|official_truth_exact_phase_cofactor_anf1_fullword_residual|full_word,"official evaluate.py OK; stats={""default_assignments"":256,""exception_assignments"":63266,""low_degree_terms"":16}",area=143134 delay=26 adp=3721484,no frontend improvement
ex299,unknown,unknown-symbol-r27,output-plane_clustering_over_phase-mixed_cell_descriptors,phase-mixed_invertible_descriptor_split_with_full-word_default/exception_table,shared_next-cell_phase_xor_descriptor_and_one_full-word_residual_mux,ex299|output-plane_clustering_over_phase-mixed_cell_descriptors|phase-mixed_invertible_descriptor_split_with_full-word_default/exception_table|shared_next-cell_phase_xor_descriptor_and_one_full-word_residual_mux|yosys_abc_g_aig|official_truth_exact_phase_mixed_descriptor_fullword|full_word,"official evaluate.py OK; stats={""default_assignments"":256,""exception_assignments"":65007,""low_degree_terms"":0}",area=153299 delay=22 adp=3372578,no frontend improvement
