case,domain,agent_id,hypothesis,representation,shared_structure,method_signature,outcome,reason,evidence_path,next_action
ex241,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex241|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D16",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.646; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D16.evaluate.py.log,
ex241,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex241|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D20",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=1.634; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_synth_preset_aig_D20.evaluate.py.log,
ex241,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex241|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|abc_g_aig_D20",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=1.602; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex241/logs/ex241_r27_currentbest_delaytarget_abc_g_aig_D20.evaluate.py.log,
ex242,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex242|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D16",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=1.910; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_synth_preset_aig_D16.evaluate.py.log,
ex242,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex242|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D20",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=1.910; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_synth_preset_aig_D20.evaluate.py.log,
ex242,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex242|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|abc_g_aig_D20",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=1.636; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex242/logs/ex242_r27_currentbest_delaytarget_abc_g_aig_D20.evaluate.py.log,
ex244,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex244|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D16",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=0.870; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_synth_preset_aig_D16.evaluate.py.log,
ex244,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex244|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D20",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=0.855; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_synth_preset_aig_D20.evaluate.py.log,
ex244,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex244|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|abc_g_aig_D20",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=0.738; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex244/logs/ex244_r27_currentbest_delaytarget_abc_g_aig_D20.evaluate.py.log,
ex245,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex245|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D16",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig_D16; runtime_sec=2.234; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D16.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D16.evaluate.py.log,
ex245,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex245|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|synth_preset_aig_D20",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=synth_preset_aig_D20; runtime_sec=2.241; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D20.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_synth_preset_aig_D20.evaluate.py.log,
ex245,float_fp8,fp8-semantic-r27,verified FP8 semantic source with delay-targeted frontend synthesis,,,"ex245|current_frontend_semantic|delay_targeted_yosys_abc|reuse verified source with ABC delay target, not generic replay|shard_official_evaluate|exact_fp8_semantics|same_output_grouping_delay_target|abc_g_aig_D20",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,official evaluate.py status OK; synth=abc_g_aig_D20; runtime_sec=2.017; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_abc_g_aig_D20.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-semantic-r27/ex245/logs/ex245_r27_currentbest_delaytarget_abc_g_aig_D20.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,"ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 8825 >= current frontend 7502; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.906; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_aig.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,"ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 8424 >= current frontend 7502; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.077; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_synth_preset_aig.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,"ex246|E5M2FN packed multiply|seed12 product-class grouped by identical magnitude programs|shared sign xor, exponent sum, product class, grouped reachable/unreachable product programs|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|grouped_product_class_magnitude|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 8875 >= current frontend 7502; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.882; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_grouped_seed12_abc_g_and.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11550 >= current frontend 7502; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.813; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_aig.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 10650 >= current frontend 7502; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.976; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_synth_preset_aig.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,ex246|E5M2FN packed multiply|selected-bit minimized residual for zero/sat/bias/mant/low underflow|shared sigpair decode and minimized selected-bit correction predicates|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|selected_bit_residual_magnitude|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 12246 >= current frontend 7502; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.905; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_minlogic_selected_bits_abc_g_and.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,"ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 14070 >= current frontend 7502; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.837; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_aig.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,"ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 13932 >= current frontend 7502; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.025; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_synth_preset_aig.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,"ex246|E5M2FN packed multiply|compact product threshold buckets with local low-boundary correction|shared product threshold, exponent bucket, and low-step residual table|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|threshold_bucket_magnitude|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 14455 >= current frontend 7502; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.841; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_threshold_log_boundary_abc_g_and.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11675 >= current frontend 7502; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.815; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_aig.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 9555 >= current frontend 7502; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.983; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_synth_preset_aig.evaluate.py.log,
ex246,float_fp8,fp8-worst-r27,E5M2FN packed multiply,,,ex246|E5M2FN packed multiply|log-coded normal-normal path plus subnormal boundary tables|shared raw exponent/mantissa code and selected subnormal correction tables|yosys_abc_g_and_official_evaluate|exact_e5m2fn_mul_high_times_low|logcode_boundary_magnitude|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11800 >= current frontend 7502; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.855; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex246/logs/ex246_r27_mul_logcode_subnormal_abc_g_and.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,"ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 9400 >= current frontend 8349; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.771; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_aig.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,"ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 9724 >= current frontend 8349; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.871; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_synth_preset_aig.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,"ex247|E5M2FN packed low-over-high division|numerator-nested bound-smallpat low-boundary residual|shared exponent delta, numerator-nested boundary attributes, and low-pattern decoder|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_boundary_residual|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 9500 >= current frontend 8349; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.743; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_nested_num_bound_residual_abc_g_and.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,"ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11180 >= current frontend 8349; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.781; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_aig.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,"ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11102 >= current frontend 8349; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.015; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_synth_preset_aig.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,"ex247|E5M2FN packed low-over-high division|selected-bit minimized residual for quotient boundary attributes|shared sigpair decode, exponent delta, and minimized selected-bit low-boundary correction|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|selected_bit_boundary_residual|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 11414 >= current frontend 8349; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.804; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_minlogic_selected_bits_abc_g_and.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 9746 >= current frontend 8349; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.922; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_aig.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 9614 >= current frontend 8349; official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.261; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_synth_preset_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_synth_preset_aig.evaluate.py.log,
ex247,float_fp8,fp8-worst-r27,E5M2FN packed low-over-high division,,,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 9900 >= current frontend 8349; official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.965; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_and.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_and.evaluate.py.log,
ex249,float_fp8,fp8-worst-r27,"E5M2FN packed hypot abs(high,low)",,,"ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,ADP 5568 >= current frontend 4368; official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.747; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_aig.yosys.log,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_aig.evaluate.py.log,
