case,domain,agent_id,hypothesis,method_signature,status,evidence_path,notes,representation,reason
ex244,float_fp8,fp8-r26,E4M3FN hypot with packed threshold delta predicates,ex244|E4M3FN packed hypot|packed small-gap threshold predicates|shared abs max/min decode gap sig thresholds and saturating max-plus-delta|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|max_plus_threshold_delta|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_packed_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.976; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_packed_synth_preset_aig.yosys.log,,
ex244,float_fp8,fp8-r26,E4M3FN hypot with max exponent threshold packing,ex244|E4M3FN packed hypot|max-eff threshold-packed delta predicates|shared max_eff gap sig threshold predicates and saturation context|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_maxeff_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.917; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_maxeff_abc_g_aig.yosys.log,,
ex244,float_fp8,fp8-r26,E4M3FN hypot with max exponent threshold packing,ex244|E4M3FN packed hypot|max-eff threshold-packed delta predicates|shared max_eff gap sig threshold predicates and saturation context|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_maxeff_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.063; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_maxeff_synth_preset_aig.yosys.log,,
ex245,float_fp8,fp8-r26,E5M2FN add with formulaic gap-limited normalizer,ex245|E5M2FN packed add|gap-limited arithmetic normalizer|shared sorted magnitude decode gap same diff and compact normalizer predicates|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|gap_limited_add_output|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap4_norm_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=1.302; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap4_norm_abc_g_aig.yosys.log,,
ex245,float_fp8,fp8-r26,E5M2FN add with formulaic gap-limited normalizer,ex245|E5M2FN packed add|gap-limited arithmetic normalizer|shared sorted magnitude decode gap same diff and compact normalizer predicates|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|gap_limited_add_output|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap4_norm_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.486; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap4_norm_synth_preset_aig.yosys.log,,
ex245,float_fp8,fp8-r26,E5M2FN add with shared gap class formulas,ex245|E5M2FN packed add|gap class formula with shared same/diff decode|shared sorted fields gap sig class formulas and special shell|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|gap_class_outputs|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap_class_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=1.983; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap_class_abc_g_aig.yosys.log,,
ex245,float_fp8,fp8-r26,E5M2FN add with shared gap class formulas,ex245|E5M2FN packed add|gap class formula with shared same/diff decode|shared sorted fields gap sig class formulas and special shell|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|gap_class_outputs|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap_class_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=2.350; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap_class_synth_preset_aig.yosys.log,,
ex246,float_fp8,fp8-r26,E5M2FN multiply with qclass small-pattern residuals,ex246|E5M2FN packed multiply|qclass small-pattern seed12 residuals|shared sign exponent product qclass boundary and low-pattern predicates|yosys_multi_official_evaluate|exact_e5m2fn_mul_high_times_low|qclass_smallpat_magnitude|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex246/logs/ex246_r26_qclass_seed12_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=1.569; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex246/logs/ex246_r26_qclass_seed12_abc_g_aig.yosys.log,,
ex246,float_fp8,fp8-r26,E5M2FN multiply with qclass small-pattern residuals,ex246|E5M2FN packed multiply|qclass small-pattern seed12 residuals|shared sign exponent product qclass boundary and low-pattern predicates|yosys_multi_official_evaluate|exact_e5m2fn_mul_high_times_low|qclass_smallpat_magnitude|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex246/logs/ex246_r26_qclass_seed12_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.845; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex246/logs/ex246_r26_qclass_seed12_synth_preset_aig.yosys.log,,
ex246,float_fp8,fp8-r26,E5M2FN multiply with explicit boundary plus small-pattern residuals,ex246|E5M2FN packed multiply|bound small-pattern seed12 residuals|shared sign exponent product zero sat low-pattern and linear predicates|yosys_multi_official_evaluate|exact_e5m2fn_mul_high_times_low|bound_smallpat_magnitude|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex246/logs/ex246_r26_bound_seed12_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.738; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex246/logs/ex246_r26_bound_seed12_abc_g_aig.yosys.log,,
ex246,float_fp8,fp8-r26,E5M2FN multiply with explicit boundary plus small-pattern residuals,ex246|E5M2FN packed multiply|bound small-pattern seed12 residuals|shared sign exponent product zero sat low-pattern and linear predicates|yosys_multi_official_evaluate|exact_e5m2fn_mul_high_times_low|bound_smallpat_magnitude|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex246/logs/ex246_r26_bound_seed12_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.938; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex246/logs/ex246_r26_bound_seed12_synth_preset_aig.yosys.log,,
ex247,float_fp8,fp8-r26,E5M2FN division with quotient-class small-pattern residuals,ex247|E5M2FN packed low-over-high division|nested quotient-class small-pattern residuals|shared sign exponent delta sig qclass boundary and low-pattern predicates|yosys_multi_official_evaluate|exact_e5m2fn_div_low_over_high|qclass_smallpat_outputs|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex247/logs/ex247_r26_qclass_nested_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.779; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex247/logs/ex247_r26_qclass_nested_abc_g_aig.yosys.log,,
ex247,float_fp8,fp8-r26,E5M2FN division with quotient-class small-pattern residuals,ex247|E5M2FN packed low-over-high division|nested quotient-class small-pattern residuals|shared sign exponent delta sig qclass boundary and low-pattern predicates|yosys_multi_official_evaluate|exact_e5m2fn_div_low_over_high|qclass_smallpat_outputs|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex247/logs/ex247_r26_qclass_nested_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.946; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex247/logs/ex247_r26_qclass_nested_synth_preset_aig.yosys.log,,
ex247,float_fp8,fp8-r26,E5M2FN division with numerator-nested boundary residuals,ex247|E5M2FN packed low-over-high division|numerator-nested bound small-pattern residuals|shared sign exponent delta numerator-first boundary attrs and low-pattern predicates|yosys_multi_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_bound_outputs|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex247/logs/ex247_r26_bound_nested_num_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.815; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex247/logs/ex247_r26_bound_nested_num_abc_g_aig.yosys.log,,
ex247,float_fp8,fp8-r26,E5M2FN division with numerator-nested boundary residuals,ex247|E5M2FN packed low-over-high division|numerator-nested bound small-pattern residuals|shared sign exponent delta numerator-first boundary attrs and low-pattern predicates|yosys_multi_official_evaluate|exact_e5m2fn_div_low_over_high|num_nested_bound_outputs|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex247/logs/ex247_r26_bound_nested_num_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.038; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex247/logs/ex247_r26_bound_nested_num_synth_preset_aig.yosys.log,,
ex248,float_fp8,fp8-r26,E5M2FN fmod with periodic residue and formulaic normalizer,ex248|E5M2FN packed fmod low mod high|periodic residue with formulaic normalizer|shared divisor sig exponent delta mod12 residue and normalizer predicates|yosys_multi_official_evaluate|exact_e5m2fn_fmod_low_mod_high|periodic_formula_norm_output|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex248/logs/ex248_r26_periodic_formula_norm_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.773; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex248/logs/ex248_r26_periodic_formula_norm_abc_g_aig.yosys.log,,
ex248,float_fp8,fp8-r26,E5M2FN fmod with periodic residue and formulaic normalizer,ex248|E5M2FN packed fmod low mod high|periodic residue with formulaic normalizer|shared divisor sig exponent delta mod12 residue and normalizer predicates|yosys_multi_official_evaluate|exact_e5m2fn_fmod_low_mod_high|periodic_formula_norm_output|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex248/logs/ex248_r26_periodic_formula_norm_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.750; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex248/logs/ex248_r26_periodic_formula_norm_synth_preset_aig.yosys.log,,
ex248,float_fp8,fp8-r26,E5M2FN fmod with nested modular-significand delta table,ex248|E5M2FN packed fmod low mod high|modular significand nested delta table|shared divisor sig exponent delta modulo residue and nested residual table|yosys_multi_official_evaluate|exact_e5m2fn_fmod_low_mod_high|nested_modsig_delta_output|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex248/logs/ex248_r26_modsig_nested_delta_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.900; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex248/logs/ex248_r26_modsig_nested_delta_abc_g_aig.yosys.log,,
ex248,float_fp8,fp8-r26,E5M2FN fmod with nested modular-significand delta table,ex248|E5M2FN packed fmod low mod high|modular significand nested delta table|shared divisor sig exponent delta modulo residue and nested residual table|yosys_multi_official_evaluate|exact_e5m2fn_fmod_low_mod_high|nested_modsig_delta_output|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex248/logs/ex248_r26_modsig_nested_delta_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.007; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex248/logs/ex248_r26_modsig_nested_delta_synth_preset_aig.yosys.log,,
ex249,float_fp8,fp8-r26,E5M2FN hypot with handwritten threshold predicates,ex249|E5M2FN packed hypot|handwritten gap0 gap1 threshold predicates|shared abs max/min raw exponent sig thresholds and saturation guard|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|formula_threshold_delta|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex249/logs/ex249_r26_threshold_formula_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.650; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex249/logs/ex249_r26_threshold_formula_abc_g_aig.yosys.log,,
ex249,float_fp8,fp8-r26,E5M2FN hypot with handwritten threshold predicates,ex249|E5M2FN packed hypot|handwritten gap0 gap1 threshold predicates|shared abs max/min raw exponent sig thresholds and saturation guard|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|formula_threshold_delta|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex249/logs/ex249_r26_threshold_formula_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.751; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex249/logs/ex249_r26_threshold_formula_synth_preset_aig.yosys.log,,
ex249,float_fp8,fp8-r26,E5M2FN hypot with compact threshold case table,ex249|E5M2FN packed hypot|compact gap-threshold case table|shared max/min decode gap sig threshold table and saturation guard|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|case_threshold_delta|abc_g_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex249/logs/ex249_r26_threshold_case_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.624; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex249/logs/ex249_r26_threshold_case_abc_g_aig.yosys.log,,
ex249,float_fp8,fp8-r26,E5M2FN hypot with compact threshold case table,ex249|E5M2FN packed hypot|compact gap-threshold case table|shared max/min decode gap sig threshold table and saturation guard|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|case_threshold_delta|synth_preset_aig,EQUIVALENT_BUT_NO_FRONTEND_IMPROVEMENT,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex249/logs/ex249_r26_threshold_case_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.776; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex249/logs/ex249_r26_threshold_case_synth_preset_aig.yosys.log,,
ex223,fp16,mixed-r26,,ex223|fp16_log_family_dense_residual_blocker_non_nested_segment_shape_recheck|segment hi3..hi6 shape reuse diagnostic|shared_field_decode_metrics_only|not_run|DAZ_log_FP16_RNE_FTZ|diagnostic_blocker,BLOCKED_DENSE_RESIDUAL_NO_CANDIDATE,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex223/diagnostics/ex223_round26_dense_metrics.csv,round26 diagnostic confirms dense positive-normal residual; min reused segment shapes hi3..hi6=0; nested/sparse/full-bitrun replay remains banned,,
ex223,fp16,mixed-r26,,ex223|fp16_log_family_dense_residual_blocker_selected_output_arith_patch_recheck|dense low12 residual exact-patch diagnostic|shared_field_decode_metrics_only|not_run|DAZ_log_FP16_RNE_FTZ|diagnostic_blocker,BLOCKED_DENSE_RESIDUAL_NO_CANDIDATE,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex223/diagnostics/ex223_round26_dense_metrics.csv,round26 diagnostic confirms dense positive-normal residual; min reused segment shapes hi3..hi6=0; nested/sparse/full-bitrun replay remains banned,,
ex225,fp16,mixed-r26,,ex225|fp16_log_family_dense_residual_blocker_non_nested_segment_shape_recheck|segment hi3..hi6 shape reuse diagnostic|shared_field_decode_metrics_only|not_run|DAZ_log10_FP16_RNE_FTZ|diagnostic_blocker,BLOCKED_DENSE_RESIDUAL_NO_CANDIDATE,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex225/diagnostics/ex225_round26_dense_metrics.csv,round26 diagnostic confirms dense positive-normal residual; min reused segment shapes hi3..hi6=0; nested/sparse/full-bitrun replay remains banned,,
ex225,fp16,mixed-r26,,ex225|fp16_log_family_dense_residual_blocker_selected_output_arith_patch_recheck|dense low12 residual exact-patch diagnostic|shared_field_decode_metrics_only|not_run|DAZ_log10_FP16_RNE_FTZ|diagnostic_blocker,BLOCKED_DENSE_RESIDUAL_NO_CANDIDATE,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex225/diagnostics/ex225_round26_dense_metrics.csv,round26 diagnostic confirms dense positive-normal residual; min reused segment shapes hi3..hi6=0; nested/sparse/full-bitrun replay remains banned,,
ex204,bf16,mixed-r26,,ex204|bf16_log2_selected_bit_cmp_gateflow|hilo3 arithmetic-base delta with comparator selected bits|shared exponent base plus comparator selected output-bit predicates|abc_g_gates|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,BLOCKED_OR_SYNTH_FAIL,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex204,RuntimeError: unknown variant: log2_arithbase_delta_hilo3_bits_11_14_cmp,,
ex204,bf16,mixed-r26,,ex204|bf16_log2_formula_bit_gateflow|hilo3 arithmetic-base delta with hand formula bits under gate flow|shared exponent base plus formula selected output-bit predicates|abc_g_gates|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex204/logs/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_formula_bits_11_14_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 26078 does not beat frontend 24576; reference 15180,,
ex218,bf16,mixed-r26,,ex218|bf16_reciprocal_cube_guarded_semantic_gateflow|normal-first guarded reciprocal-cube mantissa LUT|shared odd sign and guarded exponent zone decode|abc_g_gates|DAZ_reciprocal_cube_BF16_RNE_FTZ|semantic fields,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex218/logs/ex218_r26_bf16_recip_cube_hand_recip_cube_guard_lut_normal_first_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 11352 does not beat frontend 5941; reference 3222,,
ex218,bf16,mixed-r26,,ex218|bf16_reciprocal_cube_delta_selected_bits_gateflow|mode-hilo4 delta with selected bit8/15 recut|shared delta pair plus selected sign/mantissa predicates|abc_g_gates|DAZ_reciprocal_cube_BF16_RNE_FTZ|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex218/logs/ex218_r26_bf16_recip_cube_delta_pair_mode_hilo4_bits_8_15_bh2_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 8970 does not beat frontend 5941; reference 3222,,
ex260,integer,mixed-r26,,ex260|signed_multiplier_current_source_gateflow|current reverse Baugh-Wooley hCLA4 source under gate-set flow|shared signed partial products and hCLA final merge|abc_g_gates|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex260/logs/ex260_r26_signed_mul_baugh_wooley_wallace_rev_hcla4_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 1170 does not beat frontend 1144; reference 657,,
ex260,integer,mixed-r26,,ex260|signed_multiplier_signbit_outside_order_probe|outside-ordered Baugh-Wooley hCLA1 with sign-bit ordering|shared signed partial products with sign-bit-aware final merge|abc_g_aig|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex260/logs/ex260_r26_signed_mul_baugh_wooley_wallace_outside_hcla1_signbit_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1358 does not beat frontend 1144; reference 657,,
ex266,integer,mixed-r26,,ex266|unsigned_divider_top1_b2a4_hybrid|top quotient bit uses b2/a4 cofactor while low bits use current shallow word mux|shared quotient-word mux with one deeper top-bit classifier|synth_preset_d10|unsigned_low5_high5_div_dbz_sat|quotient word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex266/logs/ex266_r26_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10.evaluate.py.log,official evaluate.py OK but ADP 1628 does not beat frontend 1480; reference 848,,
ex266,integer,mixed-r26,,ex266|unsigned_divider_blo_selector_probe|bhi2 plus divisor-low and dividend-high cofactor word mux|shared cofactor-local bit-BDDs with magnitude/low-divisor selector|abc_g_aig|unsigned_low5_high5_div_dbz_sat|quotient word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex266/logs/ex266_r26_int_highgap_udiv_cof_bhi2_blo1_a_hi1_wordmux_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 2184 does not beat frontend 1480; reference 848,,
ex273,integer,mixed-r26,,ex273|unsigned_square_top4_lower_csel3_recut|top4 BDD replacement with truncated lower carry-select group 3|shared top-bit BDD cofactors plus lower square carry-select merge|synth_preset_d32|unsigned_14_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex273/logs/ex273_r26_square_frontend_hybrid_bddtop4_trunc_csel3_synth_preset_d32.evaluate.py.log,official evaluate.py OK but ADP 28332 does not beat frontend 26301; reference 15078,,
ex273,integer,mixed-r26,,ex273|unsigned_square_outside_wallace_gateflow|outside-ordered Wallace square with carry-select group 4 under gate flow|shared triangular partial products and outside compressor rows|abc_g_gates|unsigned_14_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex273/logs/ex273_r26_square_frontend_wallace_square_outside_csel4_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 27626 does not beat frontend 26301; reference 15078,,
ex274,integer,mixed-r26,,ex274|unsigned_square_top2_lower_csel3_recut|top2 BDD replacement with truncated lower carry-select group 3|shared top-bit BDD cofactors plus lower square carry-select merge|synth_preset_d40|unsigned_16_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex274/logs/ex274_r26_square_frontend_hybrid_bddtop2_trunc_csel3_synth_preset_d40.evaluate.py.log,official evaluate.py OK but ADP 43296 does not beat frontend 41370; reference 21630,,
ex274,integer,mixed-r26,,ex274|unsigned_square_outside_wallace_gateflow|outside-ordered Wallace square with carry-select group 4 under gate flow|shared triangular partial products and outside compressor rows|abc_g_gates|unsigned_16_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex274/logs/ex274_r26_square_frontend_wallace_square_outside_csel4_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 44758 does not beat frontend 41370; reference 21630,,
ex204,bf16,mixed-r26,,ex204|bf16_log2_selected_bit_pla_gateflow|hilo3 arithmetic-base delta with PLA selected-bit predicates|shared exponent base plus PLA-compressed selected output bits|abc_g_gates|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex204/logs/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_pla_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 25976 does not beat frontend 24576; reference 15180,,
ex204,bf16,mixed-r26,,ex204|bf16_log2_selected_bit_run_gateflow|hilo3 arithmetic-base delta with run-length selected-bit predicates|shared exponent base plus run-compressed selected output bits|abc_g_gates|DAZ_log2_BF16_RNE_FTZ_canonical_NaN|grouped word output,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex204/logs/ex204_r26_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_runs_abc_g_gates.evaluate.py.log,official evaluate.py OK but ADP 25976 does not beat frontend 24576; reference 15180,,
ex260,integer,mixed-r26,,ex260|signed_multiplier_current_source_preset_recut|current reverse Baugh-Wooley hCLA4 source under synth preset d9|shared signed partial products and hCLA final merge|synth_preset_d9|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex260/logs/ex260_r26_signed_mul_baugh_wooley_wallace_rev_hcla4_synth_preset_d9.evaluate.py.log,official evaluate.py OK but ADP 1408 does not beat frontend 1144; reference 657,,
ex266,integer,mixed-r26,,ex266|unsigned_divider_top1_a43_hybrid|top quotient bit uses a[4:3] deeper cofactor while low bits use current shallow word mux|shared quotient-word mux with one deeper top-bit classifier|synth_preset_d10|unsigned_low5_high5_div_dbz_sat|quotient word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/mixed-r26/ex266/logs/ex266_r26_int_highgap_udiv_ex266_hybrid_top1_a43_synth_preset_d10.evaluate.py.log,official evaluate.py OK but ADP 1562 does not beat frontend 1480; reference 848,,
