case,domain,agent_id,candidate_id,hypothesis,variant,method_signature,representation,shared_structure,synth_flow,semantics,output_grouping,verilog_path,aig_path,evaluate_log,verified_truth,equivalent,area,delay,adp,current_frontend_adp,reference_adp,beats_current_frontend,beats_reference,notes,sharing_strategy,simulation_pass,synthesized,current_overall_adp,beats_frontend,beats_overall,yosys_log,official_output_dir,runtime_sec
ex288,unknown,unknown-sym-r26,ex288_r26_pairfield_shared_bdd,hamming_weight_preserving_lossy_routing_normalizer,pairfield_shared_bdd,ex288|hamming_weight_preserving_lossy_routing_normalizer|component_pairfield_shared_bdd|adjacent_pair_count_orientation_single_node_pool|yosys_abc_g_aig|official_evaluate|pairfield_reconstruction,,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex288/verilog/ex288_r26_pairfield_shared_bdd.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex288/aigs/ex288_r26_pairfield_shared_bdd.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex288/logs/ex288_r26_pairfield_shared_bdd.evaluate.py.log,1,1,4143,23,95289,31598,16394,0,0,official evaluate.py OK,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,,1,,0,,,,
ex288,unknown,unknown-sym-r26,ex288_r26_pairfield_split_bdd,hamming_weight_preserving_lossy_routing_normalizer,pairfield_split_bdd,ex288|hamming_weight_preserving_lossy_routing_normalizer|component_pairfield_split_bdd|separate_pair_count_and_orientation_node_pools|yosys_abc_g_aig|official_evaluate|pairfield_reconstruction,,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,abc_g_aig,,,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex288/verilog/ex288_r26_pairfield_split_bdd.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex288/aigs/ex288_r26_pairfield_split_bdd.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/unknown-sym-r26/ex288/logs/ex288_r26_pairfield_split_bdd.evaluate.py.log,1,1,4080,23,93840,31598,16394,0,0,official evaluate.py OK,adjacent-pair count/orientation encoded-output reconstruction; see high_level_dossier.md and yosys log,,1,,0,,,,
ex240,float_fp8,fp8-r26,ex240_r26_samedelta_diffdirect_abc_g_aig,E4M3FN packed add with same-sign delta and direct diff-normalization table,samedelta_diffdirect,ex240|E4M3FN packed add|same-sign delta with direct diff-normalizer table|shared max/min decode gap sig same-delta and diff residual table|yosys_multi_official_evaluate|exact_e4m3fn_add_high_plus_low|same_diff_path_outputs|abc_g_aig,same-sign delta table plus direct diff residual table keyed by min_eff/diff_sig,"NaN/sign shell, max/min compare, shared effective exponent/significand, gap clamp, same/diff mux",abc_g_aig,exact_e4m3fn_add_high_plus_low,same-sign rounded magnitude versus diff-sign normalized magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/verilog/ex240_r26_samedelta_diffdirect_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/aigs/ex240_r26_samedelta_diffdirect_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/logs/ex240_r26_samedelta_diffdirect_abc_g_aig.evaluate.py.log,1,1,1131,50,56550,30090,13299,0,0,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=1.881; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/logs/ex240_r26_samedelta_diffdirect_abc_g_aig.yosys.log,"NaN/sign shell, max/min compare, shared effective exponent/significand, gap clamp, same/diff mux",,1,,0,,,,
ex240,float_fp8,fp8-r26,ex240_r26_samedelta_diffdirect_synth_preset_aig,E4M3FN packed add with same-sign delta and direct diff-normalization table,samedelta_diffdirect,ex240|E4M3FN packed add|same-sign delta with direct diff-normalizer table|shared max/min decode gap sig same-delta and diff residual table|yosys_multi_official_evaluate|exact_e4m3fn_add_high_plus_low|same_diff_path_outputs|synth_preset_aig,same-sign delta table plus direct diff residual table keyed by min_eff/diff_sig,"NaN/sign shell, max/min compare, shared effective exponent/significand, gap clamp, same/diff mux",synth_preset_aig,exact_e4m3fn_add_high_plus_low,same-sign rounded magnitude versus diff-sign normalized magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/verilog/ex240_r26_samedelta_diffdirect_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/aigs/ex240_r26_samedelta_diffdirect_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/logs/ex240_r26_samedelta_diffdirect_synth_preset_aig.evaluate.py.log,1,1,1078,49,52822,30090,13299,0,0,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=2.142; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/logs/ex240_r26_samedelta_diffdirect_synth_preset_aig.yosys.log,"NaN/sign shell, max/min compare, shared effective exponent/significand, gap clamp, same/diff mux",,1,,0,,,,
ex240,float_fp8,fp8-r26,ex240_r26_samegrs_diffgrs_abc_g_aig,E4M3FN packed add with formulaic GRS for same and diff paths,samegrs_diffgrs,ex240|E4M3FN packed add|dual GRS rounding paths|shared max/min decode gap sig same-GRS diff-GRS predicates|yosys_multi_official_evaluate|exact_e4m3fn_add_high_plus_low|rounded_path_outputs|abc_g_aig,formulaic same-sign and diff-sign GRS normalizers,"shared field decode, gap predicates, rounding bits, signed-zero shell",abc_g_aig,exact_e4m3fn_add_high_plus_low,same/diff formulaic rounded outputs,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/verilog/ex240_r26_samegrs_diffgrs_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/aigs/ex240_r26_samegrs_diffgrs_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/logs/ex240_r26_samegrs_diffgrs_abc_g_aig.evaluate.py.log,0,0,,,,30090,13299,0,0,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=1.428; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/logs/ex240_r26_samegrs_diffgrs_abc_g_aig.yosys.log,"shared field decode, gap predicates, rounding bits, signed-zero shell",,1,,0,,,,
ex240,float_fp8,fp8-r26,ex240_r26_samegrs_diffgrs_synth_preset_aig,E4M3FN packed add with formulaic GRS for same and diff paths,samegrs_diffgrs,ex240|E4M3FN packed add|dual GRS rounding paths|shared max/min decode gap sig same-GRS diff-GRS predicates|yosys_multi_official_evaluate|exact_e4m3fn_add_high_plus_low|rounded_path_outputs|synth_preset_aig,formulaic same-sign and diff-sign GRS normalizers,"shared field decode, gap predicates, rounding bits, signed-zero shell",synth_preset_aig,exact_e4m3fn_add_high_plus_low,same/diff formulaic rounded outputs,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/verilog/ex240_r26_samegrs_diffgrs_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/aigs/ex240_r26_samegrs_diffgrs_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/logs/ex240_r26_samegrs_diffgrs_synth_preset_aig.evaluate.py.log,0,0,,,,30090,13299,0,0,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=1.564; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex240/logs/ex240_r26_samegrs_diffgrs_synth_preset_aig.yosys.log,"shared field decode, gap predicates, rounding bits, signed-zero shell",,1,,0,,,,
ex241,float_fp8,fp8-r26,ex241_r26_product_dc_low_abc_g_aig,E4M3FN multiply with unreachable product completion,product_dc_low,ex241|E4M3FN packed multiply|unreachable product low-completion class formula|shared sign exponent sum significand product and product class rounding predicates|yosys_multi_official_evaluate|exact_e4m3fn_mul_high_times_low|product_class_magnitude|abc_g_aig,product-class exponent-offset formula with low nearest completion for unreachable product rows,"shared NaN/sign shell, effective exponent sum, significand product, zero/sat/special product predicates",abc_g_aig,exact_e4m3fn_mul_high_times_low,product class magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/verilog/ex241_r26_product_dc_low_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/aigs/ex241_r26_product_dc_low_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/logs/ex241_r26_product_dc_low_abc_g_aig.evaluate.py.log,1,1,693,34,23562,15544,7224,0,0,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=2.189; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/logs/ex241_r26_product_dc_low_abc_g_aig.yosys.log,"shared NaN/sign shell, effective exponent sum, significand product, zero/sat/special product predicates",,1,,0,,,,
ex241,float_fp8,fp8-r26,ex241_r26_product_dc_low_synth_preset_aig,E4M3FN multiply with unreachable product completion,product_dc_low,ex241|E4M3FN packed multiply|unreachable product low-completion class formula|shared sign exponent sum significand product and product class rounding predicates|yosys_multi_official_evaluate|exact_e4m3fn_mul_high_times_low|product_class_magnitude|synth_preset_aig,product-class exponent-offset formula with low nearest completion for unreachable product rows,"shared NaN/sign shell, effective exponent sum, significand product, zero/sat/special product predicates",synth_preset_aig,exact_e4m3fn_mul_high_times_low,product class magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/verilog/ex241_r26_product_dc_low_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/aigs/ex241_r26_product_dc_low_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/logs/ex241_r26_product_dc_low_synth_preset_aig.evaluate.py.log,1,1,680,33,22440,15544,7224,0,0,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=2.834; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/logs/ex241_r26_product_dc_low_synth_preset_aig.yosys.log,"shared NaN/sign shell, effective exponent sum, significand product, zero/sat/special product predicates",,1,,0,,,,
ex241,float_fp8,fp8-r26,ex241_r26_product_bit_exception_abc_g_aig,E4M3FN multiply with product bit exception predicates,product_bit_exception,ex241|E4M3FN packed multiply|product bit exception predicates|shared exponent sum product and selected exception bit predicates|yosys_multi_official_evaluate|exact_e4m3fn_mul_high_times_low|bit_exception_magnitude|abc_g_aig,bit-level product exception predicates around dominant exponent-offset formula,shared exponent/significand/product decode plus boundary exception predicates,abc_g_aig,exact_e4m3fn_mul_high_times_low,bit exception magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/verilog/ex241_r26_product_bit_exception_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/aigs/ex241_r26_product_bit_exception_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/logs/ex241_r26_product_bit_exception_abc_g_aig.evaluate.py.log,1,1,734,41,30094,15544,7224,0,0,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=3.116; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/logs/ex241_r26_product_bit_exception_abc_g_aig.yosys.log,shared exponent/significand/product decode plus boundary exception predicates,,1,,0,,,,
ex241,float_fp8,fp8-r26,ex241_r26_product_bit_exception_synth_preset_aig,E4M3FN multiply with product bit exception predicates,product_bit_exception,ex241|E4M3FN packed multiply|product bit exception predicates|shared exponent sum product and selected exception bit predicates|yosys_multi_official_evaluate|exact_e4m3fn_mul_high_times_low|bit_exception_magnitude|synth_preset_aig,bit-level product exception predicates around dominant exponent-offset formula,shared exponent/significand/product decode plus boundary exception predicates,synth_preset_aig,exact_e4m3fn_mul_high_times_low,bit exception magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/verilog/ex241_r26_product_bit_exception_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/aigs/ex241_r26_product_bit_exception_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/logs/ex241_r26_product_bit_exception_synth_preset_aig.evaluate.py.log,1,1,703,40,28120,15544,7224,0,0,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=3.289; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex241/logs/ex241_r26_product_bit_exception_synth_preset_aig.yosys.log,shared exponent/significand/product decode plus boundary exception predicates,,1,,0,,,,
ex242,float_fp8,fp8-r26,ex242_r26_bound_direct_nested_abc_g_aig,E4M3FN low-over-high division with direct boundary magnitudes,bound_direct_nested,ex242|E4M3FN packed low-over-high division|direct boundary magnitude attributes nested by denominator|shared sign exponent delta sig decode zero sat low and linear predicates|yosys_multi_official_evaluate|exact_e4m3fn_div_low_over_high|boundary_region_magnitude|abc_g_aig,denominator-nested boundary attributes with low1/low2/low3 direct magnitudes,"NaN/divzero/sign shell, sig/eff decode, signed exponent delta, shared zero/sat/low/linear mux",abc_g_aig,exact_e4m3fn_div_low_over_high,boundary region magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/verilog/ex242_r26_bound_direct_nested_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/aigs/ex242_r26_bound_direct_nested_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/logs/ex242_r26_bound_direct_nested_abc_g_aig.evaluate.py.log,0,0,,,,25320,11900,0,0,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=0.779; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/logs/ex242_r26_bound_direct_nested_abc_g_aig.yosys.log,"NaN/divzero/sign shell, sig/eff decode, signed exponent delta, shared zero/sat/low/linear mux",,1,,0,,,,
ex242,float_fp8,fp8-r26,ex242_r26_bound_direct_nested_synth_preset_aig,E4M3FN low-over-high division with direct boundary magnitudes,bound_direct_nested,ex242|E4M3FN packed low-over-high division|direct boundary magnitude attributes nested by denominator|shared sign exponent delta sig decode zero sat low and linear predicates|yosys_multi_official_evaluate|exact_e4m3fn_div_low_over_high|boundary_region_magnitude|synth_preset_aig,denominator-nested boundary attributes with low1/low2/low3 direct magnitudes,"NaN/divzero/sign shell, sig/eff decode, signed exponent delta, shared zero/sat/low/linear mux",synth_preset_aig,exact_e4m3fn_div_low_over_high,boundary region magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/verilog/ex242_r26_bound_direct_nested_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/aigs/ex242_r26_bound_direct_nested_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/logs/ex242_r26_bound_direct_nested_synth_preset_aig.evaluate.py.log,0,0,,,,25320,11900,0,0,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=0.740; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/logs/ex242_r26_bound_direct_nested_synth_preset_aig.yosys.log,"NaN/divzero/sign shell, sig/eff decode, signed exponent delta, shared zero/sat/low/linear mux",,1,,0,,,,
ex242,float_fp8,fp8-r26,ex242_r26_formula_bit_exception_abc_g_aig,E4M3FN division with formulaic bit exceptions,formula_bit_exception,ex242|E4M3FN packed low-over-high division|formula bit exceptions|shared sign exponent delta sig decode and bitwise exception predicates|yosys_multi_official_evaluate|exact_e4m3fn_div_low_over_high|bit_exception_quotient|abc_g_aig,quotient formula plus bit-level boundary exceptions,"shared divide special shell, exponent delta, numerator/denominator significands, exception predicates",abc_g_aig,exact_e4m3fn_div_low_over_high,bit exception quotient output,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/verilog/ex242_r26_formula_bit_exception_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/aigs/ex242_r26_formula_bit_exception_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/logs/ex242_r26_formula_bit_exception_abc_g_aig.evaluate.py.log,1,1,1423,25,35575,25320,11900,0,0,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=2.506; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/logs/ex242_r26_formula_bit_exception_abc_g_aig.yosys.log,"shared divide special shell, exponent delta, numerator/denominator significands, exception predicates",,1,,0,,,,
ex242,float_fp8,fp8-r26,ex242_r26_formula_bit_exception_synth_preset_aig,E4M3FN division with formulaic bit exceptions,formula_bit_exception,ex242|E4M3FN packed low-over-high division|formula bit exceptions|shared sign exponent delta sig decode and bitwise exception predicates|yosys_multi_official_evaluate|exact_e4m3fn_div_low_over_high|bit_exception_quotient|synth_preset_aig,quotient formula plus bit-level boundary exceptions,"shared divide special shell, exponent delta, numerator/denominator significands, exception predicates",synth_preset_aig,exact_e4m3fn_div_low_over_high,bit exception quotient output,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/verilog/ex242_r26_formula_bit_exception_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/aigs/ex242_r26_formula_bit_exception_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/logs/ex242_r26_formula_bit_exception_synth_preset_aig.evaluate.py.log,1,1,1328,25,33200,25320,11900,0,0,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=3.020; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex242/logs/ex242_r26_formula_bit_exception_synth_preset_aig.yosys.log,"shared divide special shell, exponent delta, numerator/denominator significands, exception predicates",,1,,0,,,,
ex244,float_fp8,fp8-r26,ex244_r26_threshold_packed_abc_g_aig,E4M3FN hypot with packed threshold delta predicates,threshold_packed,ex244|E4M3FN packed hypot|packed small-gap threshold predicates|shared abs max/min decode gap sig thresholds and saturating max-plus-delta|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|max_plus_threshold_delta|abc_g_aig,small-gap threshold table independent of full max/min magnitude table,"shared abs max/min compare, effective exponent/significand, small-gap delta thresholds, saturation guard",abc_g_aig,exact_e4m3fn_hypot_abs_high_low,max plus threshold delta,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/verilog/ex244_r26_threshold_packed_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/aigs/ex244_r26_threshold_packed_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_packed_abc_g_aig.evaluate.py.log,1,1,292,42,12264,10234,4272,0,0,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.794; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_packed_abc_g_aig.yosys.log,"shared abs max/min compare, effective exponent/significand, small-gap delta thresholds, saturation guard",,1,,0,,,,
ex244,float_fp8,fp8-r26,ex244_r26_threshold_packed_synth_preset_aig,E4M3FN hypot with packed threshold delta predicates,threshold_packed,ex244|E4M3FN packed hypot|packed small-gap threshold predicates|shared abs max/min decode gap sig thresholds and saturating max-plus-delta|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|max_plus_threshold_delta|synth_preset_aig,small-gap threshold table independent of full max/min magnitude table,"shared abs max/min compare, effective exponent/significand, small-gap delta thresholds, saturation guard",synth_preset_aig,exact_e4m3fn_hypot_abs_high_low,max plus threshold delta,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/verilog/ex244_r26_threshold_packed_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/aigs/ex244_r26_threshold_packed_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_packed_synth_preset_aig.evaluate.py.log,1,1,286,39,11154,10234,4272,0,0,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.976; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_packed_synth_preset_aig.yosys.log,"shared abs max/min compare, effective exponent/significand, small-gap delta thresholds, saturation guard",,1,,0,,,,
ex244,float_fp8,fp8-r26,ex244_r26_threshold_maxeff_abc_g_aig,E4M3FN hypot with max exponent threshold packing,threshold_maxeff,ex244|E4M3FN packed hypot|max-eff threshold-packed delta predicates|shared max_eff gap sig threshold predicates and saturation context|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|abc_g_aig,threshold-packed small-gap delta carrying max exponent context,"shared max/min decode, max_eff context, sig/gap threshold rows, saturating add",abc_g_aig,exact_e4m3fn_hypot_abs_high_low,maxeff threshold delta,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/verilog/ex244_r26_threshold_maxeff_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/aigs/ex244_r26_threshold_maxeff_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_maxeff_abc_g_aig.evaluate.py.log,1,1,362,42,15204,10234,4272,0,0,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.917; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_maxeff_abc_g_aig.yosys.log,"shared max/min decode, max_eff context, sig/gap threshold rows, saturating add",,1,,0,,,,
ex244,float_fp8,fp8-r26,ex244_r26_threshold_maxeff_synth_preset_aig,E4M3FN hypot with max exponent threshold packing,threshold_maxeff,ex244|E4M3FN packed hypot|max-eff threshold-packed delta predicates|shared max_eff gap sig threshold predicates and saturation context|yosys_multi_official_evaluate|exact_e4m3fn_hypot_abs_high_low|maxeff_threshold_delta|synth_preset_aig,threshold-packed small-gap delta carrying max exponent context,"shared max/min decode, max_eff context, sig/gap threshold rows, saturating add",synth_preset_aig,exact_e4m3fn_hypot_abs_high_low,maxeff threshold delta,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/verilog/ex244_r26_threshold_maxeff_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/aigs/ex244_r26_threshold_maxeff_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_maxeff_synth_preset_aig.evaluate.py.log,1,1,351,40,14040,10234,4272,0,0,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.063; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex244/logs/ex244_r26_threshold_maxeff_synth_preset_aig.yosys.log,"shared max/min decode, max_eff context, sig/gap threshold rows, saturating add",,1,,0,,,,
ex245,float_fp8,fp8-r26,ex245_r26_gap4_norm_abc_g_aig,E5M2FN add with formulaic gap-limited normalizer,gap4_norm,ex245|E5M2FN packed add|gap-limited arithmetic normalizer|shared sorted magnitude decode gap same diff and compact normalizer predicates|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|gap_limited_add_output|abc_g_aig,formulaic gap4 normalizer instead of direct active table replay,"shared sign/max/min/gap/sig decode, gap bypass, compact same/diff normalizer",abc_g_aig,exact_e5m2fn_add_high_plus_low,gap-limited add magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/verilog/ex245_r26_gap4_norm_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/aigs/ex245_r26_gap4_norm_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap4_norm_abc_g_aig.evaluate.py.log,1,1,602,70,42140,23834,11050,0,0,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=1.302; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap4_norm_abc_g_aig.yosys.log,"shared sign/max/min/gap/sig decode, gap bypass, compact same/diff normalizer",,1,,0,,,,
ex245,float_fp8,fp8-r26,ex245_r26_gap4_norm_synth_preset_aig,E5M2FN add with formulaic gap-limited normalizer,gap4_norm,ex245|E5M2FN packed add|gap-limited arithmetic normalizer|shared sorted magnitude decode gap same diff and compact normalizer predicates|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|gap_limited_add_output|synth_preset_aig,formulaic gap4 normalizer instead of direct active table replay,"shared sign/max/min/gap/sig decode, gap bypass, compact same/diff normalizer",synth_preset_aig,exact_e5m2fn_add_high_plus_low,gap-limited add magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/verilog/ex245_r26_gap4_norm_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/aigs/ex245_r26_gap4_norm_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap4_norm_synth_preset_aig.evaluate.py.log,1,1,673,72,48456,23834,11050,0,0,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=1.486; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap4_norm_synth_preset_aig.yosys.log,"shared sign/max/min/gap/sig decode, gap bypass, compact same/diff normalizer",,1,,0,,,,
ex245,float_fp8,fp8-r26,ex245_r26_gap_class_abc_g_aig,E5M2FN add with shared gap class formulas,gap_class,ex245|E5M2FN packed add|gap class formula with shared same/diff decode|shared sorted fields gap sig class formulas and special shell|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|gap_class_outputs|abc_g_aig,same/diff gap class formulas with shared field decode,"shared NaN/signed-zero shell, max/min compare, gap and sig class formulas",abc_g_aig,exact_e5m2fn_add_high_plus_low,same/diff gap class magnitude,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/verilog/ex245_r26_gap_class_abc_g_aig.v,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/aigs/ex245_r26_gap_class_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap_class_abc_g_aig.evaluate.py.log,1,1,719,34,24446,23834,11050,0,0,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=1.983; yosys_log=student/work/ex200_ex299_frontend_refgap_round26_20260613_0539/fp8-r26/ex245/logs/ex245_r26_gap_class_abc_g_aig.yosys.log,"shared NaN/signed-zero shell, max/min compare, gap and sig class formulas",,1,,0,,,,
