case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_high1_bdd_outside_abc_g_aig,unsigned_floor_isqrt,high1_bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high1_bdd_outside_abc_g_aig.aig,1,1,1,54,8,432,204,2.117647,0,0,0.202,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high1_bdd_outside; flow=abc_g_aig
ex275,ex275_isqrt_high2_bdd_reverse_synth_preset_d8,unsigned_floor_isqrt,high2_bdd_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high2_bdd_reverse_synth_preset_d8.aig,1,1,1,43,8,344,204,1.686275,0,0,0.268,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high2_bdd_reverse; flow=synth_preset_d8
ex275,ex275_isqrt_high2_bdd_reverse_synth_preset_d10,unsigned_floor_isqrt,high2_bdd_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high2_bdd_reverse_synth_preset_d10.aig,1,1,1,43,8,344,204,1.686275,0,0,0.266,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high2_bdd_reverse; flow=synth_preset_d10
ex275,ex275_isqrt_high2_bdd_reverse_abc_g_aig_d6,unsigned_floor_isqrt,high2_bdd_reverse+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high2_bdd_reverse_abc_g_aig_d6.aig,1,1,1,49,9,441,204,2.161765,0,0,0.209,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high2_bdd_reverse; flow=abc_g_aig_d6
ex275,ex275_isqrt_high2_bdd_reverse_abc_g_aig_d8,unsigned_floor_isqrt,high2_bdd_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high2_bdd_reverse_abc_g_aig_d8.aig,1,1,1,49,9,441,204,2.161765,0,0,0.209,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high2_bdd_reverse; flow=abc_g_aig_d8
ex275,ex275_isqrt_high2_bdd_reverse_abc_g_aig_d10,unsigned_floor_isqrt,high2_bdd_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high2_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high2_bdd_reverse_abc_g_aig_d10.aig,1,1,1,49,9,441,204,2.161765,0,0,0.210,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high2_bdd_reverse; flow=abc_g_aig_d10
ex275,ex275_isqrt_high3_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,high3_bdd_reverse+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_abc_g_aig.aig,1,1,1,44,9,396,204,1.941176,0,0,0.229,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=abc_g_aig
ex275,ex275_isqrt_high3_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,high3_bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,44,9,396,204,1.941176,0,0,0.239,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_high3_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,high3_bdd_reverse+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_arith_wreduce_aig.aig,1,1,1,44,9,396,204,1.941176,0,0,0.240,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=arith_wreduce_aig
ex275,ex275_isqrt_high3_bdd_reverse_synth_preset,unsigned_floor_isqrt,high3_bdd_reverse+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_synth_preset.aig,1,1,1,45,10,450,204,2.205882,0,0,0.297,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=synth_preset
ex275,ex275_isqrt_high3_bdd_reverse_synth_preset_d6,unsigned_floor_isqrt,high3_bdd_reverse+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_synth_preset_d6.aig,1,1,1,45,10,450,204,2.205882,0,0,0.299,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=synth_preset_d6
ex275,ex275_isqrt_high3_bdd_reverse_synth_preset_d8,unsigned_floor_isqrt,high3_bdd_reverse+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_synth_preset_d8.aig,1,1,1,45,10,450,204,2.205882,0,0,0.301,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=synth_preset_d8
ex275,ex275_isqrt_high3_bdd_reverse_synth_preset_d10,unsigned_floor_isqrt,high3_bdd_reverse+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_synth_preset_d10.aig,1,1,1,45,10,450,204,2.205882,0,0,0.300,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=synth_preset_d10
ex275,ex275_isqrt_high3_bdd_reverse_abc_g_aig_d6,unsigned_floor_isqrt,high3_bdd_reverse+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_abc_g_aig_d6.aig,1,1,1,44,9,396,204,1.941176,0,0,0.233,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=abc_g_aig_d6
ex275,ex275_isqrt_high3_bdd_reverse_abc_g_aig_d8,unsigned_floor_isqrt,high3_bdd_reverse+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_abc_g_aig_d8.aig,1,1,1,44,9,396,204,1.941176,0,0,0.228,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=abc_g_aig_d8
ex275,ex275_isqrt_high3_bdd_reverse_abc_g_aig_d10,unsigned_floor_isqrt,high3_bdd_reverse+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_high3_bdd_reverse.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_high3_bdd_reverse_abc_g_aig_d10.aig,1,1,1,44,9,396,204,1.941176,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=high3_bdd_reverse; flow=abc_g_aig_d10
ex275,ex275_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.187,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig
ex275,ex275_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.192,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,53,8,424,204,2.078431,0,0,0.193,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex275,ex275_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset.aig,1,1,1,42,8,336,204,1.647059,0,0,0.252,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset
ex275,ex275_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,42,8,336,204,1.647059,0,0,0.249,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d6
ex275,ex275_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,42,8,336,204,1.647059,0,0,0.253,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d8
ex275,ex275_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,42,8,336,204,1.647059,0,0,0.250,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=synth_preset_d10
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d6,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d6.aig,1,1,1,53,8,424,204,2.078431,0,0,0.190,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d6
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d8,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d8.aig,1,1,1,53,8,424,204,2.078431,0,0,0.191,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d8
ex275,ex275_isqrt_bdd_outside_abc_g_aig_d10,unsigned_floor_isqrt,bdd_outside+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_bdd_outside_abc_g_aig_d10.aig,1,1,1,53,8,424,204,2.078431,0,0,0.194,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=bdd_outside; flow=abc_g_aig_d10
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.223,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,48,7,336,204,1.647059,0,0,0.228,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex275,ex275_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,47,9,423,204,2.073529,0,0,0.225,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex275,ex275_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,48,7,336,204,1.647059,0,0,0.277,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,48,7,336,204,1.647059,0,0,0.282,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,48,7,336,204,1.647059,0,0,0.278,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex275,ex275_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,48,7,336,204,1.647059,0,0,0.277,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig_d6,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig_d6.aig,1,1,1,48,7,336,204,1.647059,0,0,0.222,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig_d6
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig_d8,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig_d8.aig,1,1,1,48,7,336,204,1.647059,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig_d8
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig_d10,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/verilog/ex275_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig_d10.aig,1,1,1,48,7,336,204,1.647059,0,0,0.226,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix4_bitwise; flow=abc_g_aig_d10
ex276,ex276_isqrt_high1_bdd_outside_abc_g_aig,unsigned_floor_isqrt,high1_bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_abc_g_aig.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.235,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_high1_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,high1_bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.236,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_high1_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,high1_bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_arith_wreduce_aig.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.243,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_high1_bdd_outside_synth_preset,unsigned_floor_isqrt,high1_bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.313,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=synth_preset
ex276,ex276_isqrt_high1_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,high1_bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_synth_preset_d6.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.314,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_high1_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,high1_bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.314,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_high1_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,high1_bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.314,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=synth_preset_d10
ex276,ex276_isqrt_high1_bdd_outside_abc_g_aig_d6,unsigned_floor_isqrt,high1_bdd_outside+abc_g_aig_d6,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_abc_g_aig_d6.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.231,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=abc_g_aig_d6
ex276,ex276_isqrt_high1_bdd_outside_abc_g_aig_d8,unsigned_floor_isqrt,high1_bdd_outside+abc_g_aig_d8,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_abc_g_aig_d8.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.245,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=abc_g_aig_d8
ex276,ex276_isqrt_high1_bdd_outside_abc_g_aig_d10,unsigned_floor_isqrt,high1_bdd_outside+abc_g_aig_d10,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/verilog/ex276_isqrt_high1_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_highformula_lowbdd_20260609_1618/ex276/aigs/ex276_isqrt_high1_bdd_outside_abc_g_aig_d10.aig,1,1,1,176,13,2288,632,3.620253,0,0,0.230,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=high1_bdd_outside; flow=abc_g_aig_d10
