case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_split_delta_pred_default_raw,FP8 source predicate/table restructuring,ex249_split_delta_pred + default + raw,split delta table into shared inc1/inc2 predicates,ex249|fp8_source_restructure|ex249_split_delta_pred|split_delta_table_into_shared_inc1_inc2_predicates|default|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/verilog/ex249_split_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/aigs/ex249_ex249_split_delta_pred_default_raw.aig,1,not_run,193,28,5404,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_split_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.abc.log; synth_sec=0.192; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_extra_share_compress2rs_area,FP8 source predicate/table restructuring,ex249_effgap_split_delta + extra_share + compress2rs_area,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|extra_share|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_extra_share_compress2rs_area.aig,1,not_run,169,29,4901,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_extra_share_compress2rs_area.abc.log; synth_sec=0.187; abc_sec=0.079; eval_sec=0.442
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_raw,FP8 source predicate/table restructuring,ex249_effgap_split_delta + abc_g_aig + raw,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|abc_g_aig|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.aig,1,not_run,174,30,5220,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_raw.abc.log; synth_sec=0.186; abc_sec=0.000; eval_sec=0.454
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area,FP8 source predicate/table restructuring,ex249_effgap_split_delta + abc_g_aig + resyn2rs_area,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|abc_g_aig|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area.aig,1,not_run,172,27,4644,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_resyn2rs_area.abc.log; synth_sec=0.186; abc_sec=0.082; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area,FP8 source predicate/table restructuring,ex249_effgap_split_delta + abc_g_aig + compress2rs_area,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|abc_g_aig|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area.aig,1,not_run,172,28,4816,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_abc_g_aig_compress2rs_area.abc.log; synth_sec=0.186; abc_sec=0.077; eval_sec=0.447
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_raw,FP8 source predicate/table restructuring,ex249_effgap_split_delta + synth_preset + raw,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|synth_preset|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_raw.aig,1,not_run,176,29,5104,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_raw.abc.log; synth_sec=0.288; abc_sec=0.000; eval_sec=0.439
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area,FP8 source predicate/table restructuring,ex249_effgap_split_delta + synth_preset + resyn2rs_area,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|synth_preset|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area.aig,1,not_run,169,28,4732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_resyn2rs_area.abc.log; synth_sec=0.288; abc_sec=0.076; eval_sec=0.437
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area,FP8 source predicate/table restructuring,ex249_effgap_split_delta + synth_preset + compress2rs_area,effective exponent gap plus split inc predicates,ex249|fp8_source_restructure|ex249_effgap_split_delta|effective_exponent_gap_plus_split_inc_predicates|synth_preset|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/verilog/ex249_effgap_split_delta.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/aigs/ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area.aig,1,not_run,169,30,5070,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_effgap_split_delta_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_split_delta/logs/ex249_ex249_effgap_split_delta_synth_preset_compress2rs_area.abc.log; synth_sec=0.288; abc_sec=0.079; eval_sec=0.440
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_raw,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + default + raw,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|default|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_raw.aig,1,not_run,180,30,5400,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_raw.abc.log; synth_sec=0.196; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_resyn2rs_area,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + default + resyn2rs_area,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|default|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_resyn2rs_area.aig,1,not_run,169,28,4732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_resyn2rs_area.abc.log; synth_sec=0.196; abc_sec=0.077; eval_sec=0.437
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_default_compress2rs_area,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + default + compress2rs_area,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|default|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_default_compress2rs_area.aig,1,not_run,167,30,5010,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_default_compress2rs_area.abc.log; synth_sec=0.196; abc_sec=0.076; eval_sec=0.449
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_raw,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + extra_share + raw,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|extra_share|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_raw.aig,1,not_run,202,30,6060,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_raw.abc.log; synth_sec=0.222; abc_sec=0.000; eval_sec=0.443
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + extra_share + resyn2rs_area,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|extra_share|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area.aig,1,not_run,171,28,4788,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_resyn2rs_area.abc.log; synth_sec=0.222; abc_sec=0.079; eval_sec=0.442
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + extra_share + compress2rs_area,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|extra_share|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area.aig,1,not_run,171,28,4788,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_extra_share_compress2rs_area.abc.log; synth_sec=0.222; abc_sec=0.079; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_raw,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + abc_g_aig + raw,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|abc_g_aig|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.aig,1,not_run,170,30,5100,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_raw.abc.log; synth_sec=0.185; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + abc_g_aig + resyn2rs_area,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|abc_g_aig|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area.aig,1,not_run,169,28,4732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_resyn2rs_area.abc.log; synth_sec=0.185; abc_sec=0.081; eval_sec=0.440
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + abc_g_aig + compress2rs_area,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|abc_g_aig|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area.aig,1,not_run,167,30,5010,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_abc_g_aig_compress2rs_area.abc.log; synth_sec=0.185; abc_sec=0.080; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_raw,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + synth_preset + raw,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|synth_preset|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_raw.aig,1,not_run,186,30,5580,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_raw.abc.log; synth_sec=0.301; abc_sec=0.000; eval_sec=0.436
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + synth_preset + resyn2rs_area,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|synth_preset|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area.aig,1,not_run,168,29,4872,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_resyn2rs_area.abc.log; synth_sec=0.301; abc_sec=0.077; eval_sec=0.441
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area,FP8 source predicate/table restructuring,ex249_effgap_inc_mux + synth_preset + compress2rs_area,effective exponent gap with muxed increment paths,ex249|fp8_source_restructure|ex249_effgap_inc_mux|effective_exponent_gap_with_muxed_increment_paths|synth_preset|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area.aig,1,not_run,168,30,5040,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area.abc.log; synth_sec=0.301; abc_sec=0.077; eval_sec=0.444
