agent_id,domain,case,method_signature,hypothesis_family,reason,best_area,best_delay,best_adp,verilog_path,aig_path,log_path,source_csv,notes,area,delay,adp,old_adp
bf16-extra-r2,bf16,ex200,ex200|bf16_extra_r2_delta_pair_residual|bf16_exp|delta_pair_mant64_hilo2_bits_15_bh2|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit15,delta_pair_residual,official OK but did not improve frontend best,3658,20,73160,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex200/verilog/ex200_r2_delta_m64h2_b15bh2.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex200/official_eval/ex200_r2_delta_m64h2_b15bh2/ex200.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex200/logs/ex200_r2_delta_m64h2_b15bh2.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,BF16 exp positive/negative pair residuals using mantissa-64 base and sign-bit residual.; render_variant=delta_pair_mant64_hilo2_bits_15_bh2; delta pair base_policy=mant64 delta_mode=hilo2 items=1682; output bit overrides bits=15 bit_hi_bits=2 bit_items=0; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex200/aigs/ex200_r2_delta_m64h2_b15bh2.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex200/logs/ex200_r2_delta_m64h2_b15bh2.yosys.log,3658,20,73160,
bf16-extra-r2,bf16,ex200,ex200|bf16_extra_r2_decision_graph_residual|bf16_exp|delta_pair_mant64_hilo2_decision_graph_bit14|shared exp base pair plus selected-bit input decision graph|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_dg_bit14,decision_graph_residual,failed_generation_or_synthesis,,,,,,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex200/logs/ex200_r2_dg_delta_m64h2_b14.yosys.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,BF16 exp mantissa-64 pair base with exact decision-graph residual for output bit14.; render_variant=delta_pair_mant64_hilo2; error=decision graph too large for bit 14: over 6000 nodes,,,,
bf16-extra-r2,bf16,ex201,ex201|bf16_extra_r2_field_residual|bf16_exp2|sep_fields_e2_m4_s0_bits_3_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit3,field_residual,official OK but did not improve frontend best,1708,16,27328,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/verilog/ex201_r2_sepfield_e2m4s0_b3bh2.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/official_eval/ex201_r2_sepfield_e2m4s0_b3bh2/ex201.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/logs/ex201_r2_sepfield_e2m4s0_b3bh2.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,BF16 exp2 separated output fields with a different e2/m4 grouping for bit3 residual.; render_variant=sep_fields_e2_m4_s0_bits_3_bh2; separate fields exp_hi=2 mant_hi=4 sign_hi=0 items=3217; sep bit overrides bits=3 bit_hi_bits=2 bit_items=938; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/aigs/ex201_r2_sepfield_e2m4s0_b3bh2.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/logs/ex201_r2_sepfield_e2m4s0_b3bh2.yosys.log,1708,16,27328,
bf16-extra-r2,bf16,ex201,ex201|bf16_extra_r2_delta_pair_residual|bf16_exp2|delta_pair_mant64_hilo2_bits_3_bh2|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit3,delta_pair_residual,official OK but did not improve frontend best,1660,19,31540,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/verilog/ex201_r2_delta_m64h2_b3bh2.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/official_eval/ex201_r2_delta_m64h2_b3bh2/ex201.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/logs/ex201_r2_delta_m64h2_b3bh2.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,BF16 exp2 positive/negative pair residuals using mantissa-64 base and bit3 residual.; render_variant=delta_pair_mant64_hilo2_bits_3_bh2; delta pair base_policy=mant64 delta_mode=hilo2 items=1716; output bit overrides bits=3 bit_hi_bits=2 bit_items=938; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/aigs/ex201_r2_delta_m64h2_b3bh2.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/logs/ex201_r2_delta_m64h2_b3bh2.yosys.log,1660,19,31540,
bf16-extra-r2,bf16,ex201,ex201|bf16_extra_r2_decision_graph_residual|bf16_exp2|delta_pair_mant64_hilo2_decision_graph_bit3|shared exp base pair plus selected-bit input decision graph|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_dg_bit3,decision_graph_residual,official OK but did not improve frontend best,1743,18,31374,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/verilog/ex201_r2_dg_delta_m64h2_b3.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/official_eval/ex201_r2_dg_delta_m64h2_b3/ex201.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/logs/ex201_r2_dg_delta_m64h2_b3.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,BF16 exp2 mantissa-64 pair base with exact decision-graph residual for output bit3.; render_variant=delta_pair_mant64_hilo2; delta pair base_policy=mant64 delta_mode=hilo2 items=1716; selected bit3 exact decision graph nodes=2660; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/aigs/ex201_r2_dg_delta_m64h2_b3.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex201/logs/ex201_r2_dg_delta_m64h2_b3.yosys.log,1743,18,31374,
bf16-extra-r2,bf16,ex214,ex214|bf16_extra_r2_field_residual|bf16_reciprocal_square|sep_fields_e4_m4_s0_bits_13_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit13,field_residual,official OK but did not improve frontend best,664,12,7968,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/verilog/ex214_r2_sepfield_e4m4s0_b13bh2.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/official_eval/ex214_r2_sepfield_e4m4s0_b13bh2/ex214.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/logs/ex214_r2_sepfield_e4m4s0_b13bh2.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,"Reciprocal-square output fields with bit13 residual, avoiding the old duplicated cmp/casez shape.; render_variant=sep_fields_e4_m4_s0_bits_13_bh2; separate fields exp_hi=4 mant_hi=4 sign_hi=0 items=37452; sep bit overrides bits=13 bit_hi_bits=2 bit_items=114; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/aigs/ex214_r2_sepfield_e4m4s0_b13bh2.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/logs/ex214_r2_sepfield_e4m4s0_b13bh2.yosys.log",664,12,7968,
bf16-extra-r2,bf16,ex214,ex214|bf16_extra_r2_delta_pair_residual|bf16_reciprocal_square|delta_pair_mant64_hilo2_bits_13_cmp|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit13,delta_pair_residual,official OK but did not improve frontend best,355,12,4260,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/verilog/ex214_r2_delta_m64h2_b13cmp.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/official_eval/ex214_r2_delta_m64h2_b13cmp/ex214.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/logs/ex214_r2_delta_m64h2_b13cmp.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Reciprocal-square positive/negative pair residuals using mantissa-64 base and bit13 cmp residual.; render_variant=delta_pair_mant64_hilo2_bits_13_cmp; delta pair base_policy=mant64 delta_mode=hilo2 items=16522; output bit overrides bits=13 bit_hi_bits=cmp bit_items=36; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/aigs/ex214_r2_delta_m64h2_b13cmp.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex214/logs/ex214_r2_delta_m64h2_b13cmp.yosys.log,355,12,4260,
bf16-extra-r2,bf16,ex215,ex215|bf16_extra_r2_field_residual|bf16_reciprocal_sqrt|sep_fields_e3_m4_s3_bits_9_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit9,field_residual,official OK but did not improve frontend best,872,15,13080,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/verilog/ex215_r2_sepfield_e3m4s3_b9bh2.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/official_eval/ex215_r2_sepfield_e3m4s3_b9bh2/ex215.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/logs/ex215_r2_sepfield_e3m4s3_b9bh2.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Reciprocal-sqrt separated fields with sign-aware grouping and bit9 residual.; render_variant=sep_fields_e3_m4_s3_bits_9_bh2; separate fields exp_hi=3 mant_hi=4 sign_hi=3 items=27588; sep bit overrides bits=9 bit_hi_bits=2 bit_items=213; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/aigs/ex215_r2_sepfield_e3m4s3_b9bh2.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/logs/ex215_r2_sepfield_e3m4s3_b9bh2.yosys.log,872,15,13080,
bf16-extra-r2,bf16,ex215,ex215|bf16_extra_r2_delta_pair_residual|bf16_reciprocal_sqrt|delta_pair_mant64_hilo2_bits_9_bh2|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit9,delta_pair_residual,official OK but did not improve frontend best,447,13,5811,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/verilog/ex215_r2_delta_m64h2_b9bh2.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/official_eval/ex215_r2_delta_m64h2_b9bh2/ex215.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/logs/ex215_r2_delta_m64h2_b9bh2.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Reciprocal-sqrt positive/negative pair residuals using mantissa-64 base and bit9 residual.; render_variant=delta_pair_mant64_hilo2_bits_9_bh2; delta pair base_policy=mant64 delta_mode=hilo2 items=30995; output bit overrides bits=9 bit_hi_bits=2 bit_items=213; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/aigs/ex215_r2_delta_m64h2_b9bh2.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex215/logs/ex215_r2_delta_m64h2_b9bh2.yosys.log,447,13,5811,
bf16-extra-r2,bf16,ex216,ex216|bf16_extra_r2_field_residual|bf16_cube|sep_fields_e4_m4_s4_bits_14_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit14,field_residual,official OK but did not improve frontend best,829,16,13264,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/verilog/ex216_r2_sepfield_e4m4s4_b14bh2.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/official_eval/ex216_r2_sepfield_e4m4s4_b14bh2/ex216.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/logs/ex216_r2_sepfield_e4m4s4_b14bh2.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Cube separated fields with sign-aware grouping and selected bit14 residual.; render_variant=sep_fields_e4_m4_s4_bits_14_bh2; separate fields exp_hi=4 mant_hi=4 sign_hi=4 items=25477; sep bit overrides bits=14 bit_hi_bits=2 bit_items=26; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/aigs/ex216_r2_sepfield_e4m4s4_b14bh2.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/logs/ex216_r2_sepfield_e4m4s4_b14bh2.yosys.log,829,16,13264,
bf16-extra-r2,bf16,ex216,ex216|bf16_extra_r2_delta_pair_residual|bf16_cube|delta_pair_mant64_hilo2_bits_14_cmp|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit14,delta_pair_residual,official OK but did not improve frontend best,521,15,7815,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/verilog/ex216_r2_delta_m64h2_b14cmp.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/official_eval/ex216_r2_delta_m64h2_b14cmp/ex216.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/logs/ex216_r2_delta_m64h2_b14cmp.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Cube positive/negative pair residuals using mantissa-64 base and bit14 comparator residual.; render_variant=delta_pair_mant64_hilo2_bits_14_cmp; delta pair base_policy=mant64 delta_mode=hilo2 items=11091; output bit overrides bits=14 bit_hi_bits=cmp bit_items=18; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/aigs/ex216_r2_delta_m64h2_b14cmp.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/logs/ex216_r2_delta_m64h2_b14cmp.yosys.log,521,15,7815,
bf16-extra-r2,bf16,ex216,ex216|bf16_extra_r2_decision_graph_residual|bf16_cube|delta_pair_mant64_hilo2_decision_graph_bit14|shared exp base pair plus selected-bit input decision graph|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_dg_bit14,decision_graph_residual,official OK but did not improve frontend best,543,14,7602,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/verilog/ex216_r2_dg_delta_m64h2_b14.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/official_eval/ex216_r2_dg_delta_m64h2_b14/ex216.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/logs/ex216_r2_dg_delta_m64h2_b14.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Cube mantissa-64 pair base with exact decision-graph residual for output bit14.; render_variant=delta_pair_mant64_hilo2; delta pair base_policy=mant64 delta_mode=hilo2 items=11091; selected bit14 exact decision graph nodes=14; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/aigs/ex216_r2_dg_delta_m64h2_b14.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex216/logs/ex216_r2_dg_delta_m64h2_b14.yosys.log,543,14,7602,
bf16-extra-r2,bf16,ex219,ex219|bf16_extra_r2_field_residual|bf16_reciprocal_cbrt|sep_fields_e3_m4_s3_bits_6_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit6,field_residual,official OK but did not improve frontend best,1337,15,20055,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/verilog/ex219_r2_sepfield_e3m4s3_b6bh2.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/official_eval/ex219_r2_sepfield_e3m4s3_b6bh2/ex219.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/logs/ex219_r2_sepfield_e3m4s3_b6bh2.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Reciprocal-cbrt separated fields with sign-aware grouping and bit6 residual.; render_variant=sep_fields_e3_m4_s3_bits_6_bh2; separate fields exp_hi=3 mant_hi=4 sign_hi=3 items=47261; sep bit overrides bits=6 bit_hi_bits=2 bit_items=2730; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/aigs/ex219_r2_sepfield_e3m4s3_b6bh2.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/logs/ex219_r2_sepfield_e3m4s3_b6bh2.yosys.log,1337,15,20055,
bf16-extra-r2,bf16,ex219,ex219|bf16_extra_r2_delta_pair_residual|bf16_reciprocal_cbrt|delta_pair_mant64_hilo2_bits_6_cmp|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit6,delta_pair_residual,official OK but did not improve frontend best,708,14,9912,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/verilog/ex219_r2_delta_m64h2_b6cmp.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/official_eval/ex219_r2_delta_m64h2_b6cmp/ex219.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/logs/ex219_r2_delta_m64h2_b6cmp.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Reciprocal-cbrt mantissa-64 pair residual with bit6 comparator residual.; render_variant=delta_pair_mant64_hilo2_bits_6_cmp; delta pair base_policy=mant64 delta_mode=hilo2 items=29982; output bit overrides bits=6 bit_hi_bits=cmp bit_items=684; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/aigs/ex219_r2_delta_m64h2_b6cmp.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/logs/ex219_r2_delta_m64h2_b6cmp.yosys.log,708,14,9912,
bf16-extra-r2,bf16,ex219,ex219|bf16_extra_r2_decision_graph_residual|bf16_reciprocal_cbrt|delta_pair_mant64_hilo2_decision_graph_bit6|shared exp base pair plus selected-bit input decision graph|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_dg_bit6,decision_graph_residual,official OK but did not improve frontend best,742,20,14840,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/verilog/ex219_r2_dg_delta_m64h2_b6.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/official_eval/ex219_r2_dg_delta_m64h2_b6/ex219.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/logs/ex219_r2_dg_delta_m64h2_b6.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/failed_hypotheses.csv,Reciprocal-cbrt mantissa-64 pair base with exact decision-graph residual for output bit6.; render_variant=delta_pair_mant64_hilo2; delta pair base_policy=mant64 delta_mode=hilo2 items=29982; selected bit6 exact decision graph nodes=1452; synth_aig=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/aigs/ex219_r2_dg_delta_m64h2_b6.aig; yosys_log=student/work/ex204_ex299_frontend_continuation_20260614_1216/bf16-extra-r2/ex219/logs/ex219_r2_dg_delta_m64h2_b6.yosys.log,742,20,14840,
fp16-extra-r2,fp16,ex224,ex224|fp16_log2_prior_sparse_residual_reuse_screen|screened_no_candidate|shared_special_sign_exp_decode_plus_sparse_low12_residual|not_run|abc_xf_official_evaluate|manual_judgment_gate,fp16_log2_sparse_residual,rejected before generation: manual_judgments already marks sparse per-hi low12 residual defaults as do_not_repeat_as_is unless residual representation or normalizer is materially different,,,,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/failed_hypotheses.csv,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/failed_hypotheses.csv,,,,
fp16-extra-r2,fp16,ex224,ex224|fp16_log2_non_nested_residual|positive_normal_wordmode_mh5|shared special sign-exp decode plus per mant_hi word-mode defaults|yosys_abc_g_aig|abc_xf_official_evaluate|non_nested_wordmode_mant_hi5,fp16_log2_non_nested_residual,equivalent_but_did_not_beat_campaign_frontend_target,5788,17,98396,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex224/verilog/ex224_posnormal_wordmode_mh5.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex224/aigs/ex224_posnormal_wordmode_mh5_abc_g_aig.aig,student/runs/fp16/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex224/official_eval/ex224_posnormal_wordmode_mh5_abc_g_aig/ex224_posnormal_wordmode_mh5_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/failed_hypotheses.csv,truth-derived word-mode defaults by sign_exp and mant_hi; active_groups=30; mant_hi=5; buckets=960; const_buckets=0; overrides=25188; special_const_groups=33; special_full_groups=1; special_items=1057; truth-derived source exact by construction; official_status=OK,5788,17,98396,
fp16-extra-r2,fp16,ex224,ex224|fp16_log2_non_expbase_output_grouping|positive_normal_nested_low11_hi5|shared special sign-exp decode plus high output run trees and low11 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|non_expbase_nested_low11_hi5,fp16_log2_non_expbase_output_grouping,equivalent_but_did_not_beat_campaign_frontend_target,5805,18,104490,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex224/verilog/ex224_posnormal_nested_low11_hi5.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex224/aigs/ex224_posnormal_nested_low11_hi5_abc_g_aig.aig,student/runs/fp16/ex204_ex299_frontend_continuation_20260614_1216/fp16-extra-r2/ex224/official_eval/ex224_posnormal_nested_low11_hi5_abc_g_aig/ex224_posnormal_nested_low11_hi5_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/failed_hypotheses.csv,"truth-derived active sign-exp nested low table; active_groups=30; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; const_buckets=0; b15:runs=30,max=1,const_groups=30; b14:runs=31,max=2,const_groups=29; b13:runs=33,max=2,const_groups=27; b12:runs=36,max=4,const_groups=27; b11:runs=43,max=6,const_groups=25; truth-derived source exact by construction; official_status=OK",5805,18,104490,
integer-extra-r2,integer,ex256,ex256|unsigned_multiplier_shared_compressor|csa_concat_outside|shared_partial_products_with_alternate_final_carry/compressor_structure|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,unsigned_multiplier_shared_compressor,official OK but did not beat current frontend,166,20,3320,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/verilog/ex256_umul_csa_concat_outside.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/official_eval/ex256_umul_csa_concat_outside_abc_g_aig/ex256.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/logs/ex256_umul_csa_concat_outside_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=csa_concat_outside; flow=abc_g_aig",166,20,3320,
integer-extra-r2,integer,ex256,ex256|unsigned_multiplier_shared_compressor|csa_concat_outside|shared_partial_products_with_alternate_final_carry/compressor_structure|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,unsigned_multiplier_shared_compressor,official OK but did not beat current frontend,161,22,3542,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/verilog/ex256_umul_csa_concat_outside.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/official_eval/ex256_umul_csa_concat_outside_synth_preset_d18/ex256.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/logs/ex256_umul_csa_concat_outside_synth_preset_d18.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=csa_concat_outside; flow=synth_preset_d18",161,22,3542,
integer-extra-r2,integer,ex256,ex256|unsigned_multiplier_shared_compressor|csa_concat_center|shared_partial_products_with_alternate_final_carry/compressor_structure|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,unsigned_multiplier_shared_compressor,official OK but did not beat current frontend,161,22,3542,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/verilog/ex256_umul_csa_concat_center.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/official_eval/ex256_umul_csa_concat_center_abc_g_aig/ex256.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex256/logs/ex256_umul_csa_concat_center_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/failed_hypotheses.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=csa_concat_center; flow=abc_g_aig",161,22,3542,
