agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,log_path,aig_path,old_adp
arith-unary-r2,integer,ex274,ex274_square_wallace_square_factored_csel8_abc_g_aig,ex274|unsigned_square_x_times_x|wallace_square_factored_csel8+abc_g_aig|abc_g_aig,wallace_square_factored_csel8+abc_g_aig,official_ok_nonwinning,882,71,62622,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_factored_csel8; flow=abc_g_aig,,,
arith-unary-r2,integer,ex274,ex274_square_wallace_square_factored_csel8_synth_preset_d24,ex274|unsigned_square_x_times_x|wallace_square_factored_csel8+synth_preset_d24|synth_preset_d24,wallace_square_factored_csel8+synth_preset_d24,official_ok_nonwinning,883,71,62693,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_factored_csel8; flow=synth_preset_d24,,,
arith-unary-r2,integer,ex274,ex274_square_hybrid_bddtop4_trunc_csel10_abc_g_aig,ex274|unsigned_square_x_times_x|hybrid_bddtop4_trunc_csel10+abc_g_aig|abc_g_aig,hybrid_bddtop4_trunc_csel10+abc_g_aig,official_ok_nonwinning,1061,41,43501,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel10; flow=abc_g_aig,,,
arith-unary-r2,integer,ex274,ex274_square_hybrid_bddtop4_trunc_csel10_synth_preset_d24,ex274|unsigned_square_x_times_x|hybrid_bddtop4_trunc_csel10+synth_preset_d24|synth_preset_d24,hybrid_bddtop4_trunc_csel10+synth_preset_d24,official_ok_nonwinning,1055,41,43255,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop4_trunc_csel10; flow=synth_preset_d24,,,
arith-unary-r2,integer,ex274,ex274_square_hybrid_bddtop2_trunc_csel10_abc_g_aig,ex274|unsigned_square_x_times_x|hybrid_bddtop2_trunc_csel10+abc_g_aig|abc_g_aig,hybrid_bddtop2_trunc_csel10+abc_g_aig,official_ok_nonwinning,993,44,43692,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_csel10; flow=abc_g_aig,,,
arith-unary-r2,integer,ex274,ex274_square_hybrid_bddtop2_trunc_csel10_synth_preset_d24,ex274|unsigned_square_x_times_x|hybrid_bddtop2_trunc_csel10+synth_preset_d24|synth_preset_d24,hybrid_bddtop2_trunc_csel10+synth_preset_d24,official_ok_nonwinning,985,45,44325,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc_csel10; flow=synth_preset_d24,,,
bf16-extra-r2,bf16,ex200,ex200_r2_sepfield_e4m3s0_b14bh2,ex200|bf16_extra_r2_field_residual|bf16_exp|sep_fields_e4_m3_s0_bits_14_bh2|shared sign_exp constants plus field-local mantissa hi/lo residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit14,shared sign_exp constants plus field-local mantissa hi/lo residuals,official_ok,3650,16,58400,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,BF16 exp split into output sign/exp/mant fields with output bit14 residual.,,,
bf16-extra-r2,bf16,ex200,ex200_r2_delta_m64h2_b15bh2,ex200|bf16_extra_r2_delta_pair_residual|bf16_exp|delta_pair_mant64_hilo2_bits_15_bh2|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit15,shared exp base pair plus mantissa hi2 XOR delta residual,official_ok,3658,20,73160,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,BF16 exp positive/negative pair residuals using mantissa-64 base and sign-bit residual.,,,
bf16-extra-r2,bf16,ex200,ex200_r2_dg_delta_m64h2_b14,ex200|bf16_extra_r2_decision_graph_residual|bf16_exp|delta_pair_mant64_hilo2_decision_graph_bit14|shared exp base pair plus selected-bit input decision graph|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_dg_bit14,shared exp base pair plus selected-bit input decision graph,failed_generation_or_synthesis,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,BF16 exp mantissa-64 pair base with exact decision-graph residual for output bit14.,,,
bf16-extra-r2,bf16,ex201,ex201_r2_sepfield_e2m4s0_b3bh2,ex201|bf16_extra_r2_field_residual|bf16_exp2|sep_fields_e2_m4_s0_bits_3_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit3,shared sign_exp constants plus field-local mantissa hi4 residuals,official_ok,1708,16,27328,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,BF16 exp2 separated output fields with a different e2/m4 grouping for bit3 residual.,,,
bf16-extra-r2,bf16,ex201,ex201_r2_delta_m64h2_b3bh2,ex201|bf16_extra_r2_delta_pair_residual|bf16_exp2|delta_pair_mant64_hilo2_bits_3_bh2|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit3,shared exp base pair plus mantissa hi2 XOR delta residual,official_ok,1660,19,31540,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,BF16 exp2 positive/negative pair residuals using mantissa-64 base and bit3 residual.,,,
bf16-extra-r2,bf16,ex201,ex201_r2_dg_delta_m64h2_b3,ex201|bf16_extra_r2_decision_graph_residual|bf16_exp2|delta_pair_mant64_hilo2_decision_graph_bit3|shared exp base pair plus selected-bit input decision graph|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_dg_bit3,shared exp base pair plus selected-bit input decision graph,official_ok,1743,18,31374,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,BF16 exp2 mantissa-64 pair base with exact decision-graph residual for output bit3.,,,
bf16-extra-r2,bf16,ex214,ex214_r2_sepfield_e4m4s0_b13bh2,ex214|bf16_extra_r2_field_residual|bf16_reciprocal_square|sep_fields_e4_m4_s0_bits_13_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit13,shared sign_exp constants plus field-local mantissa hi4 residuals,official_ok,664,12,7968,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,"Reciprocal-square output fields with bit13 residual, avoiding the old duplicated cmp/casez shape.",,,
bf16-extra-r2,bf16,ex214,ex214_r2_delta_m64h2_b13cmp,ex214|bf16_extra_r2_delta_pair_residual|bf16_reciprocal_square|delta_pair_mant64_hilo2_bits_13_cmp|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit13,shared exp base pair plus mantissa hi2 XOR delta residual,official_ok,355,12,4260,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Reciprocal-square positive/negative pair residuals using mantissa-64 base and bit13 cmp residual.,,,
bf16-extra-r2,bf16,ex215,ex215_r2_sepfield_e3m4s3_b9bh2,ex215|bf16_extra_r2_field_residual|bf16_reciprocal_sqrt|sep_fields_e3_m4_s3_bits_9_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit9,shared sign_exp constants plus field-local mantissa hi4 residuals,official_ok,872,15,13080,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Reciprocal-sqrt separated fields with sign-aware grouping and bit9 residual.,,,
bf16-extra-r2,bf16,ex215,ex215_r2_delta_m64h2_b9bh2,ex215|bf16_extra_r2_delta_pair_residual|bf16_reciprocal_sqrt|delta_pair_mant64_hilo2_bits_9_bh2|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit9,shared exp base pair plus mantissa hi2 XOR delta residual,official_ok,447,13,5811,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Reciprocal-sqrt positive/negative pair residuals using mantissa-64 base and bit9 residual.,,,
bf16-extra-r2,bf16,ex216,ex216_r2_sepfield_e4m4s4_b14bh2,ex216|bf16_extra_r2_field_residual|bf16_cube|sep_fields_e4_m4_s4_bits_14_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit14,shared sign_exp constants plus field-local mantissa hi4 residuals,official_ok,829,16,13264,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Cube separated fields with sign-aware grouping and selected bit14 residual.,,,
bf16-extra-r2,bf16,ex216,ex216_r2_delta_m64h2_b14cmp,ex216|bf16_extra_r2_delta_pair_residual|bf16_cube|delta_pair_mant64_hilo2_bits_14_cmp|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit14,shared exp base pair plus mantissa hi2 XOR delta residual,official_ok,521,15,7815,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Cube positive/negative pair residuals using mantissa-64 base and bit14 comparator residual.,,,
bf16-extra-r2,bf16,ex216,ex216_r2_dg_delta_m64h2_b14,ex216|bf16_extra_r2_decision_graph_residual|bf16_cube|delta_pair_mant64_hilo2_decision_graph_bit14|shared exp base pair plus selected-bit input decision graph|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_dg_bit14,shared exp base pair plus selected-bit input decision graph,official_ok,543,14,7602,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Cube mantissa-64 pair base with exact decision-graph residual for output bit14.,,,
bf16-extra-r2,bf16,ex219,ex219_r2_sepfield_e3m4s3_b6bh2,ex219|bf16_extra_r2_field_residual|bf16_reciprocal_cbrt|sep_fields_e3_m4_s3_bits_6_bh2|shared sign_exp constants plus field-local mantissa hi4 residuals|yosys_default_abc_and|abc_xf_official_evaluate|separate_fields_selected_bit6,shared sign_exp constants plus field-local mantissa hi4 residuals,official_ok,1337,15,20055,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Reciprocal-cbrt separated fields with sign-aware grouping and bit6 residual.,,,
bf16-extra-r2,bf16,ex219,ex219_r2_delta_m64h2_b6cmp,ex219|bf16_extra_r2_delta_pair_residual|bf16_reciprocal_cbrt|delta_pair_mant64_hilo2_bits_6_cmp|shared exp base pair plus mantissa hi2 XOR delta residual|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_selected_bit6,shared exp base pair plus mantissa hi2 XOR delta residual,official_ok,708,14,9912,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Reciprocal-cbrt mantissa-64 pair residual with bit6 comparator residual.,,,
bf16-extra-r2,bf16,ex219,ex219_r2_dg_delta_m64h2_b6,ex219|bf16_extra_r2_decision_graph_residual|bf16_reciprocal_cbrt|delta_pair_mant64_hilo2_decision_graph_bit6|shared exp base pair plus selected-bit input decision graph|yosys_default_abc_and|abc_xf_official_evaluate|posneg_pair_dg_bit6,shared exp base pair plus selected-bit input decision graph,official_ok,742,20,14840,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/bf16-extra-r2/shared_structure_report.csv,Reciprocal-cbrt mantissa-64 pair base with exact decision-graph residual for output bit6.,,,
fp16-extra-r2,fp16,ex221,ex221_varying_signexp_nested_low10_hi5_abc_g_aig,ex221|fp16_exp2_field_shell|active_signexp_nested_low10_hi5|shared sign-exp decode plus high output run trees and low10 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|active_signexp_low10_hi5,shared sign-exp decode plus high output run trees and low10 nested LUT,OK,6811,18,122598,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,"truth-derived active sign-exp nested low table; active_groups=31; special_const_groups=33; special_full_groups=0; special_items=33; low_width=10; nested_hi=5; nested_lo=5; low_items=20336; const_buckets=368; b15:runs=31,max=1,const_groups=31; b14:runs=32,max=2,const_groups=30; b13:runs=34,max=2,const_groups=28; b12:runs=38,max=3,const_groups=25; b11:runs=46,max=5,const_groups=23; b10:runs=58,max=8,const_groups=22; truth-derived source exact by construction; official_status=OK",,,
fp16-extra-r2,fp16,ex221,ex221_varying_signexp_nested_low9_hi6_abc_g_aig,ex221|fp16_exp2_field_shell|active_signexp_nested_low9_hi6|shared sign-exp decode plus high output run trees and low9 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|active_signexp_low9_hi6,shared sign-exp decode plus high output run trees and low9 nested LUT,OK,7565,18,136170,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,"truth-derived active sign-exp nested low table; active_groups=31; special_const_groups=33; special_full_groups=0; special_items=33; low_width=9; nested_hi=6; nested_lo=4; low_items=18604; const_buckets=876; b15:runs=31,max=1,const_groups=31; b14:runs=32,max=2,const_groups=30; b13:runs=34,max=2,const_groups=28; b12:runs=38,max=3,const_groups=25; b11:runs=46,max=5,const_groups=23; b10:runs=58,max=8,const_groups=22; b9:runs=88,max=16,const_groups=18; truth-derived source exact by construction; official_status=OK",,,
fp16-extra-r2,fp16,ex221,ex221_varying_signexp_wordmode_mh5_abc_g_aig,ex221|fp16_exp2_field_shell|active_signexp_wordmode_mh5|shared sign-exp decode plus per mant_hi mode default residuals|yosys_abc_g_aig|abc_xf_official_evaluate|wordmode_mant_hi5,shared sign-exp decode plus per mant_hi mode default residuals,OK,7042,18,126756,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,truth-derived word-mode defaults by sign_exp and mant_hi; active_groups=31; mant_hi=5; buckets=992; const_buckets=367; overrides=14874; special_const_groups=33; special_full_groups=0; special_items=33; truth-derived source exact by construction; official_status=OK,,,
fp16-extra-r2,fp16,ex224,ex224_posnormal_wordmode_mh5_abc_g_aig,ex224|fp16_log2_non_nested_residual|positive_normal_wordmode_mh5|shared special sign-exp decode plus per mant_hi word-mode defaults|yosys_abc_g_aig|abc_xf_official_evaluate|non_nested_wordmode_mant_hi5,shared special sign-exp decode plus per mant_hi word-mode defaults,OK,5788,17,98396,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,truth-derived word-mode defaults by sign_exp and mant_hi; active_groups=30; mant_hi=5; buckets=960; const_buckets=0; overrides=25188; special_const_groups=33; special_full_groups=1; special_items=1057; truth-derived source exact by construction; official_status=OK,,,
fp16-extra-r2,fp16,ex224,ex224_posnormal_nested_low11_hi5_abc_g_aig,ex224|fp16_log2_non_expbase_output_grouping|positive_normal_nested_low11_hi5|shared special sign-exp decode plus high output run trees and low11 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|non_expbase_nested_low11_hi5,shared special sign-exp decode plus high output run trees and low11 nested LUT,OK,5805,18,104490,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,"truth-derived active sign-exp nested low table; active_groups=30; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=11; nested_hi=5; nested_lo=5; low_items=30720; const_buckets=0; b15:runs=30,max=1,const_groups=30; b14:runs=31,max=2,const_groups=29; b13:runs=33,max=2,const_groups=27; b12:runs=36,max=4,const_groups=27; b11:runs=43,max=6,const_groups=25; truth-derived source exact by construction; official_status=OK",,,
fp16-extra-r2,fp16,ex229,ex229_odd_nested_low10_hi6_abc_g_aig,"ex229|fp16_tanh_odd_transition_shell|positive_exp_nested_low10_hi6|shared positive exp decode, high output run trees, and sign xor symmetry|yosys_abc_g_aig|abc_xf_official_evaluate|odd_positive_low10_hi6","shared positive exp decode, high output run trees, and sign xor symmetry",OK,3919,17,66623,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,odd tanh positive-domain nested active exps 1..17; pos_special_const_exp=14; pos_special_full_exp=1; pos_special_items=1038; pos_low_width=10; nested_hi=6; pos_low_items=16088; pos_b15_runs=17; pos_b14_runs=17; pos_b13_runs=17; pos_b12_runs=18; pos_b11_runs=20; pos_b10_runs=23; python model exact; official_status=OK,,,
fp16-extra-r2,fp16,ex229,ex229_odd_nested_low9_hi6_abc_g_aig,"ex229|fp16_tanh_odd_transition_shell|positive_exp_nested_low9_hi6|shared positive exp decode, high output run trees, and sign xor symmetry|yosys_abc_g_aig|abc_xf_official_evaluate|odd_positive_low9_hi6","shared positive exp decode, high output run trees, and sign xor symmetry",OK,3957,16,63312,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,odd tanh positive-domain nested active exps 1..17; pos_special_const_exp=14; pos_special_full_exp=1; pos_special_items=1038; pos_low_width=9; nested_hi=6; pos_low_items=16088; pos_b15_runs=17; pos_b14_runs=17; pos_b13_runs=17; pos_b12_runs=18; pos_b11_runs=20; pos_b10_runs=23; pos_b9_runs=37; python model exact; official_status=OK,,,
fp16-extra-r2,fp16,ex229,ex229_odd_wordmode_mh5_abc_g_aig,"ex229|fp16_tanh_odd_transition_shell|positive_exp_wordmode_mh5|shared positive exp decode, per mant_hi residual defaults, and sign xor symmetry|yosys_abc_g_aig|abc_xf_official_evaluate|odd_positive_wordmode_mant_hi5","shared positive exp decode, per mant_hi residual defaults, and sign xor symmetry",OK,3776,18,67968,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,odd tanh positive-domain word-mode defaults; mant_hi=5; buckets=544; overrides=15124; pos_special_const_exp=14; pos_special_full_exp=1; pos_special_items=1038; python model exact; official_status=OK,,,
fp16-extra-r2,fp16,ex234,ex234_boundary_wordmode_mh5_abc_g_aig,ex234|fp16_reciprocal_square_boundary_split|core_formula_boundary_wordmode_mh5|shared core exponent formula plus boundary mantissa-high word-mode defaults|yosys_abc_g_aig|abc_xf_official_evaluate|core_formula_boundary_wordmode_mh5,shared core exponent formula plus boundary mantissa-high word-mode defaults,OK,1278,14,17892,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,reciprocal-square core formula plus boundary exp7/22 word-mode buckets; boundary_mant_hi=5; boundary_low=8; special_items=1039; core_mant_b9_runs=5; core_mant_b8_runs=9; core_mant_low_width=8; core_mant_nested_hi=5; core_mant_items=1024; truth-derived source exact by construction; official_status=OK,,,
fp16-extra-r2,fp16,ex234,ex234_boundary_wordmode_mh4_abc_g_aig,ex234|fp16_reciprocal_square_boundary_split|core_formula_boundary_wordmode_mh4|shared core exponent formula plus coarser boundary word-mode defaults|yosys_abc_g_aig|abc_xf_official_evaluate|core_formula_boundary_wordmode_mh4,shared core exponent formula plus coarser boundary word-mode defaults,OK,1289,16,20624,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,reciprocal-square core formula plus boundary exp7/22 word-mode buckets; boundary_mant_hi=4; boundary_low=8; special_items=1039; core_mant_b9_runs=5; core_mant_b8_runs=9; core_mant_low_width=8; core_mant_nested_hi=5; core_mant_items=1024; truth-derived source exact by construction; official_status=OK,,,
fp16-extra-r2,fp16,ex234,ex234_boundary_wordmode_mh6_abc_g_aig,ex234|fp16_reciprocal_square_boundary_split|core_formula_boundary_wordmode_mh6|shared core exponent formula plus finer boundary word-mode defaults|yosys_abc_g_aig|abc_xf_official_evaluate|core_formula_boundary_wordmode_mh6,shared core exponent formula plus finer boundary word-mode defaults,OK,1321,14,18494,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,reciprocal-square core formula plus boundary exp7/22 word-mode buckets; boundary_mant_hi=6; boundary_low=8; special_items=1039; core_mant_b9_runs=5; core_mant_b8_runs=9; core_mant_low_width=8; core_mant_nested_hi=5; core_mant_items=1024; truth-derived source exact by construction; official_status=OK,,,
fp16-extra-r2,fp16,ex236,ex236_core_clamp_hi5_abc_g_aig,ex236|fp16_cube_core_clamp_partition|core_clamp_hi5|shared cube exponent delta/clamp predicates with low mantissa hi5 LUT|yosys_abc_g_aig|abc_xf_official_evaluate|core_clamp_nested_hi5,shared cube exponent delta/clamp predicates with low mantissa hi5 LUT,OK,1493,16,23888,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,"exp_delta_width=2; exp_delta_runs=3; exp_delta_max=2; mant_high=; low_width=10; nested_hi=5; boundary_clamp=exp10 mant1..0x109 zero, mant0x10a min-normal, exp20 mant>=0x10b inf; truth-derived source exact by construction; official_status=OK",,,
fp16-extra-r2,fp16,ex236,ex236_core_clamp_hi7_abc_g_aig,ex236|fp16_cube_core_clamp_partition|core_clamp_hi7|shared cube exponent delta/clamp predicates with low mantissa hi7 LUT|yosys_abc_g_aig|abc_xf_official_evaluate|core_clamp_nested_hi7,shared cube exponent delta/clamp predicates with low mantissa hi7 LUT,OK,1627,15,24405,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/fp16-extra-r2/shared_structure_report.csv,"exp_delta_width=2; exp_delta_runs=3; exp_delta_max=2; mant_high=; low_width=10; nested_hi=7; boundary_clamp=exp10 mant1..0x109 zero, mant0x10a min-normal, exp20 mant>=0x10b inf; truth-derived source exact by construction; official_status=OK",,,
integer-extra-r2,integer,ex256,ex256_umul_csa_concat_outside_abc_g_aig,ex256|unsigned_multiplier_shared_compressor|csa_concat_outside|shared_partial_products_with_alternate_final_carry/compressor_structure|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,shared partial products with alternate final carry/compressor structure,official_ok_nonwinning,166,20,3320,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=csa_concat_outside; flow=abc_g_aig",,,
integer-extra-r2,integer,ex256,ex256_umul_csa_concat_outside_synth_preset_d18,ex256|unsigned_multiplier_shared_compressor|csa_concat_outside|shared_partial_products_with_alternate_final_carry/compressor_structure|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,shared partial products with alternate final carry/compressor structure,official_ok_nonwinning,161,22,3542,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=csa_concat_outside; flow=synth_preset_d18",,,
integer-extra-r2,integer,ex256,ex256_umul_csa_concat_center_abc_g_aig,ex256|unsigned_multiplier_shared_compressor|csa_concat_center|shared_partial_products_with_alternate_final_carry/compressor_structure|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,shared partial products with alternate final carry/compressor structure,official_ok_nonwinning,161,22,3542,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=csa_concat_center; flow=abc_g_aig",,,
integer-extra-r2,integer,ex256,ex256_umul_csa_concat_center_synth_preset_d18,ex256|unsigned_multiplier_shared_compressor|csa_concat_center|shared_partial_products_with_alternate_final_carry/compressor_structure|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,shared partial products with alternate final carry/compressor structure,official_ok_nonwinning,161,22,3542,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=csa_concat_center; flow=synth_preset_d18",,,
integer-extra-r2,integer,ex256,ex256_umul_dadda_bits_prefix_abc_g_aig,ex256|unsigned_multiplier_shared_compressor|dadda_bits_prefix|shared_partial_products_with_alternate_final_carry/compressor_structure|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,shared partial products with alternate final carry/compressor structure,official_ok_nonwinning,168,22,3696,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=dadda_bits_prefix; flow=abc_g_aig",,,
integer-extra-r2,integer,ex256,ex256_umul_dadda_bits_prefix_synth_preset_d18,ex256|unsigned_multiplier_shared_compressor|dadda_bits_prefix|shared_partial_products_with_alternate_final_carry/compressor_structure|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,shared partial products with alternate final carry/compressor structure,official_ok_nonwinning,166,21,3486,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=dadda_bits_prefix; flow=synth_preset_d18",,,
integer-extra-r2,integer,ex256,ex256_umul_split_half_abc_g_aig,ex256|unsigned_multiplier_shared_compressor|split_half|shared_partial_products_with_alternate_final_carry/compressor_structure|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,shared partial products with alternate final carry/compressor structure,official_ok_nonwinning,152,21,3192,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-replay CSA concat order, Dadda prefix, and split product sources; avoided=not current_frontend_replay or Wallace-only replay; generator_notes=exact unsigned low5 * high5 over 1024 inputs; source=split_half; flow=abc_g_aig",,,
