case,agent_id,hypothesis,representation,shared_structure,expected_sharing,observed_result,notes,candidate_id,synth_flow,domain,method_signature,sharing_scope,verification_status,evidence_path
ex295,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,unknown,ex295|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig.evaluate.py.log
ex295,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,unknown,ex295|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d14|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d14.evaluate.py.log
ex295,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,unknown,ex295|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex295_r24_cell_grouped_symbol_plane_majority_default_synth_preset|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_cell_grouped_symbol_plane_majority_default_synth_preset.evaluate.py.log
ex295,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,unknown,ex295|unknown_large_r24|current_source_synthflow_variant|ex295_r24_current_source_abc_g_aig_d14|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_current_source_abc_g_aig_d14.evaluate.py.log
ex295,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,unknown,ex295|unknown_large_r24|current_source_synthflow_variant|ex295_r24_current_source_abc_g_aig_d16|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_current_source_abc_g_aig_d16.evaluate.py.log
ex295,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,unknown,ex295|unknown_large_r24|current_source_synthflow_variant|ex295_r24_current_source_extra_opt_share|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_current_source_extra_opt_share.evaluate.py.log
ex295,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=123270; reference=68064,,,unknown,ex295|unknown_large_r24|current_source_synthflow_variant|ex295_r24_current_source_synth_preset|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex295/logs/ex295_r24_current_source_synth_preset.evaluate.py.log
ex297,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,unknown,ex297|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig.evaluate.py.log
ex297,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,unknown,ex297|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d16|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d16.evaluate.py.log
ex297,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,unknown,ex297|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex297_r24_cell_grouped_symbol_plane_majority_default_synth_preset|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_cell_grouped_symbol_plane_majority_default_synth_preset.evaluate.py.log
ex297,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,unknown,ex297|unknown_large_r24|current_source_synthflow_variant|ex297_r24_current_source_abc_g_aig_d16|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_current_source_abc_g_aig_d16.evaluate.py.log
ex297,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,unknown,ex297|unknown_large_r24|current_source_synthflow_variant|ex297_r24_current_source_abc_g_aig_d18|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_current_source_abc_g_aig_d18.evaluate.py.log
ex297,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,unknown,ex297|unknown_large_r24|current_source_synthflow_variant|ex297_r24_current_source_extra_opt_share|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_current_source_extra_opt_share.evaluate.py.log
ex297,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=569592; reference=225900,,,unknown,ex297|unknown_large_r24|current_source_synthflow_variant|ex297_r24_current_source_synth_preset|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex297/logs/ex297_r24_current_source_synth_preset.evaluate.py.log
ex299,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=2487261; reference=1013807,,,unknown,ex299|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex299_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/logs/ex299_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig.evaluate.py.log
ex299,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=2487261; reference=1013807,,,unknown,ex299|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex299_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d18|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/logs/ex299_r24_cell_grouped_symbol_plane_majority_default_abc_g_aig_d18.evaluate.py.log
ex299,unknown-large-r24,,,shared symbol-plane selector/default logic with grouped cell-majority fallback,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=2487261; reference=1013807,,,unknown,ex299|unknown_large_r24|cell_grouped_symbol_plane_majority_default|ex299_r24_cell_grouped_symbol_plane_majority_default_synth_preset|official_evaluate_py,cell_grouped_outputs,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/logs/ex299_r24_cell_grouped_symbol_plane_majority_default_synth_preset.evaluate.py.log
ex299,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=2487261; reference=1013807,,,unknown,ex299|unknown_large_r24|current_source_synthflow_variant|ex299_r24_current_source_abc_g_aig_d18|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/logs/ex299_r24_current_source_abc_g_aig_d18.evaluate.py.log
ex299,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=2487261; reference=1013807,,,unknown,ex299|unknown_large_r24|current_source_synthflow_variant|ex299_r24_current_source_abc_g_aig_d21|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/logs/ex299_r24_current_source_abc_g_aig_d21.evaluate.py.log
ex299,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=2487261; reference=1013807,,,unknown,ex299|unknown_large_r24|current_source_synthflow_variant|ex299_r24_current_source_extra_opt_share|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/logs/ex299_r24_current_source_extra_opt_share.evaluate.py.log
ex299,unknown-large-r24,,,shared selector decoders and symbol-plane exact partition replay with changed synth flow,,,official evaluate.py OK; reconstructed by coordinator from worker log; current_frontend=2487261; reference=1013807,,,unknown,ex299|unknown_large_r24|current_source_synthflow_variant|ex299_r24_current_source_synth_preset|official_evaluate_py,all_outputs_grouped,official_evaluate_ok,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-large-r24/ex299/logs/ex299_r24_current_source_synth_preset.evaluate.py.log
ex288,unknown-routing-r24,,,bucket-key exact-cover or MDD source,,,"Prior ex288 evidence: exact bucket key needs 13824 mapped keys; limited exact cover still needs 637..2524 cubes per bit and multi-valued MDD width remains 751, so no new RTL is defensible.",,,unknown,ex288|hamming_weight_preserving_lossy_routing_normalizer|bucket-key_exact-cover_or_MDD_source|evidence_backed_blocker_no_rtl|not_synthesized|official_evaluate_py_required_for_success|full_word,blocked_before_rtl,blocked_before_rtl,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/high_level_dossier.md
ex288,unknown-routing-r24,,,"known input-swap canonical key, class cofactor BDDs, selected key-BDD output roots",,,"exact symmetry cofactor class-onehot model over 32768 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:14:1:13:2:12; inner_bits=3:4:5:6:7:8:9:10:11; classes=64; group_nodes=172:162:155:162:156:127:138:127:138:137:110:126:129:117:125:120:129:129:129:135:139:127:128:126:151:110:145:120:132:108:153:118:133:129:120:118:157:102:131:103:105:127:103:127:127:112:140:116:138:124:125:135:145:101:150:111:114:164:101:164:110:108:133:119; total_group_nodes=8272; anf_bits=; key_bdd_bits=bits=6:7:nodes=453; popcount_repair_bits=; parity_repair_bits=",,,unknown,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_14_1_13_2_12_keybdd_6_7|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_6_7_abc_g_aig.md
ex288,unknown-routing-r24,,,"known input-swap canonical key, class cofactor BDDs, selected key-BDD output roots",,,"exact symmetry cofactor class-onehot model over 32768 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:14:1:13:2:12; inner_bits=3:4:5:6:7:8:9:10:11; classes=64; group_nodes=163:155:149:154:166:117:141:118:128:130:110:117:144:111:128:111:122:138:124:144:135:122:121:118:149:122:142:133:131:100:143:108:146:138:123:127:142:112:129:111:115:139:109:133:126:123:141:124:142:119:127:122:145:111:161:120:121:160:111:158:121:119:149:130; total_group_nodes=8348; anf_bits=; key_bdd_bits=bits=7:8:nodes=450; popcount_repair_bits=; parity_repair_bits=",,,unknown,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_14_1_13_2_12_keybdd_7_8|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_7_8_abc_g_aig.md
ex288,unknown-routing-r24,,,"known input-swap canonical key, class cofactor BDDs, selected key-BDD output roots",,,"exact symmetry cofactor class-onehot model over 32768 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:14:1:13:2:12; inner_bits=3:4:5:6:7:8:9:10:11; classes=64; group_nodes=162:154:148:153:155:116:137:117:127:129:109:116:128:110:124:110:121:128:123:134:134:121:120:117:148:109:141:119:130:99:142:107:132:128:119:117:141:101:128:102:104:126:103:126:125:111:140:115:137:118:124:121:144:100:149:110:113:159:100:157:109:107:132:118; total_group_nodes=8004; anf_bits=; key_bdd_bits=bits=6:7:8:nodes=571; popcount_repair_bits=; parity_repair_bits=",,,unknown,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_14_1_13_2_12_keybdd_6_7_8|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_onehot_group_keybdd_6_7_8_abc_g_aig.md
ex288,unknown-routing-r24,,,"known input-swap canonical key, class cofactor BDDs, selected key-BDD output roots",,,"exact symmetry cofactor class-onehot model over 32768 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:14:1:13:2:12; inner_bits=3:4:5:6:7:8:9:10:11; classes=64; group_nodes=173:163:156:163:167:128:142:128:139:138:111:127:145:118:129:121:130:139:130:145:140:128:129:127:152:123:146:134:133:109:154:119:147:139:124:128:158:113:132:112:116:140:109:134:128:124:141:125:143:125:128:136:146:112:162:121:122:165:112:165:122:120:150:131; total_group_nodes=8616; anf_bits=; key_bdd_bits=bits=7:nodes=67; popcount_repair_bits=; parity_repair_bits=",,,unknown,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_case_group_bits_0_14_1_13_2_12_keybdd_7|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_case_group_keybdd_7_abc_g_aig.md
ex288,unknown-routing-r24,,,"known input-swap canonical key, class cofactor BDDs, selected key-BDD output roots",,,"exact symmetry cofactor class-onehot model over 32768 inputs; pairs=4:5,6:7,8:9; order=interleave; policy=f10; mux_style=onehot; bdd_share=global; outer_bits=0:14:1:13:2:12; inner_bits=3:4:5:6:7:8:9:10:11; classes=64; group_nodes=500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500:500; total_group_nodes=32000; anf_bits=; key_bdd_bits=bits=7:nodes=67; popcount_repair_bits=; parity_repair_bits=",,,unknown,ex288|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_global_bits_0_14_1_13_2_12_keybdd_7|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex288/notes/ex288_r24_f10_bits_0_14_1_13_2_12_onehot_global_keybdd_7_abc_g_aig.md
ex285,unknown-routing-r24,,,compact nonlinear token-state screen,,,Round22/Round23 evidence: pair-state exactness needs 2304 keys and compact lane/count descriptor reaches only 1079/4096 majority rows; emitting RTL would repeat key-table/cofactor directions.,,,unknown,ex285|hamming_weight_preserving_lossy_routing_normalizer|compact_nonlinear_token-state_screen|evidence_backed_blocker_no_rtl|not_synthesized|official_evaluate_py_required_for_success|full_word,blocked_before_rtl,blocked_before_rtl,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex285/notes/high_level_dossier.md
ex285,unknown-routing-r24,,,"known input-swap canonical key, class cofactor BDDs, selected key-BDD output roots",,,exact symmetry cofactor class-onehot model over 4096 inputs; pairs=4:5; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:11:1:10; inner_bits=2:3:4:5:6:7:8:9; classes=16; group_nodes=102:105:89:91:105:96:91:89:83:79:86:88:79:83:88:91; total_group_nodes=1445; anf_bits=; key_bdd_bits=bits=5:6:nodes=92; popcount_repair_bits=; parity_repair_bits=,,,unknown,ex285|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_11_1_10_keybdd_5_6|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex285/notes/ex285_r24_f10_bits_0_11_1_10_onehot_group_keybdd_5_6_abc_g_aig.md
ex285,unknown-routing-r24,,,"known input-swap canonical key, class cofactor BDDs, selected key-BDD output roots",,,exact symmetry cofactor class-onehot model over 4096 inputs; pairs=4:5; order=interleave; policy=f00; mux_style=onehot; bdd_share=group; outer_bits=0:11:1:10; inner_bits=2:3:4:5:6:7:8:9; classes=16; group_nodes=92:96:79:82:96:86:82:79:71:68:74:77:68:73:77:81; total_group_nodes=1281; anf_bits=; key_bdd_bits=bits=5:6:7:nodes=119; popcount_repair_bits=; parity_repair_bits=,,,unknown,ex285|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_onehot_group_bits_0_11_1_10_keybdd_5_6_7|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex285/notes/ex285_r24_f00_bits_0_11_1_10_onehot_group_keybdd_5_6_7_abc_g_aig.md
ex285,unknown-routing-r24,,,"known input-swap canonical key, class cofactor BDDs, selected key-BDD output roots",,,exact symmetry cofactor class-onehot model over 4096 inputs; pairs=4:5; order=interleave; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:11:1:10; inner_bits=2:3:4:5:6:7:8:9; classes=16; group_nodes=102:105:89:91:105:96:91:89:83:79:86:88:79:83:88:91; total_group_nodes=1445; anf_bits=; key_bdd_bits=bits=5:6:nodes=92; popcount_repair_bits=; parity_repair_bits=,,,unknown,ex285|hamming_weight_preserving_lossy_routing_normalizer|symcof_keybdd_bypass_case_group_bits_0_11_1_10_keybdd_5_6|pair_symmetry_canonical_key_plus_selected_output_keybdd_bypass|yosys_abc_g_aig_official_evaluate|exact_pair_symmetry_key_model|full_word_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex285/notes/ex285_r24_f10_bits_0_11_1_10_case_group_keybdd_5_6_abc_g_aig.md
ex289,unknown-routing-r24,,,new affine/complement-duality basis screen,,,Prior ex289 evidence: affine/index complement-duality searches rediscover only the known split2 reverse relation; pairdelta and global wrappers were equivalent but worse.,,,unknown,ex289|hamming_weight_preserving_lossy_routing_normalizer|new_affine/complement-duality_basis_screen|evidence_backed_blocker_no_rtl|not_synthesized|official_evaluate_py_required_for_success|full_word,blocked_before_rtl,blocked_before_rtl,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex289/notes/high_level_dossier.md
ex289,unknown-routing-r24,,,"split2 complement/reverse duality, pair-canonical representative-half key, shared key-BDD roots",,,"exact duality-wrapped symcof model over 65536 inputs; duality_wrapper=split2; original_outer_bits=0:1:12:13; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=189:195:186:176:179:198:198:165:172:159:167:177:174:179; total_group_nodes=2514; anf_bits=; key_bdd_bits=bits=7:nodes=318; popcount_repair_bits=; parity_repair_bits=",,,unknown,ex289|hamming_weight_preserving_lossy_routing_normalizer|split2_duality_keybdd_bypass_onehot_group_bits_0_1_12_13_keybdd_7|split2_complement_reverse_wrapper_plus_pair_symmetry_key_bdd_bypass|yosys_abc_g_aig_official_evaluate|exact_complement_reverse_duality_and_pair_symmetry|duality_wrapped_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex289/notes/ex289_r24_split2_f10_bits_0_1_12_13_onehot_group_xor_keybdd_7_abc_g_aig.md
ex289,unknown-routing-r24,,,"split2 complement/reverse duality, pair-canonical representative-half key, shared key-BDD roots",,,"exact duality-wrapped symcof model over 65536 inputs; duality_wrapper=split2; original_outer_bits=0:1:12:13; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=onehot; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=187:183:185:175:167:197:197:163:169:156:163:173:173:178; total_group_nodes=2466; anf_bits=; key_bdd_bits=bits=7:8:nodes=430; popcount_repair_bits=; parity_repair_bits=",,,unknown,ex289|hamming_weight_preserving_lossy_routing_normalizer|split2_duality_keybdd_bypass_onehot_group_bits_0_1_12_13_keybdd_7_8|split2_complement_reverse_wrapper_plus_pair_symmetry_key_bdd_bypass|yosys_abc_g_aig_official_evaluate|exact_complement_reverse_duality_and_pair_symmetry|duality_wrapped_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex289/notes/ex289_r24_split2_f10_bits_0_1_12_13_onehot_group_xor_keybdd_7_8_abc_g_aig.md
ex289,unknown-routing-r24,,,"split2 complement/reverse duality, pair-canonical representative-half key, shared key-BDD roots",,,"exact duality-wrapped symcof model over 65536 inputs; duality_wrapper=split2; original_outer_bits=0:1:12:13; original_pairs=4:5,6:7,8:9,10:11; pairs=3:4,5:6,7:8,9:10; order=interleave; policy=f10; mux_style=case; bdd_share=group; outer_bits=0:1:11:12; inner_bits=2:3:4:5:6:7:8:9:10:13:14; classes=14; group_nodes=189:195:186:176:179:198:198:165:172:159:167:177:174:179; total_group_nodes=2514; anf_bits=; key_bdd_bits=bits=7:nodes=318; popcount_repair_bits=; parity_repair_bits=",,,unknown,ex289|hamming_weight_preserving_lossy_routing_normalizer|split2_duality_keybdd_bypass_case_group_bits_0_1_12_13_keybdd_7|split2_complement_reverse_wrapper_plus_pair_symmetry_key_bdd_bypass|yosys_abc_g_aig_official_evaluate|exact_complement_reverse_duality_and_pair_symmetry|duality_wrapped_class_mux_with_selected_keybdd_outputs,multi-output selected-root sharing,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/unknown-routing-r24/ex289/notes/ex289_r24_split2_f10_bits_0_1_12_13_case_group_xor_keybdd_7_abc_g_aig.md
