case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes,status,official_output_dir,runtime_sec
ex204,,mixed-r24,ex204_r24_bf16_log2_sep_fields_e4_m3_s1_formula_bits_11_14_abc_g_gates,,,,2162,17,36754,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_sep_fields_e4_m3_s1_formula_bits_11_14.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/aigs/ex204_r24_bf16_log2_sep_fields_e4_m3_s1_formula_bits_11_14_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_sep_fields_e4_m3_s1_formula_bits_11_14_abc_g_gates.evaluate.py.log,separate fields exp_hi=4 mant_hi=3 sign_hi=1 items=8921; formula bit overrides bits=11_14 bit_items=2; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/official_eval/ex204_r24_bf16_log2_sep_fields_e4_m3_s1_formula_bits_11_14_abc_g_gates,1.026
ex218,,mixed-r24,ex218_r24_bf16_recip_cube_aggr_semantic_exp_delta_fields_bits_8_9_bh3_abc_g_aig,,,,689,25,17225,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/verilog/ex218_r24_bf16_recip_cube_aggr_semantic_exp_delta_fields_bits_8_9_bh3.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/aigs/ex218_r24_bf16_recip_cube_aggr_semantic_exp_delta_fields_bits_8_9_bh3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/logs/ex218_r24_bf16_recip_cube_aggr_semantic_exp_delta_fields_bits_8_9_bh3_abc_g_aig.evaluate.py.log,aggressive semantic BF16 RTL; items=base=arith_recip_cube; positive_entries=32768; normal_entries=10847; special_entries=21921; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=8_9 bit_hi_bits=3 bit_items=3330; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/official_eval/ex218_r24_bf16_recip_cube_aggr_semantic_exp_delta_fields_bits_8_9_bh3_abc_g_aig,0.474
ex218,,mixed-r24,ex218_r24_bf16_recip_cube_sep_fields_e4_m2_s1_abc_g_aig,,,,820,13,10660,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/verilog/ex218_r24_bf16_recip_cube_sep_fields_e4_m2_s1.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/aigs/ex218_r24_bf16_recip_cube_sep_fields_e4_m2_s1_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/logs/ex218_r24_bf16_recip_cube_sep_fields_e4_m2_s1_abc_g_aig.evaluate.py.log,separate fields exp_hi=4 mant_hi=2 sign_hi=1 items=25699; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/official_eval/ex218_r24_bf16_recip_cube_sep_fields_e4_m2_s1_abc_g_aig,0.484
ex225,,mixed-r24,ex225_r24_fp16_nested_low14_hi4_abc_g_aig,,,,11265,20,225300,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/verilog/ex225_r24_fp16_nested_low14_hi4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/aigs/ex225_r24_fp16_nested_low14_hi4_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/logs/ex225_r24_fp16_nested_low14_hi4_abc_g_aig.evaluate.py.log,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction",OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/official_eval/ex225_r24_fp16_nested_low14_hi4_abc_g_aig,1.363
ex225,,mixed-r24,ex225_r24_fp16_nested_low13_hi5_abc_g_gates,,,,11537,20,230740,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/verilog/ex225_r24_fp16_nested_low13_hi5.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/aigs/ex225_r24_fp16_nested_low13_hi5_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/logs/ex225_r24_fp16_nested_low13_hi5_abc_g_gates.evaluate.py.log,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction",OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex225/official_eval/ex225_r24_fp16_nested_low13_hi5_abc_g_gates,1.353
ex223,,mixed-r24,ex223_r24_fp16_nested_low13_hi5_abc_g_gates,,,,10758,20,215160,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/verilog/ex223_r24_fp16_nested_low13_hi5.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/aigs/ex223_r24_fp16_nested_low13_hi5_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/logs/ex223_r24_fp16_nested_low13_hi5_abc_g_gates.evaluate.py.log,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction",OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/official_eval/ex223_r24_fp16_nested_low13_hi5_abc_g_gates,1.311
ex223,,mixed-r24,ex223_r24_fp16_nested_low14_hi4_abc_g_aig,,,,10621,20,212420,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/verilog/ex223_r24_fp16_nested_low14_hi4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/aigs/ex223_r24_fp16_nested_low14_hi4_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/logs/ex223_r24_fp16_nested_low14_hi4_abc_g_aig.evaluate.py.log,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction",OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex223/official_eval/ex223_r24_fp16_nested_low14_hi4_abc_g_aig,1.295
ex224,,mixed-r24,ex224_r24_fp16_nested_low12_hi5_abc_g_gates,,,,5788,18,104184,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/verilog/ex224_r24_fp16_nested_low12_hi5.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/aigs/ex224_r24_fp16_nested_low12_hi5_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/logs/ex224_r24_fp16_nested_low12_hi5_abc_g_gates.evaluate.py.log,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=12; nested_hi=5; nested_lo=5; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=31,max=2,const=29; b13:runs=33,max=2,const=27; b12:runs=36,max=4,const=27; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction",OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/official_eval/ex224_r24_fp16_nested_low12_hi5_abc_g_gates,1.224
ex224,,mixed-r24,ex224_r24_fp16_nested_low13_hi4_abc_g_aig,,,,5886,18,105948,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/verilog/ex224_r24_fp16_nested_low13_hi4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/aigs/ex224_r24_fp16_nested_low13_hi4_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/logs/ex224_r24_fp16_nested_low13_hi4_abc_g_aig.evaluate.py.log,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=31,max=2,const=29; b13:runs=33,max=2,const=27; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction",OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex224/official_eval/ex224_r24_fp16_nested_low13_hi4_abc_g_aig,1.250
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop3_trunc_synth_preset_d16,,,,1011,41,41451,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/verilog/ex274_r24_square_frontend_hybrid_bddtop3_trunc.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/aigs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_synth_preset_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_synth_preset_d16.evaluate.py.log,square frontend renderer source=hybrid_bddtop3_trunc; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/official_eval/ex274_r24_square_frontend_hybrid_bddtop3_trunc_synth_preset_d16,3.268
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop2_trunc_order_center_synth_preset_d16,,,,1008,43,43344,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/verilog/ex274_r24_square_frontend_hybrid_bddtop2_trunc_order_center.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/aigs/ex274_r24_square_frontend_hybrid_bddtop2_trunc_order_center_synth_preset_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop2_trunc_order_center_synth_preset_d16.evaluate.py.log,square frontend renderer source=hybrid_bddtop2_trunc_order_center; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/official_eval/ex274_r24_square_frontend_hybrid_bddtop2_trunc_order_center_synth_preset_d16,3.102
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10,,,,148,11,1628,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/verilog/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/aigs/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/logs/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10.evaluate.py.log,integer highgap renderer source=udiv_ex266_hybrid_top1_b2a4; official evaluate.py OK; semantic_check=unsigned low5_high5:a/b dbz=max exact,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/official_eval/ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10,0.157
ex266,,mixed-r24,ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_synth_preset_d10,,,,152,11,1672,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/verilog/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/aigs/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_synth_preset_d10.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/logs/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_synth_preset_d10.evaluate.py.log,integer highgap renderer source=udiv_ex266_hybrid_top2_a43; official evaluate.py OK; semantic_check=unsigned low5_high5:a/b dbz=max exact,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex266/official_eval/ex266_r24_int_highgap_udiv_ex266_hybrid_top2_a43_synth_preset_d10,0.147
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_abc_g_aig,,,,89,14,1246,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/verilog/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/aigs/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/logs/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_abc_g_aig.evaluate.py.log,signed multiplier renderer source=baugh_wooley_wallace_center_rhcla3; official evaluate.py OK; semantic_check=exact signed low4 * signed high4 over 256 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/official_eval/ex260_r24_signed_mul_baugh_wooley_wallace_center_rhcla3_abc_g_aig,0.173
ex260,,mixed-r24,ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig,,,,88,15,1320,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/verilog/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla4_mod.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/aigs/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/logs/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig.evaluate.py.log,signed multiplier renderer source=baugh_wooley_wallace_rev_hcla4_mod; official evaluate.py OK; semantic_check=exact signed low4 * signed high4 over 256 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex260/official_eval/ex260_r24_signed_mul_baugh_wooley_wallace_rev_hcla4_mod_abc_g_aig,0.171
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig,,,,113,11,1243,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/verilog/ex276_r24_int_highgap_isqrt_p4ge_hand_hi.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/aigs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/logs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig.evaluate.py.log,integer highgap renderer source=isqrt_p4ge_hand_hi; official evaluate.py OK; semantic_check=exact unsigned floor isqrt over 1024 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/official_eval/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_abc_g_aig,0.167
ex276,,mixed-r24,ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d10,,,,108,11,1188,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/verilog/ex276_r24_int_highgap_isqrt_p4ge_hand_hi.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/aigs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d10.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/logs/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d10.evaluate.py.log,integer highgap renderer source=isqrt_p4ge_hand_hi; official evaluate.py OK; semantic_check=exact unsigned floor isqrt over 1024 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex276/official_eval/ex276_r24_int_highgap_isqrt_p4ge_hand_hi_synth_preset_d10,0.157
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh3_abc_g_gates,,,,1548,17,26316,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh3.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/aigs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh3_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh3_abc_g_gates.evaluate.py.log,log2 arithmetic base delta_mode=hilo4 items=7177 bit_overrides=11_14 bit_items=52; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/official_eval/ex204_r24_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh3_abc_g_gates,1.052
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_gates,,,,1535,17,26095,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/aigs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_gates.evaluate.py.log,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11_14 bit_items=40; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/official_eval/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh2_abc_g_gates,1.059
ex218,,mixed-r24,ex218_r24_bf16_recip_cube_delta_pair_mode_hilo3_bits_14_15_bh3_abc_g_aig,,,,540,14,7560,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/verilog/ex218_r24_bf16_recip_cube_delta_pair_mode_hilo3_bits_14_15_bh3.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/aigs/ex218_r24_bf16_recip_cube_delta_pair_mode_hilo3_bits_14_15_bh3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/logs/ex218_r24_bf16_recip_cube_delta_pair_mode_hilo3_bits_14_15_bh3_abc_g_aig.evaluate.py.log,delta pair base_policy=mode delta_mode=hilo3 items=11123; generic selected bit overrides bits=14_15 bit_hi_bits=3 bit_items=71; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/official_eval/ex218_r24_bf16_recip_cube_delta_pair_mode_hilo3_bits_14_15_bh3_abc_g_aig,0.508
ex218,,mixed-r24,ex218_r24_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates,,,,905,15,13575,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/verilog/ex218_r24_bf16_recip_cube_sep_fields_e3_m3_s3.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/aigs/ex218_r24_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/logs/ex218_r24_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates.evaluate.py.log,separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=24323; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex218/official_eval/ex218_r24_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates,0.472
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop3_trunc_order_center_synth_preset_d16,,,,1128,41,46248,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/verilog/ex274_r24_square_frontend_hybrid_bddtop3_trunc_order_center.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/aigs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_order_center_synth_preset_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_order_center_synth_preset_d16.evaluate.py.log,square frontend renderer source=hybrid_bddtop3_trunc_order_center; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/official_eval/ex274_r24_square_frontend_hybrid_bddtop3_trunc_order_center_synth_preset_d16,3.069
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop3_trunc_hcla4_synth_preset_d16,,,,1001,53,53053,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/verilog/ex274_r24_square_frontend_hybrid_bddtop3_trunc_hcla4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/aigs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_hcla4_synth_preset_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_hcla4_synth_preset_d16.evaluate.py.log,square frontend renderer source=hybrid_bddtop3_trunc_hcla4; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/official_eval/ex274_r24_square_frontend_hybrid_bddtop3_trunc_hcla4_synth_preset_d16,3.059
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop2_trunc_factored_synth_preset_d16,,,,908,65,59020,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/verilog/ex274_r24_square_frontend_hybrid_bddtop2_trunc_factored.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/aigs/ex274_r24_square_frontend_hybrid_bddtop2_trunc_factored_synth_preset_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop2_trunc_factored_synth_preset_d16.evaluate.py.log,square frontend renderer source=hybrid_bddtop2_trunc_factored; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/official_eval/ex274_r24_square_frontend_hybrid_bddtop2_trunc_factored_synth_preset_d16,3.063
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop2_trunc_hcla4_synth_preset_d16,,,,973,61,59353,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/verilog/ex274_r24_square_frontend_hybrid_bddtop2_trunc_hcla4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/aigs/ex274_r24_square_frontend_hybrid_bddtop2_trunc_hcla4_synth_preset_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop2_trunc_hcla4_synth_preset_d16.evaluate.py.log,square frontend renderer source=hybrid_bddtop2_trunc_hcla4; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/official_eval/ex274_r24_square_frontend_hybrid_bddtop2_trunc_hcla4_synth_preset_d16,3.059
ex274,,mixed-r24,ex274_r24_square_frontend_hybrid_bddtop3_trunc_csel4_synth_preset_d16,,,,1010,44,44440,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/verilog/ex274_r24_square_frontend_hybrid_bddtop3_trunc_csel4.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/aigs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_csel4_synth_preset_d16.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/logs/ex274_r24_square_frontend_hybrid_bddtop3_trunc_csel4_synth_preset_d16.evaluate.py.log,square frontend renderer source=hybrid_bddtop3_trunc_csel4; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex274/official_eval/ex274_r24_square_frontend_hybrid_bddtop3_trunc_csel4_synth_preset_d16,3.066
ex204,,mixed-r24,ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh1_abc_g_gates,,,,1538,18,27684,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/verilog/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh1.v,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/aigs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh1_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/logs/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh1_abc_g_gates.evaluate.py.log,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11_14 bit_items=34; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round24_20260613_0435/mixed-r24/ex204/official_eval/ex204_r24_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh1_abc_g_gates,1.010
