round,run_id,agent_id,case,domain,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,status,notes,method_signature,reference_adp,current_adp,frontend_best_adp,shard_csv,evaluate_status,evaluate_output_dir,official_status
,,sub-bf16-recip-power-r94,ex215,bf16,ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1,1,392,13,5096,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/verilog/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/official_eval/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1/ex215.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/aigs/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first,1,437,17,7429,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/verilog/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/official_eval/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first/ex216.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary,1,423,22,9306,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/verilog/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/official_eval/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary/ex216.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary,1,482,13,6266,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/verilog/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/official_eval/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary/ex216.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex217,bf16,ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0,1,1128,26,29328,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/verilog/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/official_eval/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0/ex217.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/aigs/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex217,bf16,ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs,1,687,16,10992,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/verilog/ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/official_eval/ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs/ex217.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/aigs/ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex217,bf16,ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan,1,632,13,8216,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/verilog/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/official_eval/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan/ex217.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/aigs/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex218,bf16,ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs,1,542,15,8130,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/verilog/ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/official_eval/ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs/ex218.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/aigs/ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex218,bf16,ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs,1,875,15,13125,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/verilog/ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/official_eval/ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs/ex218.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/aigs/ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex218,bf16,ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs,1,802,13,10426,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/verilog/ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/official_eval/ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs/ex218.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/aigs/ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex219,bf16,ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6,1,601,19,11419,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/verilog/ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/official_eval/ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6/ex219.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/aigs/ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex219,bf16,ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs,1,792,16,12672,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/verilog/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/official_eval/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs/ex219.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/aigs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-recip-power-r94,ex219,bf16,ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp,1,658,14,9212,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/verilog/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/official_eval/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp/ex219.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp.evaluate.py.log,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/aigs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp.yosys.log,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/evaluation_results.csv,,,
,,sub-bf16-trig-hyp-r94,ex206,,ex206_bf16_sin_r94_odd_pos_fullword_expflip_h4,1,26863,23,617849,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/verilog/ex206_bf16_sin_r94_odd_pos_fullword_expflip_h4.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/aigs/ex206_bf16_sin_r94_odd_pos_fullword_expflip_h4.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/logs/ex206_bf16_sin_r94_odd_pos_fullword_expflip_h4.evaluate.log,OK,official evaluate.py OK; reused existing shard artifact,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/evaluation_results.csv,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/official_eval/ex206_bf16_sin_r94_odd_pos_fullword_expflip_h4,OK
,,sub-bf16-trig-hyp-r94,ex206,,ex206_bf16_sin_r94_odd_pos_fullword_h4_first,1,26880,22,591360,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/verilog/ex206_bf16_sin_r94_odd_pos_fullword_h4_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/aigs/ex206_bf16_sin_r94_odd_pos_fullword_h4_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/logs/ex206_bf16_sin_r94_odd_pos_fullword_h4_first.evaluate.log,OK,official evaluate.py OK; reused existing shard artifact,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/evaluation_results.csv,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/official_eval/ex206_bf16_sin_r94_odd_pos_fullword_h4_first,OK
,,sub-bf16-trig-hyp-r94,ex206,,ex206_bf16_sin_r94_odd_pos_passthrough_descriptor_h4,1,26710,22,587620,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/verilog/ex206_bf16_sin_r94_odd_pos_passthrough_descriptor_h4.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/aigs/ex206_bf16_sin_r94_odd_pos_passthrough_descriptor_h4.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/logs/ex206_bf16_sin_r94_odd_pos_passthrough_descriptor_h4.evaluate.log,OK,official evaluate.py OK; reused existing shard artifact,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/evaluation_results.csv,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex206/official_eval/ex206_bf16_sin_r94_odd_pos_passthrough_descriptor_h4,OK
,,sub-bf16-trig-hyp-r94,ex207,,ex207_bf16_tan_r94_odd_pos_fullword_h4_first,1,29899,22,657778,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/verilog/ex207_bf16_tan_r94_odd_pos_fullword_h4_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/aigs/ex207_bf16_tan_r94_odd_pos_fullword_h4_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/logs/ex207_bf16_tan_r94_odd_pos_fullword_h4_first.evaluate.log,OK,official evaluate.py OK; reused existing shard artifact,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/evaluation_results.csv,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/official_eval/ex207_bf16_tan_r94_odd_pos_fullword_h4_first,OK
,,sub-bf16-trig-hyp-r94,ex207,,ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4,1,30482,21,640122,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/verilog/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/aigs/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/logs/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4.evaluate.log,OK,official evaluate.py OK; reused existing shard artifact,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/evaluation_results.csv,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/official_eval/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h4,OK
,,sub-bf16-trig-hyp-r94,ex207,,ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h5,1,30328,23,697544,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/verilog/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h5.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/aigs/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h5.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/logs/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h5.evaluate.log,OK,official evaluate.py OK; reused existing shard artifact,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/evaluation_results.csv,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex207/official_eval/ex207_bf16_tan_r94_odd_pos_passthrough_descriptor_h5,OK
,,sub-bf16-trig-hyp-r94,ex208,,ex208_bf16_sinh_r94_default_in_const_excepts_h4_first,1,2164,16,34624,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/logs/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first.evaluate.log,OK,official evaluate.py OK; reused existing shard artifact,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/evaluation_results.csv,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/official_eval/ex208_bf16_sinh_r94_default_in_const_excepts_h4_first,OK
,,sub-bf16-trig-hyp-r94,ex208,,ex208_bf16_sinh_r94_default_in_const_excepts_h5_first,1,2396,17,40732,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/verilog/ex208_bf16_sinh_r94_default_in_const_excepts_h5_first.v,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/aigs/ex208_bf16_sinh_r94_default_in_const_excepts_h5_first.aig,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/logs/ex208_bf16_sinh_r94_default_in_const_excepts_h5_first.evaluate.log,OK,official evaluate.py OK; reused existing shard artifact,,,,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/evaluation_results.csv,,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94/ex208/official_eval/ex208_bf16_sinh_r94_default_in_const_excepts_h5_first,OK
