case,domain,agent_id,hypothesis,method_signature,status,reason,verilog_path,evaluate_log,notes
ex290,unknown,unknown-b-r6,unknown state/permutation frontend search blocker,ex290|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,Blocked signatures: generic value/default/high-low-split/rotated-split/table families; frontend_bdd_diagnostic do_not_repeat_as_is; frontend_current_synthflow repeat_only_with_new_structure; direct_descriptor_formula failed_or_non_equivalent; anchored_state_delta_shared_bdd and sparse stride-2 descriptor BDD official-equivalent but much worse. Need a new descriptor basis or compact correction before emitting RTL/AIG.
ex291,unknown,unknown-b-r6,unknown state/permutation frontend search blocker,ex291|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,Blocked signatures: generic value/default/high-low-split/rotated-split/table families; frontend_bdd_diagnostic do_not_repeat_as_is; frontend_current_synthflow repeat_only_with_new_structure; direct_descriptor_formula failed_or_non_equivalent; anchored_state_delta_shared_bdd and sparse stride-2 descriptor BDD official-equivalent but much worse. Need a new descriptor basis or compact correction before emitting RTL/AIG.
ex292,unknown,unknown-b-r6,unknown state/permutation frontend search blocker,ex292|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,"Blocked signatures: generic split/tree/table families; frontend_bdd_cofactor, frontend_bdd_diagnostic, frontend_bdd_synthflow, and frontend_split_bdd_bit_hybrid all do_not_repeat_as_is; direct vector MTBDD rejected; direct_descriptor_formula failed_or_non_equivalent; sparse stride-2 descriptor and linear-rotate residual BDD rows official-equivalent but much worse. Need source-level factoring beyond BDD/cofactor/split replay."
ex293,unknown,unknown-b-r6,unknown state/permutation frontend search blocker,ex293|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures; case is already low-priority because backend current beats reference.,,,Blocked signatures: generic split/tree/table families; frontend_bdd_diagnostic do_not_repeat_as_is; frontend_current_synthflow repeat_only_with_new_structure; direct_descriptor_formula failed_or_non_equivalent; anchored/sparse stride-2 descriptor BDD official-equivalent but much worse. Frontend-only progress would need a new compact local compression of the rotated-low split shape.
ex294,unknown,unknown-b-r6,unknown state/permutation frontend search blocker,ex294|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,"Blocked signatures: generic split/tree/table families; frontend_bdd_cofactor, frontend_bdd_diagnostic, frontend_bdd_synthflow, and frontend_split_bdd_bit_hybrid all do_not_repeat_as_is; direct vector MTBDD rejected; direct_descriptor_formula failed_or_non_equivalent; sparse stride-2 descriptor and linear-rotate residual BDD rows official-equivalent but much worse. Need a different source reduction/root grouping, not another BDD/cofactor replay."
ex295,unknown,unknown-b-r6,cyclic 2-bit-symbol frontend search blocker,ex295|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,"Blocked signatures: generic value/default/high-low-split families; rot2_canonical, bdd_orders, rot_rep_bdd, rotation_rep_bdd, current_synthflow all do_not_repeat_as_is; direct_descriptor_formula failed_or_non_equivalent; anchored_cell_delta_shared_bdd, cell-prefix bridge descriptor BDD, and cell-rotate residual BDD official-equivalent but worse. Pair-ring local-rule diagnostics show full-ring support, so a new nonlocal cell predicate is needed before emitting another candidate."
ex296,unknown,unknown-b-r6,odd/open-boundary frontend search blocker,ex296|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,Blocked signatures: generic split/tree/table families; frontend_split_refine do_not_repeat_as_is; frontend_current_synthflow repeat_only_with_new_structure; direct_descriptor_formula failed_or_non_equivalent; open_state_delta_shared_bdd and open sparse stride-2 descriptor BDD official-equivalent but worse. Need source-level sharing or selected-bit correction distinct from tested arbitrary-width split parameters.
ex297,unknown,unknown-b-r6,cyclic 2-bit-symbol frontend search blocker,ex297|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,"Blocked signatures: generic split/table families; rot2_canonical, bdd_orders, rot_rep_bdd, rotation_rep_bdd, current_synthflow all do_not_repeat_as_is; shared_outside_in_root_bdd and round5 adjacent_cell_difference_shared_bdd official-equivalent but worse; state-recurrence-r6 already recorded no material low-order recurrence. Need a genuinely new nonlocal ring predicate, not another cell/root BDD."
ex298,unknown,unknown-b-r6,odd/open-boundary frontend search blocker,ex298|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,Blocked signatures: generic split/tree/table families; frontend_split_refine do_not_repeat_as_is; frontend_current_synthflow repeat_only_with_new_structure; direct_descriptor_formula failed_or_non_equivalent; open_state_delta_shared_bdd and open sparse stride-2 descriptor BDD official-equivalent but worse. Need source-level sharing or selected-bit correction distinct from tested rotate13/rotate14/rotate11 split-refine parameters.
ex299,unknown,unknown-b-r6,cyclic 2-bit-symbol frontend search blocker,ex299|unknown-b-r6|BLOCKER_no_material_allowed_candidate_after_prior_low_value_signatures,blocked_no_material_new_candidate,No materially different allowed frontend candidate was defensible within the narrowed turn after filtering prior low-value signatures.,,,"Blocked signatures: generic value/default/high-low-split families; rot2_canonical, bdd_orders, rot_rep_bdd, rotation_rep_bdd, current_synthflow all do_not_repeat_as_is; anchored_ring_delta_outside_in_split_table and shared_outside_in_root_bdd official-equivalent but worse; state-recurrence-r6 already recorded no material recurrence. Need a new compact ring/cell transition model with real sharing before emitting another candidate."
