case,domain,candidate_id,shared_structures,sharing_strategy,estimated_benefit,agent_id,run_id,notes
ex266,integer,ex266_udiv_radix4_shift_subtract_abc_g_aig_d8,radix4_shift_subtract,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=radix4_shift_subtract; flow=abc_g_aig_d8
ex266,integer,ex266_udiv_radix4_shift_subtract_arith_wreduce_aig,radix4_shift_subtract,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=radix4_shift_subtract; flow=arith_wreduce_aig
ex266,integer,ex266_udiv_radix4_shift_subtract_synth_preset_d18,radix4_shift_subtract,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,unsigned low5_high5:a/b dbz=max exact; source=radix4_shift_subtract; flow=synth_preset_d18
ex270,integer,ex270_square_dadda_square_csel4_abc_g_aig,dadda_square_csel4,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel4; flow=abc_g_aig
ex270,integer,ex270_square_dadda_square_csel4_synth_preset,dadda_square_csel4,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel4; flow=synth_preset
ex270,integer,ex270_square_dadda_square_csel4_synth_preset_d16,dadda_square_csel4,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=dadda_square_csel4; flow=synth_preset_d16
ex270,integer,ex270_square_hybrid_bddtop2_abc_g_aig,hybrid_bddtop2,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop2; flow=abc_g_aig
ex270,integer,ex270_square_hybrid_bddtop2_synth_preset,hybrid_bddtop2,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop2; flow=synth_preset
ex270,integer,ex270_square_hybrid_bddtop2_synth_preset_d16,hybrid_bddtop2,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop2; flow=synth_preset_d16
ex270,integer,ex270_square_wallace_square_factored_csel6_abc_g_aig,wallace_square_factored_csel6,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_factored_csel6; flow=abc_g_aig
ex270,integer,ex270_square_wallace_square_factored_csel6_synth_preset,wallace_square_factored_csel6,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_factored_csel6; flow=synth_preset
ex270,integer,ex270_square_wallace_square_factored_csel6_synth_preset_d16,wallace_square_factored_csel6,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_factored_csel6; flow=synth_preset_d16
ex270,integer,ex270_square_wallace_square_outside_csel5_abc_g_aig,wallace_square_outside_csel5,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel5; flow=abc_g_aig
ex270,integer,ex270_square_wallace_square_outside_csel5_synth_preset,wallace_square_outside_csel5,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel5; flow=synth_preset
ex270,integer,ex270_square_wallace_square_outside_csel5_synth_preset_d16,wallace_square_outside_csel5,square_specific_structural_rtl,unsigned_square_x_times_x,mixed-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel5; flow=synth_preset_d16
ex285,unknown,ex285_r8_current_laneparity_high_abc_g_aig,"current decision tree, shared lane parity ANF terms",existing decision-tree source plus four mod-4 output lane parity repairs,tests the output-linear lane-parity clue without replaying bucket/cofactor tables,routing-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,current_frontend_lane_parity_wrapper
ex285,unknown,ex285_r8_symcof_parity_b10_abc_g_aig,"pair canonical key, class-onehot cofactor groups, global input/output parity repair",swap45 canonical key plus class-onehot cofactor groups with output bit 10 recovered by global parity,removes the highest-node output bit from ex285 k4 cofactor groups in the cheap BDD diagnostic,routing-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,pair_symmetry_cofactor_global_parity_repair
ex286,unknown,ex286_unknown_symcof_interleave_f00_bits_0_12_2_10_onehot_group_abc_g_aig,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset",multi-pair OR/AND canonical key shared across all output bits,screening near miss but official replay did not beat 20190,coordinator-local,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py replay after generator screening; screen raw 1421/17/24157
ex286,unknown,ex286_unknown_symcof_interleave_f00_bits_0_12_3_10_onehot_group_abc_g_aig,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset",multi-pair OR/AND canonical key shared across all output bits,screening near miss but official replay did not beat 20190,coordinator-local,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py replay after generator screening; screen raw 1466/16/23456
ex286,unknown,ex286_unknown_symcof_interleave_f10_bits_0_12_3_10_onehot_group_abc_g_aig,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset",multi-pair OR/AND canonical key shared across all output bits,screening near miss but official replay did not beat 20190,coordinator-local,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py replay after generator screening; screen raw 1478/16/23648
ex286,unknown,ex286_unknown_symcof_interleave_f00_bits_0_12_10_onehot_group_abc_g_aig,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset",multi-pair OR/AND canonical key shared across all output bits,screening near miss but official replay did not beat 20190,coordinator-local-k35,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py replay after generator screening; screen raw 1344/17/22848
ex286,unknown,ex286_unknown_symcof_interleave_f00_bits_12_1_10_onehot_group_abc_g_aig,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset",multi-pair OR/AND canonical key shared across all output bits,screening near miss but official replay did not beat 20190,coordinator-local-k35,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py replay after generator screening; screen raw 1354/17/23018
ex286,unknown,ex286_unknown_symcof_interleave_f10_bits_0_12_10_onehot_group_abc_g_aig,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset",multi-pair OR/AND canonical key shared across all output bits,screening near miss but official replay did not beat 20190,coordinator-local-k35,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py replay after generator screening; screen raw 1340/18/24120
ex286,unknown,ex286_unknown_symcof_interleave_f10_bits_0_12_1_10_2_onehot_group_abc_g_aig,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset",multi-pair OR/AND canonical key shared across all output bits,screening near miss but official replay did not beat 20190,coordinator-local-k35,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py replay after generator screening; screen raw 1507/15/22605
ex286,unknown,ex286_unknown_symcof_interleave_f10_bits_0_1_10_onehot_group_abc_g_aig,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset",multi-pair OR/AND canonical key shared across all output bits,screening near miss but official replay did not beat 20190,coordinator-local-k35,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py replay after generator screening; screen raw 1339/18/24102
ex286,unknown,ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_AND_D14,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset 0:12:1:10","same current-best source, delay-constrained ABC synth-flow variation",no improvement over ADP 20190,coordinator-local-synthflow,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py for delay-constrained Yosys flow `abc -g AND -D 14`
ex286,unknown,ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_AND_D15,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset 0:12:1:10","same current-best source, delay-constrained ABC synth-flow variation",no improvement over ADP 20190,coordinator-local-synthflow,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py for delay-constrained Yosys flow `abc -g AND -D 15`
ex286,unknown,ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig_D14,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset 0:12:1:10","same current-best source, delay-constrained ABC synth-flow variation",no improvement over ADP 20190,coordinator-local-synthflow,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py for delay-constrained Yosys flow `abc -g aig -D 14`
ex286,unknown,ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig_D15,"known input pair symmetries (4,5),(6,7); class-onehot mux; explicit outer bitset 0:12:1:10","same current-best source, delay-constrained ABC synth-flow variation",no improvement over ADP 20190,coordinator-local-synthflow,ex200_ex299_frontend_refgap_round8_20260612_1826,official evaluate.py for delay-constrained Yosys flow `abc -g aig -D 15`
ex287,unknown,ex287_r8_current_laneparity_high_abc_g_aig,"current multi-pair symcof source, shared lane parity ANF terms",current multipair symcof source plus four mod-4 output lane parity repairs,tests lane-parity coordinate repair as a different source wrapper than cofactor skip-one-bit parity,routing-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,current_frontend_lane_parity_wrapper
ex287,unknown,ex287_r8_symcof_parity_b13_abc_g_aig,"multi-pair canonical key, class-onehot cofactor groups, global parity repair",three-pair canonical key plus class-onehot cofactor groups with output bit 13 recovered by global parity,removes the highest-node output bit from ex287 k5 cofactor groups in the cheap BDD diagnostic,routing-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,multipair_symmetry_cofactor_global_parity_repair
ex288,unknown,ex288_r8_current_laneparity_high_abc_g_aig_d14,"current key-BDD selected-bit symcof source, shared lane parity ANF terms",current key-BDD/symcof source plus four mod-4 output lane parity repairs,tests lane-parity coordinate repair against the current low-delay ex288 frontend source,routing-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,current_frontend_lane_parity_wrapper
ex288,unknown,ex288_r8_keybdd7_parity_b6_abc_g_aig_d14,"multi-pair canonical key, selected key-BDD output bit, class-onehot cofactor groups, global parity repair",key-BDD selected bit 7 plus class-onehot cofactor groups with output bit 6 recovered by global parity,extends the prior ex288 key-BDD selected-bit improvement with an orthogonal parity-repaired cofactor skip,routing-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,multipair_symmetry_keybdd_selected_plus_global_parity
ex288,unknown,ex288_r8_symcof_parity_b6_abc_g_aig_d14,"multi-pair canonical key, class-onehot cofactor groups, global parity repair",three-pair canonical key plus class-onehot cofactor groups with output bit 6 recovered by global parity,removes the highest-node output bit from ex288 k6 cofactor groups in the cheap BDD diagnostic,routing-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,multipair_symmetry_cofactor_global_parity_repair
ex292,unknown,ex292_state_even_odd_split_abc_g_aig,state_even_odd_split,15840,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=128; default_rows=128
ex292,unknown,ex292_state_stride2_delta_split_abc_g_aig,state_stride2_delta_split,15986,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=128; default_rows=128
ex294,unknown,ex294_state_even_odd_split_abc_g_aig,state_even_odd_split,63923,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=256; default_rows=256
ex294,unknown,ex294_state_stride2_delta_split_abc_g_aig,state_stride2_delta_split,64399,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=256; default_rows=256
ex295,unknown,ex295_cell_anchor_delta_split_abc_g_aig,cell_anchor_delta_split,3912,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=64; default_rows=64
ex295,unknown,ex295_cell_bitplane_split_abc_g_aig,cell_bitplane_split,3997,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=64; default_rows=64
ex297,unknown,ex297_cell_anchor_delta_split_abc_g_aig,cell_anchor_delta_split,16009,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=128; default_rows=128
ex297,unknown,ex297_cell_bitplane_split_abc_g_aig,cell_bitplane_split,16186,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=128; default_rows=128
ex299,unknown,ex299_cell_bitplane_split_abc_g_aig,cell_bitplane_split,65134,change split key to expose shared state/cell descriptor defaults,state-r8,ex200_ex299_frontend_refgap_round8_20260612_1826,status=exact; nonempty_groups=256; default_rows=256
