case,agent_id,hypothesis,representation,shared_structure,expected_sharing,observed_result,notes,candidate_id,synth_flow,domain,method_signature,sharing_scope,verification_status,evidence_path
ex242,fp8-b-r27,E4M3FN packed low-over-high division,denominator-significand cofactored quotient table,"shared denominator sig cofactor, numerator sig and exponent-delta residual",,,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=1.804; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex242/logs/ex242_r27b_div_den_cofactored_synth_preset_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,"ex242|E4M3FN packed low-over-high division|denominator-significand cofactored quotient table|shared denominator sig cofactor, numerator sig and exponent-delta residual|yosys_synth_preset_aig_official_evaluate|exact_e4m3fn_div_low_over_high|denominator_cofactored_residual|fp8_b_r27",,,
ex245,fp8-b-r27,E5M2FN packed add,active small-gap output bitplanes with passthrough guards,"shared sorted operand decode, gap guard, same/diff active-region per-bit functions",,2980/36/107280,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=21.504; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex245/logs/ex245_r27b_add_active_gap_bitplanes_abc_g_aig.yosys.log,,,float_fp8,"ex245|E5M2FN packed add|active small-gap output bitplanes with passthrough guards|shared sorted operand decode, gap guard, same/diff active-region per-bit functions|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_add_high_plus_low|same_diff_active_bitplanes|fp8_b_r27",,,
ex245,fp8-b-r27,E5M2FN packed add,active small-gap output bitplanes with passthrough guards,"shared sorted operand decode, gap guard, same/diff active-region per-bit functions",,,SYNTH_OR_EVAL_FAIL SynthError: command timed out after 60s: /home/b10507053/ALS_Final_Project/student/tools/conda-env/bin/yosys -s /home/b10507053/ALS_Final_Project/student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex245/logs/ex245_r27b_add_active_,,,float_fp8,"ex245|E5M2FN packed add|active small-gap output bitplanes with passthrough guards|shared sorted operand decode, gap guard, same/diff active-region per-bit functions|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_add_high_plus_low|same_diff_active_bitplanes|fp8_b_r27",,,
ex241,fp8-b-r27,E4M3FN packed multiply,E4 output bitplane tables over exponent-sum/product,"shared sign xor, E4 exponent sum and 4x4 product, per-bit cofactored output functions",,,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=7.465; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex241/logs/ex241_r27b_mul_e4_bitplane_product_exp_abc_g_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,"ex241|E4M3FN packed multiply|E4 output bitplane tables over exponent-sum/product|shared sign xor, E4 exponent sum and 4x4 product, per-bit cofactored output functions|yosys_abc_g_aig_official_evaluate|exact_e4m3fn_mul_high_times_low|e4_product_exp_bitplanes|fp8_b_r27",,,
ex241,fp8-b-r27,E4M3FN packed multiply,E4 output bitplane tables over exponent-sum/product,"shared sign xor, E4 exponent sum and 4x4 product, per-bit cofactored output functions",,,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=47.121; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex241/logs/ex241_r27b_mul_e4_bitplane_product_exp_synth_preset_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,"ex241|E4M3FN packed multiply|E4 output bitplane tables over exponent-sum/product|shared sign xor, E4 exponent sum and 4x4 product, per-bit cofactored output functions|yosys_synth_preset_aig_official_evaluate|exact_e4m3fn_mul_high_times_low|e4_product_exp_bitplanes|fp8_b_r27",,,
ex241,fp8-b-r27,E4M3FN packed multiply,E4 product-major table over exponent sum,shared 4x4 product decode with product-major exp-sum residual table,,,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=1.884; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex241/logs/ex241_r27b_mul_e4_product_cofactored_abc_g_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,ex241|E4M3FN packed multiply|E4 product-major table over exponent sum|shared 4x4 product decode with product-major exp-sum residual table|yosys_abc_g_aig_official_evaluate|exact_e4m3fn_mul_high_times_low|e4_product_major_exp_residual|fp8_b_r27,,,
ex241,fp8-b-r27,E4M3FN packed multiply,E4 product-major table over exponent sum,shared 4x4 product decode with product-major exp-sum residual table,,,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=2.291; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex241/logs/ex241_r27b_mul_e4_product_cofactored_synth_preset_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,ex241|E4M3FN packed multiply|E4 product-major table over exponent sum|shared 4x4 product decode with product-major exp-sum residual table|yosys_synth_preset_aig_official_evaluate|exact_e4m3fn_mul_high_times_low|e4_product_major_exp_residual|fp8_b_r27,,,
ex242,fp8-b-r27,E4M3FN packed low-over-high division,E4 output bitplane tables over exponent-delta/significand pair,"shared sign, special-case shell, E4 exponent-delta and sigpair decode with per-bit output functions",,,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=6.899; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex242/logs/ex242_r27b_div_e4_bitplane_delta_sig_abc_g_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,"ex242|E4M3FN packed low-over-high division|E4 output bitplane tables over exponent-delta/significand pair|shared sign, special-case shell, E4 exponent-delta and sigpair decode with per-bit output functions|yosys_abc_g_aig_official_evaluate|exact_e4m3fn_div_low_over_high|e4_delta_sig_bitplanes|fp8_b_r27",,,
ex242,fp8-b-r27,E4M3FN packed low-over-high division,E4 output bitplane tables over exponent-delta/significand pair,"shared sign, special-case shell, E4 exponent-delta and sigpair decode with per-bit output functions",,,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=48.137; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex242/logs/ex242_r27b_div_e4_bitplane_delta_sig_synth_preset_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,"ex242|E4M3FN packed low-over-high division|E4 output bitplane tables over exponent-delta/significand pair|shared sign, special-case shell, E4 exponent-delta and sigpair decode with per-bit output functions|yosys_synth_preset_aig_official_evaluate|exact_e4m3fn_div_low_over_high|e4_delta_sig_bitplanes|fp8_b_r27",,,
ex242,fp8-b-r27,E4M3FN packed low-over-high division,E4 denominator-significand cofactored quotient table,"shared denominator sig cofactor, numerator sig and exponent-delta residual",,,official evaluate.py status NOT_EQUIV; synth=abc_g_aig; runtime_sec=2.445; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex242/logs/ex242_r27b_div_e4_den_cofactored_abc_g_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,"ex242|E4M3FN packed low-over-high division|E4 denominator-significand cofactored quotient table|shared denominator sig cofactor, numerator sig and exponent-delta residual|yosys_abc_g_aig_official_evaluate|exact_e4m3fn_div_low_over_high|e4_denominator_cofactored_residual|fp8_b_r27",,,
ex242,fp8-b-r27,E4M3FN packed low-over-high division,E4 denominator-significand cofactored quotient table,"shared denominator sig cofactor, numerator sig and exponent-delta residual",,,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; runtime_sec=2.674; yosys_log=student/work/ex200_ex299_frontend_refgap_round27_20260613_0613/fp8-b-r27/ex242/logs/ex242_r27b_div_e4_den_cofactored_synth_preset_aig.yosys.log; non-equivalent or evaluate failed,,,float_fp8,"ex242|E4M3FN packed low-over-high division|E4 denominator-significand cofactored quotient table|shared denominator sig cofactor, numerator sig and exponent-delta residual|yosys_synth_preset_aig_official_evaluate|exact_e4m3fn_div_low_over_high|e4_denominator_cofactored_residual|fp8_b_r27",,,
ex265,mixed-uncovered-r27,unsigned_4x4_division_direct_arithmetic,,shared dbz guard and divisor/direct arithmetic operator logic,,,official equivalent but no frontend improvement,ex265_udiv_direct_guarded_abc_g_aig,,integer,,,,
ex265,mixed-uncovered-r27,unsigned_4x4_division_direct_arithmetic,,shared dbz guard and divisor/direct arithmetic operator logic,,,official equivalent but no frontend improvement,ex265_udiv_direct_guarded_synth_preset,,integer,,,,
ex265,mixed-uncovered-r27,unsigned_4x4_division_direct_arithmetic,,shared dbz guard and divisor/direct arithmetic operator logic,,,official equivalent but no frontend improvement,ex265_udiv_denom_split_direct_abc_g_aig,,integer,,,,
ex265,mixed-uncovered-r27,unsigned_4x4_division_direct_arithmetic,,shared dbz guard and divisor/direct arithmetic operator logic,,,official equivalent but no frontend improvement,ex265_udiv_denom_split_direct_synth_preset,,integer,,,,
ex265,mixed-uncovered-r27,unsigned_4x4_division_direct_arithmetic,,shared dbz guard and divisor/direct arithmetic operator logic,,,official equivalent but no frontend improvement,ex265_udiv_small_divisor_fast_direct_abc_g_aig,,integer,,,,
ex265,mixed-uncovered-r27,unsigned_4x4_division_direct_arithmetic,,shared dbz guard and divisor/direct arithmetic operator logic,,,official equivalent but no frontend improvement,ex265_udiv_small_divisor_fast_direct_synth_preset,,integer,,,,
ex265,mixed-uncovered-r27,unsigned_4x4_division_cofactored_quotient_classifier,,shared divisor-high and dividend-MSB selector with local quotient BDDs,,,official equivalent but no frontend improvement,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_abc_g_aig,,integer,,,,
ex265,mixed-uncovered-r27,unsigned_4x4_division_cofactored_quotient_classifier,,shared divisor-high and dividend-MSB selector with local quotient BDDs,,,official equivalent but no frontend improvement,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset,,integer,,,,
ex270,mixed-uncovered-r27,unsigned_8_square_block_decomposition,,shared low/high block squares and cross block correction rows,,,official equivalent but no frontend improvement,ex270_square_block4_decomp_csel4_abc_g_aig,,integer,,,,
ex270,mixed-uncovered-r27,unsigned_8_square_block_decomposition,,shared low/high block squares and cross block correction rows,,,official equivalent but no frontend improvement,ex270_square_block4_decomp_csel4_synth_preset,,integer,,,,
ex270,mixed-uncovered-r27,unsigned_8_square_column_count_descriptor,,shared popcount-like square column descriptors,,,official equivalent but no frontend improvement,ex270_square_column_count_case_tight_abc_g_aig,,integer,,,,
ex270,mixed-uncovered-r27,unsigned_8_square_column_count_descriptor,,shared popcount-like square column descriptors,,,official equivalent but no frontend improvement,ex270_square_column_count_case_tight_synth_preset,,integer,,,,
ex270,mixed-uncovered-r27,unsigned_8_square_booth_radix4_probe,,shared radix-4 partial products and CSA rows,,,NOT_EQUIV,ex270_square_booth_radix4_csa_csel4_abc_g_aig,,integer,,,,
ex270,mixed-uncovered-r27,unsigned_8_square_booth_radix4_probe,,shared radix-4 partial products and CSA rows,,,NOT_EQUIV,ex270_square_booth_radix4_csa_csel4_synth_preset,,integer,,,,
ex270,mixed-uncovered-r27,unsigned_8_square_final_carry_neighbor,,shared square cross terms and Wallace columns with smaller carry-select boundary,,,official equivalent but no frontend improvement,ex270_square_wallace_square_outside_csel3_abc_g_aig,,integer,,,,
ex270,mixed-uncovered-r27,unsigned_8_square_final_carry_neighbor,,shared square cross terms and Wallace columns with smaller carry-select boundary,,,official equivalent but no frontend improvement,ex270_square_wallace_square_outside_csel3_synth_preset,,integer,,,,
ex267,mixed-uncovered-r27,unsigned_6x6_division_cofactored_quotient_classifier,,shared divisor-high and dividend-high selector with local quotient BDDs,,,official equivalent but no frontend improvement,ex267_udiv_cof_bhi2_ahi2_bitbdd_wordmux_abc_g_aig,,integer,,,,
ex267,mixed-uncovered-r27,unsigned_6x6_division_cofactored_quotient_classifier,,shared divisor-high and dividend-high selector with local quotient BDDs,,,official equivalent but no frontend improvement,ex267_udiv_cof_bhi2_ahi2_bitbdd_wordmux_synth_preset,,integer,,,,
ex267,mixed-uncovered-r27,unsigned_6x6_division_complemented_cofactor_wordmux,,shared selector plus complemented local quotient BDDs,,,official equivalent but no frontend improvement,ex267_udiv_ex266_cof_bhi2_a43_comp_wordmux_abc_g_aig,,integer,,,,
ex267,mixed-uncovered-r27,unsigned_6x6_division_complemented_cofactor_wordmux,,shared selector plus complemented local quotient BDDs,,,official equivalent but no frontend improvement,ex267_udiv_ex266_cof_bhi2_a43_comp_wordmux_synth_preset,,integer,,,,
ex267,mixed-uncovered-r27,unsigned_6x6_division_tree_cofactor_wordmux,,shared selector plus tree local quotient BDDs,,,official equivalent but no frontend improvement,ex267_udiv_ex266_cof_bhi2_a43_tree_wordmux_abc_g_aig,,integer,,,,
ex267,mixed-uncovered-r27,unsigned_6x6_division_tree_cofactor_wordmux,,shared selector plus tree local quotient BDDs,,,official equivalent but no frontend improvement,ex267_udiv_ex266_cof_bhi2_a43_tree_wordmux_synth_preset,,integer,,,,
ex267,mixed-uncovered-r27,unsigned_6x6_division_reciprocal_correction,,shared reciprocal estimate and correction compare predicates,,,official equivalent but no frontend improvement,ex267_udiv_recip_floor_sn_abc_g_aig,,integer,,,,
ex267,mixed-uncovered-r27,unsigned_6x6_division_reciprocal_correction,,shared reciprocal estimate and correction compare predicates,,,official equivalent but no frontend improvement,ex267_udiv_recip_floor_sn_synth_preset,,integer,,,,
