round,run_id,agent_id,case,domain,candidate_id,family,hypothesis,representation,sharing_strategy,shared_structure,synth_flow,method_signature,verilog_path,aig_path,log_path,evaluate_log,official_status,equivalent,simulation_pass,area,delay,adp,reference_adp,current_adp,frontend_best_adp,beats_frontend,beats_current,beats_reference,notes,variant,verified_truth,shard_csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex223,fp16,ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_and,frontend_synthflow_source_boundary,fp16_log,current frontend-best truthroot bit11 source,single exact bit11 root over boundary-split source,single exact bit11 root over boundary-split source,direct_abc_g_and,ex223|fp16_log|round90_frontend_synthflow_source_boundary|current frontend-best truthroot bit11 source|single exact bit11 root over boundary-split source|yosys_direct_abc_g_and|abc_xf_official_evaluate|source:r86_truthroot_bit11_current_frontend,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex223/verilog/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_and.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex223/aigs/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_and.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex223/logs/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_and.yosys.log,student/runs/fp16/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex223/official_eval/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_and/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_and.evaluate.py.log,OK,1,not_run,10755,21,225855,120549,189468,203395,0,0,0,official evaluate.py attempt; source base r86_truthroot_bit11_current_frontend,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex223,fp16,ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_aig_d18,frontend_synthflow_source_boundary,fp16_log,current frontend-best truthroot bit11 source,single exact bit11 root over boundary-split source,single exact bit11 root over boundary-split source,direct_abc_g_aig_d18,ex223|fp16_log|round90_frontend_synthflow_source_boundary|current frontend-best truthroot bit11 source|single exact bit11 root over boundary-split source|yosys_direct_abc_g_aig_d18|abc_xf_official_evaluate|source:r86_truthroot_bit11_current_frontend,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex223/verilog/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_aig_d18.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex223/aigs/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_aig_d18.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex223/logs/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_aig_d18.yosys.log,student/runs/fp16/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex223/official_eval/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_aig_d18/ex223_r90_r86_truthroot_bit11_current_frontend_direct_abc_g_aig_d18.evaluate.py.log,OK,1,not_run,10724,19,203756,120549,189468,203395,0,0,0,official evaluate.py attempt; source base r86_truthroot_bit11_current_frontend,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex225,fp16,ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_and,frontend_synthflow_source_boundary,fp16_log10,current frontend-best high-run boundary source,adjacent bit13 output split with high-run keep boundary,adjacent bit13 output split with high-run keep boundary,direct_abc_g_and,ex225|fp16_log10|round90_frontend_synthflow_source_boundary|current frontend-best high-run boundary source|adjacent bit13 output split with high-run keep boundary|yosys_direct_abc_g_and|abc_xf_official_evaluate|source:r79_split_hi3_keep_highrun_current_frontend,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex225/verilog/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_and.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex225/aigs/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_and.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex225/logs/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_and.yosys.log,student/runs/fp16/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex225/official_eval/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_and/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_and.evaluate.py.log,OK,1,not_run,11549,21,242529,116676,205656,218595,0,0,0,official evaluate.py attempt; source base r79_split_hi3_keep_highrun_current_frontend,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex225,fp16,ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_aig_d18,frontend_synthflow_source_boundary,fp16_log10,current frontend-best high-run boundary source,adjacent bit13 output split with high-run keep boundary,adjacent bit13 output split with high-run keep boundary,direct_abc_g_aig_d18,ex225|fp16_log10|round90_frontend_synthflow_source_boundary|current frontend-best high-run boundary source|adjacent bit13 output split with high-run keep boundary|yosys_direct_abc_g_aig_d18|abc_xf_official_evaluate|source:r79_split_hi3_keep_highrun_current_frontend,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex225/verilog/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_aig_d18.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex225/aigs/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_aig_d18.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex225/logs/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_aig_d18.yosys.log,student/runs/fp16/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex225/official_eval/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_aig_d18/ex225_r90_r79_split_hi3_keep_highrun_current_frontend_direct_abc_g_aig_d18.evaluate.py.log,OK,1,not_run,11505,19,218595,116676,205656,218595,0,0,0,official evaluate.py attempt; source base r79_split_hi3_keep_highrun_current_frontend,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex260,integer,ex260_r90_r78_keep_common_current_frontend_direct_abc_g_and,frontend_synthflow_source_boundary,signed_low4_high4_multiply,current frontend-best common-wire boundary source,common sign/compare/cofactor wires retained,common sign/compare/cofactor wires retained,direct_abc_g_and,ex260|signed_low4_high4_multiply|round90_frontend_synthflow_source_boundary|current frontend-best common-wire boundary source|common sign/compare/cofactor wires retained|yosys_direct_abc_g_and|abc_xf_official_evaluate|source:r78_keep_common_current_frontend,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/verilog/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_and.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/aigs/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_and.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/logs/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_and.yosys.log,student/runs/integer/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/official_eval/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_and/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_and.evaluate.py.log,OK,1,not_run,100,13,1300,657,1066,1131,0,0,0,official evaluate.py attempt; source base r78_keep_common_current_frontend,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex260,integer,ex260_r90_r78_keep_common_current_frontend_direct_abc_g_aig_d9,frontend_synthflow_source_boundary,signed_low4_high4_multiply,current frontend-best common-wire boundary source,common sign/compare/cofactor wires retained,common sign/compare/cofactor wires retained,direct_abc_g_aig_d9,ex260|signed_low4_high4_multiply|round90_frontend_synthflow_source_boundary|current frontend-best common-wire boundary source|common sign/compare/cofactor wires retained|yosys_direct_abc_g_aig_d9|abc_xf_official_evaluate|source:r78_keep_common_current_frontend,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/verilog/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_aig_d9.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/aigs/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_aig_d9.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/logs/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_aig_d9.yosys.log,student/runs/integer/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/official_eval/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_aig_d9/ex260_r90_r78_keep_common_current_frontend_direct_abc_g_aig_d9.evaluate.py.log,OK,1,not_run,87,13,1131,657,1066,1131,0,0,0,official evaluate.py attempt; source base r78_keep_common_current_frontend,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex260,integer,ex260_r90_r89_direct_grouped_mul_recent_direct_abc_g_aig,frontend_synthflow_source_boundary,signed_low4_high4_multiply,recent direct signed multiply grouped-output source,word product shared by low/high output groups,word product shared by low/high output groups,direct_abc_g_aig,ex260|signed_low4_high4_multiply|round90_frontend_synthflow_source_boundary|recent direct signed multiply grouped-output source|word product shared by low/high output groups|yosys_direct_abc_g_aig|abc_xf_official_evaluate|source:r89_direct_grouped_mul_recent,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/verilog/ex260_r90_r89_direct_grouped_mul_recent_direct_abc_g_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/aigs/ex260_r90_r89_direct_grouped_mul_recent_direct_abc_g_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/logs/ex260_r90_r89_direct_grouped_mul_recent_direct_abc_g_aig.yosys.log,student/runs/integer/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex260/official_eval/ex260_r90_r89_direct_grouped_mul_recent_direct_abc_g_aig/ex260_r90_r89_direct_grouped_mul_recent_direct_abc_g_aig.evaluate.py.log,OK,1,not_run,116,20,2320,657,1066,1131,0,0,0,official evaluate.py attempt; source base r89_direct_grouped_mul_recent,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex266,integer,ex266_r90_best_wordmux_current_frontend_direct_abc_g_and,frontend_synthflow_source_boundary,unsigned_low5_high5_divide_dbz_sat,current frontend-best cofactor bit-BDD wordmux source,"b[4:3],a[4] cofactor local classifiers plus shared word mux","b[4:3],a[4] cofactor local classifiers plus shared word mux",direct_abc_g_and,"ex266|unsigned_low5_high5_divide_dbz_sat|round90_frontend_synthflow_source_boundary|current frontend-best cofactor bit-BDD wordmux source|b[4:3],a[4] cofactor local classifiers plus shared word mux|yosys_direct_abc_g_and|abc_xf_official_evaluate|source:best_wordmux_current_frontend",student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/verilog/ex266_r90_best_wordmux_current_frontend_direct_abc_g_and.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/aigs/ex266_r90_best_wordmux_current_frontend_direct_abc_g_and.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/logs/ex266_r90_best_wordmux_current_frontend_direct_abc_g_and.yosys.log,student/runs/integer/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/official_eval/ex266_r90_best_wordmux_current_frontend_direct_abc_g_and/ex266_r90_best_wordmux_current_frontend_direct_abc_g_and.evaluate.py.log,OK,1,not_run,153,11,1683,848,1296,1480,0,0,0,official evaluate.py attempt; source base best_wordmux_current_frontend,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex266,integer,ex266_r90_best_wordmux_current_frontend_direct_abc_g_aig,frontend_synthflow_source_boundary,unsigned_low5_high5_divide_dbz_sat,current frontend-best cofactor bit-BDD wordmux source,"b[4:3],a[4] cofactor local classifiers plus shared word mux","b[4:3],a[4] cofactor local classifiers plus shared word mux",direct_abc_g_aig,"ex266|unsigned_low5_high5_divide_dbz_sat|round90_frontend_synthflow_source_boundary|current frontend-best cofactor bit-BDD wordmux source|b[4:3],a[4] cofactor local classifiers plus shared word mux|yosys_direct_abc_g_aig|abc_xf_official_evaluate|source:best_wordmux_current_frontend",student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/verilog/ex266_r90_best_wordmux_current_frontend_direct_abc_g_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/aigs/ex266_r90_best_wordmux_current_frontend_direct_abc_g_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/logs/ex266_r90_best_wordmux_current_frontend_direct_abc_g_aig.yosys.log,student/runs/integer/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/official_eval/ex266_r90_best_wordmux_current_frontend_direct_abc_g_aig/ex266_r90_best_wordmux_current_frontend_direct_abc_g_aig.evaluate.py.log,OK,1,not_run,152,11,1672,848,1296,1480,0,0,0,official evaluate.py attempt; source base best_wordmux_current_frontend,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
round90,frontend_synthflow_mutation_round90_20260614_0014,sub-int-fp16-flow-r90,ex266,integer,ex266_r90_r89_sel_x9843_wordbdd_recent_direct_abc_g_aig,frontend_synthflow_source_boundary,unsigned_low5_high5_divide_dbz_sat,recent selector x9/x8/x4/x3 local word-BDD source,shared word mux over 16 cofactors,shared word mux over 16 cofactors,direct_abc_g_aig,ex266|unsigned_low5_high5_divide_dbz_sat|round90_frontend_synthflow_source_boundary|recent selector x9/x8/x4/x3 local word-BDD source|shared word mux over 16 cofactors|yosys_direct_abc_g_aig|abc_xf_official_evaluate|source:r89_sel_x9843_wordbdd_recent,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/verilog/ex266_r90_r89_sel_x9843_wordbdd_recent_direct_abc_g_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/aigs/ex266_r90_r89_sel_x9843_wordbdd_recent_direct_abc_g_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/logs/ex266_r90_r89_sel_x9843_wordbdd_recent_direct_abc_g_aig.yosys.log,student/runs/integer/frontend_synthflow_mutation_round90_20260614_0014/sub-int-fp16-flow-r90/ex266/official_eval/ex266_r90_r89_sel_x9843_wordbdd_recent_direct_abc_g_aig/ex266_r90_r89_sel_x9843_wordbdd_recent_direct_abc_g_aig.evaluate.py.log,OK,1,not_run,158,11,1738,848,1296,1480,0,0,0,official evaluate.py attempt; source base r89_sel_x9843_wordbdd_recent,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-int-fp16-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-unknown-flow-r90,ex285,unknown,ex285_r90_proc_abc_aig,hamming_weight_routing_current_best_source_synthflow,current decision-tree routing source may expose different AIG cost under frontend ABC mapping,current-best Verilog renamed only; no semantic/source rewrite; flow=proc_abc_aig,preserve existing decision-tree shared routing logic,current exact 12x12 decision-tree source,proc_abc_aig,ex285|round90_current_best_source_synthflow|hamming_weight_routing_current_best_source_synthflow|preserve_current_source_shared_logic|proc_abc_aig|official_evaluate|full_word_or_cell_pair_outputs,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex285/verilog/ex285_r90_proc_abc_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex285/aigs/ex285_r90_proc_abc_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex285/logs/ex285_r90_proc_abc_aig.yosys.log,student/runs/unknown/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex285/logs/ex285_r90_proc_abc_aig.evaluate.py.log,OK,1,not_run,807,17,13719,5499,9132,11033,0,0,0,official evaluate.py status=OK; official_aig=student/runs/unknown/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex285/official_eval/ex285_r90_proc_abc_aig/ex285.aig; r87 route-popcount/cofactor DAGs were ADP 172480/708816; r88 best descriptor still had 832 keys and 1510 residual samples; r89 emitted no source mutation.,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-unknown-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-unknown-flow-r90,ex288,unknown,ex288_r90_proc_abc_aig,hamming_weight_routing_current_best_source_synthflow,current keyBDD route source may expose different AIG cost under frontend ABC mapping,current-best Verilog renamed only; no semantic/source rewrite; flow=proc_abc_aig,preserve existing keyBDD and symmetry-cofactor sharing,current exact symcof keyBDD source,proc_abc_aig,ex288|round90_current_best_source_synthflow|hamming_weight_routing_current_best_source_synthflow|preserve_current_source_shared_logic|proc_abc_aig|official_evaluate|full_word_or_cell_pair_outputs,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex288/verilog/ex288_r90_proc_abc_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex288/aigs/ex288_r90_proc_abc_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex288/logs/ex288_r90_proc_abc_aig.yosys.log,student/runs/unknown/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex288/logs/ex288_r90_proc_abc_aig.evaluate.py.log,OK,1,not_run,2257,14,31598,16394,26224,31598,0,0,0,official evaluate.py status=OK; official_aig=student/runs/unknown/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex288/official_eval/ex288_r90_proc_abc_aig/ex288.aig; r87 route-popcount/cofactor DAGs were ADP 1101772/6583115; r88 best descriptor had 1248 keys and 27047 residual samples; r89 emitted no source mutation.,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-unknown-flow-r90/candidates.csv
90,frontend_synthflow_mutation_round90_20260614_0014,sub-unknown-flow-r90,ex297,unknown,ex297_r90_proc_abc_aig,cyclic_2bit_current_best_source_synthflow,current pairsel cell/bit template source may expose different AIG cost under frontend ABC mapping,current-best Verilog renamed only; no semantic/source rewrite; flow=proc_abc_aig,preserve existing paired selector class and cell/bit template sharing,current exact pairsel cell-bit template source,proc_abc_aig,ex297|round90_current_best_source_synthflow|cyclic_2bit_current_best_source_synthflow|preserve_current_source_shared_logic|proc_abc_aig|official_evaluate|full_word_or_cell_pair_outputs,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex297/verilog/ex297_r90_proc_abc_aig.v,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex297/aigs/ex297_r90_proc_abc_aig.aig,student/work/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex297/logs/ex297_r90_proc_abc_aig.yosys.log,student/runs/unknown/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex297/logs/ex297_r90_proc_abc_aig.evaluate.py.log,OK,1,not_run,26564,16,425024,225900,425024,425024,0,0,0,official evaluate.py status=OK; official_aig=student/runs/unknown/frontend_synthflow_mutation_round90_20260614_0014/sub-unknown-flow-r90/ex297/official_eval/ex297_r90_proc_abc_aig/ex297.aig; r87 tile screen had 29696 keys and 6258 residual samples; r88 descriptor had 13744 keys and 2452 residual samples; r89 emitted no source mutation.,,,student/frontend_campaigns/campaigns/frontend_synthflow_mutation_round90_20260614_0014/agent_shards/sub-unknown-flow-r90/candidates.csv
