round,run_id,agent_id,case,domain,hypothesis,representation,sharing_strategy,method_signature,status,reason,verilog_path,log_path,notes,outcome,failure_reason,reuse_policy,next_action,expected_or_evidence_path,shard_csv,candidate_id,evidence_path,variant,sharing,area,delay,adp,aig_path,expected_next_artifact_path,evaluate_log,blocked_reason,next_non_repeated_route_hypothesis
round87,frontend_structural_dag_parallel_round87_20260613_2305,sub-unknown-cell-r87,ex299,unknown,tiled cofactor reuse,,,ex299|round87_tiled_cofactor_reuse|selector_state_tiled_local_module|reused_small_cell_module_by_selector_phase|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,BLOCKED_NO_CANDIDATE,,,,current=1777032 reference=1013807; hist_local_r1_shared residual=188704 keys=21056 exact_bits= rank=; hist_local_r1_phase2 residual=188704 keys=42112 exact_bits= rank=; hist_local_r2_phase2 residual=75304 keys=97280 exact_bits= rank=,,shared tile split was not exact with enough position reuse,,look for a different compact global state before module emission,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-cell-r87/failed_hypotheses.csv,ex299_r87_blocked_round87_tiled_cofactor_reuse,,selector_state_tiled_local_module,reused_small_cell_module_by_selector_phase,,,,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-cell-r87/ex299/diagnostics/ex299_r87_tiled_screen.csv,,,
,,sub-unknown-route-r87,ex285,,repeat sorted-position descriptor,,,ex285|hamming_weight_preserving_lossy_routing_normalizer|sorted_position_descriptor|shared_popcount_layer_plus_coarse_sorted_one-position_bounds|yosys_internal_abc_g_aig|official_evaluate|full_word_delta_groups,BLOCKED_NO_CANDIDATE,round84 exact candidate was nonwinning and assignment forbids prior descriptor signatures unchanged,,,checkpoint blocker before generation,,,,use prefix/suffix/first-last-median route descriptors or compact residual modules instead,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-unknown-route-r84/candidates.csv,,,,,,,,,,
,,sub-unknown-route-r87,ex285,,repeat pairdesc/keyBDD/source graft wrappers,,,ex285|hamming_weight_preserving_lossy_routing_normalizer|keybdd_symcof_pairdesc_or_source_graft_replay|prior_case_notes_only|no_synth|full_word,BLOCKED_NO_CANDIDATE,round85 and earlier exact wrappers/grafts were nonwinning and do not replace the residual tree body,,,checkpoint blocker before generation,,,,screen new compact route state before emitting Verilog,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/cases/ex280_ex299_unknown/ex285/frontend_attempts.md,,,,,,,,,,
,,sub-unknown-route-r87,ex285,,repeat learned natural DAG,,,ex285|learned_multioutput_decision_graph|shared_mux_dag|natural|yosys_abc_g_aig|official_evaluate,BLOCKED_NO_CANDIDATE,round86 natural learned DAG was equivalent but far worse and assignment forbids full natural DAG signatures unchanged,,,checkpoint blocker before generation,,,,try descriptor-guided or cofactor-module DAG instead of full natural learned mux tree,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/evaluation_results.csv,,,,,,,,,,
,,sub-unknown-route-r87,ex288,,repeat inverse/edge-middle lane state,,,ex288|hamming_weight_preserving_lossy_routing_normalizer|inverse_route_normalizer_or_edge_middle_lane_state|shared_output-edge_input-output_delta_lane_predicates|yosys_internal_abc_g_aig|official_evaluate|full_word_delta_groups,BLOCKED_NO_CANDIDATE,round84 screens produced conflict-heavy descriptors with no useful exact groups,,,checkpoint blocker before generation,,,,use route/popcount decision descriptors that include prefix/suffix occupancy and lane parity,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/frontend_campaigns/campaigns/frontend_radical_parallel_round84_20260613_2103/agent_shards/sub-unknown-route-r84/failed_hypotheses.csv,,,,,,,,,,
,,sub-unknown-route-r87,ex288,,repeat bucket-key/keyBDD selected-bit replay,,,ex288|hamming_weight_preserving_lossy_routing_normalizer|bucket_key_table_keybdd_replay|prior_case_notes_only|no_synth|full_word,BLOCKED_NO_CANDIDATE,prior bucket-key and keyBDD selected-bit variants are exact but table-scale or nonwinning,,,checkpoint blocker before generation,,,,only emit if a compact cofactor descriptor avoids bucket-key/keyBDD scale,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/cases/ex280_ex299_unknown/ex288/frontend_attempts.md,,,,,,,,,,
,,sub-unknown-route-r87,ex288,,repeat learned natural DAG,,,ex288|learned_multioutput_decision_graph|shared_mux_dag|natural|yosys_abc_g_aig|official_evaluate,BLOCKED_NO_CANDIDATE,round86 natural learned DAG was equivalent but far worse and assignment forbids full natural DAG signatures unchanged,,,checkpoint blocker before generation,,,,try descriptor-guided or cofactor-module DAG instead of full natural learned mux tree,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/frontend_campaigns/campaigns/frontend_truthroot_parallel_round86_20260613_2221/agent_shards/sub-unknown-root-r86/evaluation_results.csv,,,,,,,,,,
,,sub-unknown-route-r87,ex285,,route/popcount descriptor graph,,,ex285|hamming_weight_preserving_lossy_routing_normalizer|r87_popcount_route_decision_graph|shared_popcount_prefix_suffix_first_last_median_lane_parity|yosys_internal_abc_g_aig|official_evaluate|full_word,EQUIVALENT_NONWINNING,"ADP 172480 did not beat frontend 11033, current 9132, or reference 5499",student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/verilog/ex285_r87_popcount_route_decision_graph.v,,popcount_layer_split_nodes=2080; leaves=903; order=4 5 6 7 0 11 1 10 2 9 3 8; frontend_target=11033; current_best=9132; reference=5499,,,,Try a smaller nonlinear route state or residual module sharing that removes more raw mux nodes.,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/logs/ex285_r87_popcount_route_decision_graph.evaluate.py.log,,,,,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/aigs/ex285_r87_popcount_route_decision_graph.aig,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/logs/ex285_r87_popcount_route_decision_graph.evaluate.py.log,,
,,sub-unknown-route-r87,ex285,,cofactor module reuse,,,ex285|hamming_weight_preserving_lossy_routing_normalizer|r87_small_cofactor_module_reuse|compact_route_descriptor_shared_residual_modules|yosys_internal_abc_g_aig|official_evaluate|cofactor_residual_groups,EQUIVALENT_NONWINNING,"ADP 708816 did not beat frontend 11033, current 9132, or reference 5499",student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/verilog/ex285_r87_small_cofactor_module_reuse.v,,cofactor_groups=937; cofactor_nodes=5364; leaves=3307; frontend_target=11033; current_best=9132; reference=5499,,,,Try a smaller nonlinear route state or residual module sharing that removes more raw mux nodes.,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/logs/ex285_r87_small_cofactor_module_reuse.evaluate.py.log,,,,,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/aigs/ex285_r87_small_cofactor_module_reuse.aig,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/logs/ex285_r87_small_cofactor_module_reuse.evaluate.py.log,,
,,sub-unknown-route-r87,ex285,,GF2 nonlinear residual,,,ex285|hamming_weight_preserving_lossy_routing_normalizer|r87_gf2_lowrank_nonlinear_residual|shared_affine_roots_plus_small_nonlinear_corrections|yosys_internal_abc_g_aig|official_evaluate|lane_parity_and_residual_bits,BLOCKED_NO_CANDIDATE,no output bit matched a raw/lane-parity affine root exactly,,,GF2 screen rejects direct low-rank emission,,,,Try nonlinear correction predicates before RTL emission; direct affine roots are insufficient.,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex285/diagnostics/ex285_r87_descriptor_diagnostics.csv,,,,,,,,,,
,,sub-unknown-route-r87,ex288,,route/popcount descriptor graph,,,ex288|hamming_weight_preserving_lossy_routing_normalizer|r87_popcount_route_decision_graph|shared_popcount_prefix_suffix_first_last_median_lane_parity|yosys_internal_abc_g_aig|official_evaluate|full_word,EQUIVALENT_NONWINNING,"ADP 1101772 did not beat frontend 31598, current 26224, or reference 16394",student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/verilog/ex288_r87_popcount_route_decision_graph.v,,popcount_layer_split_nodes=12339; leaves=6734; order=4 5 6 7 8 9 0 14 1 13 2 12 3 11 10; frontend_target=31598; current_best=26224; reference=16394,,,,Try a smaller nonlinear route state or residual module sharing that removes more raw mux nodes.,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/logs/ex288_r87_popcount_route_decision_graph.evaluate.py.log,,,,,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/aigs/ex288_r87_popcount_route_decision_graph.aig,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/logs/ex288_r87_popcount_route_decision_graph.evaluate.py.log,,
,,sub-unknown-route-r87,ex288,,cofactor module reuse,,,ex288|hamming_weight_preserving_lossy_routing_normalizer|r87_small_cofactor_module_reuse|compact_route_descriptor_shared_residual_modules|yosys_internal_abc_g_aig|official_evaluate|cofactor_residual_groups,EQUIVALENT_NONWINNING,"ADP 6583115 did not beat frontend 31598, current 26224, or reference 16394",student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/verilog/ex288_r87_small_cofactor_module_reuse.v,,cofactor_groups=2167; cofactor_nodes=49167; leaves=30149; frontend_target=31598; current_best=26224; reference=16394,,,,Try a smaller nonlinear route state or residual module sharing that removes more raw mux nodes.,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/logs/ex288_r87_small_cofactor_module_reuse.evaluate.py.log,,,,,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/aigs/ex288_r87_small_cofactor_module_reuse.aig,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/logs/ex288_r87_small_cofactor_module_reuse.evaluate.py.log,,
,,sub-unknown-route-r87,ex288,,GF2 nonlinear residual,,,ex288|hamming_weight_preserving_lossy_routing_normalizer|r87_gf2_lowrank_nonlinear_residual|shared_affine_roots_plus_small_nonlinear_corrections|yosys_internal_abc_g_aig|official_evaluate|lane_parity_and_residual_bits,BLOCKED_NO_CANDIDATE,no output bit matched a raw/lane-parity affine root exactly,,,GF2 screen rejects direct low-rank emission,,,,Try nonlinear correction predicates before RTL emission; direct affine roots are insufficient.,,student/frontend_campaigns/campaigns/frontend_structural_dag_parallel_round87_20260613_2305/agent_shards/sub-unknown-route-r87/failed_hypotheses.csv,,student/work/frontend_structural_dag_parallel_round87_20260613_2305/sub-unknown-route-r87/ex288/diagnostics/ex288_r87_descriptor_diagnostics.csv,,,,,,,,,,
