case,hypothesis,representation_family,sharing_strategy,source,confidence,novelty,expected_gain,status,reason,created_by,created_at
ex277,current best frontend source may need a fixed post-synthesis rewrite,cofactor-4 reverse BDD replay from current frontend best,existing local BDDs and shared word mux,ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=3159, current_frontend=2844, reference=1980",integer-agent,2026-06-12
ex277,larger prefix range word tree may beat cofactor BDD on ADP,prefix5 shared threshold/ge tree LSB-first,shared range predicates and whole-word mux,ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=3735, current_frontend=2844, reference=1980",integer-agent,2026-06-12
ex285,hamming_weight_preserving_lossy_routing_normalizer,onehot_bucket_count_key_case_table,shared_bucket_counts_and_selectors,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_bad,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex286,hamming_weight_preserving_lossy_routing_normalizer,onehot_bucket_count_key_case_table,shared_bucket_counts_and_selectors,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_bad,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex287,hamming_weight_preserving_lossy_routing_normalizer,onehot_bucket_count_key_case_table,shared_bucket_counts_and_selectors,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_bad,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex288,hamming_weight_preserving_lossy_routing_normalizer,onehot_bucket_count_key_case_table,shared_bucket_counts_and_selectors,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_bad,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex289,hamming_weight_preserving_lossy_routing_normalizer,onehot_bucket_count_key_case_table,shared_bucket_counts_and_selectors,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_bad,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex289,hamming_weight_preserving_lossy_routing_normalizer,complement_reverse_split_domain_symcof,global_bdd_node_sharing,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex280,fixed1_zminus2_filter_variant,full_wrap_low_zero_high_muxcoord_degree2_anf,grouped_coordinate_terms,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex281,fixed1_zminus2_filter_variant,full_wrap_low_zero_high_muxcoord_degree2_anf,grouped_coordinate_terms,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex282,fixed1_zminus2_filter_variant,full_wrap_low_zero_high_muxcoord_degree2_anf,grouped_coordinate_terms,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex283,fixed1_zminus2_filter_variant,full_wrap_low_zero_high_muxcoord_degree2_anf,grouped_coordinate_terms,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex284,fixed1_zminus2_filter_variant,full_wrap_low_zero_high_muxcoord_degree2_anf,grouped_coordinate_terms,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex280,quartic_gf2_anf_monomial_sharing,full_clamp_muxcoord_quadratic_linear_form_products,shared_linear_form_products,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex281,quartic_gf2_anf_monomial_sharing,full_clamp_muxcoord_quadratic_linear_form_products,shared_linear_form_products,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex282,quartic_gf2_anf_monomial_sharing,full_clamp_muxcoord_quadratic_linear_form_products,shared_linear_form_products,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex283,quartic_gf2_anf_monomial_sharing,full_clamp_muxcoord_quadratic_linear_form_products,shared_linear_form_products,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex284,quartic_gf2_anf_monomial_sharing,full_clamp_muxcoord_quadratic_linear_form_products,shared_linear_form_products,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex285,hamming_weight_preserving_lossy_routing_normalizer,pair_symmetry_canonical_key_bdd_cofactors,global_bdd_node_sharing,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex286,hamming_weight_preserving_lossy_routing_normalizer,pair_symmetry_canonical_key_bdd_cofactors,global_bdd_node_sharing,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex287,hamming_weight_preserving_lossy_routing_normalizer,pair_symmetry_canonical_key_bdd_cofactors,global_bdd_node_sharing,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex288,hamming_weight_preserving_lossy_routing_normalizer,pair_symmetry_canonical_key_bdd_cofactors,global_bdd_node_sharing,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete; no current-best improvement,unknown-a-agent,2026-06-12
ex290,global permutation-like I+R^-2 state descriptor,anchored_state_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex290,global permutation-like I+R^-2 state descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex291,global permutation-like I+R^-2 state descriptor,anchored_state_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex291,global permutation-like I+R^-2 state descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex292,global permutation-like I+R^-2 state descriptor,anchored_state_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex292,global permutation-like I+R^-2 state descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex293,global permutation-like I+R^-2 state descriptor,anchored_state_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex293,global permutation-like I+R^-2 state descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex294,global permutation-like I+R^-2 state descriptor,anchored_state_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex294,global permutation-like I+R^-2 state descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex295,cyclic 2-bit-symbol rot2/cell descriptor,anchored_cell_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex295,cyclic 2-bit-symbol rot2/cell descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex296,odd/open-boundary I+R^-2 state descriptor,open_state_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex296,odd/open-boundary I+R^-2 state descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex297,cyclic 2-bit-symbol rot2/cell descriptor,anchored_cell_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex297,cyclic 2-bit-symbol rot2/cell descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex298,odd/open-boundary I+R^-2 state descriptor,open_state_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex298,odd/open-boundary I+R^-2 state descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex299,cyclic 2-bit-symbol rot2/cell descriptor,anchored_cell_delta_shared_bdd,shared BDD nodes over descriptor key,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_no_improvement,official equivalent but no current-best improvement,unknown-b-agent,2026-06-12
ex299,cyclic 2-bit-symbol rot2/cell descriptor,direct_descriptor_formula,single shared rotate/delta expression,ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent,medium,campaign_shard,medium,tested_bad,not equivalent or not synthesized successfully,unknown-b-agent,2026-06-12
ex247,E5M2FN packed low-over-high division,numerator-first bound/smallpat quotient attributes,shared numerator decode with denominator local quotient predicates,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_arithmetic_encoding,high,tested_equivalent,OK adp=9724,float-fp8-agent,2026-06-12
ex246,E5M2FN packed multiply,product bound/smallpat exponent-mantissa encoding,shared sign xor exponent sum and formulaic low-product predicates,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_arithmetic_encoding,high,tested_equivalent,OK adp=10140,float-fp8-agent,2026-06-12
ex244,E4M3FN packed hypot,sig-first max-eff/gap/min-sig delta predicate BDD,shared abs max/min decode with reordered delta predicate support,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_delta_predicates,high,tested_equivalent,OK adp=13846,float-fp8-agent,2026-06-12
ex240,E4M3FN packed add,formula-based diff-sign GRS cancellation normalizer,shared gap-clamped decode with separate same and diff arithmetic paths,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_diff_cancellation,high,tested_failed,NOT_EQUIV adp=,float-fp8-agent,2026-06-12
ex241,E4M3FN packed multiply,product exponent formula with per-output exception bits,shared product and exponent-sum decode with bitwise boundary overlay,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_boundary_formula,high,tested_equivalent,OK adp=28120,float-fp8-agent,2026-06-12
ex242,E4M3FN packed low-over-high division,delta-major quotient field table,shared special-case shell plus exponent-delta local tables,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_boundary_formula,high,tested_equivalent,OK adp=34040,float-fp8-agent,2026-06-12
ex245,E5M2FN packed add,small-gap local normalizer with passthrough guards,shared gap max/min significand decode and local active-region normalizer,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_gap_normalizer,high,tested_equivalent,OK adp=48456,float-fp8-agent,2026-06-12
ex248,E5M2FN packed fmod,delta-major modular-significand remainder with shared norm table,"shared exponent delta, divisor significand, and remainder normalizer",ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_fmod_normalizer,high,tested_equivalent,OK adp=15232,float-fp8-agent,2026-06-12
ex249,E5M2FN packed hypot,gap0/gap1 formula thresholds with explicit saturation,shared abs max/min decode and compact delta threshold predicates,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_delta_predicates,high,tested_equivalent,OK adp=6012,float-fp8-agent,2026-06-12
ex253,unsigned 2-bit lane reduction to E4M3FN,low/high bit popcounts with threshold-field quantizer,shared weighted popcount and hand threshold output fields,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_popcount_tradeoff,high,tested_equivalent,OK adp=3906,float-fp8-agent,2026-06-12
ex240,E4M3FN packed add,same-sign delta table plus compact diff parameter normalizer,shared magnitude ordering with separate active same/diff correction paths,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_diff_cancellation_alt,high,tested_equivalent,OK adp=38900,float-fp8-agent,2026-06-12
ex241,E4M3FN packed multiply,product exponent formula with whole-magnitude exception overlay,shared product and exponent-sum decode,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_boundary_formula_alt,high,tested_equivalent,OK adp=21360,float-fp8-agent,2026-06-12
ex242,E4M3FN packed low-over-high division,quotient formula with bitwise boundary exceptions,shared exponent-delta quotient decode and per-bit overlay,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_boundary_formula_alt,high,tested_equivalent,OK adp=33200,float-fp8-agent,2026-06-12
ex244,E4M3FN packed hypot,gap/sig threshold pack without max-eff BDD,shared max/min decode and packed delta threshold predicates,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_delta_predicates_alt,high,tested_equivalent,OK adp=11154,float-fp8-agent,2026-06-12
ex245,E5M2FN packed add,separate same-sign and diff-sign sorted-magnitude BDDs,shared sorted operand decode with split sign-path BDD predicates,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_shared_bdd_alt,high,tested_equivalent,OK adp=41125,float-fp8-agent,2026-06-12
ex246,E5M2FN packed multiply,hand-written product leading-bit/RNE normalizer,shared significand product and exponent-sum normalizer,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_arithmetic_encoding_alt,high,tested_equivalent,OK adp=15466,float-fp8-agent,2026-06-12
ex247,E5M2FN packed low-over-high division,sig-pair ratio exponent-offset formula,shared sigpair quotient class and exponent-delta boundaries,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_arithmetic_encoding_alt,high,tested_equivalent,OK adp=9240,float-fp8-agent,2026-06-12
ex248,E5M2FN packed fmod,shifted significand modulo with shared normalization table,shared exponent delta and divisor-significand modulo path,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_fmod_normalizer_alt,high,tested_equivalent,OK adp=352512,float-fp8-agent,2026-06-12
ex249,E5M2FN packed hypot,max magnitude plus interleaved delta BDD,shared abs max/min decode and delta BDD,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_delta_predicates_alt,high,tested_equivalent,OK adp=8487,float-fp8-agent,2026-06-12
ex253,unsigned 2-bit lane reduction to E4M3FN,balanced lane-sum tree with reachable lane-sum qcase,shared balanced lane adder tree and quantization case,ex200_ex299_frontend_refgap_round2_20260612_1512/float-fp8-agent,medium,round2_popcount_tradeoff_alt,high,tested_equivalent,OK adp=3321,float-fp8-agent,2026-06-12
ex260,hand-minimized shared signed 4x4 product predicates,multi-output shared QMC cube cover over signed product bits,shared predicate cubes reused across all output bits,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=2470, current_frontend=1144, reference=657",integer-agent,2026-06-12
ex260,sign-cofactored shared signed 4x4 product predicates,sign-bit cofactor mux with shared local cube covers,shared cubes inside each sign quadrant and one product word mux,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=2350, current_frontend=1144, reference=657",integer-agent,2026-06-12
ex266,smaller predicates inside current cofactor word-mux structure,"shared cube covers per {b[4:3],a[4]} cofactor",shared cofactor-local predicate cubes plus one quotient word mux,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=1810, current_frontend=1480, reference=848",integer-agent,2026-06-12
ex266,deeper cofactor predicate sharing inside quotient word mux,"shared cube covers per {b[4:3],a[4:3]} cofactor",deeper cofactor-local predicate cubes plus one quotient word mux,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=1740, current_frontend=1480, reference=848",integer-agent,2026-06-12
ex256,real shared partial-product and high-carry recomposition,low4 product plus top-bit cross rows with explicit CSA high merge,shared partial-product rows and two-stage carry-save high correction,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=4836, current_frontend=2844, reference=1911",integer-agent,2026-06-12
ex256,partial-product high-bit rows without CSA staging,low4 product plus direct top-bit cross-row sum,shared low partial products and explicit top-bit correction rows,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=5215, current_frontend=2844, reference=1911",integer-agent,2026-06-12
ex256,truth-guided high-bit cofactor product predicates,a[4]/b[4] cofactor mux with shared local cube covers,shared local product predicates inside high-bit cofactors,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=16016, current_frontend=2844, reference=1911",integer-agent,2026-06-12
ex261,sign-cofactored shared signed 5x5 product predicates,sign-bit cofactor mux with shared local cube covers,shared cubes inside each sign quadrant and one product word mux,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=13538, current_frontend=2952, reference=2041",integer-agent,2026-06-12
ex270,square compressor row depth can improve with 4:2 style counters,triangular square columns with counter4x carry-select merge,shared square cross terms and wider column counters,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=4140, current_frontend=3230, reference=2076",integer-agent,2026-06-12
ex270,MSB split may reduce square high-carry pressure,MSB-cofactored lower Wallace square with csel6,shared lower square and high correction rows,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=5049, current_frontend=3230, reference=2076",integer-agent,2026-06-12
ex276,lower-bit shared classifier below prefix4 can replace local ge formulas,prefix4 cofactor shared cube covers,shared local cubes reused by all sqrt output bits,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=1210, current_frontend=1010, reference=632",integer-agent,2026-06-12
ex276,coarser prefix decoder may reduce mux overhead for lower classifier,prefix3 cofactor shared cube covers,shared local cubes reused by all sqrt output bits,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=1331, current_frontend=1010, reference=632",integer-agent,2026-06-12
ex277,cofbdd4 can be refined with shared local decoder cubes,4-bit high cofactor shared cube word mux,shared local cubes and one sqrt word mux,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,tested_nonwinning,"ADP=3480, current_frontend=2844, reference=1980",integer-agent,2026-06-12
ex260,signed correction should be factored before shared cube covering,factored signed core with shared correction predicates,share Booth/Baugh-style correction and carry predicates,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,next_hypothesis,Unstarted in this batch; current shared cube covers are too large versus frontend.,integer-agent,2026-06-12
ex266,quotient-threshold comparators may beat local truth cubes inside word mux,cofactor quotient threshold predicates,share divisor-class threshold tests across quotient bits,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,next_hypothesis,Unstarted in this batch; deeper QMC cofactor split improved within tested family but still missed frontend.,integer-agent,2026-06-12
ex256,Dadda or Wallace 5x5 compressor with controlled final adder may recover reference gap,partial-product compressor tree with explicit final adder boundary,share generated rows and schedule compressors by column,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,next_hypothesis,Unstarted in this batch; low4/highcarry recomposition was equivalent but too slow.,integer-agent,2026-06-12
ex261,signed 5x5 compressor rows should replace sign-cofactored truth cubes,signed Baugh-Wooley or Booth compressor structure,share sign correction rows and partial-product compressors,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,next_hypothesis,Unstarted in this batch; sign-cofactored cube cover is far above frontend.,integer-agent,2026-06-12
ex270,square-specific Dadda schedule may improve over generic counter4x rows,diagonal square compressor with doubled cross terms,share diagonal/cross-term rows and use smaller carry-select boundary,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,next_hypothesis,Unstarted in this batch; counter4x and MSB-split variants both missed frontend.,integer-agent,2026-06-12
ex276,restoring-sqrt classifier may reduce prefix cube mux overhead,hybrid prefix classifier plus residual comparator,share only low residual compare predicates below prefix,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,next_hypothesis,Unstarted in this batch; prefix cube families remained above frontend.,integer-agent,2026-06-12
ex277,cof3/cof4 decoder refinements need synth_preset_d12 flow fix before comparison,cofactor decoder with local cube covers,share decoder arms and residual sqrt cubes,ex200_ex299_frontend_refgap_round2_20260612_1512/integer-agent,medium,campaign_shard,medium,next_hypothesis,Unstarted follow-up; two synth_preset_d12 jobs failed because the local driver lacked that flow key.,integer-agent,2026-06-12
ex225,fp16_log_family_sparse_residual_compression,sparse_per_hi_low14_residual_defaults,shared_special_sign_exp_decode_plus_high_bit_run_trees,ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent,medium,source_level_residual_compression,medium,tested_promising,official evaluate.py ADP=218728; current_frontend=219070; reference=116676,unary-agent,2026-06-12
ex223,fp16_log_family_sparse_residual_compression,sparse_per_hi_low14_residual_defaults,shared_special_sign_exp_decode_plus_high_bit_run_trees,ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent,medium,source_level_residual_compression,medium,tested_equivalent_nonwinning,official evaluate.py ADP=204402; current_frontend=204193; reference=120549,unary-agent,2026-06-12
ex224,fp16_log_family_sparse_residual_compression,sparse_per_hi_low12_residual_defaults,shared_special_sign_exp_decode_plus_high_bit_run_trees,ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent,medium,source_level_residual_compression,medium,tested_equivalent_nonwinning,official evaluate.py ADP=102306; current_frontend=96224; reference=64708,unary-agent,2026-06-12
ex200,bf16_exp_sparse_residual_compression,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent,medium,source_level_residual_compression,medium,tested_promising,official evaluate.py ADP=54405; current_frontend=59232; reference=40052,unary-agent,2026-06-12
ex204,bf16_log2_sparse_residual_compression,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent,medium,source_level_residual_compression,medium,tested_equivalent_nonwinning,official evaluate.py ADP=31995; current_frontend=25670; reference=15180,unary-agent,2026-06-12
ex205,bf16_log10_sparse_residual_compression,sparse_signexp_hilo3_residual_defaults,shared_sign_exp_decode_per_hi_sparse_residual,ex200_ex299_frontend_refgap_round2_20260612_1512/unary-agent,medium,source_level_residual_compression,medium,tested_equivalent_nonwinning,official evaluate.py ADP=72208; current_frontend=71104; reference=47128,unary-agent,2026-06-12
ex281,quartic_gf2_event_filter,overlap_root_product_basis_small_roots,shared_overlapping_linear_roots_with_linear_corrections,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-gf2-agent,medium,explore,medium,tested_promising,official evaluate.py replay complete,unknown-gf2-agent,2026-06-12
ex282,quartic_gf2_event_filter,overlap_root_product_basis_small_roots,shared_overlapping_linear_roots_with_linear_corrections,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-gf2-agent,medium,explore,medium,tested_promising,official evaluate.py replay complete,unknown-gf2-agent,2026-06-12
ex280,quartic_gf2_event_filter,overlap_root_product_basis_small_roots,shared_overlapping_linear_roots_with_linear_corrections,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-gf2-agent,medium,explore,medium,tested_promising,official evaluate.py replay complete,unknown-gf2-agent,2026-06-12
ex289,hamming_weight_preserving_lossy_routing_normalizer,complement_reverse_split2_pairdelta_symcof,pair_shared_duality_wrapper_and_group_bdd_cofactors,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-gf2-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete,unknown-gf2-agent,2026-06-12
ex289,hamming_weight_preserving_lossy_routing_normalizer,complement_reverse_split2_group_symcof_resynth,group_bdd_node_sharing_with_existing_xor_wrapper,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-gf2-agent,medium,explore,low,tested_equivalent_worse,official evaluate.py replay complete,unknown-gf2-agent,2026-06-12
ex283,quartic_gf2_event_filter,overlap_root_product_basis_small_roots,shared_overlapping_linear_roots_with_linear_corrections,ex200_ex299_frontend_refgap_round2_20260612_1512/unknown-gf2-agent,medium,explore,medium,tested_promising,official evaluate.py replay complete,unknown-gf2-agent,2026-06-12
