case,domain,stage,method_hint,method_signature,run_count,best_adp,current_best_adp,reference_adp,ratio_to_reference,ratio_to_current_best,outcome,failure_reason,reuse_policy,judgment_confidence,next_action,case_notes_paths,summary_csvs,evidence_paths,source_roots,runs
ex238,fp16,frontend,frontend_fp16_combined_best_synthflow,ex238|frontend|frontend_fp16_combined_best_synthflow,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_combined_best_synthflow_20260608_0925,student/work,ex235_ex239_frontend_fp16_combined_best_synthflow_20260608_0925
ex238,fp16,frontend,frontend_fp16_core_boundary,ex238|frontend|frontend_fp16_core_boundary,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_core_boundary_20260608_0938,student/work,ex236_ex238_frontend_fp16_core_boundary_20260608_0938
ex238,fp16,frontend,frontend_fp16_core_boundary_allflows,ex238|frontend|frontend_fp16_core_boundary_allflows,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_core_boundary_allflows_20260608_0942,student/work,ex236_ex238_frontend_fp16_core_boundary_allflows_20260608_0942
ex238,fp16,frontend,frontend_fp16_core_boundary_low15,ex238|frontend|frontend_fp16_core_boundary_low15,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_core_boundary_low15_20260608_0944,student/work,ex236_ex238_frontend_fp16_core_boundary_low15_20260608_0944
ex238,fp16,frontend,frontend_fp16_core_boundary_specs,ex238|frontend|frontend_fp16_core_boundary_specs,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_core_boundary_specs_20260608_0939,student/work,ex236_ex238_frontend_fp16_core_boundary_specs_20260608_0939
ex238,fp16,frontend,frontend_fp16_core_boundary_wide,ex238|frontend|frontend_fp16_core_boundary_wide,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_core_boundary_wide_20260608_0940,student/work,ex236_ex238_frontend_fp16_core_boundary_wide_20260608_0940
ex238,fp16,frontend,frontend_fp16_core_clamp,ex238|frontend|frontend_fp16_core_clamp,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_core_clamp_20260608_0953,student/work,ex236_ex238_frontend_fp16_core_clamp_20260608_0953
ex238,fp16,frontend,frontend_fp16_core_clamp_allflows,ex238|frontend|frontend_fp16_core_clamp_allflows,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_core_clamp_allflows_20260608_0953,student/work,ex236_ex238_frontend_fp16_core_clamp_allflows_20260608_0953
ex238,fp16,frontend,frontend_fp16_cube_formula,ex238|frontend|frontend_fp16_cube_formula,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_cube_formula_20260608_0802,student/work,ex236_ex238_frontend_fp16_cube_formula_20260608_0802
ex238,fp16,frontend,frontend_fp16_current,ex238|frontend|frontend_fp16_current,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_current_20260608_1055,student/work,ex235_ex239_frontend_fp16_current_20260608_1055
ex238,fp16,frontend,frontend_fp16_current_neighbor,ex238|frontend|frontend_fp16_current_neighbor,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_current_neighbor_20260608_0810,student/work,ex236_ex238_frontend_fp16_current_neighbor_20260608_0810
ex238,fp16,frontend,frontend_fp16_current_synthflow,ex238|frontend|frontend_fp16_current_synthflow,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_current_synthflow_20260608_0740,student/work,ex235_ex239_frontend_fp16_current_synthflow_20260608_0740
ex238,fp16,frontend,frontend_fp16_existing_all_abcg,ex238|frontend|frontend_fp16_existing_all_abcg,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_existing_all_abcg_20260608_0755,student/work,ex235_ex239_frontend_fp16_existing_all_abcg_20260608_0755
ex238,fp16,frontend,frontend_fp16_exp_formula_wrapper,ex238|frontend|frontend_fp16_exp_formula_wrapper,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_exp_formula_wrapper_20260608_0915,student/work,ex235_ex239_frontend_fp16_exp_formula_wrapper_20260608_0915
ex238,fp16,frontend,frontend_fp16_exp_formula_wrapper_fixed,ex238|frontend|frontend_fp16_exp_formula_wrapper_fixed,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_exp_formula_wrapper_fixed_20260608_0925,student/work,ex235_ex239_frontend_fp16_exp_formula_wrapper_fixed_20260608_0925
ex238,fp16,frontend,frontend_fp16_final_current,ex238|frontend|frontend_fp16_final_current,1,24848,18070,16549,1.501480,1.375097,equivalent_but_bad_qor,verified result is far from reference,do_not_repeat_as_is,medium,Do not repeat this direction unchanged; rethink high-level structure or sharing.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,student/runs/fp16/ex235_ex239_frontend_fp16_final_current_20260608_1055/results/summary.csv,student/runs/fp16/ex235_ex239_frontend_fp16_final_current_20260608_1055/results/summary.csv,student/runs,ex235_ex239_frontend_fp16_final_current_20260608_1055
ex238,fp16,frontend,frontend_fp16_grouped_pattern_followup,ex238|frontend|frontend_fp16_grouped_pattern_followup,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex238_frontend_fp16_grouped_pattern_followup_20260608_1010,student/work,ex238_frontend_fp16_grouped_pattern_followup_20260608_1010
ex238,fp16,frontend,frontend_fp16_manual_shared_magbits,ex238|frontend|frontend_fp16_manual_shared_magbits,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex238_frontend_fp16_manual_shared_magbits_20260608_0940,student/work,ex238_frontend_fp16_manual_shared_magbits_20260608_0940
ex238,fp16,frontend,frontend_fp16_open_structures,ex238|frontend|frontend_fp16_open_structures,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_open_structures_20260608_0745,student/work,ex235_ex239_frontend_fp16_open_structures_20260608_0745
ex238,fp16,frontend,frontend_fp16_reduced_pair_formula,ex238|frontend|frontend_fp16_reduced_pair_formula,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex238_frontend_fp16_reduced_pair_formula_20260608_0945,student/work,ex238_frontend_fp16_reduced_pair_formula_20260608_0945
ex238,fp16,frontend,frontend_fp16_selected_wrapper,ex238|frontend|frontend_fp16_selected_wrapper,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_selected_wrapper_20260608_0830,student/work,ex236_ex238_frontend_fp16_selected_wrapper_20260608_0830
ex238,fp16,frontend,frontend_fp16_selected_wrapper_base_sign,ex238|frontend|frontend_fp16_selected_wrapper_base_sign,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845,student/work,ex236_ex238_frontend_fp16_selected_wrapper_base_sign_20260608_0845
ex238,fp16,frontend,frontend_fp16_selected_wrapper_base_sign_fixed,ex238|frontend|frontend_fp16_selected_wrapper_base_sign_fixed,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex236_ex238_frontend_fp16_selected_wrapper_base_sign_fixed_20260608_0852,student/work,ex236_ex238_frontend_fp16_selected_wrapper_base_sign_fixed_20260608_0852
ex238,fp16,frontend,frontend_fp16_selected_wrapper_followup,ex238|frontend|frontend_fp16_selected_wrapper_followup,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex238_frontend_fp16_selected_wrapper_followup_20260608_0910,student/work,ex238_frontend_fp16_selected_wrapper_followup_20260608_0910
ex238,fp16,frontend,frontend_fp16_selected_wrapper_followup_synthflow,ex238|frontend|frontend_fp16_selected_wrapper_followup_synthflow,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex238_frontend_fp16_selected_wrapper_followup_synthflow_20260608_0925,student/work,ex238_frontend_fp16_selected_wrapper_followup_synthflow_20260608_0925
ex238,fp16,frontend,frontend_fp16_selected_wrapper_followup_synthflow_d,ex238|frontend|frontend_fp16_selected_wrapper_followup_synthflow_d,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex238_frontend_fp16_selected_wrapper_followup_synthflow_d_20260608_0930,student/work,ex238_frontend_fp16_selected_wrapper_followup_synthflow_d_20260608_0930
ex238,fp16,frontend,frontend_fp16_semantic_shell,ex238|frontend|frontend_fp16_semantic_shell,1,,18070,16549,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_semantic_shell_20260608_1005,student/work,ex235_ex239_frontend_fp16_semantic_shell_20260608_1005
ex238,fp16,frontend,semantic_20260604,ex238|frontend|semantic_20260604,1,26860,18070,16549,1.623059,1.486442,equivalent_but_bad_qor,verified result is far from reference,do_not_repeat_as_is,medium,Do not repeat this direction unchanged; rethink high-level structure or sharing.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex238/frontend_attempts.md,student/runs/fp16/ex220_ex239_semantic_20260604/results/summary.csv,student/runs/fp16/ex220_ex239_semantic_20260604/results/summary.csv,student/runs,ex220_ex239_semantic_20260604
ex239,fp16,backend,backend_portfolio_v2_cycles3_jobs20,ex239|backend|backend_portfolio_v2_cycles3_jobs20,1,26474,25382,25965,1.019603,1.043023,equivalent_but_not_best,verified result exists but does not beat current best,repeat_only_with_clear_reason,medium,Check case notes for why it lost before reusing.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,student/runs/fp16/ex220_ex239_backend_portfolio_v2_cycles3_jobs20_20260611_1448/results/summary.csv,student/runs/fp16/ex220_ex239_backend_portfolio_v2_cycles3_jobs20_20260611_1448/results/summary.csv,student/runs,ex220_ex239_backend_portfolio_v2_cycles3_jobs20_20260611_1448
ex239,fp16,backend,backend_portfolio_v2_cycles3_jobs20_20260611_1448_curr,ex239|backend|backend_portfolio_v2_cycles3_jobs20_20260611_1448_curr,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex220_ex239_backend_portfolio_v2_cycles3_jobs20_20260611_1448_curr,student/work,ex220_ex239_backend_portfolio_v2_cycles3_jobs20_20260611_1448_curr
ex239,fp16,backend,backend_portfolio_v3-ga,ex239|backend|backend_portfolio_v3_ga,1,25382,25382,25965,0.977547,1.000000,promising_beats_reference,method reached or beat reference in existing data,worth_extending,medium,Keep as a strong seed family; try shared-structure or nearby variants.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,student/runs/fp16/ex220_ex239_backend_portfolio_v3-ga_20260614_2316/results/summary.csv,student/runs/fp16/ex220_ex239_backend_portfolio_v3-ga_20260614_2316/results/summary.csv;student/work/ex220_ex239_backend_portfolio_v3-ga_20260614_2316,student/runs;student/work,ex220_ex239_backend_portfolio_v3-ga_20260614_2316
ex239,fp16,frontend,frontend_fp16_combined_best_all_synthflows,ex239|frontend|frontend_fp16_combined_best_all_synthflows,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_combined_best_all_synthflows_20260608_0935,student/work,ex235_ex239_frontend_fp16_combined_best_all_synthflows_20260608_0935
ex239,fp16,frontend,frontend_fp16_combined_best_synthflow,ex239|frontend|frontend_fp16_combined_best_synthflow,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_combined_best_synthflow_20260608_0925,student/work,ex235_ex239_frontend_fp16_combined_best_synthflow_20260608_0925
ex239,fp16,frontend,frontend_fp16_current,ex239|frontend|frontend_fp16_current,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_current_20260608_1055,student/work,ex235_ex239_frontend_fp16_current_20260608_1055
ex239,fp16,frontend,frontend_fp16_current_synthflow,ex239|frontend|frontend_fp16_current_synthflow,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_current_synthflow_20260608_0740,student/work,ex235_ex239_frontend_fp16_current_synthflow_20260608_0740
ex239,fp16,frontend,frontend_fp16_direct_special,ex239|frontend|frontend_fp16_direct_special,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex237_ex239_frontend_fp16_direct_special_20260608_0924,student/work,ex235_ex237_ex239_frontend_fp16_direct_special_20260608_0924
ex239,fp16,frontend,frontend_fp16_direct_special_allflows,ex239|frontend|frontend_fp16_direct_special_allflows,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex237_ex239_frontend_fp16_direct_special_allflows_20260608_0926,student/work,ex235_ex237_ex239_frontend_fp16_direct_special_allflows_20260608_0926
ex239,fp16,frontend,frontend_fp16_direct_special_specs,ex239|frontend|frontend_fp16_direct_special_specs,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex237_ex239_frontend_fp16_direct_special_specs_20260608_0929,student/work,ex235_ex237_ex239_frontend_fp16_direct_special_specs_20260608_0929
ex239,fp16,frontend,frontend_fp16_existing_all_abcg,ex239|frontend|frontend_fp16_existing_all_abcg,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_existing_all_abcg_20260608_0755,student/work,ex235_ex239_frontend_fp16_existing_all_abcg_20260608_0755
ex239,fp16,frontend,frontend_fp16_exp_formula_wrapper,ex239|frontend|frontend_fp16_exp_formula_wrapper,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_exp_formula_wrapper_20260608_0915,student/work,ex235_ex239_frontend_fp16_exp_formula_wrapper_20260608_0915
ex239,fp16,frontend,frontend_fp16_exp_formula_wrapper_fixed,ex239|frontend|frontend_fp16_exp_formula_wrapper_fixed,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex239_frontend_fp16_exp_formula_wrapper_fixed_20260608_0925,student/work,ex235_ex239_frontend_fp16_exp_formula_wrapper_fixed_20260608_0925
ex239,fp16,frontend,frontend_fp16_final_current,ex239|frontend|frontend_fp16_final_current,1,32784,25382,25965,1.262623,1.291624,equivalent_but_gap_remains,verified result still has a large reference gap,repeat_only_with_new_structure,medium,Use only if the new attempt changes decomposition or shared intermediates.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,student/runs/fp16/ex235_ex239_frontend_fp16_final_current_20260608_1055/results/summary.csv,student/runs/fp16/ex235_ex239_frontend_fp16_final_current_20260608_1055/results/summary.csv,student/runs,ex235_ex239_frontend_fp16_final_current_20260608_1055
ex239,fp16,frontend,frontend_fp16_open_followup,ex239|frontend|frontend_fp16_open_followup,1,,25382,25965,,,unscored_artifact,no summary ADP available from indexed artifact,inspect_before_reusing,low,Open the evidence path or case notes before deciding whether to repeat.,student/cases/ex220_ex239_fp16/CURRENT_PROGRESS.md;student/cases/ex220_ex239_fp16/README.md;student/cases/ex220_ex239_fp16/ex235-239/frontend_attempts.md;student/cases/ex220_ex239_fp16/ex239/frontend_attempts.md,,student/work/ex235_ex237_ex239_frontend_fp16_open_followup_20260608_0820,student/work,ex235_ex237_ex239_frontend_fp16_open_followup_20260608_0820
