case,domain,agent_id,hypothesis,variant,method_signature,stage,status,reason,verilog_path,aig_path,log_path,next_action,notes
ex223,fp16,fp16-agent,,,ex223|fp16_log positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi4,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 213520 did not beat batch best 204193 for ex223,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex223,fp16,fp16-agent,,,ex223|fp16_log positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 204307 did not beat batch best 204193 for ex223,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex223,fp16,fp16-agent,,,ex223|fp16_log positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi6,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 219640 did not beat batch best 204193 for ex223,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex223,fp16,fp16-agent,,,ex223|fp16_log positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low12_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 204630 did not beat batch best 204193 for ex223,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex223,fp16,fp16-agent,,,ex223|fp16_log positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low12_nested_hi6,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 218823 did not beat batch best 204193 for ex223,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex223,fp16,fp16-agent,,,ex223|fp16_log positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low15_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 214980 did not beat batch best 204193 for ex223,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex224,fp16,fp16-agent,,,ex224|fp16_log2 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi4,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 112670 did not beat batch best 96224 for ex224,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex224,fp16,fp16-agent,,,ex224|fp16_log2 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 104580 did not beat batch best 96224 for ex224,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex224,fp16,fp16-agent,,,ex224|fp16_log2 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi6,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 102340 did not beat batch best 96224 for ex224,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex224,fp16,fp16-agent,,,ex224|fp16_log2 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low12_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 98379 did not beat batch best 96224 for ex224,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex224,fp16,fp16-agent,,,ex224|fp16_log2 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low14_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 104094 did not beat batch best 96224 for ex224,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex224,fp16,fp16-agent,,,ex224|fp16_log2 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low15_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 98379 did not beat batch best 96224 for ex224,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex225,fp16,fp16-agent,,,ex225|fp16_log10 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi4,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 226240 did not beat batch best 219070 for ex225,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex225,fp16,fp16-agent,,,ex225|fp16_log10 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 219925 did not beat batch best 219070 for ex225,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex225,fp16,fp16-agent,,,ex225|fp16_log10 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low11_nested_hi6,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 242972 did not beat batch best 219070 for ex225,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex225,fp16,fp16-agent,,,ex225|fp16_log10 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low12_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 219127 did not beat batch best 219070 for ex225,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex225,fp16,fp16-agent,,,ex225|fp16_log10 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low12_nested_hi6,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 242896 did not beat batch best 219070 for ex225,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex225,fp16,fp16-agent,,,ex225|fp16_log10 positive-normal log-family semantic shell|nested_hi_lo_mantissa_lut_high_bit_run_trees|shared_special_sign_exp_decode_per_exp_mantissa_runs|yosys_abc_g_aig|abc_xf_official_evaluate|high_bits_run_trees_low15_nested_hi5,,equivalent_but_not_best_in_batch,Official evaluate.py OK but ADP 219108 did not beat batch best 219070 for ex225,,,,Only revisit with a materially different sharing strategy or output grouping.,
ex223,fp16,fp16-agent,,,ex223|deferred second family after coordinator stop|non_nested_selected_bit_or_semantic_normalizer|shared_decode_tbd|not_run|not_run|not_run,,deferred_not_run,Coordinator asked to converge after the current candidate batch and not start a new broad search family.,,,,Run one narrow non-nested selected-bit/predecode or shallow semantic-normalizer candidate only if coordinator reopens search.,
ex224,fp16,fp16-agent,,,ex224|deferred second family after coordinator stop|non_nested_selected_bit_or_semantic_normalizer|shared_decode_tbd|not_run|not_run|not_run,,deferred_not_run,Coordinator asked to converge after the current candidate batch and not start a new broad search family.,,,,Run one narrow non-nested selected-bit/predecode or shallow semantic-normalizer candidate only if coordinator reopens search.,
ex225,fp16,fp16-agent,,,ex225|deferred second family after coordinator stop|non_nested_selected_bit_or_semantic_normalizer|shared_decode_tbd|not_run|not_run|not_run,,deferred_not_run,Coordinator asked to converge after the current candidate batch and not start a new broad search family.,,,,Run one narrow non-nested selected-bit/predecode or shallow semantic-normalizer candidate only if coordinator reopens search.,
ex285,unknown,unknown-a-agent,unknown_bucket_count_classifier,bucket_count_sel4_case_zero,ex285|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,qor,,official_equivalent_but_table_area_exploded,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_bucket_count_classifier_case_zero.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex286,unknown,unknown-a-agent,unknown_bucket_count_classifier,bucket_count_sel3_case_zero,ex286|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,qor,,official_equivalent_but_table_area_exploded,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_bucket_count_classifier_case_zero.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex287,unknown,unknown-a-agent,unknown_bucket_count_classifier,bucket_count_sel4_case_zero,ex287|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,qor,,official_equivalent_but_table_area_exploded,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_bucket_count_classifier_case_zero.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex288,unknown,unknown-a-agent,unknown_bucket_count_classifier,bucket_count_sel3_case_zero,ex288|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,qor,,official_equivalent_but_table_area_exploded,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_bucket_count_classifier_case_zero.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_bucket_count_classifier,bucket_count_sel4_case_zero,ex289|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,qor,,official_equivalent_but_table_area_exploded,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_bucket_count_classifier_case_zero.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_duality_symcof,split2_f10_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_global_xor.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_duality_symcof,split2_f10_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_duality_symcof,split2_f00_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_duality_symcof,split2_f00_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_duality_symcof,split3_f10_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_duality_symcof,split3_f10_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_duality_symcof,split3_f00_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex289,unknown,unknown-a-agent,unknown_duality_symcof,split3_f00_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex289/logs/ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex280,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex280|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex280,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex280|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex281,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex281|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex281,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex281|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex282,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex282|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex282,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex282|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex283,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex283|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex283,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex283|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex284,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex284|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex284,unknown,unknown-a-agent,unknown_muxcoord_anf,prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex284|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex280,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_boundary,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex280,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_wide,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex280,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_direct,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex281,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_boundary,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex281,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_wide,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex281,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_direct,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex282,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_boundary,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,,Recorded as tested but not proposed for frontend best update.
ex282,unknown,unknown-a-agent,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_wide,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,qor,,official_equivalent_but_not_better_than_current,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,,Recorded as tested but not proposed for frontend best update.
