case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex253,float_fp8,float-fp8-agent,ex253_semantic_u2_sum8_popcount_2dcase_default_fp8agent,ex253|unsigned 2-bit lane reduction to E4M3FN|direct two-dimensional hi-count/lo-count quant table|shared weighted popcount with grouped quant output|default|exact_u2_sum8_times2_to_e4m3fn|2d_count_grouped_output_case,OK,1,193,17,3281,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent/ex253/verilog/ex253_semantic_u2_sum8_popcount_2dcase.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent/ex253/aigs/ex253_semantic_u2_sum8_popcount_2dcase_default_fp8agent.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent/ex253/logs/ex253_semantic_u2_sum8_popcount_2dcase_default_fp8agent.evaluate.log,
ex223,fp16,fp16-agent,ex223_log_nested_low11_hi4_abc_g_aig,,OK,,10676,20,213520,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex223/logs/ex223_log_nested_low11_hi4_abc_g_aig_official_evaluate.log,
ex223,fp16,fp16-agent,ex223_log_nested_low11_hi5_abc_g_aig,,OK,,10753,19,204307,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex223/logs/ex223_log_nested_low11_hi5_abc_g_aig_official_evaluate.log,
ex223,fp16,fp16-agent,ex223_log_nested_low11_hi6_abc_g_aig,,OK,,11560,19,219640,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex223/logs/ex223_log_nested_low11_hi6_abc_g_aig_official_evaluate.log,
ex223,fp16,fp16-agent,ex223_log_nested_low12_hi5_abc_g_aig,,OK,,10770,19,204630,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex223/logs/ex223_log_nested_low12_hi5_abc_g_aig_official_evaluate.log,
ex223,fp16,fp16-agent,ex223_log_nested_low12_hi6_abc_g_aig,,OK,,11517,19,218823,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex223/logs/ex223_log_nested_low12_hi6_abc_g_aig_official_evaluate.log,
ex223,fp16,fp16-agent,ex223_log_nested_low14_hi5_abc_g_aig,,OK,,10747,19,204193,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex223/logs/ex223_log_nested_low14_hi5_abc_g_aig_official_evaluate.log,
ex223,fp16,fp16-agent,ex223_log_nested_low15_hi5_abc_g_aig,,OK,,10749,20,214980,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex223/logs/ex223_log_nested_low15_hi5_abc_g_aig_official_evaluate.log,
ex224,fp16,fp16-agent,ex224_log_nested_low11_hi4_abc_g_aig,,OK,,5930,19,112670,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex224/logs/ex224_log_nested_low11_hi4_abc_g_aig_official_evaluate.log,
ex224,fp16,fp16-agent,ex224_log_nested_low11_hi5_abc_g_aig,,OK,,5810,18,104580,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex224/logs/ex224_log_nested_low11_hi5_abc_g_aig_official_evaluate.log,
ex224,fp16,fp16-agent,ex224_log_nested_low11_hi6_abc_g_aig,,OK,,6020,17,102340,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex224/logs/ex224_log_nested_low11_hi6_abc_g_aig_official_evaluate.log,
ex224,fp16,fp16-agent,ex224_log_nested_low12_hi5_abc_g_aig,,OK,,5787,17,98379,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex224/logs/ex224_log_nested_low12_hi5_abc_g_aig_official_evaluate.log,
ex224,fp16,fp16-agent,ex224_log_nested_low12_hi6_abc_g_aig,,OK,,6014,16,96224,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex224/logs/ex224_log_nested_low12_hi6_abc_g_aig_official_evaluate.log,
ex224,fp16,fp16-agent,ex224_log_nested_low14_hi5_abc_g_aig,,OK,,5783,18,104094,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex224/logs/ex224_log_nested_low14_hi5_abc_g_aig_official_evaluate.log,
ex224,fp16,fp16-agent,ex224_log_nested_low15_hi5_abc_g_aig,,OK,,5787,17,98379,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex224/logs/ex224_log_nested_low15_hi5_abc_g_aig_official_evaluate.log,
ex225,fp16,fp16-agent,ex225_log_nested_low11_hi4_abc_g_aig,,OK,,11312,20,226240,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex225/logs/ex225_log_nested_low11_hi4_abc_g_aig_official_evaluate.log,
ex225,fp16,fp16-agent,ex225_log_nested_low11_hi5_abc_g_aig,,OK,,11575,19,219925,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex225/logs/ex225_log_nested_low11_hi5_abc_g_aig_official_evaluate.log,
ex225,fp16,fp16-agent,ex225_log_nested_low11_hi6_abc_g_aig,,OK,,12788,19,242972,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex225/logs/ex225_log_nested_low11_hi6_abc_g_aig_official_evaluate.log,
ex225,fp16,fp16-agent,ex225_log_nested_low12_hi5_abc_g_aig,,OK,,11533,19,219127,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex225/logs/ex225_log_nested_low12_hi5_abc_g_aig_official_evaluate.log,
ex225,fp16,fp16-agent,ex225_log_nested_low12_hi6_abc_g_aig,,OK,,12784,19,242896,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex225/logs/ex225_log_nested_low12_hi6_abc_g_aig_official_evaluate.log,
ex225,fp16,fp16-agent,ex225_log_nested_low14_hi5_abc_g_aig,,OK,,11530,19,219070,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex225/logs/ex225_log_nested_low14_hi5_abc_g_aig_official_evaluate.log,
ex225,fp16,fp16-agent,ex225_log_nested_low15_hi5_abc_g_aig,,OK,,11532,19,219108,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/fp16-agent/ex225/logs/ex225_log_nested_low15_hi5_abc_g_aig_official_evaluate.log,
ex256,integer,integer-agent,ex256_umul_wallace_outside_csel4_abc_g_aig,ex256|partial-product_compressor_final_carry_is_bottleneck|unsigned_Wallace_columns_with_carry-select_final_merge|shared_partial_products_and_column_compressor_rows|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,,,158,22,3476,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_umul_wallace_outside_csel4_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_umul_wallace_outside_csel4_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex256,integer,integer-agent,ex256_umul_wallace_outside_csel4_synth_preset_d18,ex256|partial-product_compressor_final_carry_is_bottleneck|unsigned_Wallace_columns_with_carry-select_final_merge|shared_partial_products_and_column_compressor_rows|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,,,158,21,3318,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_umul_wallace_outside_csel4_synth_preset_d18.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_umul_wallace_outside_csel4_synth_preset_d18.evaluate.log,official evaluate.py returncode=0
ex256,integer,integer-agent,ex256_umul_wallace_mod_outside_hcla3_abc_g_aig,ex256|drop_provably_unused_final_overflow_carry_before_merge|modulo_Wallace_columns_with_hybrid_CLA_final_merge|shared_partial_products_and_pruned_final_carry_network|abc_g_aig|unsigned_low5_high5_multiply|full_product_word,,,158,20,3160,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_umul_wallace_mod_outside_hcla3_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_umul_wallace_mod_outside_hcla3_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex256,integer,integer-agent,ex256_umul_wallace_mod_outside_hcla3_synth_preset_d18,ex256|drop_provably_unused_final_overflow_carry_before_merge|modulo_Wallace_columns_with_hybrid_CLA_final_merge|shared_partial_products_and_pruned_final_carry_network|synth_preset_d18|unsigned_low5_high5_multiply|full_product_word,,,160,20,3200,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/aigs/ex256_umul_wallace_mod_outside_hcla3_synth_preset_d18.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_umul_wallace_mod_outside_hcla3_synth_preset_d18.evaluate.log,official evaluate.py returncode=0
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_csel2_abc_g_aig,ex260|small_signed_product_final_carry_is_bottleneck|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|abc_g_aig|signed_low4_high4_multiply|full_product_word,,,92,15,1380,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/aigs/ex260_baugh_wooley_wallace_csel2_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_csel2_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_csel2_synth_preset_d9,ex260|small_signed_product_final_carry_is_bottleneck|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|synth_preset_d9|signed_low4_high4_multiply|full_product_word,,,91,14,1274,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/aigs/ex260_baugh_wooley_wallace_csel2_synth_preset_d9.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_csel2_synth_preset_d9.evaluate.log,official evaluate.py returncode=0
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_csel2_synth_preset_d13,ex260|small_signed_product_final_carry_is_bottleneck|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|synth_preset_d13|signed_low4_high4_multiply|full_product_word,,,91,14,1274,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/aigs/ex260_baugh_wooley_wallace_csel2_synth_preset_d13.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_csel2_synth_preset_d13.evaluate.log,official evaluate.py returncode=0
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig,ex260|signed_modulo_carry_pruning_can_reduce_final_merge_cost|reverse_Baugh-Wooley_Wallace_modulo_hybrid_CLA|shared_signed_partial_products_with_pruned_overflow_carry|abc_g_aig|signed_low4_high4_multiply|full_product_word,,,88,15,1320,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/aigs/ex260_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_rev_hcla3_mod_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d9,ex260|signed_modulo_carry_pruning_can_reduce_final_merge_cost|reverse_Baugh-Wooley_Wallace_modulo_hybrid_CLA|shared_signed_partial_products_with_pruned_overflow_carry|synth_preset_d9|signed_low4_high4_multiply|full_product_word,,,88,14,1232,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/aigs/ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d9.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d9.evaluate.log,official evaluate.py returncode=0
ex260,integer,integer-agent,ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13,ex260|signed_modulo_carry_pruning_can_reduce_final_merge_cost|reverse_Baugh-Wooley_Wallace_modulo_hybrid_CLA|shared_signed_partial_products_with_pruned_overflow_carry|synth_preset_d13|signed_low4_high4_multiply|full_product_word,,,88,14,1232,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/aigs/ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_baugh_wooley_wallace_rev_hcla3_mod_synth_preset_d13.evaluate.log,official evaluate.py returncode=0
ex261,integer,integer-agent,ex261_baugh_wooley_wallace_csel3_abc_g_aig,ex261|signed_5x5_final_carry_grouping_may_beat_hCLA4|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|abc_g_aig|signed_low5_high5_multiply|full_product_word,,,158,19,3002,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_baugh_wooley_wallace_csel3_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace_csel3_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex261,integer,integer-agent,ex261_baugh_wooley_wallace_csel3_synth_preset_d13,ex261|signed_5x5_final_carry_grouping_may_beat_hCLA4|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|synth_preset_d13|signed_low5_high5_multiply|full_product_word,,,161,20,3220,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_baugh_wooley_wallace_csel3_synth_preset_d13.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace_csel3_synth_preset_d13.evaluate.log,official evaluate.py returncode=0
ex261,integer,integer-agent,ex261_baugh_wooley_wallace_csel3_synth_preset_d18,ex261|signed_5x5_final_carry_grouping_may_beat_hCLA4|Baugh-Wooley_Wallace_with_carry-select_final_merge|shared_signed_partial_products_and_compressor_rows|synth_preset_d18|signed_low5_high5_multiply|full_product_word,,,161,20,3220,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_baugh_wooley_wallace_csel3_synth_preset_d18.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace_csel3_synth_preset_d18.evaluate.log,official evaluate.py returncode=0
ex261,integer,integer-agent,ex261_baugh_wooley_wallace4_outside_hcla2_abc_g_aig,ex261|4-input_counters_reduce_signed_5x5_compressor_depth|Baugh-Wooley_4-input_column_compressor_with_hCLA2|shared_signed_partial_products_and_4-input_compressor_rows|abc_g_aig|signed_low5_high5_multiply|full_product_word,,,184,18,3312,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_baugh_wooley_wallace4_outside_hcla2_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace4_outside_hcla2_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex261,integer,integer-agent,ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d13,ex261|4-input_counters_reduce_signed_5x5_compressor_depth|Baugh-Wooley_4-input_column_compressor_with_hCLA2|shared_signed_partial_products_and_4-input_compressor_rows|synth_preset_d13|signed_low5_high5_multiply|full_product_word,,,184,19,3496,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d13.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d13.evaluate.log,official evaluate.py returncode=0
ex261,integer,integer-agent,ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d18,ex261|4-input_counters_reduce_signed_5x5_compressor_depth|Baugh-Wooley_4-input_column_compressor_with_hCLA2|shared_signed_partial_products_and_4-input_compressor_rows|synth_preset_d18|signed_low5_high5_multiply|full_product_word,,,184,19,3496,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/aigs/ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d18.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_baugh_wooley_wallace4_outside_hcla2_synth_preset_d18.evaluate.log,official evaluate.py returncode=0
ex266,integer,integer-agent,ex266_ex266_cof_bhi2_a4_tree_wordmux_abc_g_aig,ex266|shared_cofactor_word_tree_may_lower_mux_delay|magnitude_cofactor_bit-BDD_with_shared_tree_word_mux|shared_quotient-word_mux_across_output_bits|abc_g_aig|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,,,155,12,1860,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/aigs/ex266_ex266_cof_bhi2_a4_tree_wordmux_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_ex266_cof_bhi2_a4_tree_wordmux_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex266,integer,integer-agent,ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d8,ex266|shared_cofactor_word_tree_may_lower_mux_delay|magnitude_cofactor_bit-BDD_with_shared_tree_word_mux|shared_quotient-word_mux_across_output_bits|synth_preset_d8|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,,,148,12,1776,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/aigs/ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d8.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d8.evaluate.log,official evaluate.py returncode=0
ex266,integer,integer-agent,ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d10,ex266|shared_cofactor_word_tree_may_lower_mux_delay|magnitude_cofactor_bit-BDD_with_shared_tree_word_mux|shared_quotient-word_mux_across_output_bits|synth_preset_d10|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,,,148,12,1776,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/aigs/ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d10.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_ex266_cof_bhi2_a4_tree_wordmux_synth_preset_d10.evaluate.log,official evaluate.py returncode=0
ex266,integer,integer-agent,ex266_udiv_threshold_wordtree_abc_g_aig,ex266|binary_quotient_threshold_word_tree_can_share_product_tests|recursive_q>=mid_comparator_tree_using_constant_b_multiples|shared_word-level_quotient_decisions|abc_g_aig|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,,,652,20,13040,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/aigs/ex266_udiv_threshold_wordtree_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_udiv_threshold_wordtree_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex266,integer,integer-agent,ex266_udiv_threshold_wordtree_synth_preset_d8,ex266|binary_quotient_threshold_word_tree_can_share_product_tests|recursive_q>=mid_comparator_tree_using_constant_b_multiples|shared_word-level_quotient_decisions|synth_preset_d8|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,,,652,21,13692,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/aigs/ex266_udiv_threshold_wordtree_synth_preset_d8.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_udiv_threshold_wordtree_synth_preset_d8.evaluate.log,official evaluate.py returncode=0
ex266,integer,integer-agent,ex266_udiv_threshold_wordtree_synth_preset_d10,ex266|binary_quotient_threshold_word_tree_can_share_product_tests|recursive_q>=mid_comparator_tree_using_constant_b_multiples|shared_word-level_quotient_decisions|synth_preset_d10|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,,,652,21,13692,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/aigs/ex266_udiv_threshold_wordtree_synth_preset_d10.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_udiv_threshold_wordtree_synth_preset_d10.evaluate.log,official evaluate.py returncode=0
ex270,integer,integer-agent,ex270_wallace_square_outside_csel7_abc_g_aig,ex270|alternate_carry-select_group_can_reduce_square_final_carry_ADP|triangular_square_Wallace_columns_with_csel7|shared_cross_terms_and_square-column_compressor_rows|abc_g_aig|unsigned_square_x*x|full_square_word,,,184,21,3864,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_wallace_square_outside_csel7_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_outside_csel7_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex270,integer,integer-agent,ex270_wallace_square_outside_csel7_synth_preset_d12,ex270|alternate_carry-select_group_can_reduce_square_final_carry_ADP|triangular_square_Wallace_columns_with_csel7|shared_cross_terms_and_square-column_compressor_rows|synth_preset_d12|unsigned_square_x*x|full_square_word,,,184,21,3864,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_wallace_square_outside_csel7_synth_preset_d12.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_outside_csel7_synth_preset_d12.evaluate.log,official evaluate.py returncode=0
ex270,integer,integer-agent,ex270_wallace_square_outside_csel7_synth_preset_d18,ex270|alternate_carry-select_group_can_reduce_square_final_carry_ADP|triangular_square_Wallace_columns_with_csel7|shared_cross_terms_and_square-column_compressor_rows|synth_preset_d18|unsigned_square_x*x|full_square_word,,,184,21,3864,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_wallace_square_outside_csel7_synth_preset_d18.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_outside_csel7_synth_preset_d18.evaluate.log,official evaluate.py returncode=0
ex270,integer,integer-agent,ex270_wallace_square_factored_csel5_abc_g_aig,ex270|factored_compressors_can_lower_square_area_at_csel5_grouping|factored_full-adder_square_compressor_with_csel5|shared_propagate/generate_inside_square-column_compressors|abc_g_aig|unsigned_square_x*x|full_square_word,,,188,24,4512,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_wallace_square_factored_csel5_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_factored_csel5_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex270,integer,integer-agent,ex270_wallace_square_factored_csel5_synth_preset_d12,ex270|factored_compressors_can_lower_square_area_at_csel5_grouping|factored_full-adder_square_compressor_with_csel5|shared_propagate/generate_inside_square-column_compressors|synth_preset_d12|unsigned_square_x*x|full_square_word,,,182,24,4368,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_wallace_square_factored_csel5_synth_preset_d12.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_factored_csel5_synth_preset_d12.evaluate.log,official evaluate.py returncode=0
ex270,integer,integer-agent,ex270_wallace_square_factored_csel5_synth_preset_d18,ex270|factored_compressors_can_lower_square_area_at_csel5_grouping|factored_full-adder_square_compressor_with_csel5|shared_propagate/generate_inside_square-column_compressors|synth_preset_d18|unsigned_square_x*x|full_square_word,,,182,24,4368,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/aigs/ex270_wallace_square_factored_csel5_synth_preset_d18.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_wallace_square_factored_csel5_synth_preset_d18.evaluate.log,official evaluate.py returncode=0
ex276,integer,integer-agent,ex276_prefix4_ge_tree_lsb_abc_g_aig,ex276|shared_whole-word_prefix-ge_muxing_may_beat_bitwise_output_logic|prefix4_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|abc_g_aig|unsigned_floor_isqrt|whole_sqrt_word,,,113,12,1356,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/aigs/ex276_prefix4_ge_tree_lsb_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_prefix4_ge_tree_lsb_abc_g_aig.evaluate.log,official evaluate.py returncode=0
ex276,integer,integer-agent,ex276_prefix4_ge_tree_lsb_synth_preset_d8,ex276|shared_whole-word_prefix-ge_muxing_may_beat_bitwise_output_logic|prefix4_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|synth_preset_d8|unsigned_floor_isqrt|whole_sqrt_word,,,103,11,1133,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/aigs/ex276_prefix4_ge_tree_lsb_synth_preset_d8.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_prefix4_ge_tree_lsb_synth_preset_d8.evaluate.log,official evaluate.py returncode=0
ex276,integer,integer-agent,ex276_prefix4_ge_tree_lsb_synth_preset_d10,ex276|shared_whole-word_prefix-ge_muxing_may_beat_bitwise_output_logic|prefix4_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|synth_preset_d10|unsigned_floor_isqrt|whole_sqrt_word,,,103,11,1133,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/aigs/ex276_prefix4_ge_tree_lsb_synth_preset_d10.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_prefix4_ge_tree_lsb_synth_preset_d10.evaluate.log,official evaluate.py returncode=0
ex276,integer,integer-agent,ex276_cofbdd4_reverse_abc_g_aig,ex276|cofactored_local_BDD_can_reduce_mid-bit_classifier_delay|4-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|abc_g_aig|unsigned_floor_isqrt|whole_sqrt_word,,,114,10,1140,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/aigs/ex276_cofbdd4_reverse_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_cofbdd4_reverse_abc_g_aig.evaluate.log,official evaluate.py returncode=0
