case,domain,agent_id,candidate_id,method_signature,sim_tool,sim_status,tests_run,failures,log_path,notes
ex277,integer,integer-agent,ex277_prefix5_ge_tree_lsb_synth_preset_d12,ex277|larger_prefix_range_word_tree_may_beat_cofactor_BDD_on_ADP|prefix5_shared_threshold/ge_tree_LSB-first|shared_range_predicates_and_whole-word_mux|synth_preset_d12|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_prefix5_ge_tree_lsb_synth_preset_d12.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex277,integer,integer-agent,ex277_cofbdd5_reverse_abc_g_aig,ex277|deeper_cofactor_split_may_reduce_local_BDD_delay_enough_for_ex277|5-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|abc_g_aig|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_cofbdd5_reverse_abc_g_aig.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex277,integer,integer-agent,ex277_cofbdd5_reverse_synth_preset_d10,ex277|deeper_cofactor_split_may_reduce_local_BDD_delay_enough_for_ex277|5-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|synth_preset_d10|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_cofbdd5_reverse_synth_preset_d10.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex277,integer,integer-agent,ex277_cofbdd5_reverse_synth_preset_d12,ex277|deeper_cofactor_split_may_reduce_local_BDD_delay_enough_for_ex277|5-bit_high-prefix_cofactor_reverse_BDD|local_BDD_sharing_inside_high-prefix_buckets|synth_preset_d12|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_cofbdd5_reverse_synth_preset_d12.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex256,integer,integer-agent,ex256_current_frontend_replay_post_resyn2,ex256|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|CSA_AND-row_CLA_replay_from_current_frontend_best|existing_shared_partial_products_and_CLA_final_carry|post_resyn2|unsigned_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_current_frontend_replay_post_resyn2.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex256,integer,integer-agent,ex256_current_frontend_replay_post_dch,ex256|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|CSA_AND-row_CLA_replay_from_current_frontend_best|existing_shared_partial_products_and_CLA_final_carry|post_dch|unsigned_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex256/logs/ex256_current_frontend_replay_post_dch.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex260,integer,integer-agent,ex260_current_frontend_replay_post_resyn2,ex260|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_reverse_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_resyn2|signed_low4_high4_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_current_frontend_replay_post_resyn2.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex260,integer,integer-agent,ex260_current_frontend_replay_post_dch,ex260|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_reverse_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_dch|signed_low4_high4_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex260/logs/ex260_current_frontend_replay_post_dch.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex261,integer,integer-agent,ex261_current_frontend_replay_post_resyn2,ex261|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_resyn2|signed_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_current_frontend_replay_post_resyn2.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex261,integer,integer-agent,ex261_current_frontend_replay_post_dch,ex261|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|Baugh-Wooley_hCLA4_replay_from_current_frontend_best|existing_shared_signed_partial_products_and_hCLA_final_carry|post_dch|signed_low5_high5_multiply|full_product_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex261/logs/ex261_current_frontend_replay_post_dch.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex266,integer,integer-agent,ex266_current_frontend_replay_post_resyn2,ex266|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|cofactor_bit-BDD_word-mux_replay_from_current_frontend_best|existing_shared_quotient-word_mux|post_resyn2|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_current_frontend_replay_post_resyn2.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex266,integer,integer-agent,ex266_current_frontend_replay_post_dch,ex266|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|cofactor_bit-BDD_word-mux_replay_from_current_frontend_best|existing_shared_quotient-word_mux|post_dch|unsigned_low5_high5_divide_dbz=max|whole_quotient_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex266/logs/ex266_current_frontend_replay_post_dch.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex270,integer,integer-agent,ex270_current_frontend_replay_post_resyn2,ex270|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|triangular_square_Wallace_csel5_replay_from_current_frontend_best|existing_shared_cross_terms_and_square_compressor_rows|post_resyn2|unsigned_square_x*x|full_square_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_current_frontend_replay_post_resyn2.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex270,integer,integer-agent,ex270_current_frontend_replay_post_dch,ex270|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|triangular_square_Wallace_csel5_replay_from_current_frontend_best|existing_shared_cross_terms_and_square_compressor_rows|post_dch|unsigned_square_x*x|full_square_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex270/logs/ex270_current_frontend_replay_post_dch.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex276,integer,integer-agent,ex276_current_frontend_replay_post_resyn2,ex276|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|prefix4_shared-ge_bitwise_replay_from_current_frontend_best|existing_shared_range_predicates_across_output_bits|post_resyn2|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_current_frontend_replay_post_resyn2.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex276,integer,integer-agent,ex276_current_frontend_replay_post_dch,ex276|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|prefix4_shared-ge_bitwise_replay_from_current_frontend_best|existing_shared_range_predicates_across_output_bits|post_dch|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex276/logs/ex276_current_frontend_replay_post_dch.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex277,integer,integer-agent,ex277_current_frontend_replay_post_resyn2,ex277|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|cofactor-4_reverse_BDD_replay_from_current_frontend_best|existing_local_BDDs_and_shared_word_mux|post_resyn2|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_current_frontend_replay_post_resyn2.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex277,integer,integer-agent,ex277_current_frontend_replay_post_dch,ex277|current_best_frontend_source_may_need_a_fixed_post-synthesis_rewrite|cofactor-4_reverse_BDD_replay_from_current_frontend_best|existing_local_BDDs_and_shared_word_mux|post_dch|unsigned_floor_isqrt|whole_sqrt_word,not_run,not_run,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/integer-agent/ex277/logs/ex277_current_frontend_replay_post_dch.evaluate.log,semantic renderer checked against truth model before synthesis; iverilog skipped
ex285,unknown,unknown-a-agent,ex285_unknown_bucket_count_classifier_case_zero,ex285|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,not_run,not_run,,,,bucket-count count-key classifier case table
ex286,unknown,unknown-a-agent,ex286_unknown_bucket_count_classifier_case_zero,ex286|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,not_run,not_run,,,,bucket-count count-key classifier case table
ex287,unknown,unknown-a-agent,ex287_unknown_bucket_count_classifier_case_zero,ex287|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,not_run,not_run,,,,bucket-count count-key classifier case table
ex288,unknown,unknown-a-agent,ex288_unknown_bucket_count_classifier_case_zero,ex288|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,not_run,not_run,,,,bucket-count count-key classifier case table
ex289,unknown,unknown-a-agent,ex289_unknown_bucket_count_classifier_case_zero,ex289|hamming_weight_preserving_lossy_routing_normalizer|onehot_bucket_count_key_case_table|shared_bucket_counts_and_selectors|yosys_default_abc_g_AND_then_aigmap|exact_count_key_classifier|full_word_case_table,not_run,not_run,,,,bucket-count count-key classifier case table
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,not_run,not_run,,,,unknown duality-wrapped symmetry cofactor seed
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split2_f10_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,not_run,not_run,,,,unknown duality-wrapped symmetry cofactor seed
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,not_run,not_run,,,,unknown duality-wrapped symmetry cofactor seed
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split2_f00_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,not_run,not_run,,,,unknown duality-wrapped symmetry cofactor seed
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,not_run,not_run,,,,unknown duality-wrapped symmetry cofactor seed
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split3_f10_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,not_run,not_run,,,,unknown duality-wrapped symmetry cofactor seed
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_onehot_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,not_run,not_run,,,,unknown duality-wrapped symmetry cofactor seed
ex289,unknown,unknown-a-agent,ex289_unknown_duality_symcof_split3_f00_bits_0_1_12_13_case_global_xor,ex289|hamming_weight_preserving_lossy_routing_normalizer|complement_reverse_split_domain_symcof|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_complement_reverse_duality|duality_wrapped_grouped_outputs,not_run,not_run,,,,unknown duality-wrapped symmetry cofactor seed
ex280,unknown,unknown-a-agent,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex280|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex280,unknown,unknown-a-agent,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex280|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex281,unknown,unknown-a-agent,ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex281|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex281,unknown,unknown-a-agent,ex281_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex281|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex282,unknown,unknown-a-agent,ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex282|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex282,unknown,unknown-a-agent,ex282_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex282|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex283,unknown,unknown-a-agent,ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex283|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex283,unknown,unknown-a-agent,ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex283|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex284,unknown,unknown-a-agent,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex284|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex284,unknown,unknown-a-agent,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex284|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,not_run,not_run,,,,unknown mux-coordinate ANF Verilog seed
ex280,unknown,unknown-a-agent,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex280,unknown,unknown-a-agent,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex280,unknown,unknown-a-agent,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex281,unknown,unknown-a-agent,ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex281,unknown,unknown-a-agent,ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex281,unknown,unknown-a-agent,ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex282,unknown,unknown-a-agent,ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex282,unknown,unknown-a-agent,ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex282,unknown,unknown-a-agent,ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex283,unknown,unknown-a-agent,ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex283,unknown,unknown-a-agent,ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex283,unknown,unknown-a-agent,ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex284,unknown,unknown-a-agent,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex284,unknown,unknown-a-agent,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex284,unknown,unknown-a-agent,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,not_run,not_run,,,,unknown quadratic shared-compressor Verilog seed
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f10_k4_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f10_k4_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f10_k5_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f10_k5_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f00_k4_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f00_k4_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f00_k5_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f00_k5_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f10_k4_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f10_k4_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,not_run,not_run,,,,unknown symmetry cofactor class-onehot Verilog seed
