case,family_id,tool,tool_chain,command,params_json,attempts,equivalent_count,new_pareto_count,timeout_count,failure_count,best_delta_adp,best_delta_area,best_delta_delay,recent_attempts,recent_new_pareto_count,recent_success_rate
ex203,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},10,10,0,0,0,-944,-59,0,10,0,0.000
ex203,alt02,abc,abc_dch_dc2,dch_dc2,{},10,10,0,0,0,-1120,-70,0,10,0,0.000
ex203,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-5416,-52,-1,1,0,0.000
ex203,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-5528,-59,-1,1,0,0.000
ex203,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-5496,-57,-1,1,0,0.000
ex203,alt02,abc,abc_resyn2rs,resyn2rs,{},10,10,0,0,0,-1456,-91,0,10,0,0.000
ex203,alt02,abc,abc_resyn3,resyn3,{},10,10,0,0,0,-672,-42,0,10,0,0.000
ex203,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},11,11,0,0,0,-840,234,-1,11,0,0.000
ex203,alt02,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",2,2,0,0,0,-48,-3,0,2,0,0.000
ex203,alt02,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",2,2,0,0,0,-240,-15,0,2,0,0.000
ex203,alt02,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",2,2,0,0,0,0,-10,0,2,0,0.000
ex203,alt02,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",2,2,0,0,0,-192,-12,0,2,0,0.000
ex203,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex203,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-5097,-30,-1,1,0,0.000
ex203,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-1088,-64,0,1,0,0.000
ex203,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-5737,-70,-1,1,0,0.000
ex203,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-5193,-36,-1,1,0,0.000
ex203,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-5337,-45,-1,1,0,0.000
ex203,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-5241,-39,-1,1,0,0.000
ex203,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,-953,229,-1,1,0,0.000
ex203,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex204,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-374,-22,0,1,0,0.000
ex204,current,abc,abc_compress2,compress2,{},4,4,0,0,0,-85,-16,0,4,0,0.000
ex204,current,abc,abc_compress2rs,compress2rs,{},4,4,0,0,0,-1190,-70,0,4,0,0.000
ex204,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-578,-34,0,1,0,0.000
ex204,current,abc,abc_dc2_dch,dc2_dch,{},4,4,0,0,0,-510,-30,0,4,0,0.000
ex204,current,abc,abc_dch,dch,{},1,1,0,0,0,-527,-31,0,1,0,0.000
ex204,current,abc,abc_dch_bal_rw,dch_bal_rw,{},4,4,0,0,0,-459,-27,0,4,0,0.000
ex204,current,abc,abc_dch_dc2,dch_dc2,{},4,4,0,0,0,-510,-30,0,4,0,0.000
ex204,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-476,-28,0,1,0,0.000
ex204,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-476,-28,0,1,0,0.000
ex204,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-425,-25,0,1,0,0.000
ex204,current,abc,abc_resyn2rs,resyn2rs,{},4,4,0,0,0,-1173,-69,0,4,0,0.000
ex204,current,abc,abc_resyn3,resyn3,{},4,4,0,0,0,-425,-25,0,4,0,0.000
ex204,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},5,5,0,0,0,3434,202,0,5,0,0.000
ex204,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex204,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-255,-15,0,1,0,0.000
ex204,alt01,abc,abc_compress2,compress2,{},5,5,0,0,0,-288,-18,0,5,0,0.000
ex204,alt01,abc,abc_compress2rs,compress2rs,{},5,5,0,0,0,319,-71,1,5,0,0.000
ex204,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-510,-30,0,1,0,0.000
ex204,alt01,abc,abc_dc2_dch,dc2_dch,{},5,5,0,0,0,-336,-21,0,5,0,0.000
ex204,alt01,abc,abc_dch,dch,{},1,1,1,0,0,-2259,-42,-1,1,1,1.000
ex204,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},5,5,0,0,0,-224,-14,0,5,0,0.000
ex204,alt01,abc,abc_dch_dc2,dch_dc2,{},5,5,0,0,0,-304,-21,0,5,0,0.000
ex204,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-425,-25,0,1,0,0.000
ex204,alt01,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-561,-33,0,1,0,0.000
ex204,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-476,-28,0,1,0,0.000
ex204,alt01,abc,abc_resyn2rs,resyn2rs,{},5,5,2,0,0,-992,-62,0,5,2,0.400
ex204,alt01,abc,abc_resyn3,resyn3,{},5,5,0,0,0,-224,-14,0,5,0,0.000
ex204,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},6,6,0,0,0,3247,191,0,6,0,0.000
ex204,alt01,culs,culs_resyn2,resyn2,{},44,44,8,0,0,-96,-6,0,44,8,0.182
ex204,alt01,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",20,20,2,0,0,0,0,0,20,2,0.100
ex204,alt01,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",20,20,5,0,0,-48,-16,0,20,5,0.250
ex204,alt01,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",20,20,2,0,0,-48,-16,0,20,2,0.100
ex204,alt01,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",20,20,6,0,0,-256,-16,0,20,6,0.300
ex204,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex204,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-255,-15,0,1,0,0.000
ex204,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-578,-34,0,1,0,0.000
ex204,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-510,-30,0,1,0,0.000
ex204,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-306,-18,0,1,0,0.000
ex204,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-442,-26,0,1,0,0.000
ex204,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-306,-18,0,1,0,0.000
ex204,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,3961,233,0,1,0,0.000
ex204,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex204,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-1949,-22,-1,1,0,0.000
ex204,alt03,abc,abc_compress2,compress2,{},14,14,0,0,0,-272,-17,0,14,0,0.000
ex204,alt03,abc,abc_compress2rs,compress2rs,{},14,14,0,0,0,-1168,-73,0,14,0,0.000
ex204,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-612,-36,0,1,0,0.000
ex204,alt03,abc,abc_dc2_dch,dc2_dch,{},14,14,0,0,0,-592,-37,0,14,0,0.000
ex204,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-2301,-44,-1,1,0,0.000
ex204,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},14,14,0,0,0,-432,-27,0,14,0,0.000
ex204,alt03,abc,abc_dch_dc2,dch_dc2,{},14,14,0,0,0,-560,-35,0,14,0,0.000
ex204,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-2029,-27,-1,1,0,0.000
ex204,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2029,-27,-1,1,0,0.000
ex204,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2045,-28,-1,1,0,0.000
ex204,alt03,abc,abc_resyn2rs,resyn2rs,{},14,14,0,0,0,-1072,-67,0,14,0,0.000
ex204,alt03,abc,abc_resyn3,resyn3,{},14,14,0,0,0,-352,-22,0,14,0,0.000
ex204,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},15,15,0,0,0,2115,214,-1,15,0,0.000
ex204,alt03,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",22,22,0,0,0,-16,-1,0,22,0,0.000
ex204,alt03,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",22,22,0,0,0,-192,-17,0,22,0,0.000
ex204,alt03,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",22,22,0,0,0,-176,-16,0,22,0,0.000
ex204,alt03,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",22,22,0,0,0,-192,-16,0,22,0,0.000
ex204,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex204,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-1766,-14,-1,1,0,0.000
ex204,alt04,abc,abc_compress2,compress2,{},9,9,0,0,0,-204,-15,0,9,0,0.000
ex204,alt04,abc,abc_compress2rs,compress2rs,{},9,9,2,0,0,-1173,-69,0,9,2,0.222
ex204,alt04,abc,abc_dc2,dc2,{},1,1,1,0,0,-1970,-26,-1,1,1,1.000
ex204,alt04,abc,abc_dc2_dch,dc2_dch,{},9,9,0,0,0,-459,-27,0,9,0,0.000
ex204,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-1902,-22,-1,1,0,0.000
ex204,alt04,abc,abc_dch_bal_rw,dch_bal_rw,{},9,9,0,0,0,-340,-20,0,9,0,0.000
ex204,alt04,abc,abc_dch_dc2,dch_dc2,{},9,9,0,0,0,-425,-25,0,9,0,0.000
ex204,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-1919,-23,-1,1,0,0.000
ex204,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-1817,-17,-1,1,0,0.000
ex204,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-1834,-18,-1,1,0,0.000
ex204,alt04,abc,abc_resyn2rs,resyn2rs,{},9,9,0,0,0,-1139,-67,0,9,0,0.000
ex204,alt04,abc,abc_resyn3,resyn3,{},9,9,0,0,0,-391,-23,0,9,0,0.000
ex204,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},10,10,0,0,0,1822,197,-1,10,0,0.000
ex204,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex205,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-4991,-33,-1,1,0,0.000
ex205,current,abc,abc_compress2,compress2,{},12,12,0,0,0,-592,-37,0,12,0,0.000
ex205,current,abc,abc_compress2rs,compress2rs,{},12,12,0,0,0,-1952,-122,0,12,0,0.000
ex205,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-5311,-53,-1,1,0,0.000
ex205,current,abc,abc_dc2_dch,dc2_dch,{},12,12,0,0,0,-1232,-77,0,12,0,0.000
ex205,current,abc,abc_dch,dch,{},1,1,0,0,0,-5615,-72,-1,1,0,0.000
ex205,current,abc,abc_dch_bal_rw,dch_bal_rw,{},12,12,0,0,0,-800,-50,0,12,0,0.000
ex205,current,abc,abc_dch_dc2,dch_dc2,{},12,12,0,0,0,-1024,-64,0,12,0,0.000
ex205,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-5103,-40,-1,1,0,0.000
ex205,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-5215,-47,-1,1,0,0.000
ex205,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-5167,-44,-1,1,0,0.000
ex205,current,abc,abc_resyn2rs,resyn2rs,{},12,12,0,0,0,-1424,-89,0,12,0,0.000
ex205,current,abc,abc_resyn3,resyn3,{},12,12,0,0,0,-640,-40,0,12,0,0.000
ex205,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},13,13,0,0,0,-2415,126,-1,13,0,0.000
ex205,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex205,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex205,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-4945,-30,-1,1,0,0.000
ex205,alt02,abc,abc_compress2,compress2,{},11,11,0,0,0,-544,-34,0,11,0,0.000
ex205,alt02,abc,abc_compress2rs,compress2rs,{},11,11,0,0,0,-1680,-115,0,11,0,0.000
ex205,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-5313,-53,-1,1,0,0.000
ex205,alt02,abc,abc_dc2_dch,dc2_dch,{},11,11,0,0,0,-1408,-88,0,11,0,0.000
ex205,alt02,abc,abc_dch,dch,{},1,1,1,0,0,-5729,-79,-1,1,1,1.000
ex205,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},11,11,0,0,0,-960,-60,0,11,0,0.000
ex205,alt02,abc,abc_dch_dc2,dch_dc2,{},11,11,0,0,0,-1312,-82,0,11,0,0.000
ex205,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-5121,-41,-1,1,0,0.000
ex205,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-5105,-40,-1,1,0,0.000
ex205,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-5105,-40,-1,1,0,0.000
ex205,alt02,abc,abc_resyn2rs,resyn2rs,{},11,11,0,0,0,-1456,-91,0,11,0,0.000
ex205,alt02,abc,abc_resyn3,resyn3,{},11,11,0,0,0,-672,-42,0,11,0,0.000
ex205,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},12,12,0,0,0,-1985,143,-1,12,0,0.000
ex205,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex205,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-4847,-22,-1,1,0,0.000
ex205,alt03,abc,abc_compress2,compress2,{},9,9,0,0,0,-832,-52,0,9,0,0.000
ex205,alt03,abc,abc_compress2rs,compress2rs,{},9,9,3,0,0,-2512,-169,0,9,3,0.333
ex205,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-5567,-67,-1,1,0,0.000
ex205,alt03,abc,abc_dc2_dch,dc2_dch,{},9,9,0,0,0,-1392,-87,0,9,0,0.000
ex205,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-5711,-76,-1,1,0,0.000
ex205,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},9,9,0,0,0,-1056,-66,0,9,0,0.000
ex205,alt03,abc,abc_dch_dc2,dch_dc2,{},9,9,0,0,0,-1248,-78,0,9,0,0.000
ex205,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-5023,-33,-1,1,0,0.000
ex205,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-5199,-44,-1,1,0,0.000
ex205,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-5055,-35,-1,1,0,0.000
ex205,alt03,abc,abc_resyn2rs,resyn2rs,{},9,9,0,0,0,-2336,-146,0,9,0,0.000
ex205,alt03,abc,abc_resyn3,resyn3,{},9,9,0,0,0,-624,-39,0,9,0,0.000
ex205,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},10,10,0,0,0,1216,72,0,10,0,0.000
ex205,alt03,culs,culs_resyn2,resyn2,{},44,44,5,0,0,-384,-24,0,44,5,0.114
ex205,alt03,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",45,45,0,0,0,-144,-9,0,45,0,0.000
ex205,alt03,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",45,45,4,0,0,-160,-20,0,45,4,0.089
ex205,alt03,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",45,45,0,0,0,-48,-13,0,45,0,0.000
ex205,alt03,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",45,45,2,0,0,-320,-20,0,45,2,0.044
ex205,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex205,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-5328,-48,-1,1,0,0.000
ex205,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-5994,-85,-1,1,0,0.000
ex205,alt04,abc,abc_dch,dch,{},1,1,1,0,0,-6498,-113,-1,1,1,1.000
ex205,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-5616,-64,-1,1,0,0.000
ex205,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-5814,-75,-1,1,0,0.000
ex205,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-5598,-63,-1,1,0,0.000
ex205,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,-2757,363,-2,1,0,0.000
ex205,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex206,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-57658,-206,-2,1,0,0.000
ex206,current,abc,abc_compress2,compress2,{},21,21,0,0,0,-2869,-151,0,21,0,0.000
ex206,current,abc,abc_compress2rs,compress2rs,{},21,21,1,0,0,-3534,-186,0,21,1,0.048
ex206,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-32432,-278,-1,1,0,0.000
ex206,current,abc,abc_dc2_dch,dc2_dch,{},21,21,0,0,0,-5130,-270,0,21,0,0.000
ex206,current,abc,abc_dch,dch,{},1,1,0,0,0,-60432,-352,-2,1,0,0.000
ex206,current,abc,abc_dch_bal_rw,dch_bal_rw,{},21,21,0,0,0,-4484,-236,0,21,0,0.000
ex206,current,abc,abc_dch_dc2,dch_dc2,{},21,21,0,0,0,-4712,-262,0,21,0,0.000
ex206,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-58323,-241,-2,1,0,0.000
ex206,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-59007,-277,-2,1,0,0.000
ex206,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-58931,-273,-2,1,0,0.000
ex206,current,abc,abc_resyn2rs,resyn2rs,{},21,21,0,0,0,-3325,-175,0,21,0,0.000
ex206,current,abc,abc_resyn3,resyn3,{},21,21,0,0,0,-1463,-77,0,21,0,0.000
ex206,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},22,22,2,0,0,-60698,-456,-2,22,2,0.091
ex206,current,culs,culs_resyn2,resyn2,{},34,34,5,0,0,-361,-19,0,34,5,0.147
ex206,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",39,39,2,0,0,-76,-4,0,39,2,0.051
ex206,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",39,39,5,0,0,-323,-28,0,39,5,0.128
ex206,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",39,39,0,0,0,-304,-25,0,39,0,0.000
ex206,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",39,39,3,0,0,-475,-25,0,39,3,0.077
ex206,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex206,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-55499,-79,-2,1,0,0.000
ex206,alt01,abc,abc_compress2,compress2,{},7,7,0,0,0,-741,-156,0,7,0,0.000
ex206,alt01,abc,abc_compress2rs,compress2rs,{},7,7,0,0,0,-2356,-199,0,7,0,0.000
ex206,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-29759,-138,-1,1,0,0.000
ex206,alt01,abc,abc_dc2_dch,dc2_dch,{},7,7,0,0,0,-4731,-249,0,7,0,0.000
ex206,alt01,abc,abc_dch,dch,{},1,1,0,0,0,-58064,-214,-2,1,0,0.000
ex206,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},7,7,0,0,0,-4636,-244,0,7,0,0.000
ex206,alt01,abc,abc_dch_dc2,dch_dc2,{},7,7,0,0,0,-3287,-287,0,7,0,0.000
ex206,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-56392,-126,-2,1,0,0.000
ex206,alt01,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-56810,-148,-2,1,0,0.000
ex206,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-56715,-143,-2,1,0,0.000
ex206,alt01,abc,abc_resyn2rs,resyn2rs,{},7,7,0,0,0,-3325,-175,0,7,0,0.000
ex206,alt01,abc,abc_resyn3,resyn3,{},7,7,0,0,0,-1273,-67,0,7,0,0.000
ex206,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},8,8,0,0,0,-62795,-463,-2,8,0,0.000
ex206,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex206,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-60544,-154,-2,1,0,0.000
ex206,alt02,abc,abc_compress2,compress2,{},4,4,0,0,0,-3294,-183,0,4,0,0.000
ex206,alt02,abc,abc_compress2rs,compress2rs,{},4,4,0,0,0,-5400,-300,0,4,0,0.000
ex206,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-62691,-267,-2,1,0,0.000
ex206,alt02,abc,abc_dc2_dch,dc2_dch,{},4,4,1,0,0,-7992,-444,0,4,1,0.250
ex206,alt02,abc,abc_dch,dch,{},1,1,1,0,0,-93141,-373,-3,1,1,1.000
ex206,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},4,4,0,0,0,-6282,-349,0,4,0,0.000
ex206,alt02,abc,abc_dch_dc2,dch_dc2,{},4,4,0,0,0,-7056,-392,0,4,0,0.000
ex206,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-89955,-196,-3,1,0,0.000
ex206,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-90729,-239,-3,1,0,0.000
ex206,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-61703,-215,-2,1,0,0.000
ex206,alt02,abc,abc_resyn2rs,resyn2rs,{},4,4,0,0,0,-5040,-280,0,4,0,0.000
ex206,alt02,abc,abc_resyn3,resyn3,{},4,4,0,0,0,-1908,-106,0,4,0,0.000
ex206,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},5,5,0,0,0,-79101,314,-3,5,0,0.000
ex206,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex206,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-94683,-254,-3,1,0,0.000
ex206,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-70733,-561,-2,1,0,0.000
ex206,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-102891,-710,-3,1,0,0.000
ex206,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-96339,-346,-3,1,0,0.000
ex206,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-99849,-541,-3,1,0,0.000
ex206,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-97077,-387,-3,1,0,0.000
ex206,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,-99165,-503,-3,1,0,0.000
ex206,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex206,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-69149,-189,-2,1,0,0.000
ex206,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-83019,-919,-2,1,0,0.000
ex206,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-118209,-1104,-3,1,0,0.000
ex206,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-70802,-276,-2,1,0,0.000
ex206,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-107193,-492,-3,1,0,0.000
ex206,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-71429,-309,-2,1,0,0.000
ex206,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,-48513,2768,-3,1,0,0.000
ex206,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex207,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-64553,-253,-2,1,0,0.000
ex207,current,abc,abc_compress2,compress2,{},23,23,0,0,0,-2880,-176,0,23,0,0.000
ex207,current,abc,abc_compress2rs,compress2rs,{},23,23,1,0,0,-4845,-255,0,23,1,0.043
ex207,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-36913,-352,-1,1,0,0.000
ex207,current,abc,abc_dc2_dch,dc2_dch,{},23,23,0,0,0,-35392,-362,-1,23,0,0.000
ex207,current,abc,abc_dch,dch,{},1,1,1,0,0,-68676,-470,-2,1,1,1.000
ex207,current,abc,abc_dch_bal_rw,dch_bal_rw,{},23,23,0,0,0,-34347,-303,-1,23,0,0.000
ex207,current,abc,abc_dch_dc2,dch_dc2,{},23,23,1,0,0,-32569,-348,-1,23,1,0.043
ex207,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-65959,-327,-2,1,0,0.000
ex207,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-66529,-357,-2,1,0,0.000
ex207,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-66396,-350,-2,1,0,0.000
ex207,current,abc,abc_resyn2rs,resyn2rs,{},23,23,0,0,0,-33017,-218,-1,23,0,0.000
ex207,current,abc,abc_resyn3,resyn3,{},23,23,0,0,0,-1862,-98,0,23,0,0.000
ex207,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},24,24,1,0,0,-45113,-762,-1,24,1,0.042
ex207,current,culs,culs_resyn2,resyn2,{},22,22,3,0,0,-304,-28,0,22,3,0.136
ex207,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",41,41,2,0,0,-57,-3,0,41,2,0.049
ex207,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",41,41,3,0,0,-361,-21,0,41,3,0.073
ex207,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",41,41,0,0,0,-266,-23,0,41,0,0.000
ex207,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",41,41,4,0,0,-456,-24,0,41,4,0.098
ex207,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex207,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-32853,-133,-1,1,0,0.000
ex207,alt01,abc,abc_compress2,compress2,{},2,2,0,0,0,-2680,-134,0,2,0,0.000
ex207,alt01,abc,abc_compress2rs,compress2rs,{},2,2,0,0,0,-4000,-200,0,2,0,0.000
ex207,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-4893,-233,0,1,0,0.000
ex207,alt01,abc,abc_dc2_dch,dc2_dch,{},2,2,0,0,0,-5420,-271,0,2,0,0.000
ex207,alt01,abc,abc_dch,dch,{},1,1,0,0,0,-37493,-365,-1,1,0,0.000
ex207,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},2,2,0,0,0,-4540,-227,0,2,0,0.000
ex207,alt01,abc,abc_dch_dc2,dch_dc2,{},2,2,0,0,0,-5100,-255,0,2,0,0.000
ex207,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-34673,-224,-1,1,0,0.000
ex207,alt01,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-35133,-247,-1,1,0,0.000
