case,domain,agent_id,hypothesis,method_signature,status,evidence_path,notes,representation,reason
ex260,integer,mixed-r25,,ex260|signed_multiplier_outside_reverse_prefix|outside-ordered Baugh-Wooley rows with reverse hybrid CLA3|shared signed partial products and reverse prefix final merge|abc_g_aig|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/logs/ex260_r25_signed_mul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1302 does not beat frontend 1144; reference 657,,
ex260,integer,mixed-r25,,ex260|signed_multiplier_reverse_small_prefix|reverse Baugh-Wooley rows with small full prefix from bit3|shared signed partial products and compact final prefix|abc_g_aig|signed_low4_high4_multiply|product word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/logs/ex260_r25_signed_mul_baugh_wooley_wallace_rev_pfx3_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 1232 does not beat frontend 1144; reference 657,,
ex273,integer,mixed-r25,,ex273|unsigned_square_halfprod_lowheavy|low-heavy half-product decomposition|shared low/high squares plus cross product recomposition|abc_g_aig|unsigned_14_square|full square word,BLOCKED_OR_SYNTH_FAIL,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/logs/ex273_r25_int_highgap_square_halfprod_lowheavy_abc_g_aig.yosys.log,SynthError: Yosys failed exit=1; see student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/logs/ex273_r25_int_highgap_square_halfprod_lowheavy_abc_g_aig.yosys.log,,
ex273,integer,mixed-r25,,ex273|unsigned_square_midbit_bdd_flow_recut|mid4 BDD replacement plus arithmetic square residual with delay target|shared mid-output BDD plus square-column residual|synth_preset_d32|unsigned_14_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/logs/ex273_r25_int_highgap_square_hybrid_bdd_mid4_synth_preset_d32.evaluate.py.log,official evaluate.py OK but ADP 60792 does not beat frontend 26301; reference 15078,,
ex274,integer,mixed-r25,,ex274|unsigned_square_halfprod_lowheavy|low-heavy half-product decomposition|shared low/high squares plus cross product recomposition|abc_g_aig|unsigned_16_square|full square word,BLOCKED_OR_SYNTH_FAIL,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/logs/ex274_r25_int_highgap_square_halfprod_lowheavy_abc_g_aig.yosys.log,SynthError: Yosys failed exit=1; see student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/logs/ex274_r25_int_highgap_square_halfprod_lowheavy_abc_g_aig.yosys.log,,
ex274,integer,mixed-r25,,ex274|unsigned_square_top_mid_bdd_flow_recut|top2 plus mid2 BDD replacement with delay target|shared selected-output BDD plus square-column residual|synth_preset_d40|unsigned_16_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/logs/ex274_r25_int_highgap_square_hybrid_bdd_top2_mid2_synth_preset_d40.evaluate.py.log,official evaluate.py OK but ADP 88074 does not beat frontend 41370; reference 21630,,
ex273,integer,mixed-r25,,ex273|unsigned_square_fullrow_csa_retry|full-row CSA square-column compressor with csel8 final merge|shared triangular partial products and carry-save rows|abc_g_aig|unsigned_14_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/logs/ex273_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 49147 does not beat frontend 26301; reference 15078,,
ex274,integer,mixed-r25,,ex274|unsigned_square_fullrow_csa_retry|full-row CSA square-column compressor with csel8 final merge|shared triangular partial products and carry-save rows|abc_g_aig|unsigned_16_square|full square word,equivalent_nonwinning,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/logs/ex274_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig.evaluate.py.log,official evaluate.py OK but ADP 64512 does not beat frontend 41370; reference 21630,,
ex205,bf16,coordinator-bf16-r25,bf16_log10_mantissa_grouping_probe,ex205|bf16_log10_mantissa_grouping_probe|hilo2_word_mode|shared_sign_exp_decode_mantissa_hi2_word_defaults|yosys_aigmap_official_evaluate_py|DAZ_log10_BF16_RNE_FTZ_canonical_NaN|full_word_mantissa_hilo2,LOW_VALUE_EQUIV,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/logs/ex205_bf16_log10_hilo2_word_mode.evaluate.py.log,official evaluate.py OK but nonwinning versus current frontend 71104; hi_lo split field_mode=False hi_bits=2 default_mode=default_override items=10258,hilo2_word_mode,official equivalent but ADP 86184 is worse than current frontend 71104
ex205,bf16,coordinator-bf16-r25,bf16_log10_mantissa_grouping_probe,ex205|bf16_log10_mantissa_grouping_probe|hilo5_word_mode|shared_sign_exp_decode_mantissa_hi5_word_defaults|yosys_aigmap_official_evaluate_py|DAZ_log10_BF16_RNE_FTZ_canonical_NaN|full_word_mantissa_hilo5,LOW_VALUE_EQUIV,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/logs/ex205_bf16_log10_hilo5_word_mode.evaluate.py.log,official evaluate.py OK but nonwinning versus current frontend 71104; hi_lo split field_mode=False hi_bits=5 default_mode=default_override items=10004,hilo5_word_mode,official equivalent but ADP 101787 is worse than current frontend 71104
