case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes,status,official_output_dir,runtime_sec
ex245,float_fp8,fp8-r25,ex245_r25_direct_active_add_synth_preset_aig,ex245|E5M2FN packed add|direct active-region magnitude table|shared sorted field decode sign gap sig and direct same/diff active output magnitudes|yosys_multi_official_evaluate|exact_e5m2fn_add_high_plus_low|active_region_magnitude_override|synth_preset_aig,OK,1,2205,38,83790,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/verilog/ex245_r25_direct_active_add_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/aigs/ex245_r25_direct_active_add_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/logs/ex245_r25_direct_active_add_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex245/logs/ex245_r25_direct_active_add_synth_preset_aig.yosys.log,,,
ex249,float_fp8,fp8-r25,ex249_r25_gap_split_delta_default_aig,"ex249|E5M2FN packed hypot abs(high,low)|gap-split delta functions|shared max/min decode plus separate gap0 gap1 delta functions|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|max_plus_delta_gap_split|default_aig",NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/verilog/ex249_r25_gap_split_delta_default_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/aigs/ex249_r25_gap_split_delta_default_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/logs/ex249_r25_gap_split_delta_default_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/logs/ex249_r25_gap_split_delta_default_aig.yosys.log,,,
ex249,float_fp8,fp8-r25,ex249_r25_gap_split_delta_synth_preset_aig,"ex249|E5M2FN packed hypot abs(high,low)|gap-split delta functions|shared max/min decode plus separate gap0 gap1 delta functions|yosys_multi_official_evaluate|exact_e5m2fn_hypot_abs_high_low|max_plus_delta_gap_split|synth_preset_aig",NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/verilog/ex249_r25_gap_split_delta_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/aigs/ex249_r25_gap_split_delta_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/logs/ex249_r25_gap_split_delta_synth_preset_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex249/logs/ex249_r25_gap_split_delta_synth_preset_aig.yosys.log,,,
ex248,float_fp8,fp8-r25,ex248_r25_mod12_rem_default_aig,ex248|E5M2FN packed fmod low mod high|shared modulo-12 residue table|shared divisor significand exponent delta modulo12 and normalization table|yosys_multi_official_evaluate|exact_e5m2fn_fmod_low_mod_high|mod12_remainder_norm_output|default_aig,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/verilog/ex248_r25_mod12_rem_default_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/aigs/ex248_r25_mod12_rem_default_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/logs/ex248_r25_mod12_rem_default_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=default_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/logs/ex248_r25_mod12_rem_default_aig.yosys.log,,,
ex248,float_fp8,fp8-r25,ex248_r25_mod12_rem_synth_preset_aig,ex248|E5M2FN packed fmod low mod high|shared modulo-12 residue table|shared divisor significand exponent delta modulo12 and normalization table|yosys_multi_official_evaluate|exact_e5m2fn_fmod_low_mod_high|mod12_remainder_norm_output|synth_preset_aig,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/verilog/ex248_r25_mod12_rem_synth_preset_aig.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/aigs/ex248_r25_mod12_rem_synth_preset_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/logs/ex248_r25_mod12_rem_synth_preset_aig.evaluate.py.log,official evaluate.py status NOT_EQUIV; synth=synth_preset_aig; yosys_log=student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/fp8-r25/ex248/logs/ex248_r25_mod12_rem_synth_preset_aig.yosys.log,,,
ex223,fp16,mixed-r25,,,,,,,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex223/diagnostics/ex223_round25_dense_metrics.csv,diagnostic only; no candidate claimed,BLOCKED_NO_CANDIDATE,,0.000
ex225,fp16,mixed-r25,,,,,,,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex225/diagnostics/ex225_round25_dense_metrics.csv,diagnostic only; no candidate claimed,BLOCKED_NO_CANDIDATE,,0.000
ex204,bf16,mixed-r25,ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_bh2_abc_g_aig,,,1,1567,17,26639,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/verilog/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/aigs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_bh2_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/logs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_bh2_abc_g_aig.evaluate.py.log,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=9_11_14 bit_items=112; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/official_eval/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_9_11_14_bh2_abc_g_aig,1.014
ex204,bf16,mixed-r25,ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_aig,,,1,1511,17,25687,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/verilog/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/aigs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/logs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_aig.evaluate.py.log,log2 arithmetic base delta_mode=hilo3 items=8591 bit_overrides=11_14 bit_items=52; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/official_eval/ex204_r25_bf16_log2_log2_arithbase_delta_hilo3_bits_11_14_bh3_abc_g_aig,1.047
ex204,bf16,mixed-r25,ex204_r25_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh2_abc_g_aig,,,1,1549,17,26333,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/verilog/ex204_r25_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh2.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/aigs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh2_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/logs/ex204_r25_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh2_abc_g_aig.evaluate.py.log,log2 arithmetic base delta_mode=hilo4 items=7177 bit_overrides=11_14 bit_items=40; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex204/official_eval/ex204_r25_bf16_log2_log2_arithbase_delta_hilo4_bits_11_14_bh2_abc_g_aig,1.031
ex218,bf16,mixed-r25,ex218_r25_bf16_recip_cube_delta_pair_mode_hilo4_abc_g_aig,,,1,543,14,7602,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/verilog/ex218_r25_bf16_recip_cube_delta_pair_mode_hilo4.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/aigs/ex218_r25_bf16_recip_cube_delta_pair_mode_hilo4_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/logs/ex218_r25_bf16_recip_cube_delta_pair_mode_hilo4_abc_g_aig.evaluate.py.log,delta pair base_policy=mode delta_mode=hilo4 items=11141; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/official_eval/ex218_r25_bf16_recip_cube_delta_pair_mode_hilo4_abc_g_aig,0.473
ex218,bf16,mixed-r25,ex218_r25_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates,,,1,905,15,13575,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/verilog/ex218_r25_bf16_recip_cube_sep_fields_e3_m3_s3.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/aigs/ex218_r25_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/logs/ex218_r25_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates.evaluate.py.log,separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=24323; official evaluate.py OK; semantic_check=truth-derived table decomposition exact by construction,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex218/official_eval/ex218_r25_bf16_recip_cube_sep_fields_e3_m3_s3_abc_g_gates,0.472
ex266,integer,mixed-r25,ex266_r25_int_highgap_udiv_ex266_hybrid_top2_b2a4_synth_preset_d10,,,1,148,11,1628,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/verilog/ex266_r25_int_highgap_udiv_ex266_hybrid_top2_b2a4.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/aigs/ex266_r25_int_highgap_udiv_ex266_hybrid_top2_b2a4_synth_preset_d10.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/logs/ex266_r25_int_highgap_udiv_ex266_hybrid_top2_b2a4_synth_preset_d10.evaluate.py.log,integer highgap renderer source=udiv_ex266_hybrid_top2_b2a4; official evaluate.py OK; semantic_check=unsigned low5_high5:a/b dbz=max exact,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/official_eval/ex266_r25_int_highgap_udiv_ex266_hybrid_top2_b2a4_synth_preset_d10,0.148
ex266,integer,mixed-r25,ex266_r25_int_highgap_udiv_cof_bhi2_bmid2_a_hi3_wordmux_abc_g_aig,,,1,303,11,3333,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/verilog/ex266_r25_int_highgap_udiv_cof_bhi2_bmid2_a_hi3_wordmux.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/aigs/ex266_r25_int_highgap_udiv_cof_bhi2_bmid2_a_hi3_wordmux_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/logs/ex266_r25_int_highgap_udiv_cof_bhi2_bmid2_a_hi3_wordmux_abc_g_aig.evaluate.py.log,integer highgap renderer source=udiv_cof_bhi2_bmid2_a_hi3_wordmux; official evaluate.py OK; semantic_check=unsigned low5_high5:a/b dbz=max exact,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex266/official_eval/ex266_r25_int_highgap_udiv_cof_bhi2_bmid2_a_hi3_wordmux_abc_g_aig,0.147
ex260,integer,mixed-r25,ex260_r25_signed_mul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig,,,1,93,14,1302,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/verilog/ex260_r25_signed_mul_baugh_wooley_wallace_outside_rhcla3.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/aigs/ex260_r25_signed_mul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/logs/ex260_r25_signed_mul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig.evaluate.py.log,signed multiplier renderer source=baugh_wooley_wallace_outside_rhcla3; official evaluate.py OK; semantic_check=exact signed low4 * signed high4 over 256 inputs,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/official_eval/ex260_r25_signed_mul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig,0.163
ex260,integer,mixed-r25,ex260_r25_signed_mul_baugh_wooley_wallace_rev_pfx3_abc_g_aig,,,1,88,14,1232,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/verilog/ex260_r25_signed_mul_baugh_wooley_wallace_rev_pfx3.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/aigs/ex260_r25_signed_mul_baugh_wooley_wallace_rev_pfx3_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/logs/ex260_r25_signed_mul_baugh_wooley_wallace_rev_pfx3_abc_g_aig.evaluate.py.log,signed multiplier renderer source=baugh_wooley_wallace_rev_pfx3; official evaluate.py OK; semantic_check=exact signed low4 * signed high4 over 256 inputs,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex260/official_eval/ex260_r25_signed_mul_baugh_wooley_wallace_rev_pfx3_abc_g_aig,0.153
ex273,integer,mixed-r25,ex273_r25_int_highgap_square_halfprod_lowheavy_abc_g_aig,,,,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/verilog/ex273_r25_int_highgap_square_halfprod_lowheavy.v,,,SynthError: Yosys failed exit=1; see student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/logs/ex273_r25_int_highgap_square_halfprod_lowheavy_abc_g_aig.yosys.log,SYNTH_OR_RENDER_FAIL,,0.284
ex273,integer,mixed-r25,ex273_r25_int_highgap_square_hybrid_bdd_mid4_synth_preset_d32,,,1,1788,34,60792,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/verilog/ex273_r25_int_highgap_square_hybrid_bdd_mid4.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/aigs/ex273_r25_int_highgap_square_hybrid_bdd_mid4_synth_preset_d32.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/logs/ex273_r25_int_highgap_square_hybrid_bdd_mid4_synth_preset_d32.evaluate.py.log,integer highgap renderer source=square_hybrid_bdd_mid4; official evaluate.py OK; semantic_check=exact unsigned 14-bit square x*x over 16384 inputs,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/official_eval/ex273_r25_int_highgap_square_hybrid_bdd_mid4_synth_preset_d32,0.518
ex274,integer,mixed-r25,ex274_r25_int_highgap_square_halfprod_lowheavy_abc_g_aig,,,,,,,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/verilog/ex274_r25_int_highgap_square_halfprod_lowheavy.v,,,SynthError: Yosys failed exit=1; see student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/logs/ex274_r25_int_highgap_square_halfprod_lowheavy_abc_g_aig.yosys.log,SYNTH_OR_RENDER_FAIL,,0.968
ex274,integer,mixed-r25,ex274_r25_int_highgap_square_hybrid_bdd_top2_mid2_synth_preset_d40,,,1,2097,42,88074,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/verilog/ex274_r25_int_highgap_square_hybrid_bdd_top2_mid2.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/aigs/ex274_r25_int_highgap_square_hybrid_bdd_top2_mid2_synth_preset_d40.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/logs/ex274_r25_int_highgap_square_hybrid_bdd_top2_mid2_synth_preset_d40.evaluate.py.log,integer highgap renderer source=square_hybrid_bdd_top2_mid2; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/official_eval/ex274_r25_int_highgap_square_hybrid_bdd_top2_mid2_synth_preset_d40,3.192
ex273,integer,mixed-r25,ex273_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig,,,1,1003,49,49147,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/verilog/ex273_r25_int_highgap_square_fullrow_csa_csel8.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/aigs/ex273_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/logs/ex273_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig.evaluate.py.log,integer highgap renderer source=square_fullrow_csa_csel8; official evaluate.py OK; semantic_check=exact unsigned 14-bit square x*x over 16384 inputs,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex273/official_eval/ex273_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig,0.501
ex274,integer,mixed-r25,ex274_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig,,,1,1344,48,64512,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/verilog/ex274_r25_int_highgap_square_fullrow_csa_csel8.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/aigs/ex274_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/logs/ex274_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig.evaluate.py.log,integer highgap renderer source=square_fullrow_csa_csel8; official evaluate.py OK; semantic_check=exact unsigned 16-bit square x*x over 65536 inputs,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/mixed-r25/ex274/official_eval/ex274_r25_int_highgap_square_fullrow_csa_csel8_abc_g_aig,3.209
ex205,bf16,coordinator-bf16-r25,ex205_bf16_log10_hilo2_word_mode,ex205|bf16_log10_mantissa_grouping_probe|hilo2_word_mode|shared_sign_exp_decode_mantissa_hi2_word_defaults|yosys_aigmap_official_evaluate_py|DAZ_log10_BF16_RNE_FTZ_canonical_NaN|full_word_mantissa_hilo2,OK,1,4536,19,86184,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/verilog/ex205_bf16_log10_hilo2_word_mode.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/aigs/ex205_bf16_log10_hilo2_word_mode.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/logs/ex205_bf16_log10_hilo2_word_mode.evaluate.py.log,official evaluate.py OK but nonwinning versus current frontend 71104; hi_lo split field_mode=False hi_bits=2 default_mode=default_override items=10258,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/official_eval/ex205_bf16_log10_hilo2_word_mode,
ex205,bf16,coordinator-bf16-r25,ex205_bf16_log10_hilo5_word_mode,ex205|bf16_log10_mantissa_grouping_probe|hilo5_word_mode|shared_sign_exp_decode_mantissa_hi5_word_defaults|yosys_aigmap_official_evaluate_py|DAZ_log10_BF16_RNE_FTZ_canonical_NaN|full_word_mantissa_hilo5,OK,1,4847,21,101787,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/verilog/ex205_bf16_log10_hilo5_word_mode.v,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/aigs/ex205_bf16_log10_hilo5_word_mode.aig,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/logs/ex205_bf16_log10_hilo5_word_mode.evaluate.py.log,official evaluate.py OK but nonwinning versus current frontend 71104; hi_lo split field_mode=False hi_bits=5 default_mode=default_override items=10004,OK,student/work/ex200_ex299_frontend_refgap_round25_20260613_0506/coordinator-bf16-r25/ex205/official_eval/ex205_bf16_log10_hilo5_word_mode,
