agent_id,domain,case,candidate,method_signature,status,equivalent,area,delay,adp,verilog_path,aig_path,log_path,source_csv,notes,candidate_id,baseline_frontend_adp,reference_adp,evaluate_log,runtime_sec,old_adp,evaluate_status,output_dir,beats_frontend,evaluate_log_path,hypothesis,hypothesis_family,representation,sharing_strategy,synth_flow,eval_dir,frontend_target_adp,delta_vs_target,beats_target,variant,shared_structure,verified_truth,ADP,frontend_best_adp,delta_vs_frontend,timestamp,run_id,family,synth_status,current_best_adp,improvement_vs_frontend,improvement_vs_current,source_path,yosys_script,synth_log,returncode,yosys_log_path,old_frontend_adp,improvement,beats_current,delta_vs_current,current_frontend_adp,delta_vs_current_best,yosys_log,eval_output_dir,synth_elapsed_sec,evaluate_elapsed_sec,high_level_description,threshold,delta_vs_threshold,beats_threshold
unary-fp-r6,fp16,ex225,ex225_r6_bucket_mhi4_word_runs_abc_g_aig,ex225|decision_graph_exponent_mantissa_buckets|bucketed_word_runs_mhi4|shared FP16 sign/exponent classifier and word-run bucket predicates|abc_g_aig|abc_xf_official_evaluate|unary_fp_r6,evaluated_equivalent,1,13916,25,347900,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-fp-r6/ex225/verilog/ex225_r6_bucket_mhi4_word_runs_abc_g_aig.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-fp-r6/ex225/aigs/ex225_r6_bucket_mhi4_word_runs_abc_g_aig.aig,student/runs/fp16/ex204_ex299_frontend_breakthrough_20260614_1051/unary-fp-r6/ex225/official_eval/ex225_r6_bucket_mhi4_word_runs_abc_g_aig/ex225_r6_bucket_mhi4_word_runs_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-fp-r6/evaluation_results.csv,bucket word-run decision graph; mant_hi_bits=4; lo_bits=6; const_keys=33; const_hi=15; total_runs=10157; evaluate.py exit 0; elapsed 1.357s; yosys exit 0; elapsed 56.417s,,,,,,,,,,student/runs/fp16/ex204_ex299_frontend_breakthrough_20260614_1051/unary-fp-r6/ex225/official_eval/ex225_r6_bucket_mhi4_word_runs_abc_g_aig/ex225_r6_bucket_mhi4_word_runs_abc_g_aig.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unary-fp-r6,fp16,ex225,ex225_r6_out_low11_hi4_runs_abc_g_aig,ex225|selected_output_bit_exact_overlay|output_grouped_low11_hi4|shared FP16 key decode with high-bit run predicates and low residual LUT|abc_g_aig|abc_xf_official_evaluate|unary_fp_r6,evaluated_equivalent,1,11302,20,226040,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-fp-r6/ex225/verilog/ex225_r6_out_low11_hi4_runs_abc_g_aig.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unary-fp-r6/ex225/aigs/ex225_r6_out_low11_hi4_runs_abc_g_aig.aig,student/runs/fp16/ex204_ex299_frontend_breakthrough_20260614_1051/unary-fp-r6/ex225/official_eval/ex225_r6_out_low11_hi4_runs_abc_g_aig/ex225_r6_out_low11_hi4_runs_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unary-fp-r6/evaluation_results.csv,"output grouped high-bit runs plus nested low LUT; low_width=11; nested_hi_bits=4; lo_bits=6; low_items=30832; low_const_keys=33; low_const_hi=15; b15:runs=64,max=1,const=64; b14:runs=66,max=2,const=62; b13:runs=68,max=2,const=60; b12:runs=72,max=4,const=60; b11:runs=79,max=7,const=58; evaluate.py exit 0; elapsed 1.359s; yosys exit 0; elapsed 10.713s",,,,,,,,,,student/runs/fp16/ex204_ex299_frontend_breakthrough_20260614_1051/unary-fp-r6/ex225/official_eval/ex225_r6_out_low11_hi4_runs_abc_g_aig/ex225_r6_out_low11_hi4_runs_abc_g_aig.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown-hard-r7,unknown,ex286,ex286_r7_truth_mined_pairxor_raw_gain_bdd,,OK,true,1811,21,38031,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/verilog/ex286_r7_truth_mined_pairxor_raw_gain_bdd.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/aigs/ex286_r7_truth_mined_pairxor_raw_gain_bdd.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/logs/ex286_r7_truth_mined_pairxor_raw_gain_bdd.evaluate.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-hard-r7/evaluation_results.csv,truth-mined invertible feature transform; order chosen by output-plane gain,,,,,,,,,,,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/eval/ex286_r7_truth_mined_pairxor_raw_gain_bdd,,,,,,,,,,,,,,,,,,,,,,20190,-17841,,,,,,,,,,,,
unknown-hard-r7,unknown,ex286,ex286_r7_two_stage_pairxor_raw_anchor3,,OK,true,1746,20,34920,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/verilog/ex286_r7_two_stage_pairxor_raw_anchor3.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/aigs/ex286_r7_two_stage_pairxor_raw_anchor3.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/logs/ex286_r7_two_stage_pairxor_raw_anchor3.evaluate.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-hard-r7/evaluation_results.csv,two-stage exact residual BDD keyed by compact gain-selected feature anchor,,,,,,,,,,,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/eval/ex286_r7_two_stage_pairxor_raw_anchor3,,,,,,,,,,,,,,,,,,,,,,20190,-14730,,,,,,,,,,,,
unknown-hard-r7,unknown,ex286,ex286_r7_overlay_pairxor_raw_bits_5_6,,OK,true,1448,17,24616,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/verilog/ex286_r7_overlay_pairxor_raw_bits_5_6.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/aigs/ex286_r7_overlay_pairxor_raw_bits_5_6.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/logs/ex286_r7_overlay_pairxor_raw_bits_5_6.evaluate.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-hard-r7/evaluation_results.csv,bit-sliced local overlay on current best source for cheapest gain-selected output planes,,,,,,,,,,,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex286/eval/ex286_r7_overlay_pairxor_raw_bits_5_6,,,,,,,,,,,,,,,,,,,,,,20190,-4426,,,,,,,,,,,,
unknown-hard-r7,unknown,ex287,ex287_r7_truth_mined_pairxor_raw_gain_bdd,,OK,true,2177,21,45717,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/verilog/ex287_r7_truth_mined_pairxor_raw_gain_bdd.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/aigs/ex287_r7_truth_mined_pairxor_raw_gain_bdd.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/logs/ex287_r7_truth_mined_pairxor_raw_gain_bdd.evaluate.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-hard-r7/evaluation_results.csv,truth-mined invertible feature transform; order chosen by output-plane gain,,,,,,,,,,,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/eval/ex287_r7_truth_mined_pairxor_raw_gain_bdd,,,,,,,,,,,,,,,,,,,,,,26880,-18837,,,,,,,,,,,,
unknown-hard-r7,unknown,ex287,ex287_r7_two_stage_pairxor_raw_anchor4,,OK,true,2101,19,39919,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/verilog/ex287_r7_two_stage_pairxor_raw_anchor4.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/aigs/ex287_r7_two_stage_pairxor_raw_anchor4.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/logs/ex287_r7_two_stage_pairxor_raw_anchor4.evaluate.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-hard-r7/evaluation_results.csv,two-stage exact residual BDD keyed by compact gain-selected feature anchor,,,,,,,,,,,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/eval/ex287_r7_two_stage_pairxor_raw_anchor4,,,,,,,,,,,,,,,,,,,,,,26880,-13039,,,,,,,,,,,,
unknown-hard-r7,unknown,ex287,ex287_r7_overlay_pairxor_raw_bits_6_7,,OK,true,1683,17,28611,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/verilog/ex287_r7_overlay_pairxor_raw_bits_6_7.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/aigs/ex287_r7_overlay_pairxor_raw_bits_6_7.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/logs/ex287_r7_overlay_pairxor_raw_bits_6_7.evaluate.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-hard-r7/evaluation_results.csv,bit-sliced local overlay on current best source for cheapest gain-selected output planes,,,,,,,,,,,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-hard-r7/ex287/eval/ex287_r7_overlay_pairxor_raw_bits_6_7,,,,,,,,,,,,,,,,,,,,,,26880,-1731,,,,,,,,,,,,
unknown-mid-r7,unknown,ex285,ex285_r7_boundary_mid_quad,ex285|hamming_weight_routing_output_plane_overlay|boundary_mid_quad|decision_tree_base_plus_exact_boundary_helper_mid_outputs|yosys_internal_abc_g_aig|official_evaluate|bits_4_5_6_7,OK,1,800,16,12800,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/verilog/ex285_r7_boundary_mid_quad.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/aigs/ex285_r7_boundary_mid_quad.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/logs/ex285_r7_boundary_mid_quad.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/notes/ex285_r7_boundary_mid_quad_dossier.md; synth_sec=15.27,ex285_r7_boundary_mid_quad,,5499,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/logs/ex285_r7_boundary_mid_quad.evaluate.py.log,,12800,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/official_eval/ex285_r7_boundary_mid_quad,,,,,,,,,12800,0,0,,,,,,,2026-06-14 13:43:33 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,output_plane_exact_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/logs/ex285_r7_boundary_mid_quad.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/logs/ex285_r7_boundary_mid_quad.yosys.log,0,,,,,,,,,,,,,,,
unknown-mid-r7,unknown,ex285,ex285_r7_anchor_outer_bdd_overlay,ex285|hamming_weight_routing_anchor_key_residual|selected_bdd_outer_stride3|current_best_base_plus_outsidein_selected_roots|yosys_internal_abc_g_aig|official_evaluate|bits_1_4_7_10,OK,1,1188,16,19008,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/verilog/ex285_r7_anchor_outer_bdd_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/aigs/ex285_r7_anchor_outer_bdd_overlay.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/logs/ex285_r7_anchor_outer_bdd_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/notes/ex285_r7_anchor_outer_bdd_overlay_dossier.md; synth_sec=16.44,ex285_r7_anchor_outer_bdd_overlay,,5499,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/logs/ex285_r7_anchor_outer_bdd_overlay.evaluate.py.log,,12800,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/official_eval/ex285_r7_anchor_outer_bdd_overlay,,,,,,,,,12800,-6208,0,,,,,,,2026-06-14 13:43:49 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,anchor_subset_bdd_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/logs/ex285_r7_anchor_outer_bdd_overlay.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex285/logs/ex285_r7_anchor_outer_bdd_overlay.yosys.log,0,,,,,,,,,,,,,,,
unknown-mid-r7,unknown,ex288,ex288_r7_anchor_triplet_bdd_overlay,ex288|hamming_weight_routing_anchor_key_residual|selected_bdd_outer_mid_triplet|current_keybdd_base_plus_outsidein_selected_roots|yosys_internal_abc_g_aig|official_evaluate|bits_0_7_14,OK,1,2352,18,42336,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/verilog/ex288_r7_anchor_triplet_bdd_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/aigs/ex288_r7_anchor_triplet_bdd_overlay.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/logs/ex288_r7_anchor_triplet_bdd_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/notes/ex288_r7_anchor_triplet_bdd_overlay_dossier.md; synth_sec=2.37,ex288_r7_anchor_triplet_bdd_overlay,,16394,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/logs/ex288_r7_anchor_triplet_bdd_overlay.evaluate.py.log,,31598,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/official_eval/ex288_r7_anchor_triplet_bdd_overlay,,,,,,,,,31598,-10738,0,,,,,,,2026-06-14 13:43:53 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,anchor_subset_bdd_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/logs/ex288_r7_anchor_triplet_bdd_overlay.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/logs/ex288_r7_anchor_triplet_bdd_overlay.yosys.log,0,,,,,,,,,,,,,,,
unknown-mid-r7,unknown,ex288,ex288_r7_anchor_quartet_bdd_overlay,ex288|hamming_weight_routing_anchor_key_residual|selected_bdd_pairlate_quartet|current_keybdd_base_plus_pairlate_selected_roots|yosys_internal_abc_g_aig|official_evaluate|bits_2_5_9_12,OK,1,7300,21,153300,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/verilog/ex288_r7_anchor_quartet_bdd_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/aigs/ex288_r7_anchor_quartet_bdd_overlay.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/logs/ex288_r7_anchor_quartet_bdd_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/notes/ex288_r7_anchor_quartet_bdd_overlay_dossier.md; synth_sec=4.59,ex288_r7_anchor_quartet_bdd_overlay,,16394,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/logs/ex288_r7_anchor_quartet_bdd_overlay.evaluate.py.log,,31598,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/official_eval/ex288_r7_anchor_quartet_bdd_overlay,,,,,,,,,31598,-121702,0,,,,,,,2026-06-14 13:44:00 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,anchor_subset_bdd_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/logs/ex288_r7_anchor_quartet_bdd_overlay.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex288/logs/ex288_r7_anchor_quartet_bdd_overlay.yosys.log,0,,,,,,,,,,,,,,,
unknown-mid-r7,unknown,ex289,ex289_r7_split2_case_edge_overlay,ex289|split2_duality_output_plane_overlay|case_group_edge_planes|f10_onehot_xor_base_plus_f10_case_edges|yosys_internal_abc_g_aig|official_evaluate|bits_0_1_14_15,OK,1,1071,20,21420,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/verilog/ex289_r7_split2_case_edge_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/aigs/ex289_r7_split2_case_edge_overlay.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/logs/ex289_r7_split2_case_edge_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/notes/ex289_r7_split2_case_edge_overlay_dossier.md; synth_sec=1.15,ex289_r7_split2_case_edge_overlay,,13620,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/logs/ex289_r7_split2_case_edge_overlay.evaluate.py.log,,19893,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/official_eval/ex289_r7_split2_case_edge_overlay,,,,,,,,,19893,-1527,0,,,,,,,2026-06-14 13:44:02 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,output_plane_exact_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/logs/ex289_r7_split2_case_edge_overlay.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/logs/ex289_r7_split2_case_edge_overlay.yosys.log,0,,,,,,,,,,,,,,,
unknown-mid-r7,unknown,ex289,ex289_r7_split2_f00_lowmid_overlay,ex289|split2_duality_output_plane_overlay|f00_lowmid_planes|f10_onehot_xor_base_plus_f00_onehot_lowmid|yosys_internal_abc_g_aig|official_evaluate|bits_2_3_8_9,OK,1,1093,21,22953,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/verilog/ex289_r7_split2_f00_lowmid_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/aigs/ex289_r7_split2_f00_lowmid_overlay.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/logs/ex289_r7_split2_f00_lowmid_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/notes/ex289_r7_split2_f00_lowmid_overlay_dossier.md; synth_sec=1.19,ex289_r7_split2_f00_lowmid_overlay,,13620,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/logs/ex289_r7_split2_f00_lowmid_overlay.evaluate.py.log,,19893,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/official_eval/ex289_r7_split2_f00_lowmid_overlay,,,,,,,,,19893,-3060,0,,,,,,,2026-06-14 13:44:05 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,output_plane_exact_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/logs/ex289_r7_split2_f00_lowmid_overlay.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex289/logs/ex289_r7_split2_f00_lowmid_overlay.yosys.log,0,,,,,,,,,,,,,,,
unknown-mid-r7,unknown,ex290,ex290_r7_rotate_bdd_edge_overlay,ex290|global_state_output_plane_overlay|bdd_edge_planes|rotate_split_base_plus_outsidein_bdd_edges|yosys_internal_abc_g_aig|official_evaluate|bits_0_1_10_11,OK,1,4580,16,73280,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/verilog/ex290_r7_rotate_bdd_edge_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/aigs/ex290_r7_rotate_bdd_edge_overlay.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/logs/ex290_r7_rotate_bdd_edge_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/notes/ex290_r7_rotate_bdd_edge_overlay_dossier.md; synth_sec=3.17,ex290_r7_rotate_bdd_edge_overlay,,42328,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/logs/ex290_r7_rotate_bdd_edge_overlay.evaluate.py.log,,61992,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/official_eval/ex290_r7_rotate_bdd_edge_overlay,,,,,,,,,61992,-11288,0,,,,,,,2026-06-14 13:44:08 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,output_plane_exact_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/logs/ex290_r7_rotate_bdd_edge_overlay.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/logs/ex290_r7_rotate_bdd_edge_overlay.yosys.log,0,,,,,,,,,,,,,,,
unknown-mid-r7,unknown,ex290,ex290_r7_anchor_sparse_bdd_overlay,ex290|global_state_anchor_key_residual|selected_bdd_sparse_state_planes|rotate_split_base_plus_outsidein_selected_roots|yosys_internal_abc_g_aig|official_evaluate|bits_2_5_6_9,OK,1,4510,17,76670,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/verilog/ex290_r7_anchor_sparse_bdd_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/aigs/ex290_r7_anchor_sparse_bdd_overlay.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/logs/ex290_r7_anchor_sparse_bdd_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/notes/ex290_r7_anchor_sparse_bdd_overlay_dossier.md; synth_sec=2.87,ex290_r7_anchor_sparse_bdd_overlay,,42328,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/logs/ex290_r7_anchor_sparse_bdd_overlay.evaluate.py.log,,61992,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/official_eval/ex290_r7_anchor_sparse_bdd_overlay,,,,,,,,,61992,-14678,0,,,,,,,2026-06-14 13:44:11 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,anchor_subset_bdd_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/logs/ex290_r7_anchor_sparse_bdd_overlay.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex290/logs/ex290_r7_anchor_sparse_bdd_overlay.yosys.log,0,,,,,,,,,,,,,,,
unknown-mid-r7,unknown,ex291,ex291_r7_rotate_bdd_edge_overlay,ex291|global_state_output_plane_overlay|bdd_edge_planes|rotate_split_base_plus_outsidein_bdd_edges|yosys_internal_abc_g_aig|official_evaluate|bits_0_1_11_12,OK,1,6731,18,121158,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex291/verilog/ex291_r7_rotate_bdd_edge_overlay.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex291/aigs/ex291_r7_rotate_bdd_edge_overlay.aig,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex291/logs/ex291_r7_rotate_bdd_edge_overlay.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/unknown-mid-r7/evaluation_results.csv,dossier=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex291/notes/ex291_r7_rotate_bdd_edge_overlay_dossier.md; synth_sec=6.49,ex291_r7_rotate_bdd_edge_overlay,,66850,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex291/logs/ex291_r7_rotate_bdd_edge_overlay.evaluate.py.log,,97545,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex291/official_eval/ex291_r7_rotate_bdd_edge_overlay,,,,,,,,,97545,-23613,0,,,,,,,2026-06-14 13:44:18 +0800,ex204_ex299_frontend_breakthrough_20260614_1051,output_plane_exact_overlay,,,,,,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex291/logs/ex291_r7_rotate_bdd_edge_overlay.ys,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/unknown-mid-r7/ex291/logs/ex291_r7_rotate_bdd_edge_overlay.yosys.log,0,,,,,,,,,,,,,,,
