agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,candidate_id,hypothesis_family,diagnostic,report_path,log_path,aig_path,old_adp,descriptor_bits,output_grouping,structure_family,shared_nodes_or_terms,outputs_covered,expected_benefit,observed_qor,timestamp,family,structure,source_modules,selected_bits,order,node_count,status,equivalent,representation,transform,variable_order,anchor_key,classes,selected_output_bits,descriptor_conflicts,bdd_nodes,run_id,source_label,selector,variant,high_level_description,invariants,previous_failed_descriptions,sharing_strategy,verilog_path,evaluate_log,outcome
fp8-tail-transfer-r1,float_fp8,ex244,ex244_delta_carry_overlay_repo_default,ex244|E4M3FN packed hypot abs high low|selected three-bit delta residual overlay with explicit carry propagation into high magnitude bits|delta bits are overlaid on maxc low bits while high bits reuse only carry and saturation predicates|repo_default|official_evaluate|delta_lowbit_carry_overlay,delta bits are overlaid on maxc low bits while high bits reuse only carry and saturation predicates,equivalent,339,38,12882,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Avoids an 8-bit raw add in source by exposing the selected residual carry chain.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex244/logs/ex244_delta_carry_overlay_repo_default.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex244,ex244_delta_carry_overlay_abc_g_aig_frontend,ex244|E4M3FN packed hypot abs high low|selected three-bit delta residual overlay with explicit carry propagation into high magnitude bits|delta bits are overlaid on maxc low bits while high bits reuse only carry and saturation predicates|abc_g_aig_frontend|official_evaluate|delta_lowbit_carry_overlay,delta bits are overlaid on maxc low bits while high bits reuse only carry and saturation predicates,equivalent,314,38,11932,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Avoids an 8-bit raw add in source by exposing the selected residual carry chain.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex244/logs/ex244_delta_carry_overlay_abc_g_aig_frontend.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex246,ex246_tail_product_attr_direct_repo_default,ex246|E5M2FN packed multiply high byte times low byte|seed12 product-class table recut into direct zero/tail/normal/saturation attributes|product-tail attributes preserve seed12 unreachable completions while storing only four direct tail steps|repo_default|official_evaluate|product_tail_direct_region,product-tail attributes preserve seed12 unreachable completions while storing only four direct tail steps,equivalent,373,31,11563,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Tests whether the ex247 tail-direct table shape transfers to the E5M2 product-class seed.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex246/logs/ex246_tail_product_attr_direct_repo_default.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex246,ex246_tail_product_attr_direct_abc_g_aig_frontend,ex246|E5M2FN packed multiply high byte times low byte|seed12 product-class table recut into direct zero/tail/normal/saturation attributes|product-tail attributes preserve seed12 unreachable completions while storing only four direct tail steps|abc_g_aig_frontend|official_evaluate|product_tail_direct_region,product-tail attributes preserve seed12 unreachable completions while storing only four direct tail steps,equivalent,371,31,11501,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Tests whether the ex247 tail-direct table shape transfers to the E5M2 product-class seed.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex246/logs/ex246_tail_product_attr_direct_abc_g_aig_frontend.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex246,ex246_tail_product_low_overlay_repo_default,ex246|E5M2FN packed multiply high byte times low byte|same seed12 product-tail attributes with low residual bits overlaid only in the underflow/tiny-normal region|high magnitude bits share normal exponent/saturation; three low tail bits are selected residuals|repo_default|official_evaluate|tail_low_bits_overlay,high magnitude bits share normal exponent/saturation; three low tail bits are selected residuals,equivalent,379,32,12128,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Selected residual overlay for the E5M2 product tail instead of full product_mag selection.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex246/logs/ex246_tail_product_low_overlay_repo_default.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex246,ex246_tail_product_low_overlay_abc_g_aig_frontend,ex246|E5M2FN packed multiply high byte times low byte|same seed12 product-tail attributes with low residual bits overlaid only in the underflow/tiny-normal region|high magnitude bits share normal exponent/saturation; three low tail bits are selected residuals|abc_g_aig_frontend|official_evaluate|tail_low_bits_overlay,high magnitude bits share normal exponent/saturation; three low tail bits are selected residuals,equivalent,372,31,11532,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Selected residual overlay for the E5M2 product tail instead of full product_mag selection.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex246/logs/ex246_tail_product_low_overlay_abc_g_aig_frontend.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex249,ex249_tail_delta_pred_region_repo_default,ex249|E5M2FN packed hypot abs high low|raw-exp active-gap tail as direct delta-is-one/two predicates plus saturation region|max/min decode shares active-gap predicates; normal gap bypass is max passthrough|repo_default|official_evaluate|active_gap_tail_direct_region,max/min decode shares active-gap predicates; normal gap bypass is max passthrough,equivalent,187,29,5423,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Splits the tiny delta table into direct predicate regions for delta 1 and delta 2.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex249/logs/ex249_tail_delta_pred_region_repo_default.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex249,ex249_tail_delta_pred_region_abc_g_aig_frontend,ex249|E5M2FN packed hypot abs high low|raw-exp active-gap tail as direct delta-is-one/two predicates plus saturation region|max/min decode shares active-gap predicates; normal gap bypass is max passthrough|abc_g_aig_frontend|official_evaluate|active_gap_tail_direct_region,max/min decode shares active-gap predicates; normal gap bypass is max passthrough,equivalent,172,28,4816,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Splits the tiny delta table into direct predicate regions for delta 1 and delta 2.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex249/logs/ex249_tail_delta_pred_region_abc_g_aig_frontend.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex249,ex249_delta_carry_overlay_repo_default,ex249|E5M2FN packed hypot abs high low|selected delta residual overlay with explicit carry into high magnitude bits|delta table remains as residual source while output bits avoid a full max-plus-delta expression|repo_default|official_evaluate|delta_lowbit_carry_overlay,delta table remains as residual source while output bits avoid a full max-plus-delta expression,equivalent,193,32,6176,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Tests selected residual overlay on the current raw-exp threshold source.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex249/logs/ex249_delta_carry_overlay_repo_default.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-tail-transfer-r1,float_fp8,ex249,ex249_delta_carry_overlay_abc_g_aig_frontend,ex249|E5M2FN packed hypot abs high low|selected delta residual overlay with explicit carry into high magnitude bits|delta table remains as residual source while output bits avoid a full max-plus-delta expression|abc_g_aig_frontend|official_evaluate|delta_lowbit_carry_overlay,delta table remains as residual source while output bits avoid a full max-plus-delta expression,equivalent,177,30,5310,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-tail-transfer-r1/shared_structure_report.csv,Tests selected residual overlay on the current raw-exp threshold source.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-tail-transfer-r1/ex249/logs/ex249_delta_carry_overlay_abc_g_aig_frontend.yosys.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_satbit_regroup_synth_preset_aig,ex244|fp8_source_r7|satbit_regroup|split_saturation_terms_and_bitwise_nan_payload|synth_preset_aig|official_evaluate,"shared delta predicates, split sat terms, bitwise output mux",OK,311,32,9952,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,max-eff/gap/sig delta shell with split saturation terms and explicit output-bit payload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_satbit_regroup_abc_g_aig_frontend,ex244|fp8_source_r7|satbit_regroup|split_saturation_terms_and_bitwise_nan_payload|abc_g_aig_frontend|official_evaluate,"shared delta predicates, split sat terms, bitwise output mux",OK,312,35,10920,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,max-eff/gap/sig delta shell with split saturation terms and explicit output-bit payload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_current_sat_boundary_synth_preset_aig,ex244|fp8_source_r7|current_sat_boundary|current_bdd_with_explicit_inc_saturation_boundary|synth_preset_aig|official_evaluate,shared current BDD nodes with explicit residual increment terms,OK,310,34,10540,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,current max-eff BDD core with only the residual increment/saturation/output boundary regrouped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_threshold_contrast_synth_preset_aig,ex244|fp8_source_r7|threshold_contrast|small_residual_threshold_formula|synth_preset_aig|official_evaluate,small residual threshold predicates by gap/significands,OK,307,38,11666,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,threshold-style residual table contrast rather than max-eff BDD selected delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex246,ex246_r7_product_bitout_synth_preset_aig,ex246|fp8_source_r7|product_bitout|product_class_with_output_bit_boundary|synth_preset_aig|official_evaluate,shared product and exp_sum table; output mux split by bit group,OK,343,24,8232,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,current product-class table with output bits separated from mag table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex246,ex246_r7_product_bitout_repo_default_abc_g_AND,ex246|fp8_source_r7|product_bitout|product_class_with_output_bit_boundary|repo_default_abc_g_AND|official_evaluate,shared product and exp_sum table; output mux split by bit group,OK,356,24,8544,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,current product-class table with output bits separated from mag table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex246,ex246_r7_zero_shell_synth_preset_aig,ex246|fp8_source_r7|zero_shell|explicit_zero_operand_shell_around_product_class|synth_preset_aig|official_evaluate,zero predicate shared with output payload mux,OK,347,23,7981,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,current product-class table with explicit zero operand bypass before output packing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex246,ex246_r7_sigprodcode_bitout_synth_preset_aig,ex246|fp8_source_r7|sigprodcode_bitout|sigpair_product_code_with_output_boundary|synth_preset_aig|official_evaluate,shared sig3 pair code and product magnitude table,OK,383,21,8043,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,"sigpair product-code table feeding the same product magnitude map, with output bits split",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_bitout_boundary_synth_preset_aig,ex249|fp8_source_r7|bitout_boundary|rawexp_threshold_with_payload_bit_boundary|synth_preset_aig|official_evaluate,shared active-gap predicate and current delta table,OK,180,26,4680,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,current raw-exp threshold source with active-gap wire and output payload split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_bitout_boundary_repo_default_abc_g_AND,ex249|fp8_source_r7|bitout_boundary|rawexp_threshold_with_payload_bit_boundary|repo_default_abc_g_AND|official_evaluate,shared active-gap predicate and current delta table,OK,198,28,5544,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,current raw-exp threshold source with active-gap wire and output payload split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_bitout_boundary_abc_g_aig_frontend,ex249|fp8_source_r7|bitout_boundary|rawexp_threshold_with_payload_bit_boundary|abc_g_aig_frontend|official_evaluate,shared active-gap predicate and current delta table,OK,171,28,4788,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,current raw-exp threshold source with active-gap wire and output payload split,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_satfirst_mux_synth_preset_aig,ex249|fp8_source_r7|satfirst_mux|rawexp_threshold_with_inc1_inc2_muxed_sum|synth_preset_aig|official_evaluate,inc1/inc2 predicates shared by saturation and add-path mux,OK,182,29,5278,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,raw-exp threshold table with explicit inc1/inc2 plus saturation-first sum mux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_fieldcmp_effgap_contrast_synth_preset_aig,ex249|fp8_source_r7|fieldcmp_effgap_contrast|field_compare_effgap_saturation_factored|synth_preset_aig|official_evaluate,"field compare, effective gap, inc predicates, saturation guard",OK,173,28,4844,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,field-compare effective-gap saturation-factored contrast source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex249,ex249_r7_manual_sat_increment_synth_preset_aig,ex249|fp8_source_r7|manual_sat_increment|rawexp_threshold_manual_limited_adder|synth_preset_aig|official_evaluate,delta table shared into hand carry chain and saturation guard,OK,180,28,5040,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/shared_structure_report.csv,manual limited incrementer around raw-exp threshold delta table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_abc_g_aig,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,192,17,3264,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace only the top two carry-select outputs with exact square range-threshold predicates,ex270_r5_top2_threshold_recut_abc_g_aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_synth_preset_aig,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,195,17,3315,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace only the top two carry-select outputs with exact square range-threshold predicates,ex270_r5_top2_threshold_recut_synth_preset_aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_abc_g_aig_d32,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,192,17,3264,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace only the top two carry-select outputs with exact square range-threshold predicates,ex270_r5_top2_threshold_recut_abc_g_aig_d32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_abc_g_aig_d40,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,192,17,3264,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace only the top two carry-select outputs with exact square range-threshold predicates,ex270_r5_top2_threshold_recut_abc_g_aig_d40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_synth_preset_aig_d32,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,195,17,3315,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace only the top two carry-select outputs with exact square range-threshold predicates,ex270_r5_top2_threshold_recut_synth_preset_aig_d32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top2_threshold_recut_synth_preset_aig_d40,ex270|unsigned_square_x_times_x|replace_only_the_top_two_carry-select_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,195,17,3315,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace only the top two carry-select outputs with exact square range-threshold predicates,ex270_r5_top2_threshold_recut_synth_preset_aig_d40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,204,15,3060,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top three outputs with exact square range-threshold predicates,ex270_r5_top3_threshold_recut_abc_g_aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,199,16,3184,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top three outputs with exact square range-threshold predicates,ex270_r5_top3_threshold_recut_synth_preset_aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig_d32,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,204,15,3060,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top three outputs with exact square range-threshold predicates,ex270_r5_top3_threshold_recut_abc_g_aig_d32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig_d40,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,204,15,3060,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top three outputs with exact square range-threshold predicates,ex270_r5_top3_threshold_recut_abc_g_aig_d40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig_d32,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,199,16,3184,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top three outputs with exact square range-threshold predicates,ex270_r5_top3_threshold_recut_synth_preset_aig_d32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig_d40,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,199,16,3184,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top three outputs with exact square range-threshold predicates,ex270_r5_top3_threshold_recut_synth_preset_aig_d40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,214,15,3210,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top four outputs with exact square range-threshold predicates,ex270_r5_top4_threshold_recut_abc_g_aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_synth_preset_aig,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,210,18,3780,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top four outputs with exact square range-threshold predicates,ex270_r5_top4_threshold_recut_synth_preset_aig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig_d32,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,214,15,3210,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top four outputs with exact square range-threshold predicates,ex270_r5_top4_threshold_recut_abc_g_aig_d32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig_d40,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,214,15,3210,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top four outputs with exact square range-threshold predicates,ex270_r5_top4_threshold_recut_abc_g_aig_d40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_synth_preset_aig_d32,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,existing triangular square network plus selected threshold predicates,OK,210,18,3780,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/shared_structure_report.csv,replace top four outputs with exact square range-threshold predicates,ex270_r5_top4_threshold_recut_synth_preset_aig_d32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
