agent_id,domain,case,candidate,method_signature,old_area,old_delay,old_adp,new_area,new_delay,new_adp,improvement_adp,verilog_path,aig_path,log_path,source_csv,notes,r2_baseline_adp,improvement_vs_r2,r3_best_adp,improvement_vs_r3,r4_best_adp,improvement_vs_snapshot,improvement_vs_r4,evaluate_log_path,candidate_id,hypothesis,hypothesis_family,representation,sharing_strategy,synth_flow,eval_dir,equivalent,status,area,delay,adp,frontend_target_adp,reference_adp,delta_vs_target,beats_target,previous_adp,new_candidate_id,timestamp,family,evaluate_log,yosys_log_path,variant,shared_structure,verified_truth,ADP,frontend_best_adp,current_best_adp,delta_vs_frontend,delta_vs_current,beats_frontend,beats_current,run_id,high_level_description
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_r3_factored_control_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|r3 factored-lowpred source replayed as alternate control|shared pat/step onehots and original compact region magnitude case|abc_g_aig_frontend|official_evaluate|r3_factored_lowpred_control,363,23,8349,354,23,8142,207,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_r3_factored_control_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_r3_factored_control_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_r3_factored_control_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Existing r4 artifact folded into the shard CSV from its official evaluate log.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_r3_factored_control_abc_g_aig_frontend.yosys.log,8303,161,8142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_low_xor_terms_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|low-underflow residual as shared xor/or terms plus step2/step3 gates|shared pat_xor pat_nonzero step0 step2 step3 terms|abc_g_aig_frontend|official_evaluate|low_underflow_xor_terms,363,23,8349,355,23,8165,184,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_low_xor_terms_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_low_xor_terms_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_xor_terms_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Tests explicit two-level terms instead of nested mux expressions.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_xor_terms_abc_g_aig_frontend.yosys.log,8303,138,8142,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_low_ao_shared_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|low residual as and-or equations with named step high/low predicates|shared step_hi step_lo pat_xor pat_or terms|abc_g_aig_frontend|official_evaluate|low_and_or_shared,363,23,8349,355,23,8165,184,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_low_ao_shared_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_low_ao_shared_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_ao_shared_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Tests a flat AO expression form for the same low residual.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_ao_shared_abc_g_aig_frontend.yosys.log,8303,138,8142,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_low_step_case_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|explicit low-step case with formula rows for step2 and step3|case preserves shared pat_xor pat_nonzero residual terms|abc_g_aig_frontend|official_evaluate|low_step_case_residual,363,23,8349,359,23,8257,92,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_low_step_case_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_low_step_case_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_step_case_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,A compact case/if form for low-underflow bits without a full-word mux.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_low_step_case_abc_g_aig_frontend.yosys.log,8303,46,8142,-115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r4,float_fp8,ex247,ex247_r4_mantpat_table_offset_range_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|mant/pat table with offset range recode|range-derived offset feeds existing low and region predicates|abc_g_aig_frontend|official_evaluate|mantpat_table_offset_range,363,23,8349,277,30,8310,39,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/verilog/ex247_r4_mantpat_table_offset_range_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/aigs/ex247_r4_mantpat_table_offset_range_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_mantpat_table_offset_range_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r4/best_improvements.csv,Existing r4 artifact folded into the shard CSV from its official evaluate log.; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r4/ex247/logs/ex247_r4_mantpat_table_offset_range_abc_g_aig_frontend.yosys.log,8303,-7,8142,-168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r5,float_fp8,ex247,ex247_r5_lowpred_truth_case_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|tail-direct lowpred-min with 16-row low residual case|low_step/pat truth table is encoded as a compact 4-bit case over the low residual only|abc_g_aig_frontend|official_evaluate|lowpred_truth_case,251,26,6526,249,26,6474,52,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/verilog/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/aigs/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/logs/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r5/best_improvements.csv,Checks a case-form low residual without changing the tail table or full output mux.; r4_best=251/26/6526; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/logs/ex247_r5_lowpred_truth_case_abc_g_aig_frontend.yosys.log,,,,,6526,1875,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex247-breakthrough-r5,float_fp8,ex247,ex247_r5_lowpred_step_mux_abc_g_aig_frontend,ex247|E5M2FN packed low-over-high division|tail-direct lowpred-min with low residual selected by low_step mux|step2 and step3 residual rows are named once and selected by low_step|abc_g_aig_frontend|official_evaluate|lowpred_step_mux,251,26,6526,250,26,6500,26,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/verilog/ex247_r5_lowpred_step_mux_abc_g_aig_frontend.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/aigs/ex247_r5_lowpred_step_mux_abc_g_aig_frontend.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/logs/ex247_r5_lowpred_step_mux_abc_g_aig_frontend.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/ex247-breakthrough-r5/best_improvements.csv,Rewrites the winning low residual as a row mux instead of shared sum-of-products.; r4_best=251/26/6526; synth_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/ex247-breakthrough-r5/ex247/logs/ex247_r5_lowpred_step_mux_abc_g_aig_frontend.yosys.log,,,,,6526,1849,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp8-source-r7,float_fp8,ex244,ex244_r7_satbit_regroup_synth_preset_aig,ex244|fp8_source_r7|satbit_regroup|split_saturation_terms_and_bitwise_nan_payload|synth_preset_aig|official_evaluate,301,34,10234,311,32,9952,282,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-source-r7/ex244/verilog/ex244_r7_satbit_regroup.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-source-r7/ex244/aigs/ex244_r7_satbit_regroup_synth_preset_aig.aig,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-source-r7/ex244/logs/ex244_r7_satbit_regroup_synth_preset_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/fp8-source-r7/best_improvements.csv,below delegated frontend target,,,,,,,,student/runs/float_fp8/ex204_ex299_frontend_breakthrough_20260614_1051/fp8-source-r7/ex244/logs/ex244_r7_satbit_regroup_synth_preset_aig.evaluate.py.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,204,15,3060,170,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top3_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top3_threshold_recut_abc_g_aig.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig/ex270_r5_top3_threshold_recut_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top3_threshold_recut_abc_g_aig.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig/ex270_r5_top3_threshold_recut_abc_g_aig.evaluate.py.log,ex270_r5_top3_threshold_recut_abc_g_aig,selected high-bit threshold recut over triangular square source,truth-guided selected-output correction,replace top three outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,abc_g_aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig,true,OK,204,15,3060,3230,2076,-170,true,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,199,16,3184,46,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top3_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top3_threshold_recut_synth_preset_aig.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig/ex270_r5_top3_threshold_recut_synth_preset_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top3_threshold_recut_synth_preset_aig.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig/ex270_r5_top3_threshold_recut_synth_preset_aig.evaluate.py.log,ex270_r5_top3_threshold_recut_synth_preset_aig,selected high-bit threshold recut over triangular square source,truth-guided selected-output correction,replace top three outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,synth_preset_aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig,true,OK,199,16,3184,3230,2076,-46,true,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig_d32,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,204,15,3060,170,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top3_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top3_threshold_recut_abc_g_aig_d32.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig_d32/ex270_r5_top3_threshold_recut_abc_g_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top3_threshold_recut_abc_g_aig_d32.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig_d32/ex270_r5_top3_threshold_recut_abc_g_aig_d32.evaluate.py.log,ex270_r5_top3_threshold_recut_abc_g_aig_d32,selected high-bit threshold recut over triangular square source,truth-guided selected-output correction,replace top three outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,abc_g_aig_d32,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig_d32,true,OK,204,15,3060,3230,2076,-170,true,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_abc_g_aig_d40,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,204,15,3060,170,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top3_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top3_threshold_recut_abc_g_aig_d40.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig_d40/ex270_r5_top3_threshold_recut_abc_g_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top3_threshold_recut_abc_g_aig_d40.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig_d40/ex270_r5_top3_threshold_recut_abc_g_aig_d40.evaluate.py.log,ex270_r5_top3_threshold_recut_abc_g_aig_d40,selected high-bit threshold recut over triangular square source,truth-guided selected-output correction,replace top three outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,abc_g_aig_d40,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_abc_g_aig_d40,true,OK,204,15,3060,3230,2076,-170,true,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig_d32,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,199,16,3184,46,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top3_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top3_threshold_recut_synth_preset_aig_d32.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig_d32/ex270_r5_top3_threshold_recut_synth_preset_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top3_threshold_recut_synth_preset_aig_d32.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig_d32/ex270_r5_top3_threshold_recut_synth_preset_aig_d32.evaluate.py.log,ex270_r5_top3_threshold_recut_synth_preset_aig_d32,selected high-bit threshold recut over triangular square source,truth-guided selected-output correction,replace top three outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,synth_preset_aig_d32,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig_d32,true,OK,199,16,3184,3230,2076,-46,true,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top3_threshold_recut_synth_preset_aig_d40,ex270|unsigned_square_x_times_x|replace_top_three_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|synth_preset_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,199,16,3184,46,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top3_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top3_threshold_recut_synth_preset_aig_d40.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig_d40/ex270_r5_top3_threshold_recut_synth_preset_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top3_threshold_recut_synth_preset_aig_d40.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig_d40/ex270_r5_top3_threshold_recut_synth_preset_aig_d40.evaluate.py.log,ex270_r5_top3_threshold_recut_synth_preset_aig_d40,selected high-bit threshold recut over triangular square source,truth-guided selected-output correction,replace top three outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,synth_preset_aig_d40,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top3_threshold_recut_synth_preset_aig_d40,true,OK,199,16,3184,3230,2076,-46,true,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,214,15,3210,20,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top4_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top4_threshold_recut_abc_g_aig.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig/ex270_r5_top4_threshold_recut_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top4_threshold_recut_abc_g_aig.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig/ex270_r5_top4_threshold_recut_abc_g_aig.evaluate.py.log,ex270_r5_top4_threshold_recut_abc_g_aig,selected high-bit threshold recut over triangular square source,source-level decision graph for high output bits,replace top four outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,abc_g_aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig,true,OK,214,15,3210,3230,2076,-20,true,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig_d32,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d32|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,214,15,3210,20,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top4_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top4_threshold_recut_abc_g_aig_d32.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig_d32/ex270_r5_top4_threshold_recut_abc_g_aig_d32.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top4_threshold_recut_abc_g_aig_d32.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig_d32/ex270_r5_top4_threshold_recut_abc_g_aig_d32.evaluate.py.log,ex270_r5_top4_threshold_recut_abc_g_aig_d32,selected high-bit threshold recut over triangular square source,source-level decision graph for high output bits,replace top four outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,abc_g_aig_d32,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig_d32,true,OK,214,15,3210,3230,2076,-20,true,,,,,,,,,,,,,,,,,,
integer-square-r5,integer,ex270,ex270_r5_top4_threshold_recut_abc_g_aig_d40,ex270|unsigned_square_x_times_x|replace_top_four_outputs_with_exact_square_range-threshold_predicates|existing_triangular_square_source_with_range_threshold_recut|abc_g_aig_d40|abc_xf_official_evaluate|frontend_only_no_backend,,,3230,214,15,3210,20,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/verilog/ex270_r5_top4_threshold_recut.v,student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/aigs/ex270_r5_top4_threshold_recut_abc_g_aig_d40.aig,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig_d40/ex270_r5_top4_threshold_recut_abc_g_aig_d40.evaluate.py.log,student/frontend_campaigns/campaigns/ex204_ex299_frontend_breakthrough_20260614_1051/agent_shards/integer-square-r5/best_improvements.csv,source-level threshold recut; yosys_log=student/work/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/logs/ex270_r5_top4_threshold_recut_abc_g_aig_d40.yosys.log,,,,,,,,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig_d40/ex270_r5_top4_threshold_recut_abc_g_aig_d40.evaluate.py.log,ex270_r5_top4_threshold_recut_abc_g_aig_d40,selected high-bit threshold recut over triangular square source,source-level decision graph for high output bits,replace top four outputs with exact square range-threshold predicates,reuse existing square partial products; replace selected output bits with shared threshold predicates,abc_g_aig_d40,student/runs/integer/ex204_ex299_frontend_breakthrough_20260614_1051/integer-square-r5/ex270/official_eval/ex270_r5_top4_threshold_recut_abc_g_aig_d40,true,OK,214,15,3210,3230,2076,-20,true,,,,,,,,,,,,,,,,,,
