case,domain,agent_id,candidate_id,method_signature,status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_delta_bit_sat_shared_abc_g_aig_raw,,,1,312,35,10920,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/verilog/ex244_r62_delta_bit_sat_shared.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/aigs/ex244_ex244_r62_delta_bit_sat_shared_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_ex244_r62_delta_bit_sat_shared_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_r62_delta_bit_sat_shared_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_ex244_r62_delta_bit_sat_shared_abc_g_aig_raw.abc.log; synth_sec=0.245; abc_sec=0.000; eval_sec=0.474
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_delta_bit_sat_shared_synth_preset_raw,,,1,311,32,9952,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/verilog/ex244_r62_delta_bit_sat_shared.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/aigs/ex244_ex244_r62_delta_bit_sat_shared_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_ex244_r62_delta_bit_sat_shared_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_r62_delta_bit_sat_shared_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_sat_shared/logs/ex244_ex244_r62_delta_bit_sat_shared_synth_preset_raw.abc.log; synth_sec=0.376; abc_sec=0.000; eval_sec=0.472
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_sig_gap_threshold_formula_default_raw,,,1,339,37,12543,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/verilog/ex244_r62_sig_gap_threshold_formula.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/aigs/ex244_ex244_r62_sig_gap_threshold_formula_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_ex244_r62_sig_gap_threshold_formula_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_r62_sig_gap_threshold_formula_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_ex244_r62_sig_gap_threshold_formula_default_raw.abc.log; synth_sec=0.333; abc_sec=0.000; eval_sec=0.472
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_sig_gap_threshold_formula_extra_share_raw,,,1,339,36,12204,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/verilog/ex244_r62_sig_gap_threshold_formula.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/aigs/ex244_ex244_r62_sig_gap_threshold_formula_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_ex244_r62_sig_gap_threshold_formula_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_r62_sig_gap_threshold_formula_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_ex244_r62_sig_gap_threshold_formula_extra_share_raw.abc.log; synth_sec=0.341; abc_sec=0.000; eval_sec=0.479
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_sig_gap_threshold_formula_abc_g_aig_raw,,,1,324,37,11988,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/verilog/ex244_r62_sig_gap_threshold_formula.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/aigs/ex244_ex244_r62_sig_gap_threshold_formula_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_ex244_r62_sig_gap_threshold_formula_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_r62_sig_gap_threshold_formula_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_ex244_r62_sig_gap_threshold_formula_abc_g_aig_raw.abc.log; synth_sec=0.342; abc_sec=0.000; eval_sec=0.479
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_sig_gap_threshold_formula_synth_preset_raw,,,1,307,38,11666,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/verilog/ex244_r62_sig_gap_threshold_formula.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/aigs/ex244_ex244_r62_sig_gap_threshold_formula_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_ex244_r62_sig_gap_threshold_formula_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_r62_sig_gap_threshold_formula_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_sig_gap_threshold_formula/logs/ex244_ex244_r62_sig_gap_threshold_formula_synth_preset_raw.abc.log; synth_sec=0.453; abc_sec=0.000; eval_sec=0.483
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_delta_bit_orbits_default_raw,,,1,354,36,12744,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/verilog/ex244_r62_delta_bit_orbits.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/aigs/ex244_ex244_r62_delta_bit_orbits_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_ex244_r62_delta_bit_orbits_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_r62_delta_bit_orbits_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_ex244_r62_delta_bit_orbits_default_raw.abc.log; synth_sec=0.333; abc_sec=0.000; eval_sec=0.479
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_delta_bit_orbits_extra_share_raw,,,1,354,36,12744,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/verilog/ex244_r62_delta_bit_orbits.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/aigs/ex244_ex244_r62_delta_bit_orbits_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_ex244_r62_delta_bit_orbits_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_r62_delta_bit_orbits_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_ex244_r62_delta_bit_orbits_extra_share_raw.abc.log; synth_sec=0.345; abc_sec=0.000; eval_sec=0.480
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_delta_bit_orbits_abc_g_aig_raw,,,1,336,36,12096,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/verilog/ex244_r62_delta_bit_orbits.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/aigs/ex244_ex244_r62_delta_bit_orbits_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_ex244_r62_delta_bit_orbits_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_r62_delta_bit_orbits_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_ex244_r62_delta_bit_orbits_abc_g_aig_raw.abc.log; synth_sec=0.329; abc_sec=0.000; eval_sec=0.482
ex244,float_fp8,sub-fp8-addhyp-r62,ex244_ex244_r62_delta_bit_orbits_synth_preset_raw,,,1,352,37,13024,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/verilog/ex244_r62_delta_bit_orbits.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/aigs/ex244_ex244_r62_delta_bit_orbits_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_ex244_r62_delta_bit_orbits_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_r62_delta_bit_orbits_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex244/ex244_r62_delta_bit_orbits/logs/ex244_ex244_r62_delta_bit_orbits_synth_preset_raw.abc.log; synth_sec=0.502; abc_sec=0.000; eval_sec=0.482
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_outbit_grouped_rawexp_default_raw,,,1,187,28,5236,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/verilog/ex249_r62_outbit_grouped_rawexp.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/aigs/ex249_ex249_r62_outbit_grouped_rawexp_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_ex249_r62_outbit_grouped_rawexp_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_r62_outbit_grouped_rawexp_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_ex249_r62_outbit_grouped_rawexp_default_raw.abc.log; synth_sec=0.181; abc_sec=0.000; eval_sec=0.445
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_outbit_grouped_rawexp_extra_share_raw,,,1,188,28,5264,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/verilog/ex249_r62_outbit_grouped_rawexp.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/aigs/ex249_ex249_r62_outbit_grouped_rawexp_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_ex249_r62_outbit_grouped_rawexp_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_r62_outbit_grouped_rawexp_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_ex249_r62_outbit_grouped_rawexp_extra_share_raw.abc.log; synth_sec=0.200; abc_sec=0.000; eval_sec=0.445
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_outbit_grouped_rawexp_abc_g_aig_raw,,,1,172,28,4816,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/verilog/ex249_r62_outbit_grouped_rawexp.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/aigs/ex249_ex249_r62_outbit_grouped_rawexp_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_ex249_r62_outbit_grouped_rawexp_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_r62_outbit_grouped_rawexp_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_ex249_r62_outbit_grouped_rawexp_abc_g_aig_raw.abc.log; synth_sec=0.184; abc_sec=0.000; eval_sec=0.444
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_outbit_grouped_rawexp_synth_preset_raw,,,1,183,29,5307,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/verilog/ex249_r62_outbit_grouped_rawexp.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/aigs/ex249_ex249_r62_outbit_grouped_rawexp_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_ex249_r62_outbit_grouped_rawexp_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_r62_outbit_grouped_rawexp_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_outbit_grouped_rawexp/logs/ex249_ex249_r62_outbit_grouped_rawexp_synth_preset_raw.abc.log; synth_sec=0.260; abc_sec=0.000; eval_sec=0.442
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_threshold_formula_grouped_default_raw,,,1,171,35,5985,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/verilog/ex249_r62_threshold_formula_grouped.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/aigs/ex249_ex249_r62_threshold_formula_grouped_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_ex249_r62_threshold_formula_grouped_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_r62_threshold_formula_grouped_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_ex249_r62_threshold_formula_grouped_default_raw.abc.log; synth_sec=0.196; abc_sec=0.000; eval_sec=0.445
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_threshold_formula_grouped_extra_share_raw,,,1,171,35,5985,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/verilog/ex249_r62_threshold_formula_grouped.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/aigs/ex249_ex249_r62_threshold_formula_grouped_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_ex249_r62_threshold_formula_grouped_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_r62_threshold_formula_grouped_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_ex249_r62_threshold_formula_grouped_extra_share_raw.abc.log; synth_sec=0.199; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_threshold_formula_grouped_abc_g_aig_raw,,,1,168,34,5712,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/verilog/ex249_r62_threshold_formula_grouped.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/aigs/ex249_ex249_r62_threshold_formula_grouped_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_ex249_r62_threshold_formula_grouped_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_r62_threshold_formula_grouped_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_ex249_r62_threshold_formula_grouped_abc_g_aig_raw.abc.log; synth_sec=0.196; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_threshold_formula_grouped_synth_preset_raw,,,1,169,34,5746,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/verilog/ex249_r62_threshold_formula_grouped.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/aigs/ex249_ex249_r62_threshold_formula_grouped_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_ex249_r62_threshold_formula_grouped_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_r62_threshold_formula_grouped_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_formula_grouped/logs/ex249_ex249_r62_threshold_formula_grouped_synth_preset_raw.abc.log; synth_sec=0.308; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_threshold_case_grouped_default_raw,,,1,178,32,5696,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/verilog/ex249_r62_threshold_case_grouped.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/aigs/ex249_ex249_r62_threshold_case_grouped_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_ex249_r62_threshold_case_grouped_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_r62_threshold_case_grouped_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_ex249_r62_threshold_case_grouped_default_raw.abc.log; synth_sec=0.177; abc_sec=0.000; eval_sec=0.446
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_threshold_case_grouped_extra_share_raw,,,1,181,31,5611,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/verilog/ex249_r62_threshold_case_grouped.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/aigs/ex249_ex249_r62_threshold_case_grouped_extra_share_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_ex249_r62_threshold_case_grouped_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_r62_threshold_case_grouped_extra_share.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_ex249_r62_threshold_case_grouped_extra_share_raw.abc.log; synth_sec=0.176; abc_sec=0.000; eval_sec=0.440
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_threshold_case_grouped_abc_g_aig_raw,,,1,169,31,5239,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/verilog/ex249_r62_threshold_case_grouped.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/aigs/ex249_ex249_r62_threshold_case_grouped_abc_g_aig_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_ex249_r62_threshold_case_grouped_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_r62_threshold_case_grouped_abc_g_aig.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_ex249_r62_threshold_case_grouped_abc_g_aig_raw.abc.log; synth_sec=0.170; abc_sec=0.000; eval_sec=0.441
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_threshold_case_grouped_synth_preset_raw,,,1,180,28,5040,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/verilog/ex249_r62_threshold_case_grouped.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/aigs/ex249_ex249_r62_threshold_case_grouped_synth_preset_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_ex249_r62_threshold_case_grouped_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_r62_threshold_case_grouped_synth_preset.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_threshold_case_grouped/logs/ex249_ex249_r62_threshold_case_grouped_synth_preset_raw.abc.log; synth_sec=0.271; abc_sec=0.000; eval_sec=0.444
ex249,float_fp8,sub-fp8-addhyp-r62,ex249_ex249_r62_rawexp_grouped_rendered_default_raw,,,1,187,28,5236,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/verilog/ex249_r62_rawexp_grouped_rendered.v,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/aigs/ex249_ex249_r62_rawexp_grouped_rendered_default_raw.aig,student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_ex249_r62_rawexp_grouped_rendered_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_r62_rawexp_grouped_rendered_default.yosys.log; abc_log=student/work/frontend_source_parallel_round62_20260613_0907/sub-fp8-addhyp-r62/ex249/ex249_r62_rawexp_grouped_rendered/logs/ex249_ex249_r62_rawexp_grouped_rendered_default_raw.abc.log; synth_sec=0.185; abc_sec=0.000; eval_sec=0.439
