round,run_id,agent_id,case,domain,hypothesis,representation,sharing_strategy,method_signature,status,reason,verilog_path,log_path,notes,candidate_id,failure_reason,reuse_policy,next_action,evidence_path,family,variant,flow,aig_path,shard_csv,keys,conflict_keys,node_count,max_outputs_per_key
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex218,bf16,bf16_reciprocal_cube,hand_recip_cube_guard_lut_normal_first,explicit sign/special decode plus exponent-affine mantissa LUT,ex218|round97_bf16_rootpower|bf16_reciprocal_cube|hand_recip_cube_guard_lut_normal_first|explicit sign/special decode plus exponent-affine mantissa LUT|abc_gates|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 11352 does not beat current frontend ADP 5941,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/verilog/ex218_r97_reciprocal_cube_hand_recip_cube_guard_lut_normal_first_abc_gates.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_hand_recip_cube_guard_lut_normal_first_abc_gates.evaluate.py.log,semantic_exponent_affine_shell,ex218_r97_reciprocal_cube_hand_recip_cube_guard_lut_normal_first_abc_gates,official OK ADP 11352 does not beat current frontend ADP 5941,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex218/logs/ex218_r97_reciprocal_cube_hand_recip_cube_guard_lut_normal_first_abc_gates.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex219,bf16,bf16_reciprocal_cbrt,hand_recip_cbrt_guard_lut_expcase,explicit sign/special decode plus exponent-affine mantissa LUT,ex219|round97_bf16_rootpower|bf16_reciprocal_cbrt|hand_recip_cbrt_guard_lut_expcase|explicit sign/special decode plus exponent-affine mantissa LUT|abc_aig|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 11400 does not beat current frontend ADP 9212,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/verilog/ex219_r97_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_abc_aig.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_abc_aig.evaluate.py.log,semantic_exponent_mod3_shell,ex219_r97_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_abc_aig,official OK ADP 11400 does not beat current frontend ADP 9212,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_abc_aig.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-bf16-rootpower-r97,ex219,bf16,bf16_reciprocal_cbrt,hand_recip_cbrt_guard_lut_expcase,explicit sign/special decode plus exponent-affine mantissa LUT,ex219|round97_bf16_rootpower|bf16_reciprocal_cbrt|hand_recip_cbrt_guard_lut_expcase|explicit sign/special decode plus exponent-affine mantissa LUT|abc_gates|abc_read_truth_xf,official_ok_worse_qor,official OK ADP 11419 does not beat current frontend ADP 9212,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/verilog/ex219_r97_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_abc_gates.v,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_abc_gates.evaluate.py.log,semantic_exponent_mod3_shell,ex219_r97_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_abc_gates,official OK ADP 11419 does not beat current frontend ADP 9212,do_not_repeat_as_is,"Use only with materially different high-level description, source factoring, or output grouping.",student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-bf16-rootpower-r97/ex219/logs/ex219_r97_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_abc_gates.evaluate.py.log,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-bf16-rootpower-r97/failed_hypotheses.csv,,,,
,,sub-unknown286-dg-r97,ex286,,hamming_weight_preserving_lossy_routing_normalizer,,,ex286|hamming_weight_preserving_lossy_routing_normalizer|round97_deep_descriptor_screen|shared_nonlinear_route_state_and_gf2_features|no_synth|diagnostic_backed_blocker|full_word,BLOCKED_TABLE_SCALE_EXACT,Exact descriptors remain table-scale rather than compact RTL,,,exact_bucket_selector_guardrail is the smallest exact descriptor but still requires 4608 keys,,,,,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown286-dg-r97/ex286/diagnostics/ex286_round97_deepstruct_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown286-dg-r97/failed_hypotheses.csv,4608,0,4608,1
,,sub-unknown286-dg-r97,ex286,,hamming_weight_preserving_lossy_routing_normalizer,,,ex286|hamming_weight_preserving_lossy_routing_normalizer|round97_window_state_descriptors|routing_window_counts_by_multiple_orders|no_synth|diagnostic_backed_blocker|full_word,BLOCKED_NEAR_RAW_DESCRIPTOR,Window descriptors are near raw-table scale and still conflicted,,,best window3 rows have 8130 keys and 60 conflict keys,,,,,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown286-dg-r97/ex286/diagnostics/ex286_round97_deepstruct_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown286-dg-r97/failed_hypotheses.csv,8130,60,8130,3
,,sub-unknown286-dg-r97,ex286,,hamming_weight_preserving_lossy_routing_normalizer,,,ex286|hamming_weight_preserving_lossy_routing_normalizer|round97_semantic_predicate_tree|learned_bucket_lane_prefix_pair_predicates|no_synth|diagnostic_backed_blocker|full_word,BLOCKED_CONFLICTED_DECISION_GRAPH,Best bounded learned predicate tree remains conflicted,,,depth14 tree has 3710 leaves plus 3709 internal decision nodes and majority 7861/8192,,,,,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown286-dg-r97/ex286/diagnostics/ex286_round97_deepstruct_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown286-dg-r97/failed_hypotheses.csv,3710,174,7419,6
,,sub-unknown286-dg-r97,ex286,,hamming_weight_preserving_lossy_routing_normalizer,,,ex286|hamming_weight_preserving_lossy_routing_normalizer|round97_gf2_feature_span|raw_deg3_and_semantic_predicate_deg2_basis|no_synth|diagnostic_backed_blocker|full_word,BLOCKED_NO_EXACT_GF2_OUTPUT_BITS,Raw degree<=3 and semantic predicate degree<=2 GF2 spans solve no output bits,,,best tested semantic basis rank 598; exact_output_bits=none and output_combo_nullity=0,,,,,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown286-dg-r97/ex286/diagnostics/ex286_round97_gf2_feature_span.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown286-dg-r97/failed_hypotheses.csv,4657,0,598,0
,,sub-unknown286-dg-r97,ex286,,hamming_weight_preserving_lossy_routing_normalizer,,,ex286|hamming_weight_preserving_lossy_routing_normalizer|round97_permutation_invariants|input_output_transposition_screen|no_synth|diagnostic_backed_blocker|full_word,BLOCKED_NO_NEW_PERMUTATION_INVARIANT,Permutation screen only recovers known input swaps,,,exact invariants are only swap4_5 and swap6_7,,,,,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown286-dg-r97/ex286/diagnostics/ex286_round97_permutation_invariants.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown286-dg-r97/failed_hypotheses.csv,2,0,2,1
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,hamming_weight_preserving_lossy_routing_normalizer,sympair_lane_moment_predicates,learned shared lane and onehot-home-shift predicates,ex287|hamming_weight_preserving_lossy_routing_normalizer|sympair_lane_moment_predicates|learned_shared_lane_home_shift_predicates|no_synth|blocked_before_verilog|full_word,blocked_not_exact,unique_keys=9120 conflict_keys=4306 max_outputs_per_key=9 residual_bdd_nodes=12092 exact_bits=none,,,descriptor has thousands of conflicting outputs for the same compact state,ex287_r97_sympair_lane_moment_predicates,not exact compact descriptor,do_not_repeat_as_is,continue only with a materially different nonlinear hidden-state basis,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_descriptor_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,hamming_weight_preserving_lossy_routing_normalizer,onehot_home_collision_saturation,onehot-home occupancy saturated at 2 plus known-pair selector parity,ex287|hamming_weight_preserving_lossy_routing_normalizer|onehot_home_collision_saturation|shared_home_collision_saturation_state|no_synth|blocked_before_verilog|full_word,blocked_not_exact,unique_keys=3240 conflict_keys=2160 max_outputs_per_key=7 residual_bdd_nodes=9532 exact_bits=none,,,descriptor is smaller but highly conflicted and residual remains BDD-scale,ex287_r97_onehot_home_collision_saturation,not exact compact descriptor,do_not_repeat_as_is,continue only with a materially different descriptor or constructive routing model,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_descriptor_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,hamming_weight_preserving_lossy_routing_normalizer,pair_route_mod4_histogram,source-lane to home-lane route histogram plus pair occupancy,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_route_mod4_histogram|shared_mod4_route_histogram_state|no_synth|blocked_before_verilog|full_word,blocked_not_exact,unique_keys=10800 conflict_keys=4044 max_outputs_per_key=4 residual_bdd_nodes=8012 exact_bits=none,,,route histogram reduces residual nodes slightly but remains non-exact and table-like,ex287_r97_pair_route_mod4_histogram,not exact compact descriptor,do_not_repeat_as_is,continue only with richer state that removes conflicts without key explosion,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_descriptor_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,hamming_weight_preserving_lossy_routing_normalizer,low_weight_orbit_adjacent_signature,known-pair xor-or plus adjacent parity and window count signature,ex287|hamming_weight_preserving_lossy_routing_normalizer|low_weight_orbit_adjacent_signature|adjacent_signature_exact_key_table|no_synth|blocked_before_verilog|full_word,blocked_table_scale,unique_keys=16320 conflict_keys=0 mdd_nonterminals=69679 mdd_terminals=2609,,,descriptor is exact only by nearly one key per input and is not compact RTL,ex287_r97_low_weight_orbit_adjacent_signature,exact but table scale,do_not_repeat_as_is,do not emit RTL unless the exact key map is factored into a much smaller recurrence,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_descriptor_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,ANF/cofactor decomposition,raw_sympair_predicates_degree2,raw bits plus known-pair xor-or-and predicates to degree 2,ex287|ANF_cofactor_decomposition|raw_sympair_predicates_degree2|shared_gf2_feature_basis|no_synth|blocked_before_verilog|full_word,blocked_no_exact_bits,expanded_features=277 feature_rank=145 exact_output_bits=none output_linear_nullity=0,,,tested compact GF2 basis solves zero output bits,ex287_r97_raw_sympair_predicates_degree2,no exact output bits,do_not_repeat_as_is,continue only with a materially different feature family or nonlinear basis,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_gf2_feature_basis.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,ANF/cofactor decomposition,raw_sympair_laneparity_degree3,raw and known-pair predicates plus mod4 lane parity to degree 3,ex287|ANF_cofactor_decomposition|raw_sympair_laneparity_degree3|shared_gf2_feature_basis|no_synth|blocked_before_verilog|full_word,blocked_no_exact_bits,expanded_features=3304 feature_rank=696 exact_output_bits=none output_linear_nullity=0,,,adding lane parity and degree 3 still solves zero bits,ex287_r97_raw_sympair_laneparity_degree3,no exact output bits,do_not_repeat_as_is,do not expand this basis without a new semantic feature source,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_gf2_feature_basis.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,non-PPT structural hypothesis,greedy_shared_predicate_d8,bounded shared decision graph over raw sympair and popcount predicates,ex287|non_PPT_structural_hypothesis|greedy_shared_predicate_d8|learned_shared_predicate_decision_graph|no_synth|blocked_before_verilog|full_word,blocked_not_exact,leaves=255 conflict_leaves=246 max_outputs_per_leaf=75 majority_rows=2107,,,depth 8 learned graph still leaves almost all leaves conflicted,ex287_r97_greedy_shared_predicate_d8,not exact compact decision graph,do_not_repeat_as_is,continue only with different predicates or a constructive state machine,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_decision_graph_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,hamming_weight_preserving_lossy_routing_normalizer,two_token_pair_delta_superposition,pair-aware state machine learned from all two-hot rows,ex287|hamming_weight_preserving_lossy_routing_normalizer|two_token_pair_delta_superposition|pair_delta_state_machine_screen|no_synth|blocked_before_verilog|full_word,blocked_not_exact,matches=604/16384 residual_bdd_nodes=11710,,,two-token correction does not extend to full table and residual is larger than current screens,ex287_r97_two_token_pair_delta_superposition,not exact state machine,do_not_repeat_as_is,continue only with higher-order nonlinear routing state,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_pair_state_machine_screen.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
97,frontend_gt15_deepstruct_round97_20260614_0724,sub-unknown287-dg-r97,ex287,unknown,input/output permutation invariants,affine_and_swap_invariant_scan,affine index and single-swap invariant scan,ex287|input_output_permutation_invariants|affine_and_swap_scan|permutation_invariant_screen|no_synth|blocked_before_verilog|full_word,blocked_no_new_invariant,best_nonknown_swap=8768/16384 exact_new_invariants=none,,,only known input swaps 4_5 6_7 8_9 plus identity were exact,ex287_r97_affine_and_swap_scan,no new exact invariant,do_not_repeat_as_is,continue only with materially different non-permutation transform,student/work/frontend_gt15_deepstruct_round97_20260614_0724/sub-unknown287-dg-r97/ex287/diagnostics/ex287_round97_permutation_invariants.csv,,,,,student/frontend_campaigns/campaigns/frontend_gt15_deepstruct_round97_20260614_0724/agent_shards/sub-unknown287-dg-r97/failed_hypotheses.csv,,,,
